year,departamento,municipio,total,hombres,mujeres,indeterminado
2020,73 Tolima,73408 Lérida,166,83,83,0
2020,73 Tolima,73411 Líbano,451,240,211,0
2020,73 Tolima,73443 San Sebastián de Mariquita,436,220,216,0
2020,73 Tolima,73449 Melgar,534,303,231,0
2020,73 Tolima,73461 Murillo,35,22,13,0
2020,73 Tolima,73483 Natagaima,166,84,82,0
2020,73 Tolima,73504 Ortega,356,161,195,0
2020,73 Tolima,73520 Palocabildo,125,60,65,0
2020,73 Tolima,73547 Piedras,37,14,23,0
2020,73 Tolima,73555 Planadas,657,338,319,0
2020,73 Tolima,73563 Prado,69,41,28,0
2020,73 Tolima,73585 Purificación,239,128,111,0
2020,73 Tolima,73616 Rioblanco,403,199,204,0
2020,73 Tolima,73622 Roncesvalles,62,34,28,0
2020,73 Tolima,73624 Rovira,329,166,163,0
2020,73 Tolima,73671 Saldaña,155,74,81,0
2020,73 Tolima,73675 San Antonio,200,107,93,0
2020,73 Tolima,73678 San Luis,107,58,49,0
2020,73 Tolima,73686 Santa Isabel,60,32,28,0
2020,73 Tolima,73770 Suárez,33,18,15,0
2020,73 Tolima,73854 Valle de San Juan,47,27,20,0
2020,73 Tolima,73861 Venadillo,108,66,42,0
2020,73 Tolima,73870 Villahermosa,84,40,44,0
2020,73 Tolima,73873 Villarrica,53,30,23,0
2020,76 Valle del Cauca,76001 Cali,23237,11849,11387,1
2020,76 Valle del Cauca,76020 Alcalá,178,86,92,0
2020,76 Valle del Cauca,76036 Andalucía,167,72,95,0
2020,76 Valle del Cauca,76041 Ansermanuevo,193,97,96,0
2020,76 Valle del Cauca,76054 Argelia,43,18,25,0
2020,76 Valle del Cauca,76100 Bolívar,135,70,65,0
2020,76 Valle del Cauca,76109 Buenaventura,4417,2209,2208,0
2020,76 Valle del Cauca,76111 Guadalajara de Buga,1182,644,538,0
2020,76 Valle del Cauca,76113 Bugalagrande,190,88,102,0
2020,76 Valle del Cauca,76122 Caicedonia,268,133,135,0
2020,76 Valle del Cauca,76126 Calima,188,102,86,0
2020,76 Valle del Cauca,76130 Candelaria,1139,554,585,0
2020,76 Valle del Cauca,76147 Cartago,1160,573,587,0
2020,76 Valle del Cauca,76233 Dagua,454,216,238,0
2020,76 Valle del Cauca,76243 El Águila,62,30,32,0
2020,76 Valle del Cauca,76246 El Cairo,51,28,23,0
2020,76 Valle del Cauca,76248 El Cerrito,557,303,254,0
2020,76 Valle del Cauca,76250 El Dovio,154,82,72,0
2020,76 Valle del Cauca,76275 Florida,699,348,351,0
2020,76 Valle del Cauca,76306 Ginebra,171,92,79,0
2020,76 Valle del Cauca,76318 Guacarí,369,203,166,0
2020,76 Valle del Cauca,76364 Jamundí,1862,971,891,0
2020,76 Valle del Cauca,76377 La Cumbre,109,49,60,0
2020,76 Valle del Cauca,76400 La Unión,300,151,149,0
2020,76 Valle del Cauca,76403 La Victoria,83,50,33,0
2020,76 Valle del Cauca,76497 Obando,124,63,61,0
2020,76 Valle del Cauca,76520 Palmira,3307,1680,1627,0
2020,76 Valle del Cauca,76563 Pradera,516,269,247,0
2020,76 Valle del Cauca,76606 Restrepo,176,85,91,0
2020,76 Valle del Cauca,76616 Riofrío,145,88,57,0
2020,76 Valle del Cauca,76622 Roldanillo,332,184,148,0
2020,76 Valle del Cauca,76670 San Pedro,156,85,71,0
2020,76 Valle del Cauca,76736 Sevilla,369,198,171,0
2020,76 Valle del Cauca,76823 Toro,91,54,37,0
2020,76 Valle del Cauca,76828 Trujillo,179,95,84,0
2020,76 Valle del Cauca,76834 Tuluá,2052,1038,1014,0
2020,76 Valle del Cauca,76845 Ulloa,36,18,18,0
2020,76 Valle del Cauca,76863 Versalles,66,29,37,0
2020,76 Valle del Cauca,76869 Vijes,117,58,59,0
2020,76 Valle del Cauca,76890 Yotoco,149,74,75,0
2020,76 Valle del Cauca,76892 Yumbo,1174,587,587,0
2020,76 Valle del Cauca,76895 Zarzal,395,215,180,0
2020,81 Arauca,81001 Arauca,1291,629,662,0
2020,81 Arauca,81065 Arauquita,642,303,339,0
2020,81 Arauca,81220 Cravo Norte,51,25,26,0
2020,81 Arauca,81300 Fortul,339,179,160,0
2020,81 Arauca,81591 Puerto Rondón,77,35,42,0
2020,81 Arauca,81736 Saravena,707,364,343,0
2020,81 Arauca,81794 Tame,1038,533,505,0
2020,85 Casanare,85001 Yopal,2595,1330,1264,1
2020,85 Casanare,85010 Aguazul,472,233,239,0
2020,85 Casanare,85015 Chámeza,20,9,11,0
2020,85 Casanare,85125 Hato Corozal,198,103,95,0
2020,85 Casanare,85136 La Salina,12,6,6,0
2020,85 Casanare,85139 Maní,249,137,112,0
2020,85 Casanare,85162 Monterrey,206,106,100,0
2020,85 Casanare,85225 Nunchía,111,64,47,0
2020,85 Casanare,85230 Orocué,162,85,77,0
2020,85 Casanare,85250 Paz de Ariporo,631,343,288,0
2020,85 Casanare,85263 Pore,180,91,89,0
2020,85 Casanare,85279 Recetor,9,5,4,0
2020,85 Casanare,85300 Sabanalarga,26,13,13,0
2020,85 Casanare,85315 Sácama,22,8,14,0
2020,85 Casanare,85325 San Luis de Palenque,90,53,37,0
2020,85 Casanare,85400 Támara,101,51,50,0
2020,85 Casanare,85410 Tauramena,300,149,151,0
2020,85 Casanare,85430 Trinidad,196,100,96,0
2020,85 Casanare,85440 Villanueva,548,277,271,0
2020,86 Putumayo,86001 Mocoa,754,396,358,0
2020,86 Putumayo,86219 Colón,72,31,41,0
2020,86 Putumayo,86320 Orito,579,308,271,0
2020,86 Putumayo,86568 Puerto Asís,1068,531,537,0
2020,86 Putumayo,86569 Puerto Caicedo,175,85,90,0
2020,86 Putumayo,86571 Puerto Guzmán,251,129,122,0
2020,86 Putumayo,86573 Puerto Leguízamo,252,124,128,0
2020,86 Putumayo,86749 Sibundoy,156,81,75,0
2020,86 Putumayo,86755 San Francisco,52,25,27,0
2020,86 Putumayo,86757 San Miguel,231,123,108,0
2020,86 Putumayo,86760 Santiago,78,39,39,0
2020,86 Putumayo,86865 Valle del Guamuez,543,290,253,0
2020,86 Putumayo,86885 Villagarzón,412,216,196,0
2020,88 Archipiélago de San Andrés y Providencia,88001 San Andrés,716,372,344,0
2020,88 Archipiélago de San Andrés y Providencia,88564 Providencia,43,21,22,0
2020,91 Amazonas,91001 Leticia,790,428,361,1
2020,91 Amazonas,91263 El Encanto,19,11,8,0
2020,91 Amazonas,91405 La Chorrera,40,15,25,0
2020,91 Amazonas,91407 La Pedrera,41,22,18,1
2020,91 Amazonas,91430 La Victoria,0,0,0,0
2020,91 Amazonas,91460 Mirití - Paraná,6,3,3,0
2020,91 Amazonas,91530 Puerto Alegría,4,4,0,0
2020,91 Amazonas,91536 Puerto Arica,12,5,7,0
2020,91 Amazonas,91540 Puerto Nariño,158,87,71,0
2020,91 Amazonas,91669 Puerto Santander,9,4,5,0
2020,91 Amazonas,91798 Tarapacá,54,28,26,0
2020,94 Guainía,94001 Inírida,773,419,354,0
2020,94 Guainía,94343 Barranco Minas,183,88,95,0
2020,94 Guainía,94663 Mapiripana,24,15,9,0
2020,94 Guainía,94883 San Felipe,31,18,13,0
2020,94 Guainía,94884 Puerto Colombia,20,12,8,0
2020,94 Guainía,94885 La Guadalupe,2,2,0,0
2020,94 Guainía,94886 Cacahual,12,8,4,0
2020,94 Guainía,94887 Pana Pana,3,2,1,0
2020,94 Guainía,94888 Morichal,3,1,2,0
2020,95 Guaviare,95001 San José del Guaviare,985,506,479,0
2020,95 Guaviare,95015 Calamar,100,48,52,0
2020,95 Guaviare,95025 El Retorno,142,78,64,0
2020,95 Guaviare,95200 Miraflores,43,19,24,0
2020,97 Vaupés,97001 Mitú,534,282,250,2
2020,97 Vaupés,97161 Carurú,46,29,17,0
2020,97 Vaupés,97511 Pacoa,39,23,16,0
2020,97 Vaupés,97666 Taraira,37,23,14,0
2020,97 Vaupés,97777 Papunaua,3,2,1,0
2020,97 Vaupés,97889 Yavaraté,13,7,6,0
2020,99 Vichada,99001 Puerto Carreño,610,314,296,0
2020,99 Vichada,99524 La Primavera,142,66,76,0
2020,99 Vichada,99624 Santa Rosalía,70,39,31,0
2020,99 Vichada,99773 Cumaribo,979,528,451,0
2020,Extranjero,032 Argentina,2,1,1,0
2020,Extranjero,076 Brasil,24,13,11,0
2020,Extranjero,174 Union de Las Comoras,3,2,1,0
2020,Extranjero,180 Congo,1,1,0,0
2020,Extranjero,218 Ecuador,6,2,4,0
2020,Extranjero,260 Territorios Australes Franceses,1,0,1,0
2020,Extranjero,320 Guatemala,1,1,0,0
2020,Extranjero,340 Honduras,1,0,1,0
2020,Extranjero,380 Italia,1,0,1,0
2020,Extranjero,484 México,1,0,1,0
2020,Extranjero,528 Holanda (Paises Bajos),2,2,0,0
2020,Extranjero,530 Antillas Neerlandesas,3,2,1,0
2020,Extranjero,533 Aruba,13,8,5,0
2020,Extranjero,548 Vanuatu,2,0,2,0
2020,Extranjero,591 Panamá,3,0,3,0
2020,Extranjero,604 Perú,3,2,1,0
2020,Extranjero,704 Vietnam,2,2,0,0
2020,Extranjero,840 Estados Unidos de América,3,2,1,0
2020,Extranjero,862 Venezuela,9716,5045,4670,1
2020,Extranjero,887 Yemen,1,0,1,0
2021,05 Antioquia,05001 Medellín,23011,11963,11046,2
2021,05 Antioquia,05002 Abejorral,186,104,82,0
2021,05 Antioquia,05004 Abriaquí,9,2,7,0
2021,05 Antioquia,05021 Alejandría,30,15,15,0
2021,05 Antioquia,05030 Amagá,279,148,131,0
2021,05 Antioquia,05031 Amalfi,308,157,151,0
2021,05 Antioquia,05034 Andes,382,184,198,0
2021,05 Antioquia,05036 Angelópolis,59,35,24,0
2021,05 Antioquia,05038 Angostura,117,70,47,0
2021,05 Antioquia,05040 Anorí,232,108,124,0
2021,05 Antioquia,05042 Santafé de Antioquia,380,178,202,0
2021,05 Antioquia,05044 Anzá,100,52,48,0
2021,05 Antioquia,05045 Apartadó,2067,1103,964,0
2021,05 Antioquia,05051 Arboletes,542,286,256,0
2021,05 Antioquia,05055 Argelia,76,36,40,0
2021,05 Antioquia,05059 Armenia,14,8,6,0
2021,05 Antioquia,05079 Barbosa,408,198,210,0
2021,05 Antioquia,05086 Belmira,40,15,25,0
2021,05 Antioquia,05088 Bello,4811,2463,2348,0
2021,05 Antioquia,05091 Betania,80,46,34,0
2021,05 Antioquia,05093 Betulia,210,109,101,0
2021,05 Antioquia,05101 Ciudad Bolívar,256,122,134,0
2021,05 Antioquia,05107 Briceño,90,42,48,0
2021,05 Antioquia,05113 Buriticá,120,57,63,0
2021,05 Antioquia,05120 Cáceres,393,197,196,0
2021,05 Antioquia,05125 Caicedo,97,53,44,0
2021,05 Antioquia,05129 Caldas,762,398,364,0
2021,05 Antioquia,05134 Campamento,72,38,34,0
2021,05 Antioquia,05138 Cañasgordas,170,81,89,0
2021,05 Antioquia,05142 Caracolí,35,16,19,0
2021,05 Antioquia,05145 Caramanta,47,19,28,0
2021,05 Antioquia,05147 Carepa,1022,546,475,1
2021,05 Antioquia,05148 El Carmen de Viboral,650,313,337,0
2021,05 Antioquia,05150 Carolina,36,18,18,0
2021,05 Antioquia,05154 Caucasia,1727,915,812,0
2021,05 Antioquia,05172 Chigorodó,1213,622,591,0
2021,05 Antioquia,05190 Cisneros,94,50,44,0
2021,05 Antioquia,05197 Cocorná,183,88,95,0
2021,05 Antioquia,05206 Concepción,28,19,9,0
2021,05 Antioquia,05209 Concordia,197,99,98,0
2021,05 Antioquia,05212 Copacabana,585,293,292,0
2021,05 Antioquia,05234 Dabeiba,253,120,133,0
2021,05 Antioquia,05237 Don Matías,205,100,105,0
2021,05 Antioquia,05240 Ebéjico,67,33,34,0
2021,05 Antioquia,05250 El Bagre,1052,521,531,0
2021,05 Antioquia,05264 Entrerrios,111,45,66,0
2021,05 Antioquia,05266 Envigado,1358,710,648,0
2021,05 Antioquia,05282 Fredonia,142,69,73,0
2021,05 Antioquia,05284 Frontino,238,118,120,0
2021,05 Antioquia,05306 Giraldo,67,37,30,0
2021,05 Antioquia,05308 Girardota,425,218,207,0
2021,05 Antioquia,05310 Gómez Plata,54,29,25,0
2021,05 Antioquia,05313 Granada,136,72,64,0
2021,05 Antioquia,05315 Guadalupe,59,31,28,0
2021,05 Antioquia,05318 Guarne,480,250,230,0
2021,05 Antioquia,05321 Guatapé,86,45,41,0
2021,05 Antioquia,05347 Heliconia,37,11,26,0
2021,05 Antioquia,05353 Hispania,56,25,31,0
2021,05 Antioquia,05360 Itagüí,2204,1124,1080,0
2021,05 Antioquia,05361 Ituango,250,136,114,0
2021,05 Antioquia,05364 Jardín,136,77,59,0
2021,05 Antioquia,05368 Jericó,93,46,47,0
2021,05 Antioquia,05376 La Ceja,642,341,301,0
2021,05 Antioquia,05380 La Estrella,551,285,266,0
2021,05 Antioquia,05390 La Pintada,109,53,56,0
2021,05 Antioquia,05400 La Unión,249,128,121,0
2021,05 Antioquia,05411 Liborina,77,33,44,0
2021,05 Antioquia,05425 Maceo,88,45,43,0
2021,05 Antioquia,05440 Marinilla,864,466,398,0
2021,05 Antioquia,05467 Montebello,53,25,28,0
2021,05 Antioquia,05475 Murindó,132,73,59,0
2021,05 Antioquia,05480 Mutatá,801,393,407,1
2021,05 Antioquia,05483 Nariño,107,52,55,0
2021,05 Antioquia,05490 Necoclí,1205,615,589,1
2021,05 Antioquia,05495 Nechí,629,323,306,0
2021,05 Antioquia,05501 Olaya,20,7,13,0
2021,05 Antioquia,05541 Peñol,238,124,114,0
2021,05 Antioquia,05543 Peque,107,58,49,0
2021,05 Antioquia,05576 Pueblorrico,61,30,31,0
2021,05 Antioquia,05579 Puerto Berrío,602,322,280,0
2021,05 Antioquia,05585 Puerto Nare,102,53,49,0
2021,05 Antioquia,05591 Puerto Triunfo,270,151,119,0
2021,05 Antioquia,05604 Remedios,421,224,197,0
2021,05 Antioquia,05607 Retiro,181,86,95,0
2021,05 Antioquia,05615 Rionegro,1375,677,698,0
2021,05 Antioquia,05628 Sabanalarga,124,56,68,0
2021,05 Antioquia,05631 Sabaneta,751,403,348,0
2021,05 Antioquia,05642 Salgar,194,105,89,0
2021,05 Antioquia,05647 San Andrés de Cuerquía,77,40,37,0
2021,05 Antioquia,05649 San Carlos,154,76,78,0
2021,05 Antioquia,05652 San Francisco,58,33,25,0
2021,05 Antioquia,05656 San Jerónimo,150,87,63,0
2021,05 Antioquia,05658 San José de La Montaña,45,28,17,0
2021,05 Antioquia,05659 San Juan de Urabá,452,238,213,1
2021,05 Antioquia,05660 San Luis,218,107,111,0
2021,05 Antioquia,05664 San Pedro de Los Milagros,325,159,166,0
2021,05 Antioquia,05665 San Pedro de Urabá,615,326,289,0
2021,05 Antioquia,05667 San Rafael,177,83,94,0
2021,05 Antioquia,05670 San Roque,203,90,113,0
2021,05 Antioquia,05674 San Vicente,183,102,81,0
2021,05 Antioquia,05679 Santa Bárbara,192,99,93,0
2021,05 Antioquia,05686 Santa Rosa de Osos,391,195,196,0
2021,05 Antioquia,05690 Santo Domingo,92,48,44,0
2021,05 Antioquia,05697 El Santuario,546,292,254,0
2021,05 Antioquia,05736 Segovia,658,342,315,1
2021,05 Antioquia,05756 Sonsón,410,215,195,0
2021,05 Antioquia,05761 Sopetrán,157,83,74,0
2021,05 Antioquia,05789 Támesis,109,57,52,0
2021,05 Antioquia,05790 Tarazá,377,189,188,0
2021,05 Antioquia,05792 Tarso,51,20,31,0
2021,05 Antioquia,05809 Titiribí,55,33,22,0
2021,05 Antioquia,05819 Toledo,65,36,29,0
2021,05 Antioquia,05837 Turbo,3218,1692,1526,0
2021,05 Antioquia,05842 Uramita,91,50,41,0
2021,05 Antioquia,05847 Urrao,463,231,232,0
2021,05 Antioquia,05854 Valdivia,203,113,90,0
2021,05 Antioquia,05856 Valparaíso,39,16,23,0
2021,05 Antioquia,05858 Vegachí,183,99,84,0
2021,05 Antioquia,05861 Venecia,80,41,39,0
2021,05 Antioquia,05873 Vigía del Fuerte,140,76,64,0
2021,05 Antioquia,05885 Yalí,74,31,42,1
2021,05 Antioquia,05887 Yarumal,425,222,203,0
2021,05 Antioquia,05890 Yolombó,201,104,97,0
2021,05 Antioquia,05893 Yondó,276,144,131,1
2021,05 Antioquia,05895 Zaragoza,518,255,263,0
2021,08 Atlántico,08001 Barranquilla,20747,10573,10173,1
2021,08 Atlántico,08078 Baranoa,925,489,435,1
2021,08 Atlántico,08137 Campo de La Cruz,404,218,186,0
2021,08 Atlántico,08141 Candelaria,275,121,154,0
2021,08 Atlántico,08296 Galapa,764,390,374,0
2021,08 Atlántico,08372 Juan de Acosta,296,147,149,0
2021,08 Atlántico,08421 Luruaco,457,225,232,0
2021,08 Atlántico,08433 Malambo,1870,956,914,0
2021,08 Atlántico,08436 Manatí,350,171,179,0
2021,08 Atlántico,08520 Palmar de Varela,332,171,161,0
2021,08 Atlántico,08549 Piojó,57,29,28,0
2021,08 Atlántico,08558 Polonuevo,223,107,116,0
2021,08 Atlántico,08560 Ponedera,416,227,189,0
2021,08 Atlántico,08573 Puerto Colombia,590,295,295,0
2021,08 Atlántico,08606 Repelón,380,211,169,0
2021,08 Atlántico,08634 Sabanagrande,366,177,189,0
2021,08 Atlántico,08638 Sabanalarga,1696,918,778,0
2021,08 Atlántico,08675 Santa Lucía,242,129,113,0
2021,08 Atlántico,08685 Santo Tomás,386,202,184,0
2021,08 Atlántico,08758 Soledad,7750,4032,3718,0
2021,08 Atlántico,08770 Suan,172,94,78,0
2021,08 Atlántico,08832 Tubará,123,64,59,0
2021,08 Atlántico,08849 Usiacurí,117,52,65,0
2021,11 Bogotá,"11001 Bogotá, D.C.",66988,34116,32867,5
2021,13 Bolívar,13001 Cartagena,17572,8903,8667,2
2021,13 Bolívar,13006 Achí,424,210,214,0
2021,13 Bolívar,13030 Altos del Rosario,263,135,128,0
2021,13 Bolívar,13042 Arenal,250,136,114,0
2021,13 Bolívar,13052 Arjona,1012,502,510,0
2021,13 Bolívar,13062 Arroyohondo,124,63,61,0
2021,13 Bolívar,13074 Barranco de Loba,356,192,164,0
2021,13 Bolívar,13140 Calamar,354,195,159,0
2021,13 Bolívar,13160 Cantagallo,141,76,65,0
2021,13 Bolívar,13188 Cicuco,187,87,100,0
2021,13 Bolívar,13212 Córdoba,157,76,81,0
2021,13 Bolívar,13222 Clemencia,211,109,102,0
2021,13 Bolívar,13244 El Carmen de Bolívar,1321,681,640,0
2021,13 Bolívar,13248 El Guamo,81,50,31,0
2021,13 Bolívar,13268 El Peñón,113,65,48,0
2021,13 Bolívar,13300 Hatillo de Loba,282,146,136,0
2021,13 Bolívar,13430 Magangué,3073,1607,1466,0
2021,13 Bolívar,13433 Mahates,352,191,161,0
2021,13 Bolívar,13440 Margarita,134,78,56,0
2021,13 Bolívar,13442 María La Baja,909,475,434,0
2021,13 Bolívar,13458 Montecristo,148,80,68,0
2021,13 Bolívar,13468 Mompós,847,441,406,0
2021,13 Bolívar,13473 Morales,239,124,115,0
2021,13 Bolívar,13490 Norosí,125,63,62,0
2021,13 Bolívar,13549 Pinillos,311,156,155,0
2021,13 Bolívar,13580 Regidor,135,73,62,0
2021,13 Bolívar,13600 Río Viejo,178,87,91,0
2021,13 Bolívar,13620 San Cristóbal,57,34,23,0
2021,13 Bolívar,13647 San Estanislao,168,73,95,0
2021,13 Bolívar,13650 San Fernando,152,81,71,0
2021,13 Bolívar,13654 San Jacinto,342,172,170,0
2021,13 Bolívar,13655 San Jacinto del Cauca,101,51,50,0
2021,13 Bolívar,13657 San Juan Nepomuceno,444,214,230,0
2021,13 Bolívar,13667 San Martín de Loba,329,151,178,0
2021,13 Bolívar,13670 San Pablo,644,321,323,0
2021,13 Bolívar,13673 Santa Catalina,171,84,87,0
2021,13 Bolívar,13683 Santa Rosa,388,189,199,0
2021,13 Bolívar,13688 Santa Rosa del Sur,893,459,434,0
2021,13 Bolívar,13744 Simití,349,178,171,0
2021,13 Bolívar,13760 Soplaviento,98,50,48,0
2021,13 Bolívar,13780 Talaigua Nuevo,179,87,92,0
2021,13 Bolívar,13810 Tiquisio,340,171,169,0
2021,13 Bolívar,13836 Turbaco,1105,578,527,0
2021,13 Bolívar,13838 Turbaná,202,108,94,0
2021,13 Bolívar,13873 Villanueva,329,169,160,0
2021,13 Bolívar,13894 Zambrano,212,119,93,0
2021,15 Boyacá,15001 Tunja,1787,920,867,0
2021,15 Boyacá,15022 Almeida,14,9,5,0
2021,15 Boyacá,15047 Aquitania,231,127,104,0
2021,15 Boyacá,15051 Arcabuco,41,19,22,0
2021,15 Boyacá,15087 Belén,82,35,47,0
2021,15 Boyacá,15090 Berbeo,9,4,5,0
2021,15 Boyacá,15092 Betéitiva,11,5,6,0
2021,15 Boyacá,15097 Boavita,43,25,18,0
2021,15 Boyacá,15104 Boyacá,51,26,25,0
2021,15 Boyacá,15106 Briceño,17,10,7,0
2021,15 Boyacá,15109 Buenavista,36,18,18,0
2021,15 Boyacá,15114 Busbanzá,7,3,4,0
2021,15 Boyacá,15131 Caldas,17,10,7,0
2021,15 Boyacá,15135 Campohermoso,24,13,11,0
2021,15 Boyacá,15162 Cerinza,24,8,16,0
2021,15 Boyacá,15172 Chinavita,33,23,10,0
2021,15 Boyacá,15176 Chiquinquirá,598,303,295,0
2021,15 Boyacá,15180 Chiscas,25,17,8,0
2021,15 Boyacá,15183 Chita,84,40,44,0
2021,15 Boyacá,15185 Chitaraque,87,45,42,0
2021,15 Boyacá,15187 Chivatá,22,9,13,0
2021,15 Boyacá,15189 Ciénega,42,22,20,0
2021,15 Boyacá,15204 Cómbita,76,34,42,0
2021,15 Boyacá,15212 Coper,15,7,8,0
2021,15 Boyacá,15215 Corrales,15,4,11,0
2021,15 Boyacá,15218 Covarachía,31,14,17,0
2021,15 Boyacá,15223 Cubará,227,109,118,0
2021,15 Boyacá,15224 Cucaita,57,26,31,0
2021,15 Boyacá,15226 Cuítiva,8,5,3,0
2021,15 Boyacá,15232 Chíquiza,38,17,21,0
2021,15 Boyacá,15236 Chivor,7,2,5,0
2021,15 Boyacá,15238 Duitama,1224,641,583,0
2021,15 Boyacá,15244 El Cocuy,39,23,16,0
2021,15 Boyacá,15248 El Espino,29,11,18,0
2021,15 Boyacá,15272 Firavitoba,52,28,24,0
2021,15 Boyacá,15276 Floresta,35,20,15,0
2021,15 Boyacá,15293 Gachantivá,26,11,15,0
2021,15 Boyacá,15296 Gámeza,52,19,33,0
2021,15 Boyacá,15299 Garagoa,122,58,64,0
2021,15 Boyacá,15317 Guacamayas,9,1,8,0
2021,15 Boyacá,15322 Guateque,70,39,31,0
2021,15 Boyacá,15325 Guayatá,23,15,8,0
2021,15 Boyacá,15332 Güicán,84,43,41,0
2021,15 Boyacá,15362 Iza,17,11,6,0
2021,15 Boyacá,15367 Jenesano,67,30,37,0
2021,15 Boyacá,15368 Jericó,35,15,20,0
2021,15 Boyacá,15377 Labranzagrande,24,12,12,0
2021,15 Boyacá,15380 La Capilla,18,8,10,0
2021,15 Boyacá,15401 La Victoria,6,3,3,0
2021,15 Boyacá,15403 La Uvita,22,10,12,0
2021,15 Boyacá,15407 Villa de Leyva,174,87,87,0
2021,15 Boyacá,15425 Macanal,34,14,20,0
2021,15 Boyacá,15442 Maripí,40,21,19,0
2021,15 Boyacá,15455 Miraflores,75,36,39,0
2021,15 Boyacá,15464 Mongua,38,14,24,0
2021,15 Boyacá,15466 Monguí,55,29,26,0
2021,15 Boyacá,15469 Moniquirá,288,139,149,0
2021,15 Boyacá,15476 Motavita,59,31,28,0
2021,15 Boyacá,15480 Muzo,74,40,34,0
2021,15 Boyacá,15491 Nobsa,157,86,71,0
2021,15 Boyacá,15494 Nuevo Colón,37,23,14,0
2021,15 Boyacá,15500 Oicatá,21,16,5,0
2021,15 Boyacá,15507 Otanche,60,30,30,0
2021,15 Boyacá,15511 Pachavita,14,7,7,0
2021,15 Boyacá,15514 Páez,17,10,7,0
2021,15 Boyacá,15516 Paipa,349,176,172,1
2021,15 Boyacá,15518 Pajarito,25,14,11,0
2021,15 Boyacá,15522 Panqueba,13,8,5,0
2021,15 Boyacá,15531 Pauna,60,28,32,0
2021,15 Boyacá,15533 Paya,27,18,9,0
2021,15 Boyacá,15537 Paz de Río,33,15,18,0
2021,15 Boyacá,15542 Pesca,51,31,20,0
2021,15 Boyacá,15550 Pisba,19,11,8,0
2021,15 Boyacá,15572 Puerto Boyacá,607,312,293,2
2021,15 Boyacá,15580 Quípama,30,12,18,0
2021,15 Boyacá,15599 Ramiriquí,106,44,62,0
2021,15 Boyacá,15600 Ráquira,94,45,49,0
2021,15 Boyacá,15621 Rondón,13,6,7,0
2021,15 Boyacá,15632 Saboyá,141,78,63,0
2021,15 Boyacá,15638 Sáchica,94,44,50,0
2021,15 Boyacá,15646 Samacá,318,173,145,0
2021,15 Boyacá,15660 San Eduardo,12,6,6,0
2021,15 Boyacá,15664 San José de Pare,59,31,28,0
2021,15 Boyacá,15667 San Luis de Gaceno,46,17,29,0
2021,15 Boyacá,15673 San Mateo,27,13,14,0
2021,15 Boyacá,15676 San Miguel de Sema,30,17,13,0
2021,15 Boyacá,15681 San Pablo de Borbur,41,21,20,0
2021,15 Boyacá,15686 Santana,123,65,58,0
2021,15 Boyacá,15690 Santa María,26,14,12,0
2021,15 Boyacá,15693 Santa Rosa de Viterbo,91,43,48,0
2021,15 Boyacá,15696 Santa Sofía,37,20,17,0
2021,15 Boyacá,15720 Sativanorte,15,13,2,0
2021,15 Boyacá,15723 Sativasur,7,2,5,0
2021,15 Boyacá,15740 Siachoque,84,47,37,0
2021,15 Boyacá,15753 Soatá,75,40,35,0
2021,15 Boyacá,15755 Socotá,74,41,33,0
2021,15 Boyacá,15757 Socha,98,49,49,0
2021,15 Boyacá,15759 Sogamoso,1276,637,639,0
2021,15 Boyacá,15761 Somondoco,15,10,5,0
2021,15 Boyacá,15762 Sora,25,17,8,0
2021,15 Boyacá,15763 Sotaquirá,90,52,38,0
2021,15 Boyacá,15764 Soracá,91,55,36,0
2021,15 Boyacá,15774 Susacón,12,6,6,0
2021,15 Boyacá,15776 Sutamarchán,104,57,47,0
2021,15 Boyacá,15778 Sutatenza,18,8,10,0
2021,15 Boyacá,15790 Tasco,56,22,34,0
2021,15 Boyacá,15798 Tenza,15,8,7,0
2021,15 Boyacá,15804 Tibaná,65,27,38,0
2021,15 Boyacá,15806 Tibasosa,89,42,47,0
2021,15 Boyacá,15808 Tinjacá,22,11,11,0
2021,15 Boyacá,15810 Tipacoque,19,8,11,0
2021,15 Boyacá,15814 Toca,146,81,65,0
2021,15 Boyacá,15816 Togüí,63,29,34,0
2021,15 Boyacá,15820 Tópaga,46,24,22,0
2021,15 Boyacá,15822 Tota,63,35,28,0
2021,15 Boyacá,15832 Tununguá,13,3,10,0
2021,15 Boyacá,15835 Turmequé,46,32,14,0
2021,15 Boyacá,15837 Tuta,85,42,43,0
2021,15 Boyacá,15839 Tutazá,20,8,12,0
2021,15 Boyacá,15842 Umbita,46,16,30,0
2021,15 Boyacá,15861 Ventaquemada,165,78,87,0
2021,15 Boyacá,15879 Viracachá,20,9,11,0
2021,15 Boyacá,15897 Zetaquira,38,18,20,0
2021,17 Caldas,17001 Manizales,2829,1490,1338,1
2021,17 Caldas,17013 Aguadas,170,98,72,0
2021,17 Caldas,17042 Anserma,272,136,136,0
2021,17 Caldas,17050 Aranzazu,123,67,56,0
2021,17 Caldas,17088 Belalcázar,133,72,61,0
2021,17 Caldas,17174 Chinchiná,445,219,225,1
2021,17 Caldas,17272 Filadelfia,78,44,34,0
2021,17 Caldas,17380 La Dorada,776,410,366,0
2021,17 Caldas,17388 La Merced,55,29,26,0
2021,17 Caldas,17433 Manzanares,139,73,66,0
2021,17 Caldas,17442 Marmato,136,67,69,0
