year,departamento,municipio,total,hombres,mujeres,indeterminado
2022,76 Valle del Cauca,76377 La Cumbre,91,48,43,0
2022,76 Valle del Cauca,76400 La Unión,289,137,152,0
2022,76 Valle del Cauca,76403 La Victoria,89,47,42,0
2022,76 Valle del Cauca,76497 Obando,85,40,45,0
2022,76 Valle del Cauca,76520 Palmira,2801,1445,1356,0
2022,76 Valle del Cauca,76563 Pradera,447,237,210,0
2022,76 Valle del Cauca,76606 Restrepo,146,71,75,0
2022,76 Valle del Cauca,76616 Riofrío,136,70,66,0
2022,76 Valle del Cauca,76622 Roldanillo,306,157,149,0
2022,76 Valle del Cauca,76670 San Pedro,170,96,74,0
2022,76 Valle del Cauca,76736 Sevilla,363,188,175,0
2022,76 Valle del Cauca,76823 Toro,116,54,62,0
2022,76 Valle del Cauca,76828 Trujillo,189,84,105,0
2022,76 Valle del Cauca,76834 Tuluá,1694,877,817,0
2022,76 Valle del Cauca,76845 Ulloa,31,19,12,0
2022,76 Valle del Cauca,76863 Versalles,66,26,40,0
2022,76 Valle del Cauca,76869 Vijes,103,49,54,0
2022,76 Valle del Cauca,76890 Yotoco,152,82,70,0
2022,76 Valle del Cauca,76892 Yumbo,1011,511,500,0
2022,76 Valle del Cauca,76895 Zarzal,333,172,161,0
2022,81 Arauca,81001 Arauca,1366,680,686,0
2022,81 Arauca,81065 Arauquita,597,323,274,0
2022,81 Arauca,81220 Cravo Norte,42,28,14,0
2022,81 Arauca,81300 Fortul,310,163,147,0
2022,81 Arauca,81591 Puerto Rondón,66,29,37,0
2022,81 Arauca,81736 Saravena,624,315,309,0
2022,81 Arauca,81794 Tame,1009,532,477,0
2022,85 Casanare,85001 Yopal,2517,1290,1227,0
2022,85 Casanare,85010 Aguazul,412,222,190,0
2022,85 Casanare,85015 Chámeza,26,12,14,0
2022,85 Casanare,85125 Hato Corozal,149,70,79,0
2022,85 Casanare,85136 La Salina,7,5,2,0
2022,85 Casanare,85139 Maní,262,121,141,0
2022,85 Casanare,85162 Monterrey,166,79,87,0
2022,85 Casanare,85225 Nunchía,111,60,51,0
2022,85 Casanare,85230 Orocué,161,76,85,0
2022,85 Casanare,85250 Paz de Ariporo,602,304,298,0
2022,85 Casanare,85263 Pore,165,81,84,0
2022,85 Casanare,85279 Recetor,7,4,3,0
2022,85 Casanare,85300 Sabanalarga,20,10,10,0
2022,85 Casanare,85315 Sácama,13,8,5,0
2022,85 Casanare,85325 San Luis de Palenque,106,54,52,0
2022,85 Casanare,85400 Támara,90,43,47,0
2022,85 Casanare,85410 Tauramena,294,147,147,0
2022,85 Casanare,85430 Trinidad,180,93,87,0
2022,85 Casanare,85440 Villanueva,518,267,251,0
2022,86 Putumayo,86001 Mocoa,646,325,321,0
2022,86 Putumayo,86219 Colón,64,34,30,0
2022,86 Putumayo,86320 Orito,562,277,285,0
2022,86 Putumayo,86568 Puerto Asís,1186,596,590,0
2022,86 Putumayo,86569 Puerto Caicedo,154,79,75,0
2022,86 Putumayo,86571 Puerto Guzmán,280,135,145,0
2022,86 Putumayo,86573 Puerto Leguízamo,295,149,146,0
2022,86 Putumayo,86749 Sibundoy,119,55,64,0
2022,86 Putumayo,86755 San Francisco,44,26,18,0
2022,86 Putumayo,86757 San Miguel,213,112,101,0
2022,86 Putumayo,86760 Santiago,99,54,45,0
2022,86 Putumayo,86865 Valle del Guamuez,573,293,280,0
2022,86 Putumayo,86885 Villagarzón,355,184,171,0
2022,88 Archipiélago de San Andrés y Providencia,88001 San Andrés,655,312,343,0
2022,88 Archipiélago de San Andrés y Providencia,88564 Providencia,26,10,16,0
2022,91 Amazonas,91001 Leticia,771,406,365,0
2022,91 Amazonas,91263 El Encanto,16,4,12,0
2022,91 Amazonas,91405 La Chorrera,30,15,15,0
2022,91 Amazonas,91407 La Pedrera,46,22,24,0
2022,91 Amazonas,91430 La Victoria,1,0,1,0
2022,91 Amazonas,91460 Mirití - Paraná,9,5,4,0
2022,91 Amazonas,91530 Puerto Alegría,7,4,3,0
2022,91 Amazonas,91536 Puerto Arica,25,18,7,0
2022,91 Amazonas,91540 Puerto Nariño,131,83,48,0
2022,91 Amazonas,91669 Puerto Santander,18,10,8,0
2022,91 Amazonas,91798 Tarapacá,44,27,17,0
2022,94 Guainía,94001 Inírida,949,486,463,0
2022,94 Guainía,94343 Barrancominas,193,88,105,0
2022,94 Guainía,94883 San Felipe,24,14,10,0
2022,94 Guainía,94884 Puerto Colombia,34,14,20,0
2022,94 Guainía,94885 La Guadalupe,10,2,8,0
2022,94 Guainía,94886 Cacahual,9,1,8,0
2022,94 Guainía,94887 Pana Pana,20,9,11,0
2022,94 Guainía,94888 Morichal,5,4,1,0
2022,95 Guaviare,95001 San José del Guaviare,955,470,485,0
2022,95 Guaviare,95015 Calamar,138,68,70,0
2022,95 Guaviare,95025 El Retorno,133,64,69,0
2022,95 Guaviare,95200 Miraflores,30,13,17,0
2022,97 Vaupés,97001 Mitú,664,338,326,0
2022,97 Vaupés,97161 Carurú,50,26,24,0
2022,97 Vaupés,97511 Pacoa,64,38,26,0
2022,97 Vaupés,97666 Taraira,48,21,27,0
2022,97 Vaupés,97777 Papunahua,2,1,1,0
2022,97 Vaupés,97889 Yavaraté,34,20,14,0
2022,99 Vichada,99001 Puerto Carreño,681,359,322,0
2022,99 Vichada,99524 La Primavera,181,88,93,0
2022,99 Vichada,99624 Santa Rosalía,52,27,25,0
2022,99 Vichada,99773 Cumaribo,1121,561,560,0
2022,Extranjero,008 Albania,1,1,0,0
2022,Extranjero,068 Bolivia,1,1,0,0
2022,Extranjero,076 Brasil,48,22,26,0
2022,Extranjero,124 Canadá,1,0,1,0
2022,Extranjero,174 Union de Las Comoras,5,3,2,0
2022,Extranjero,180 Congo,1,1,0,0
2022,Extranjero,218 Ecuador,12,8,4,0
2022,Extranjero,250 Francia,1,0,1,0
2022,Extranjero,340 Honduras,1,0,1,0
2022,Extranjero,404 Kenya,1,0,1,0
2022,Extranjero,484 México,2,0,2,0
2022,Extranjero,528 Holanda (Paises Bajos),2,2,0,0
2022,Extranjero,533 Aruba,18,6,12,0
2022,Extranjero,548 Vanuatu,1,1,0,0
2022,Extranjero,591 Panamá,2,1,1,0
2022,Extranjero,604 Perú,13,8,5,0
2022,Extranjero,630 Puerto Rico,1,1,0,0
2022,Extranjero,660 Anguila,1,1,0,0
2022,Extranjero,662 Santa Lucía,2,2,0,0
2022,Extranjero,716 República de Zimbabue,1,0,1,0
2022,Extranjero,724 España,1,1,0,0
2022,Extranjero,840 Estados Unidos de América,4,1,3,0
2022,Extranjero,862 Venezuela,4193,2128,2065,0
2023,05 Antioquia,05001 Medellín,19648,9886,9761,1
2023,05 Antioquia,05002 Abejorral,137,72,65,0
2023,05 Antioquia,05004 Abriaquí,15,9,6,0
2023,05 Antioquia,05021 Alejandría,28,17,11,0
2023,05 Antioquia,05030 Amagá,238,119,119,0
2023,05 Antioquia,05031 Amalfi,257,138,119,0
2023,05 Antioquia,05034 Andes,330,158,172,0
2023,05 Antioquia,05036 Angelópolis,50,28,22,0
2023,05 Antioquia,05038 Angostura,86,34,52,0
2023,05 Antioquia,05040 Anorí,200,100,100,0
2023,05 Antioquia,05042 Santa Fé de Antioquia,348,172,176,0
2023,05 Antioquia,05044 Anzá,65,30,35,0
2023,05 Antioquia,05045 Apartadó,1409,732,676,1
2023,05 Antioquia,05051 Arboletes,386,209,177,0
2023,05 Antioquia,05055 Argelia,57,29,28,0
2023,05 Antioquia,05059 Armenia,12,9,3,0
2023,05 Antioquia,05079 Barbosa,321,174,147,0
2023,05 Antioquia,05086 Belmira,38,25,13,0
2023,05 Antioquia,05088 Bello,4461,2319,2142,0
2023,05 Antioquia,05091 Betania,67,26,41,0
2023,05 Antioquia,05093 Betulia,144,84,60,0
2023,05 Antioquia,05101 Ciudad Bolívar,210,111,99,0
2023,05 Antioquia,05107 Briceño,65,33,32,0
2023,05 Antioquia,05113 Buriticá,107,59,48,0
2023,05 Antioquia,05120 Cáceres,389,178,211,0
2023,05 Antioquia,05125 Caicedo,80,44,36,0
2023,05 Antioquia,05129 Caldas,610,322,288,0
2023,05 Antioquia,05134 Campamento,58,30,28,0
2023,05 Antioquia,05138 Cañasgordas,146,66,80,0
2023,05 Antioquia,05142 Caracolí,31,16,15,0
2023,05 Antioquia,05145 Caramanta,31,16,15,0
2023,05 Antioquia,05147 Carepa,687,354,333,0
2023,05 Antioquia,05148 El Carmen de Viboral,604,325,279,0
2023,05 Antioquia,05150 Carolina,14,5,9,0
2023,05 Antioquia,05154 Caucasia,1477,763,714,0
2023,05 Antioquia,05172 Chigorodó,927,474,453,0
2023,05 Antioquia,05190 Cisneros,88,47,41,0
2023,05 Antioquia,05197 Cocorná,178,86,92,0
2023,05 Antioquia,05206 Concepción,16,6,10,0
2023,05 Antioquia,05209 Concordia,135,65,70,0
2023,05 Antioquia,05212 Copacabana,501,265,236,0
2023,05 Antioquia,05234 Dabeiba,230,125,105,0
2023,05 Antioquia,05237 Donmatías,167,81,86,0
2023,05 Antioquia,05240 Ebéjico,35,16,19,0
2023,05 Antioquia,05250 El Bagre,1039,533,506,0
2023,05 Antioquia,05264 Entrerríos,85,46,39,0
2023,05 Antioquia,05266 Envigado,1224,621,603,0
2023,05 Antioquia,05282 Fredonia,106,45,61,0
2023,05 Antioquia,05284 Frontino,170,82,88,0
2023,05 Antioquia,05306 Giraldo,70,34,36,0
2023,05 Antioquia,05308 Girardota,361,178,183,0
2023,05 Antioquia,05310 Gómez Plata,38,23,15,0
2023,05 Antioquia,05313 Granada,110,59,51,0
2023,05 Antioquia,05315 Guadalupe,36,22,14,0
2023,05 Antioquia,05318 Guarne,477,233,244,0
2023,05 Antioquia,05321 Guatapé,84,49,35,0
2023,05 Antioquia,05347 Heliconia,25,12,13,0
2023,05 Antioquia,05353 Hispania,28,11,17,0
2023,05 Antioquia,05360 Itagüí,2015,1035,980,0
2023,05 Antioquia,05361 Ituango,160,95,65,0
2023,05 Antioquia,05364 Jardín,129,72,57,0
2023,05 Antioquia,05368 Jericó,73,33,40,0
2023,05 Antioquia,05376 La Ceja,552,292,260,0
2023,05 Antioquia,05380 La Estrella,543,278,265,0
2023,05 Antioquia,05390 La Pintada,74,33,41,0
2023,05 Antioquia,05400 La Unión,234,114,120,0
2023,05 Antioquia,05411 Liborina,59,33,26,0
2023,05 Antioquia,05425 Maceo,54,24,30,0
2023,05 Antioquia,05440 Marinilla,765,411,354,0
2023,05 Antioquia,05467 Montebello,38,21,17,0
2023,05 Antioquia,05475 Murindó,104,61,43,0
2023,05 Antioquia,05480 Mutatá,291,151,140,0
2023,05 Antioquia,05483 Nariño,63,27,36,0
2023,05 Antioquia,05490 Necoclí,822,446,376,0
2023,05 Antioquia,05495 Nechí,570,279,291,0
2023,05 Antioquia,05501 Olaya,17,11,6,0
2023,05 Antioquia,05541 Peñol,211,97,114,0
2023,05 Antioquia,05543 Peque,63,31,32,0
2023,05 Antioquia,05576 Pueblorrico,56,25,31,0
2023,05 Antioquia,05579 Puerto Berrío,423,226,197,0
2023,05 Antioquia,05585 Puerto Nare,91,48,43,0
2023,05 Antioquia,05591 Puerto Triunfo,232,118,114,0
2023,05 Antioquia,05604 Remedios,415,206,208,1
2023,05 Antioquia,05607 Retiro,171,95,76,0
2023,05 Antioquia,05615 Rionegro,1448,761,687,0
2023,05 Antioquia,05628 Sabanalarga,94,53,41,0
2023,05 Antioquia,05631 Sabaneta,769,398,371,0
2023,05 Antioquia,05642 Salgar,119,68,51,0
2023,05 Antioquia,05647 San Andrés de Cuerquía,52,24,28,0
2023,05 Antioquia,05649 San Carlos,104,51,53,0
2023,05 Antioquia,05652 San Francisco,45,25,20,0
2023,05 Antioquia,05656 San Jerónimo,123,62,61,0
2023,05 Antioquia,05658 San José de La Montaña,26,9,17,0
2023,05 Antioquia,05659 San Juan de Urabá,458,253,205,0
2023,05 Antioquia,05660 San Luis,146,68,78,0
2023,05 Antioquia,05664 San Pedro de Los Milagros,275,140,135,0
2023,05 Antioquia,05665 San Pedro de Urabá,464,232,232,0
2023,05 Antioquia,05667 San Rafael,143,75,68,0
2023,05 Antioquia,05670 San Roque,175,95,80,0
2023,05 Antioquia,05674 San Vicente Ferrer,164,83,81,0
2023,05 Antioquia,05679 Santa Bárbara,121,50,71,0
2023,05 Antioquia,05686 Santa Rosa de Osos,311,153,158,0
2023,05 Antioquia,05690 Santo Domingo,49,28,21,0
2023,05 Antioquia,05697 El Santuario,458,234,224,0
2023,05 Antioquia,05736 Segovia,669,318,351,0
2023,05 Antioquia,05756 Sonsón,290,147,143,0
2023,05 Antioquia,05761 Sopetrán,133,79,54,0
2023,05 Antioquia,05789 Támesis,87,43,44,0
2023,05 Antioquia,05790 Tarazá,366,198,167,1
2023,05 Antioquia,05792 Tarso,34,18,16,0
2023,05 Antioquia,05809 Titiribí,50,30,20,0
2023,05 Antioquia,05819 Toledo,44,14,30,0
2023,05 Antioquia,05837 Turbo,2280,1155,1125,0
2023,05 Antioquia,05842 Uramita,57,25,32,0
2023,05 Antioquia,05847 Urrao,415,214,201,0
2023,05 Antioquia,05854 Valdivia,204,117,87,0
2023,05 Antioquia,05856 Valparaíso,27,11,16,0
2023,05 Antioquia,05858 Vegachí,173,90,83,0
2023,05 Antioquia,05861 Venecia,88,47,41,0
2023,05 Antioquia,05873 Vigía del Fuerte,87,43,44,0
2023,05 Antioquia,05885 Yalí,65,31,34,0
2023,05 Antioquia,05887 Yarumal,336,178,158,0
2023,05 Antioquia,05890 Yolombó,190,98,92,0
2023,05 Antioquia,05893 Yondó,276,141,135,0
2023,05 Antioquia,05895 Zaragoza,441,225,216,0
2023,08 Atlántico,08001 Barranquilla,16542,8537,8005,0
2023,08 Atlántico,08078 Baranoa,708,369,339,0
2023,08 Atlántico,08137 Campo de La Cruz,282,157,125,0
2023,08 Atlántico,08141 Candelaria,205,90,115,0
2023,08 Atlántico,08296 Galapa,742,384,358,0
2023,08 Atlántico,08372 Juan de Acosta,247,129,118,0
2023,08 Atlántico,08421 Luruaco,347,165,182,0
2023,08 Atlántico,08433 Malambo,1438,725,713,0
2023,08 Atlántico,08436 Manatí,295,153,142,0
2023,08 Atlántico,08520 Palmar de Varela,342,182,160,0
2023,08 Atlántico,08549 Piojó,46,16,30,0
2023,08 Atlántico,08558 Polonuevo,162,80,82,0
2023,08 Atlántico,08560 Ponedera,314,165,149,0
2023,08 Atlántico,08573 Puerto Colombia,522,261,261,0
2023,08 Atlántico,08606 Repelón,309,166,143,0
2023,08 Atlántico,08634 Sabanagrande,398,208,190,0
2023,08 Atlántico,08638 Sabanalarga,1339,653,686,0
2023,08 Atlántico,08675 Santa Lucía,158,76,82,0
2023,08 Atlántico,08685 Santo Tomás,304,158,146,0
2023,08 Atlántico,08758 Soledad,6703,3494,3209,0
2023,08 Atlántico,08770 Suan,107,57,50,0
2023,08 Atlántico,08832 Tubará,106,61,45,0
2023,08 Atlántico,08849 Usiacurí,111,47,64,0
2023,11 Bogotá,"11001 Bogotá, D.C.",60912,31376,29533,3
2023,13 Bolívar,13001 Cartagena de Indias,15310,7811,7499,0
2023,13 Bolívar,13006 Achí,342,169,173,0
2023,13 Bolívar,13030 Altos del Rosario,151,75,76,0
2023,13 Bolívar,13042 Arenal,162,87,75,0
2023,13 Bolívar,13052 Arjona,897,443,454,0
2023,13 Bolívar,13062 Arroyohondo,84,41,43,0
2023,13 Bolívar,13074 Barranco de Loba,288,141,147,0
2023,13 Bolívar,13140 Calamar,270,141,129,0
2023,13 Bolívar,13160 Cantagallo,95,53,42,0
2023,13 Bolívar,13188 Cicuco,144,77,67,0
2023,13 Bolívar,13212 Córdoba,125,58,67,0
2023,13 Bolívar,13222 Clemencia,205,100,105,0
2023,13 Bolívar,13244 El Carmen de Bolívar,1066,547,519,0
2023,13 Bolívar,13248 El Guamo,54,32,22,0
2023,13 Bolívar,13268 El Peñón,108,53,55,0
2023,13 Bolívar,13300 Hatillo de Loba,216,105,111,0
2023,13 Bolívar,13430 Magangué,2156,1127,1029,0
2023,13 Bolívar,13433 Mahates,308,176,132,0
2023,13 Bolívar,13440 Margarita,90,41,49,0
2023,13 Bolívar,13442 María La Baja,685,349,336,0
2023,13 Bolívar,13458 Montecristo,128,66,62,0
2023,13 Bolívar,13468 Santa Cruz de Mompox,693,351,342,0
2023,13 Bolívar,13473 Morales,190,97,93,0
2023,13 Bolívar,13490 Norosí,125,60,65,0
2023,13 Bolívar,13549 Pinillos,293,142,151,0
2023,13 Bolívar,13580 Regidor,99,54,45,0
2023,13 Bolívar,13600 Río Viejo,129,75,54,0
2023,13 Bolívar,13620 San Cristóbal,66,29,37,0
2023,13 Bolívar,13647 San Estanislao,126,66,60,0
2023,13 Bolívar,13650 San Fernando,133,71,62,0
2023,13 Bolívar,13654 San Jacinto,255,119,136,0
2023,13 Bolívar,13655 San Jacinto del Cauca,77,39,38,0
2023,13 Bolívar,13657 San Juan Nepomuceno,378,178,200,0
2023,13 Bolívar,13667 San Martín de Loba,270,143,127,0
2023,13 Bolívar,13670 San Pablo,453,237,216,0
2023,13 Bolívar,13673 Santa Catalina,133,69,64,0
2023,13 Bolívar,13683 Santa Rosa,336,180,156,0
2023,13 Bolívar,13688 Santa Rosa del Sur,739,370,369,0
2023,13 Bolívar,13744 Simití,286,142,144,0
2023,13 Bolívar,13760 Soplaviento,93,55,38,0
2023,13 Bolívar,13780 Talaigua Nuevo,157,83,74,0
2023,13 Bolívar,13810 Tiquisio,331,169,162,0
2023,13 Bolívar,13836 Turbaco,1068,546,522,0
2023,13 Bolívar,13838 Turbaná,194,104,90,0
2023,13 Bolívar,13873 Villanueva,313,154,159,0
2023,13 Bolívar,13894 Zambrano,132,67,65,0
2023,15 Boyacá,15001 Tunja,1805,885,919,1
2023,15 Boyacá,15022 Almeida,6,2,4,0
2023,15 Boyacá,15047 Aquitania,137,72,65,0
2023,15 Boyacá,15051 Arcabuco,53,26,27,0
2023,15 Boyacá,15087 Belén,78,47,31,0
2023,15 Boyacá,15090 Berbeo,10,6,4,0
2023,15 Boyacá,15092 Betéitiva,10,9,1,0
2023,15 Boyacá,15097 Boavita,46,30,16,0
2023,15 Boyacá,15104 Boyacá,49,24,25,0
2023,15 Boyacá,15106 Briceño,17,6,11,0
2023,15 Boyacá,15109 Buenavista,34,16,18,0
2023,15 Boyacá,15114 Busbanzá,13,6,7,0
2023,15 Boyacá,15131 Caldas,15,5,10,0
2023,15 Boyacá,15135 Campohermoso,12,6,6,0
2023,15 Boyacá,15162 Cerinza,27,15,12,0
2023,15 Boyacá,15172 Chinavita,19,7,12,0
2023,15 Boyacá,15176 Chiquinquirá,549,280,268,1
2023,15 Boyacá,15180 Chiscas,15,11,4,0
2023,15 Boyacá,15183 Chita,82,43,39,0
2023,15 Boyacá,15185 Chitaraque,64,34,30,0
2023,15 Boyacá,15187 Chivatá,21,10,11,0
2023,15 Boyacá,15189 Ciénega,41,18,23,0
2023,15 Boyacá,15204 Cómbita,92,38,54,0
2023,15 Boyacá,15212 Coper,9,5,4,0
2023,15 Boyacá,15215 Corrales,22,9,13,0
2023,15 Boyacá,15218 Covarachía,20,11,9,0
2023,15 Boyacá,15223 Cubará,146,74,71,1
2023,15 Boyacá,15224 Cucaita,41,15,26,0
2023,15 Boyacá,15226 Cuítiva,12,5,7,0
2023,15 Boyacá,15232 Chíquiza,28,12,16,0
2023,15 Boyacá,15236 Chivor,8,4,4,0
2023,15 Boyacá,15238 Duitama,1202,628,574,0
2023,15 Boyacá,15244 El Cocuy,41,21,20,0
2023,15 Boyacá,15248 El Espino,22,14,8,0
2023,15 Boyacá,15272 Firavitoba,49,30,19,0
2023,15 Boyacá,15276 Floresta,26,12,14,0
2023,15 Boyacá,15293 Gachantivá,18,12,6,0
2023,15 Boyacá,15296 Gámeza,46,26,20,0
2023,15 Boyacá,15299 Garagoa,107,58,49,0
2023,15 Boyacá,15317 Guacamayas,7,3,4,0
2023,15 Boyacá,15322 Guateque,82,39,43,0
2023,15 Boyacá,15325 Guayatá,19,8,11,0
2023,15 Boyacá,15332 Güicán de La Sierra,55,29,26,0
2023,15 Boyacá,15362 Iza,19,9,10,0
2023,15 Boyacá,15367 Jenesano,37,19,18,0
2023,15 Boyacá,15368 Jericó,48,25,23,0
2023,15 Boyacá,15377 Labranzagrande,19,9,10,0
2023,15 Boyacá,15380 La Capilla,11,7,4,0
2023,15 Boyacá,15401 La Victoria,3,1,2,0
2023,15 Boyacá,15403 La Uvita,18,6,12,0
2023,15 Boyacá,15407 Villa de Leyva,178,84,94,0
2023,15 Boyacá,15425 Macanal,32,14,18,0
2023,15 Boyacá,15442 Maripí,38,23,15,0
2023,15 Boyacá,15455 Miraflores,57,28,29,0
2023,15 Boyacá,15464 Mongua,42,27,15,0
2023,15 Boyacá,15466 Monguí,32,19,13,0
2023,15 Boyacá,15469 Moniquirá,236,124,112,0
2023,15 Boyacá,15476 Motavita,40,19,21,0
2023,15 Boyacá,15480 Muzo,56,21,35,0
2023,15 Boyacá,15491 Nobsa,136,65,71,0
2023,15 Boyacá,15494 Nuevo Colón,33,12,21,0
2023,15 Boyacá,15500 Oicatá,21,7,14,0
2023,15 Boyacá,15507 Otanche,62,35,27,0
2023,15 Boyacá,15511 Pachavita,8,4,4,0
2023,15 Boyacá,15514 Páez,16,7,9,0
2023,15 Boyacá,15516 Paipa,323,170,153,0
2023,15 Boyacá,15518 Pajarito,16,6,10,0
2023,15 Boyacá,15522 Panqueba,10,5,5,0
2023,15 Boyacá,15531 Pauna,42,18,24,0
2023,15 Boyacá,15533 Paya,19,7,12,0
2023,15 Boyacá,15537 Paz de Río,42,26,16,0
2023,15 Boyacá,15542 Pesca,51,31,20,0
2023,15 Boyacá,15550 Pisba,15,8,7,0
2023,15 Boyacá,15572 Puerto Boyacá,510,266,244,0
2023,15 Boyacá,15580 Quípama,25,14,11,0
2023,15 Boyacá,15599 Ramiriquí,109,59,50,0
2023,15 Boyacá,15600 Ráquira,96,47,49,0
2023,15 Boyacá,15621 Rondón,10,5,5,0
2023,15 Boyacá,15632 Saboyá,120,73,47,0
2023,15 Boyacá,15638 Sáchica,87,43,44,0
2023,15 Boyacá,15646 Samacá,356,196,160,0
2023,15 Boyacá,15660 San Eduardo,14,6,8,0
2023,15 Boyacá,15664 San José de Pare,34,18,16,0
2023,15 Boyacá,15667 San Luis de Gaceno,27,11,16,0
2023,15 Boyacá,15673 San Mateo,28,12,16,0
2023,15 Boyacá,15676 San Miguel de Sema,19,11,8,0
2023,15 Boyacá,15681 San Pablo de Borbur,35,16,19,0
2023,15 Boyacá,15686 Santana,75,36,39,0
2023,15 Boyacá,15690 Santa María,30,11,19,0
2023,15 Boyacá,15693 Santa Rosa de Viterbo,82,40,42,0
2023,15 Boyacá,15696 Santa Sofía,48,20,28,0
2023,15 Boyacá,15720 Sativanorte,17,5,12,0
2023,15 Boyacá,15723 Sativasur,5,4,1,0
2023,15 Boyacá,15740 Siachoque,81,41,40,0
2023,15 Boyacá,15753 Soatá,60,34,26,0
2023,15 Boyacá,15755 Socotá,93,50,43,0
2023,15 Boyacá,15757 Socha,103,45,58,0
2023,15 Boyacá,15759 Sogamoso,1221,637,584,0
2023,15 Boyacá,15761 Somondoco,9,5,4,0
2023,15 Boyacá,15762 Sora,19,7,12,0
2023,15 Boyacá,15763 Sotaquirá,72,40,32,0
2023,15 Boyacá,15764 Soracá,97,41,56,0
2023,15 Boyacá,15774 Susacón,13,4,9,0
2023,15 Boyacá,15776 Sutamarchán,68,30,38,0
2023,15 Boyacá,15778 Sutatenza,19,9,10,0
2023,15 Boyacá,15790 Tasco,48,26,22,0
2023,15 Boyacá,15798 Tenza,17,9,8,0
2023,15 Boyacá,15804 Tibaná,44,17,27,0
2023,15 Boyacá,15806 Tibasosa,98,44,54,0
2023,15 Boyacá,15808 Tinjacá,26,10,16,0
2023,15 Boyacá,15810 Tipacoque,23,10,13,0
2023,15 Boyacá,15814 Toca,131,73,58,0
2023,15 Boyacá,15816 Togüí,43,22,21,0
2023,15 Boyacá,15820 Tópaga,32,17,15,0
2023,15 Boyacá,15822 Tota,52,28,24,0
2023,15 Boyacá,15832 Tununguá,11,6,5,0
2023,15 Boyacá,15835 Turmequé,32,13,19,0
2023,15 Boyacá,15837 Tuta,98,48,50,0
2023,15 Boyacá,15839 Tutazá,15,10,5,0
2023,15 Boyacá,15842 Úmbita,43,25,18,0
2023,15 Boyacá,15861 Ventaquemada,168,87,81,0
2023,15 Boyacá,15879 Viracachá,14,8,6,0
2023,15 Boyacá,15897 Zetaquira,35,18,17,0
2023,17 Caldas,17001 Manizales,2389,1198,1190,1
2023,17 Caldas,17013 Aguadas,176,91,85,0
2023,17 Caldas,17042 Anserma,246,128,118,0
2023,17 Caldas,17050 Aranzazu,125,73,52,0
2023,17 Caldas,17088 Belalcázar,87,47,40,0
2023,17 Caldas,17174 Chinchiná,386,206,180,0
2023,17 Caldas,17272 Filadelfia,58,30,28,0
2023,17 Caldas,17380 La Dorada,652,342,310,0
2023,17 Caldas,17388 La Merced,36,16,20,0
2023,17 Caldas,17433 Manzanares,128,74,54,0
2023,17 Caldas,17442 Marmato,105,54,51,0
2023,17 Caldas,17444 Marquetalia,121,69,52,0
2023,17 Caldas,17446 Marulanda,22,7,15,0
2023,17 Caldas,17486 Neira,169,92,77,0
2023,17 Caldas,17495 Norcasia,66,41,25,0
2023,17 Caldas,17513 Pácora,75,36,39,0
2023,17 Caldas,17524 Palestina,131,73,58,0
2023,17 Caldas,17541 Pensilvania,130,72,58,0
2023,17 Caldas,17614 Riosucio,393,198,195,0
2023,17 Caldas,17616 Risaralda,70,35,35,0
2023,17 Caldas,17653 Salamina,122,64,58,0
2023,17 Caldas,17662 Samaná,156,79,77,0
2023,17 Caldas,17665 San José,41,19,22,0
2023,17 Caldas,17777 Supía,231,118,113,0
2023,17 Caldas,17867 Victoria,61,32,29,0
2023,17 Caldas,17873 Villamaría,427,212,215,0
2023,17 Caldas,17877 Viterbo,101,57,44,0
2023,18 Caquetá,18001 Florencia,2268,1144,1124,0
2023,18 Caquetá,18029 Albania,47,25,22,0
2023,18 Caquetá,18094 Belén de Los Andaquíes,120,67,53,0
2023,18 Caquetá,18150 Cartagena del Chairá,430,212,218,0
2023,18 Caquetá,18205 Curillo,103,63,40,0
2023,18 Caquetá,18247 El Doncello,190,95,95,0
2023,18 Caquetá,18256 El Paujíl,135,55,80,0
2023,18 Caquetá,18410 La Montañita,161,102,59,0
2023,18 Caquetá,18460 Milán,100,59,41,0
2023,18 Caquetá,18479 Morelia,57,25,32,0
2023,18 Caquetá,18592 Puerto Rico,248,130,118,0
2023,18 Caquetá,18610 San José del Fragua,176,89,87,0
2023,18 Caquetá,18753 San Vicente del Caguán,821,424,397,0
2023,18 Caquetá,18756 Solano,137,69,68,0
2023,18 Caquetá,18785 Solita,87,36,51,0
2023,18 Caquetá,18860 Valparaíso,57,24,33,0
2023,19 Cauca,19001 Popayán,3006,1488,1518,0
2023,19 Cauca,19022 Almaguer,107,55,52,0
2023,19 Cauca,19050 Argelia,300,154,146,0
2023,19 Cauca,19075 Balboa,180,91,89,0
2023,19 Cauca,19100 Bolívar,255,141,114,0
2023,19 Cauca,19110 Buenos Aires,218,115,103,0
2023,19 Cauca,19130 Cajibío,354,180,174,0
2023,19 Cauca,19137 Caldono,599,303,296,0
2023,19 Cauca,19142 Caloto,328,178,150,0
2023,19 Cauca,19212 Corinto,284,141,143,0
2023,19 Cauca,19256 El Tambo,454,248,206,0
2023,19 Cauca,19290 Florencia,68,36,32,0
2023,19 Cauca,19300 Guachené,220,112,108,0
2023,19 Cauca,19318 Guapi,256,124,132,0
2023,19 Cauca,19355 Inzá,380,199,181,0
