Fecha,Perspectiva,Sexo,Concepto,Periodo,Valor
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ene - Mar,16018.596197666668
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Feb - Abr,16450.284674666666
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Mar - May,16499.964884666664
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Abr - Jun,16635.71411233333
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,May - Jul,16534.479842
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jun - Ago,16577.40207833333
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jul - Sep,16655.760635
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ago - Oct,17006.26308733333
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Sep - Nov,17273.93320233333
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Oct - Dic,17309.180765
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Nov - Ene,16861.17874633333
2007,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Dic - Feb,16692.173388
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ene - Mar,16767.124623
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Feb - Abr,17116.041285000003
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Mar - May,17225.733397
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Abr - Jun,17045.080977999998
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,May - Jul,16908.967717333333
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jun - Ago,16803.739350333333
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jul - Sep,16985.424617666667
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ago - Oct,17093.582917000003
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Sep - Nov,17067.809574333332
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Oct - Dic,17113.171148
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Nov - Ene,16895.019273333335
2008,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Dic - Feb,17038.75834433333
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ene - Mar,17150.304859
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Feb - Abr,17611.57541466667
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Mar - May,17879.523789333336
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Abr - Jun,18012.74594133333
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,May - Jul,18002.518221333332
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jun - Ago,17876.893924333333
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jul - Sep,17797.66838866667
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ago - Oct,18052.641698666666
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Sep - Nov,18348.568495
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Oct - Dic,18593.92729233333
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Nov - Ene,18261.097611666664
2009,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Dic - Feb,18153.83390166667
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ene - Mar,18037.736124
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Feb - Abr,18328.92319266667
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Mar - May,18363.00590466667
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Abr - Jun,18493.213325666668
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,May - Jul,18425.319412333334
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jun - Ago,18510.242987333335
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Jul - Sep,18669.065508
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Ago - Oct,18972.713753
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Sep - Nov,19148.67054766667
2010,TOTAL NACIONAL,Total,Población ocupada Total Nacional,Oct - Dic,19099.08881233333
