Fecha,COP fija,UVR fija,COP IPC,USD fija,DTF ,Otros,%tasa fija,% tasa variable
2001-06-30,37.89624887435043,25.95871198660263,25.000411389312877,5.369536417849437,3.473940187583395,2.3011511443012393,69.2244972788025,30.775502721197512
2001-07-31,36.91158778391279,25.775351740251523,24.719032962652125,6.883934556224966,3.434841158008481,2.275251798950112,69.57087408038927,30.429125919610716
2001-08-31,37.77990815245211,25.333590287251777,23.861377555011234,7.513149320593131,3.3156653756061334,2.196309309085619,70.62664776029702,29.37335223970299
2001-09-30,38.02343560166204,25.399219725198165,23.29152870483568,7.867225571750964,3.259491124358812,2.15909927219435,71.28988089861117,28.71011910138884
2001-10-31,38.03919396968305,25.86922838584258,22.49936141731936,8.351091879426956,3.152738450935042,2.088385896793028,72.25951423495258,27.740485765047428
2001-11-30,38.876757420117855,25.724589753817824,21.757518656255957,8.564438504000272,3.0538282565699055,2.022867409238202,73.16578567793594,26.834214322064064
2001-12-31,43.90871080151224,23.626549531092326,19.979558758679246,7.814736089172358,2.7936499905317813,1.876794829012048,75.34999642177692,24.650003578223078
2002-01-31,45.518114156314596,23.921847526760672,19.69343449257873,6.321552178590281,2.7634652844451995,1.7815863613105078,75.76151386166555,24.23848613833444
2002-02-28,45.697305800067475,25.517212107904697,18.67239816336009,5.7992689488104965,2.6228696326228524,1.6909453472343925,77.01378685678267,22.986213143217334
2002-03-31,46.341141453906616,25.9134558755467,18.683148376578764,4.791054409716835,2.624827222623561,1.6463726616275431,77.04565173917015,22.954348260829867
2002-04-30,46.79809947386989,25.92501914046828,18.512253521272456,4.776874165281042,2.6008179143756727,1.3869357847326564,77.49999277961922,22.500007220380784
2002-05-31,47.72526247221761,26.430008023082618,17.4653256744785,4.616860384421776,2.4640869060181148,1.2984565397813985,78.77213087972198,21.22786912027801
2002-06-30,48.81214462990957,27.019563619072628,17.166110031448394,3.5161972148314353,2.426426601970844,1.0595579027671234,79.34790546381365,20.65209453618636
2002-07-31,48.470568805284806,27.185627194958673,17.04717500775493,3.8374951564666673,2.421705156239907,1.0374286792950134,79.49369115671013,20.50630884328985
2002-08-31,48.017388715541124,27.23532126135122,16.991728074616347,3.9531973513223657,2.414383504856084,1.3879810923128517,79.20590732821472,20.794092671785283
2002-09-30,47.7240127110368,27.402361410610215,16.954900929662063,4.127440031771675,2.4177432730883193,1.3735416438309391,79.2538141534187,20.74618584658132
2002-10-31,47.92252018163555,27.47825210398191,16.878399200734258,4.038530854333698,2.4120167730986894,1.2702808862158945,79.43930313995115,20.56069686004884
2002-11-30,37.9707200736406,27.527666058469478,19.350106578648933,3.990819259509838,9.939425186838271,1.2212628428928813,69.48920539161992,30.51079460838009
2002-12-31,38.51081827587506,26.71337612711056,18.71705608229942,5.34145152080666,9.596470088224041,1.1208279056842603,70.56564592379227,29.434354076207725
2003-01-31,38.909555325352315,26.76874514166714,18.36152196518174,5.385148815008281,9.471093668485064,1.103935084305453,71.06344928202773,28.936550717972253
2003-02-28,38.76203083407713,28.114400408133587,18.01684294716571,4.626371916705202,9.359191879885305,1.1211620140330751,71.50280315891592,28.497196841084094
2003-03-31,39.062327243662644,28.563325432639108,17.76067181048306,4.6169135687294975,8.964525188341574,1.0322367561441141,72.24256624503124,27.757433754968748
2003-04-30,39.76327725940694,28.484848081355974,17.46837946838222,4.441925230904905,8.83510153266443,1.0064684272855342,72.69005057166783,27.30994942833218
2003-05-31,40.34160744619651,28.417743470788214,17.20034745536342,4.327246738102654,8.754093157032264,0.9589617325169388,73.08659765508739,26.913402344912623
2003-06-30,40.17811118193445,29.026703626044775,16.941113788541944,4.246461211497351,8.687675859816038,0.9199343321654464,73.45127601947658,26.54872398052343
2003-07-31,40.98037103790944,28.838877582686585,16.754941100475822,3.958424416471378,8.593409965937687,0.8739758965190991,73.7776730370674,26.222326962932605
2003-08-31,42.56404017039437,28.796473544738333,16.673018117404506,3.373730624838826,7.701566961924425,0.8911705806995466,74.73424433997153,25.26575566002848
2003-09-30,42.92057790268623,28.741134836516906,16.46685408129195,3.388624637625305,7.6200980673306775,0.862710474548933,75.05033737682845,24.94966262317156
2003-10-31,42.23939821259061,28.736212065655387,16.40568416634302,3.368480347554588,8.405339411531052,0.8448857963253505,74.34409062580059,25.65590937419942
2003-11-30,43.7480050384365,28.41816082154482,15.505435259209346,3.296665546820417,8.251804759082015,0.7799285749068985,75.46283140680174,24.53716859319826
2003-12-31,44.62148707115342,28.2729935444402,15.029629996615283,3.1860146879362503,8.140833461946617,0.7490412379082222,76.08049530352987,23.91950469647012
2004-01-31,44.31144264753315,29.036209522463114,14.789172330243993,3.105231747906773,8.045361864638236,0.7125818872147381,76.45288391790304,23.54711608209697
2004-02-29,45.75998691711165,28.58190029232388,14.452617371268897,2.840381434778396,7.650432388053006,0.7146815964641754,77.18226864421392,22.817731355786076
2004-03-31,47.19045521799376,28.078936471996013,13.96674094628472,2.6850730965502745,7.403044789688307,0.6757494774869294,77.95446478654004,22.045535213459956
2004-04-30,46.96676652999221,28.344170413516874,13.907269594660018,2.6448342682871164,7.37797105143317,0.7589881421106071,77.9557712117962,22.044228788203796
2004-05-31,46.78354933203846,27.447055452714963,13.992316121129289,2.748673130037668,7.3303552003032335,1.6980507637763793,76.9792779147911,23.020722085208902
2004-06-30,46.48229758377141,27.825487090792063,14.071691345992654,2.5114267847697556,7.414501634984114,1.6945955596900024,76.81921145933323,23.180788540666768
2004-07-31,48.01138849843013,27.214238026820993,13.576771123919972,2.3683424784066003,7.2252990123920755,1.6039608600302144,77.59396900365772,22.406030996342263
2004-08-31,48.67720761445304,27.078486115305843,13.303235096369606,2.269769700475605,7.0901558547561265,1.581145618639776,78.02546343023448,21.974536569765508
2004-09-30,50.48349788481633,26.796045220197502,13.121269278850448,2.287345116685852,6.583248402219044,0.7285940972308318,79.5668882216997,20.433111778300322
2004-10-31,50.646349776597475,27.01162431796148,12.874056885250102,2.2441611884539148,6.5090728054776825,0.7147350262593652,79.90213528301288,20.09786471698715
2004-11-30,51.00259609424281,27.277551155826192,13.217201652432362,1.2313580148635819,6.554813876959383,0.7164792056756675,79.51150526493258,20.488494735067412
2004-12-31,52.07885076542681,26.866643084576157,12.718330789965476,1.1654400218045007,6.435873821772818,0.734861516454254,80.11093387180746,19.88906612819255
2005-01-31,53.7203152351885,26.817286433119293,12.13853009660769,1.1140347110248376,6.209135116900471,0.0006984071592077386,81.65163637933263,18.34836362066737
2005-02-28,54.70132611614839,26.72734938913408,11.828563865455589,1.0653388135025499,5.676740217044094,0.0006815987153004901,82.49401431878502,17.505985681214984
2005-03-31,55.19848123031997,26.47383927205162,11.527711175312874,1.0654380050299033,5.733918549771331,0.0006117675142768217,82.7377585074015,17.26224149259848
2005-04-30,56.77251150980855,25.72593178407493,11.016462143737883,1.0058727883749792,5.4785013711044,0.0007204028992486026,83.50431608225847,16.495683917741534
2005-05-31,56.46164772486614,26.039480408403374,11.019086476291443,0.9994646599120386,5.479605511782705,0.0007152187442918067,83.50059279318155,16.49940720681844
2005-06-30,58.51189339583098,24.766411027789808,10.407638917933118,0.9802211490198861,5.333134013903962,0.0007014955222416538,84.25852557264068,15.741474427359323
2005-07-31,58.997936738269985,24.621712764454102,10.223800676717289,0.9531663637627222,5.2027051865146285,0.0006782702812984066,84.57281586648682,15.427184133513217
2005-08-31,60.584979280896626,24.638219014231524,9.3786339237712,0.9433625240589877,4.454134280196661,0.0006709768450157466,86.16656081918713,13.833439180812878
2005-09-30,60.36327297802152,24.8479799071557,9.390273360164212,0.9384488124376202,4.459362499687965,0.0006624425329736508,86.14970169761484,13.85029830238515
2005-10-31,61.5809136967147,24.123692033996953,9.077078308889423,0.9071463736308518,4.310693512857845,0.000476073910223732,86.61175210434251,13.38824789565749
2005-11-30,61.70881598499982,24.21969817486388,8.938839162262516,0.8872494391081107,4.244937851820401,0.00045938694526092937,86.81576359897181,13.18423640102818
2005-12-31,61.938979368680315,23.861531785325692,8.733924101390112,0.8707170137373769,4.147274722338001,0.4475730085285061,86.67122816774338,13.328771832256619
2006-01-31,62.30102298886967,23.79935653475245,8.553832504052473,0.8458330583699859,4.061771971930615,0.43818294202479685,86.94621258199211,13.053787418007886
2006-02-28,63.10767338400917,23.478792979077276,8.35103492618363,0.8189533987903995,3.8163705623197,0.42717474961982527,87.40541976187684,12.594580238123154
