Fecha,Tasa fija,Tasa variable
2004-01-31,79.00763814961009,20.992361850389926
2004-02-29,79.16141945131996,20.83858054868
2004-03-31,79.51205154410084,20.487948455899158
2004-04-30,79.25553422051335,20.74446577948663
2004-05-31,79.2516975071828,20.748302492817214
2004-06-30,78.78709130475721,21.212908695242795
2004-07-31,79.24310760625721,20.75689239374278
2004-08-31,79.31261633006218,20.687383669937816
2004-09-30,79.96832928523946,20.031670714760537
2004-10-31,79.15229201486633,20.847707985133678
2004-11-30,79.65855224719571,20.34144775280428
2004-12-31,80.22415351453523,19.77584648546477
2005-01-31,80.74414976054925,19.255850239450748
2005-02-28,81.40028220296843,18.59971779703158
2005-03-31,81.53726532583596,18.46273467416403
2005-04-30,83.49159202888204,16.50840797111797
2005-05-31,83.1923391410887,16.807660858911316
2005-06-30,83.50797339572996,16.492026604270034
2005-07-31,83.88234877159249,16.11765122840754
2005-08-31,84.7931722054643,15.206827794535718
2005-09-30,84.64639080130038,15.353609198699608
2005-10-31,84.61791926207911,15.382080737920905
2005-11-30,84.63690979217515,15.363090207824841
2005-12-31,84.65721020010804,15.342789799891953
2006-01-31,84.9355265351392,15.064473464860805
2006-02-28,85.22644457299768,14.77355542700234
2006-03-31,85.81029537354968,14.18970462645034
2006-04-30,86.2117728097446,13.7882271902554
2006-05-31,86.44999621479081,13.550003785209197
2006-06-30,86.71248485763573,13.287515142364262
2006-07-31,86.83339398730664,13.166606012693371
2006-08-31,86.892301824447,13.107698175553015
2006-09-30,87.22443932030129,12.77556067969872
2006-10-31,87.02857886994586,12.971421130054145
2006-11-30,87.20175236020258,12.798247639797422
2006-12-31,86.82836675498837,13.171633245011632
2007-01-31,86.94970497786538,13.050295022134614
2007-02-28,87.14704921759161,12.852950782408401
2007-03-31,86.89067615472811,13.109323845271877
2007-04-30,87.12583468620541,12.874165313794578
2007-05-01,87.42142421022164,12.578575789778352
2007-06-01,87.71542162120711,12.28457837879287
2007-07-01,87.81803277678063,12.181967223219385
2007-08-31,88.11060787383606,11.889392126163951
2007-09-30,88.05800534044694,11.941994659553092
2007-10-31,88.46914791164313,11.5308520883569
2007-11-30,88.15330437250978,11.84669572380617
2007-12-31,87.82717715329618,12.172822940496811
2008-01-31,88.19982065218127,11.800179437443397
2008-02-29,88.53518836318779,11.464811636812199
2008-03-31,88.36530916241736,11.634690837582658
2008-04-30,88.46083188037494,11.53916811962506
2008-05-31,89.11615142132236,10.883848578677654
2008-06-30,89.45431496120997,10.545685038790028
2008-07-31,89.71822115557471,10.281778844425302
2008-08-31,89.37068054477037,10.62931945522963
2008-09-30,89.23547749809524,10.764522501904763
2008-10-31,88.77096964709824,11.229030352901757
2008-11-30,88.96552582857493,11.034474171425074
