Fecha,Tasa fija,Tasa variable
2004-01-31,80.99480695621178,19.005193043788232
2004-02-29,80.59093403091786,19.40906596908213
2004-03-31,80.5558035988442,19.444196401155796
2004-04-30,79.90592860339937,20.094071396600615
2004-05-31,79.91471128781926,20.085288712180745
2004-06-30,79.09871640982166,20.901283590178334
2004-07-31,79.29792839477369,20.7020716052263
2004-08-31,78.94137848592466,21.058621514075345
2004-09-30,79.5673202065278,20.432679793472193
2004-10-31,77.33834415292485,22.661655847075153
2004-11-30,78.95155593495586,21.04844406504413
2004-12-31,79.42451741359253,20.575482586407475
2005-01-31,79.50809372949239,20.491906270507606
2005-02-28,79.86776295979178,20.13223704020822
2005-03-31,79.8410708823245,20.15892911767549
2005-04-30,83.47018650754544,16.52981349245457
2005-05-31,82.6986202379283,17.301379762071697
2005-06-30,82.24287050528896,17.757129494711034
2005-07-31,82.7151544344526,17.2848455655474
2005-08-31,82.48119062494919,17.518809375050807
2005-09-30,82.00961727290445,17.990382727095554
2005-10-31,80.94920402930721,19.05079597069279
2005-11-30,80.52880510270484,19.471194897295163
2005-12-31,80.10571409276392,19.894285907236085
2006-01-31,80.27059474670627,19.72940525329373
2006-02-28,80.07932747240338,19.92067252759662
2006-03-31,81.04443831298849,18.955561687011517
2006-04-30,83.12500480800189,16.874995191998114
2006-05-31,84.04433404373893,15.955665956261065
2006-06-30,83.78018455165103,16.219815448348957
2006-07-31,84.6834246810113,15.316575318988699
2006-08-31,84.35557031631568,15.644429683684324
2006-09-30,84.78916929367004,15.210830706329958
2006-10-31,84.02661965217983,15.973380347820168
2006-11-30,84.44199960882277,15.558000391177233
2006-12-31,83.26932199847204,16.73067800152797
2007-01-31,83.25390758822545,16.74609241177455
2007-02-28,83.00954322241584,16.990456777584146
2007-03-31,82.99874521351678,17.001254786483223
2007-04-30,83.0434576343549,16.95654236564511
2007-05-31,82.91942049513227,17.080579504867735
2007-06-30,83.41999357579027,16.580006424209728
2007-07-31,83.30141105389313,16.698588946106877
2007-08-31,83.2024317116542,16.797568288345797
2007-09-30,82.9362021466385,17.06379785336151
2007-10-31,83.35568473076667,16.644315269233335
2007-11-30,83.20099083946724,16.79900916053276
2007-12-31,81.95536469328646,18.044635306713538
2008-01-31,82.27471454943544,17.72528545056456
2008-02-29,82.31917368134167,17.680826318658333
2008-03-31,81.05143655071541,18.94856344928459
2008-04-30,80.96944817625385,19.030551823746148
2008-05-31,81.67838987270302,18.321610127296985
2008-06-30,82.7164038683463,17.283596131653685
2008-07-31,83.0,17.0
2008-08-31,83.0,17.0
2008-09-30,83.0,17.0
2008-10-31,80.57823708095786,19.421762919042138
2008-11-30,80.57726865099222,19.422731349007773
2008-12-31,80.91042090426612,19.089579095733903
2009-01-31,83.0791536715583,16.920846328441694
2009-02-28,81.96132191480272,18.038678085197276
2009-03-31,86.67482954175972,13.32517045824028
2009-04-30,88.56439222619163,11.43560777380836
2009-05-31,86.12760843336518,13.872391566634818
2009-06-30,86.08575970997144,13.914240290028554
2009-07-31,85.84976655415078,14.150233445849224
2009-08-31,85.13224256123964,14.867757438760368
2009-09-30,85.18981322498497,14.810186775015016
2009-10-31,84.55436868588433,15.445631314115671
2009-11-30,83.9127926376356,16.0872073623644
2009-12-31,82.42123229338662,17.57876770661337
2010-01-31,82.54054496536428,17.459455034635734
2010-02-28,79.85469408149552,20.14530591850448
2010-03-31,84.12992703475,15.87007296525003
2010-04-30,82.80267664025777,17.19732335974222
2010-05-31,82.62017970431715,17.37982029568285
2010-06-30,82.54128650107924,17.458713498920766
2010-07-31,82.42592913801033,17.574070861989657
2010-08-31,82.69585386306132,17.304146136938677
2010-09-30,82.4451859231394,17.554814076860588
2010-10-31,81.74200172133718,18.25799827866282
2010-11-30,80.86392109741709,19.13607890258291
2010-12-31,80.20480349848481,19.7951965015152
2011-01-31,80.20860548997605,19.79139451002395
2011-02-28,80.20212133197516,19.797878668024836
2011-03-31,80.22444985527143,19.77555014472856
2011-04-30,80.31245075750468,19.68754924249532
2011-05-31,79.89016938148987,20.109830618510134
2011-06-30,80.00619827821019,19.993801721789804
2011-07-31,81.28898222916699,18.711017770833006
2011-08-31,81.28911649366681,18.71088350633318
2011-09-30,81.1251345426313,18.87486545736871
2011-10-31,80.88642211942046,19.113577880579548
2011-11-30,79.81415219129396,20.185847808706043
2011-12-01,78.80890077463766,21.191099225362333
2012-01-01,79.73331604490077,20.26668395509922
2012-02-01,79.77880181216698,20.221198187833014
2012-03-01,79.73233154486049,20.26766845513951
2012-04-01,79.78702325549936,20.212976744500633
2012-05-01,79.57889726876326,20.421102731236733
2012-06-01,79.64128664982073,20.358713350179265
2012-07-01,79.64128664982073,20.358713350179265
2012-08-01,79.67359330031539,20.326406699684593
2012-09-30,80.05227580123203,19.947724198767975
2012-10-31,79.98464610223614,20.01535389776386
2012-11-30,79.87296264712462,20.12703735287538
2012-12-31,78.3385141252874,21.661485874712596
2013-01-31,78.33851412528739,21.3063924178926
2013-02-28,78.61714651849456,21.382853481505435
2013-03-31,79.23711937437497,20.762880625625023
2013-04-30,78.65202861072217,21.347971389277824
2013-05-31,78.4231357958494,21.57686420415059
2013-06-30,78.37582887732307,21.624171122676923
2013-07-31,78.51493517560034,21.48506482439966
2013-08-31,77.86425756829405,22.135742431705946
2013-09-30,77.61932302083714,22.380676979162857
2013-10-31,77.6269017603276,22.373098239672395
2013-11-30,77.4509629048552,22.54903709514479
2013-12-31,76.48711503806217,23.512884961937836
2014-01-31,77.48937876900308,22.51062123099693
2014-02-28,77.49280593517314,22.507194064826873
2014-03-31,77.57468076178885,22.425319238211134
2014-04-30,77.9107857565486,22.08921424345139
2014-05-31,77.68944770905807,22.310552290941914
2014-06-30,77.73923786648854,22.260762133511474
2014-07-31,77.77423836818532,22.225761631814667
2014-08-31,78.62214050029289,21.3778594997071
2014-09-30,79.11488845635266,20.885111543647344
2014-10-31,78.50237563467385,21.497624365326136
2014-11-30,78.19752354479473,21.802476455205266
2014-12-31,73.87744527562884,26.12255472437116
2015-01-31,75.15454181569592,24.845458184304093
2015-02-28,74.6360247393985,25.363975260601507
2015-03-31,75.41916354222984,24.580836457770147
2015-04-30,75.58696077710437,24.413039222895623
2015-05-31,75.11846010555136,24.881539894448622
2015-06-30,75.29238838715588,24.70761161284411
2015-07-31,74.8915970073374,25.108402992662604
2015-08-31,74.7820022233708,25.217997776629208
2015-09-30,75.78934003083563,24.210659969164368
2015-10-31,74.07504561717006,25.924954382829927
2015-11-30,74.0531021947336,25.9468978052664
2015-12-31,71.64545842161796,28.354541578382047
2016-01-31,71.1902234670941,28.80977653290589
2016-02-29,71.16630416105072,28.833695838949275
2016-03-31,72.30000509539958,27.699994904600427
2016-04-30,72.45103749447989,27.548962505520098
2016-05-31,71.0793817371775,28.92061826282249
2016-06-30,71.15630061859352,28.843699381406484
2016-07-31,71.06990843158628,28.93009156841371
2016-08-31,71.14840561733175,28.851594382668257
2016-09-30,71.17514032955695,28.824859670443047
2016-10-31,71.15099680448158,28.849003195518407
2016-11-30,70.03930926776457,29.960690732235435
2016-12-31,68.38769245482054,31.612307545179462
2017-01-31,68.60022103980073,31.399778960199278
2017-02-28,68.74359972269887,31.25640027730111
2017-03-31,68.75513120778332,31.24486879221668
2017-04-30,68.62533178606857,31.374668213931432
2017-05-31,68.54249451271434,31.45750548728567
2017-06-30,68.44021971739771,31.55978028260229
2017-07-31,68.4987875172247,31.501212482775305
2017-08-31,68.75057367184662,31.24942632815337
2017-09-30,68.69465202354344,31.30534797645656
2017-10-31,68.66302169109946,31.336978308900548
2017-11-30,68.54301159902532,31.45698840097469
2017-12-31,68.10778951289342,31.89221048710658
2018-01-31,64.65399951051954,35.34600048948045
2018-02-28,64.75239047028026,35.24760952971974
2018-03-31,63.87913959762742,36.12086040237257
2018-04-30,64.15840964308221,35.84159035691779
2018-05-31,64.23902681250236,35.76097318749765
2018-06-30,64.24812562861692,35.75187437138309
2018-07-31,64.29901554767144,35.700984452328555
2018-08-31,64.29836168376265,35.70163831623735
2018-09-30,64.51774424091535,35.482255759084644
2018-10-31,64.97867896668559,35.02132103331441
2018-11-30,64.70796153905087,35.292038460949136
2018-12-31,63.745865483965126,36.25413451603488
2019-01-31,65.16347109361472,34.8365289063853
2019-02-28,65.2520477942214,34.74795220577859
2019-03-31,66.94251368148628,33.05748631851372
2019-04-30,66.95532347924369,33.04467652075631
2019-05-31,66.8847397462968,33.11526025370319
2019-06-30,66.89268624919524,33.10731375080476
2019-07-31,75.98909068942667,24.010909310573332
2019-08-31,76.06301911176855,23.936980888231453
2019-09-30,81.68033869823016,18.31966130176984
2019-10-31,81.7395965875664,18.2604034124336
2019-11-30,80.41499008195028,19.585009918049717
2019-12-31,79.52338409297029,20.47661590702972
2020-01-31,80.1860485648262,19.81395143517381
2020-02-29,90.57206814469095,9.427931855309058
2020-03-31,96.42979901251718,3.570200987482819
2020-04-30,95.94976279652388,4.050237203476118
2020-05-31,96.38531878469708,3.6146812153029213
2020-06-30,96.57392099558406,3.426079004415941
2020-07-31,94.11735494077317,5.882645059226829
2020-08-31,96.00428147834616,3.99571852165385
