Fecha,Tasa fija,Tasa variable
2020-09-30,98.45125912433627,1.54874087566373
2020-10-31,98.43477350195002,1.5652264980499744
2020-11-30,98.43315912608858,1.5668408739114164
2020-12-31,89.95686876256512,10.043131237434883
2021-01-31,90.16914018307959,9.830859816920414
2021-02-28,90.2219105112843,9.778089488715697
2021-03-31,89.77877790743366,10.221222092566345
2021-04-30,90.90184343573358,9.098156564266421
2021-05-31,90.83994720076882,9.160052799231181
2021-06-30,89.94498477723828,10.05501522276172
2021-07-31,89.95369077005905,10.046309229940933
2021-08-31,89.9454403250392,10.054559674960807
2021-09-30,89.89724204251229,10.102757957487709
2021-10-31,89.36329535294169,10.636704647058295
2021-11-30,89.05292701458154,10.947072985418453
2021-12-31,87.323468663011,12.676531336989003
2022-01-31,87.3072229934013,12.676531336989003
2022-02-28,87.10428936768311,12.895710632316886
2022-03-31,87.17331941948572,12.826680580514276
2022-04-30,87.11103246684071,12.888967533159281
2022-05-31,86.207834726407,13.792165273593012
2022-06-30,85.89964183627606,14.100358163723936
2022-07-31,85.45401766787704,14.545982332122964
2022-08-31,84.95141779851888,15.04858220148112
2022-09-30,85.03432303625486,14.96567696374515
2022-10-31,84.98785237245389,15.012147627546103
2022-11-30,84.51741952661841,15.482580473381585
2022-12-31,83.48799731663861,16.51200268336139
2023-01-31,83.4429776946001,16.557022305399894
2023-02-28,83.55315577874735,16.44684422125264
2023-03-31,83.29931568555872,16.700684314441276
2023-04-30,83.2635670880946,16.736432911905403
2023-05-31,83.308194312157,16.691805687843004
2023-06-30,83.32301092503782,16.676989074962183
2023-07-31,83.29854894871941,16.701451051280607
2023-08-31,83.31481184436154,16.685188155638457
2023-09-30,82.52825190325267,17.471748096747326
2023-10-31,82.3126668468867,17.687333153113297
2023-11-30,82.26942289660867,17.730577103391333
2023-12-31,81.43610742830043,18.563892571699565
2024-01-31,81.30611312500848,18.69388687499152
2024-02-28,81.31453482839026,18.685465171609746
2024-03-31,82.06392850323216,17.936071496767838
2024-04-30,82.33483238370275,17.665167616297246
2024-05-31,82.54983533403508,17.450164665964913
2024-06-30,82.50173041500372,17.498269584996283
2024-07-31,81.71238522824135,18.287614771758655
2024-08-31,82.32457648880185,17.675423511198147
2024-09-30,82.27371337730732,17.726286622692687
2024-10-31,82.24350929238607,17.75649070761395
2024-11-30,82.87663114802827,17.123368851971737
2024-12-31,83.11619782289665,17.123368851971737
2025-01-31,83.12937802212676,16.870621977873228
2025-02-28,83.68348991356973,16.31651008643027
2025-03-31,83.70397198179548,16.296028018204527
2025-04-30,84.33298062418034,15.667019375819665
2025-05-31,84.9874294190074,15.012570580992596
2025-06-30,84.74209330645026,15.257906693549739
2025-07-31,84.69796414488118,15.302035855118811
2025-08-31,76.0530557921106,23.946944207889413
2025-09-30,79.34626985157924,20.653730148420752
2025-10-31,76.47075489247774,23.529245107522257
2025-11-30,80.63106462543965,19.368935374560355
2025-12-31,84.41746492994994,15.582535070050069
2026-01-31,87.16182977407779,12.838170225922216
2026-02-28,88.10267365035577,11.897326349644233
2026-03-31,87.94167573696402,12.058324263035994
2026-04-30,88.70462581163726,11.295374188362745
2026-05-31,87.8679369546263,12.132063045373698
2026-06-30,89.42547907632886,10.574520923671141
