"Año","Mes","País destino","Codigo M49","Femenino","Masculino","Indefinido","Total","Ubicación PCM"
"2018","Julio","Bahrein","48","3","2",,"5","(4.452882,-75.766298)"
"2018","Julio","Bahrein","48","5","3",,"8","(4.697144,-74.140516)"
"2018","Julio","Bahrein","48","1","1",,"2","(6.171601,-75.427454)"
"2018","Julio","Bangladesh","50","1","2",,"3","(4.697144,-74.140516)"
"2018","Julio","Barbados","52","0","1",,"1","(10.886611,-74.776708)"
"2018","Julio","Barbados","52","23","0",,"23","(12.586067,-81.702563)"
"2018","Julio","Barbados","52","2","0",,"2","(3.541112,-76.384584)"
"2018","Julio","Barbados","52","7","10",,"17","(4.697144,-74.140516)"
"2018","Julio","Barbados","52","4","1",,"5","(6.171601,-75.427454)"
"2018","Julio","Belarús","112","13","4",,"17","(4.697144,-74.140516)"
"2018","Julio","Bélgica","56","0","1",,"1","(10.445761,-75.516429)"
"2018","Julio","Bélgica","56","5","3",,"8","(10.886611,-74.776708)"
"2018","Julio","Bélgica","56","23","15",,"38","(3.541112,-76.384584)"
"2018","Julio","Bélgica","56","117","100",,"217","(4.697144,-74.140516)"
"2018","Julio","Bélgica","56","2","0",,"2","(4.815061,-75.736532)"
"2018","Julio","Bélgica","56","57","26",,"83","(6.171601,-75.427454)"
"2018","Julio","Belice","84","0","1",,"1","(10.445761,-75.516429)"
"2018","Julio","Belice","84","1","2",,"3","(3.541112,-76.384584)"
"2018","Julio","Belice","84","15","16",,"31","(4.697144,-74.140516)"
"2018","Julio","Belice","84","0","1",,"1","(4.815061,-75.736532)"
"2018","Julio","Belice","84","10","11",,"21","(6.171601,-75.427454)"
"2018","Julio","Bermuda","60","2","2",,"4","(4.697144,-74.140516)"
"2018","Julio","Bermuda","60","1","0",,"1","(6.171601,-75.427454)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","11","29",,"40","(0.814836,-77.662532)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","4","5",,"9","(10.445761,-75.516429)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","1","1",,"2","(10.886611,-74.776708)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","22","30",,"52","(3.541112,-76.384584)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","324","515",,"839","(4.697144,-74.140516)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","3","8",,"11","(4.815061,-75.736532)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","42","63",,"105","(6.171601,-75.427454)"
"2018","Julio","Bolivia (Estado Plurinacional de)","68","2","1",,"3","(7.128456,-73.183637)"
"2018","Julio","Bosnia y Herzegovina","70","1","1",,"2","(4.697144,-74.140516)"
"2018","Julio","Brasil","76","111","213",,"324","(-4.197703,-69.941278)"
"2018","Julio","Brasil","76","6","14",,"20","(-4.223468,-69.945098)"
"2018","Julio","Brasil","76","5","5",,"10","(0.814836,-77.662532)"
"2018","Julio","Brasil","76","9","13",,"22","(10.445761,-75.516429)"
"2018","Julio","Brasil","76","9","15",,"24","(10.886611,-74.776708)"
"2018","Julio","Brasil","76","0","1",,"1","(12.586067,-81.702563)"
"2018","Julio","Brasil","76","86","88",,"174","(3.541112,-76.384584)"
"2018","Julio","Brasil","76","3,052","3,759",,"6,811","(4.697144,-74.140516)"
"2018","Julio","Brasil","76","44","41",,"85","(4.815061,-75.736532)"
"2018","Julio","Brasil","76","169","222",,"391","(6.171601,-75.427454)"
"2018","Julio","Brasil","76","3","4",,"7","(7.128456,-73.183637)"
"2018","Julio","Bulgaria","100","5","3",,"8","(4.697144,-74.140516)"
"2018","Julio","Burkina Faso","854","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Bután","64","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Camboya","116","1","0",,"1","(3.541112,-76.384584)"
"2018","Julio","Camerún","120","2","0",,"2","(3.541112,-76.384584)"
"2018","Julio","Camerún","120","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Canadá","124","64","59",,"123","(10.445761,-75.516429)"
"2018","Julio","Canadá","124","51","41",,"92","(10.886611,-74.776708)"
"2018","Julio","Canadá","124","1","1",,"2","(12.586067,-81.702563)"
"2018","Julio","Canadá","124","197","137",,"334","(3.541112,-76.384584)"
"2018","Julio","Canadá","124","1","1",,"2","(4.452882,-75.766298)"
"2018","Julio","Canadá","124","2,791","2,062",,"4,853","(4.697144,-74.140516)"
"2018","Julio","Canadá","124","27","16",,"43","(4.815061,-75.736532)"
"2018","Julio","Canadá","124","382","242",,"624","(6.171601,-75.427454)"
"2018","Julio","Canadá","124","35","32",,"67","(7.128456,-73.183637)"
"2018","Julio","Chile","152","181","194",,"375","(0.814836,-77.662532)"
"2018","Julio","Chile","152","1","0",,"1","(1.813928,-78.763924)"
"2018","Julio","Chile","152","19","18",,"37","(10.445761,-75.516429)"
"2018","Julio","Chile","152","23","16",,"39","(10.886611,-74.776708)"
"2018","Julio","Chile","152","2","0",,"2","(12.586067,-81.702563)"
"2018","Julio","Chile","152","171","120",,"291","(3.541112,-76.384584)"
"2018","Julio","Chile","152","4,243","3,728",,"7,971","(4.697144,-74.140516)"
"2018","Julio","Chile","152","37","13",,"50","(4.815061,-75.736532)"
"2018","Julio","Chile","152","175","118",,"293","(6.171601,-75.427454)"
"2018","Julio","Chile","152","4","3",,"7","(7.128456,-73.183637)"
"2018","Julio","China","156","5","4",,"9","(10.445761,-75.516429)"
"2018","Julio","China","156","0","1",,"1","(10.886611,-74.776708)"
"2018","Julio","China","156","12","13",,"25","(3.541112,-76.384584)"
"2018","Julio","China","156","129","325",,"454","(4.697144,-74.140516)"
"2018","Julio","China","156","20","70",,"90","(6.171601,-75.427454)"
"2018","Julio","Chipre","196","2","1",,"3","(4.697144,-74.140516)"
"2018","Julio","Chipre","196","2","0",,"2","(4.815061,-75.736532)"
"2018","Julio","Colombia","170","2","11",,"13","(10.445761,-75.516429)"
"2018","Julio","Colombia","170","205","599",,"804","(4.697144,-74.140516)"
"2018","Julio","Costa de Marfil","384","1","3",,"4","(4.697144,-74.140516)"
"2018","Julio","Costa Rica","188","11","15",,"26","(10.445761,-75.516429)"
"2018","Julio","Costa Rica","188","25","27",,"52","(10.886611,-74.776708)"
"2018","Julio","Costa Rica","188","3","27",,"30","(12.5744111,-81.703935)"
"2018","Julio","Costa Rica","188","8","7",,"15","(12.586067,-81.702563)"
"2018","Julio","Costa Rica","188","60","43",,"103","(3.541112,-76.384584)"
"2018","Julio","Costa Rica","188","0","1",,"1","(3.893038,-77.067921)"
"2018","Julio","Costa Rica","188","1,260","1,366",,"2,626","(4.697144,-74.140516)"
"2018","Julio","Costa Rica","188","19","15",,"34","(4.815061,-75.736532)"
"2018","Julio","Costa Rica","188","154","140",,"294","(6.171601,-75.427454)"
"2018","Julio","Costa Rica","188","5","8",,"13","(7.128456,-73.183637)"
"2018","Julio","Croacia","191","0","1",,"1","(10.886611,-74.776708)"
"2018","Julio","Croacia","191","4","5",,"9","(4.697144,-74.140516)"
"2018","Julio","Croacia","191","0","1",,"1","(6.171601,-75.427454)"
"2018","Julio","Cuba","192","13","22",,"35","(10.445761,-75.516429)"
"2018","Julio","Cuba","192","11","12",,"23","(10.886611,-74.776708)"
"2018","Julio","Cuba","192","1","0",,"1","(12.586067,-81.702563)"
"2018","Julio","Cuba","192","66","59",,"125","(3.541112,-76.384584)"
"2018","Julio","Cuba","192","1,635","1,379",,"3,014","(4.697144,-74.140516)"
"2018","Julio","Cuba","192","31","18",,"49","(4.815061,-75.736532)"
"2018","Julio","Cuba","192","94","68",,"162","(6.171601,-75.427454)"
"2018","Julio","Cuba","192","1","5",,"6","(7.128456,-73.183637)"
"2018","Julio","Curazao","531","0","2",,"2","(10.445761,-75.516429)"
"2018","Julio","Curazao","531","3","1",,"4","(10.886611,-74.776708)"
"2018","Julio","Curazao","531","0","5",,"5","(11.247723,-74.213989)"
"2018","Julio","Curazao","531","9","6",,"15","(3.541112,-76.384584)"
"2018","Julio","Curazao","531","556","390",,"947","(4.697144,-74.140516)"
"2018","Julio","Curazao","531","3","3",,"6","(4.815061,-75.736532)"
"2018","Julio","Curazao","531","12","10",,"22","(6.171601,-75.427454)"
"2018","Julio","Curazao","531","2","1",,"3","(7.128456,-73.183637)"
"2018","Julio","Dinamarca","208","1","4",,"5","(10.445761,-75.516429)"
"2018","Julio","Dinamarca","208","3","1",,"4","(3.541112,-76.384584)"
"2018","Julio","Dinamarca","208","64","35",,"99","(4.697144,-74.140516)"
"2018","Julio","Dinamarca","208","8","5",,"13","(6.171601,-75.427454)"
"2018","Julio","Ecuador","218","3","0",,"3","(-0.193180,-74.784874)"
"2018","Julio","Ecuador","218","824","1,151",,"1,975","(0.25129,-76.875963)"
"2018","Julio","Ecuador","218","139","165",,"304","(0.812436,-77.847006)"
"2018","Julio","Ecuador","218","7,770","7,994",,"15,764","(0.814836,-77.662532)"
"2018","Julio","Ecuador","218","215","223",,"438","(1.813928,-78.763924)"
"2018","Julio","Ecuador","218","5","6",,"11","(10.445761,-75.516429)"
"2018","Julio","Ecuador","218","5","3",,"8","(10.886611,-74.776708)"
"2018","Julio","Ecuador","218","1","3",,"4","(12.586067,-81.702563)"
"2018","Julio","Ecuador","218","407","451",,"858","(3.541112,-76.384584)"
"2018","Julio","Ecuador","218","3,166","4,635",,"7,801","(4.697144,-74.140516)"
"2018","Julio","Ecuador","218","7","3",,"10","(4.815061,-75.736532)"
"2018","Julio","Ecuador","218","30","41",,"71","(6.171601,-75.427454)"
"2018","Julio","Egipto","818","5","2",,"7","(3.541112,-76.384584)"
"2018","Julio","Egipto","818","7","11",,"18","(4.697144,-74.140516)"
"2018","Julio","Egipto","818","0","2",,"2","(6.171601,-75.427454)"
"2018","Julio","El Salvador","222","1","0",,"1","(10.886611,-74.776708)"
"2018","Julio","El Salvador","222","130","116",,"246","(3.541112,-76.384584)"
"2018","Julio","El Salvador","222","768","937",,"1,705","(4.697144,-74.140516)"
"2018","Julio","El Salvador","222","3","1",,"4","(4.815061,-75.736532)"
"2018","Julio","El Salvador","222","93","127",,"220","(6.171601,-75.427454)"
"2018","Julio","Emiratos Árabes Unidos","784","5","2",,"7","(3.541112,-76.384584)"
"2018","Julio","Emiratos Árabes Unidos","784","80","257",,"337","(4.697144,-74.140516)"
"2018","Julio","Emiratos Árabes Unidos","784","0","1",,"1","(4.815061,-75.736532)"
"2018","Julio","Emiratos Árabes Unidos","784","7","7",,"14","(6.171601,-75.427454)"
"2018","Julio","Eritrea","232","1","0",,"1","(4.697144,-74.140516)"
"2018","Julio","Eslovaquia","703","2","4",,"6","(4.697144,-74.140516)"
"2018","Julio","España","724","15","16",,"31","(10.445761,-75.516429)"
"2018","Julio","España","724","13","5",,"18","(10.886611,-74.776708)"
"2018","Julio","España","724","3,531","2,216",,"5,747","(3.541112,-76.384584)"
"2018","Julio","España","724","14,636","10,746",,"25,382","(4.697144,-74.140516)"
"2018","Julio","España","724","13","10",,"23","(4.815061,-75.736532)"
"2018","Julio","España","724","2,431","1,653",,"4,084","(6.171601,-75.427454)"
"2018","Julio","España","724","2","1",,"3","(7.128456,-73.183637)"
"2018","Julio","Estado de Palestina","275","1","1",,"2","(4.697144,-74.140516)"
"2018","Julio","Estados Unidos de América","840","0","5",,"5","(10.408582,-75.538003)"
"2018","Julio","Estados Unidos de América","840","4,794","3,753",,"8,547","(10.445761,-75.516429)"
"2018","Julio","Estados Unidos de América","840","3,365","2,652",,"6,017","(10.886611,-74.776708)"
"2018","Julio","Estados Unidos de América","840","0","2",,"2","(11.247723,-74.213989)"
"2018","Julio","Estados Unidos de América","840","53","41",,"94","(12.586067,-81.702563)"
"2018","Julio","Estados Unidos de América","840","6,904","4,759",,"11,663","(3.541112,-76.384584)"
"2018","Julio","Estados Unidos de América","840","1,030","737",,"1,767","(4.452882,-75.766298)"
"2018","Julio","Estados Unidos de América","840","38,359","31,872",,"70,235","(4.697144,-74.140516)"
"2018","Julio","Estados Unidos de América","840","1,254","818",,"2,072","(4.815061,-75.736532)"
"2018","Julio","Estados Unidos de América","840","5","58",,"63","(5.465949,-74.657265)"
"2018","Julio","Estados Unidos de América","840","0","5",,"5","(6.17134,-75.427194)"
"2018","Julio","Estados Unidos de América","840","12,151","9,478",,"21,629","(6.171601,-75.427454)"
"2018","Julio","Estados Unidos de América","840","354","247",,"601","(7.128456,-73.183637)"
"2018","Julio","Estonia","233","2","1",,"3","(4.697144,-74.140516)"
"2018","Julio","Etiopía","231","0","2",,"2","(4.697144,-74.140516)"
"2018","Julio","Federación de Rusia","643","1","0",,"1","(10.886611,-74.776708)"
"2018","Julio","Federación de Rusia","643","8","11",,"19","(3.541112,-76.384584)"
"2018","Julio","Federación de Rusia","643","111","164",,"275","(4.697144,-74.140516)"
"2018","Julio","Federación de Rusia","643","2","2",,"4","(4.815061,-75.736532)"
"2018","Julio","Federación de Rusia","643","6","8",,"14","(6.171601,-75.427454)"
"2018","Julio","Federación de Rusia","643","0","2",,"2","(7.128456,-73.183637)"
"2018","Julio","Filipinas","608","0","1",,"1","(3.541112,-76.384584)"
"2018","Julio","Filipinas","608","3","3",,"6","(4.697144,-74.140516)"
"2018","Julio","Filipinas","608","1","1",,"2","(6.171601,-75.427454)"
"2018","Julio","Finlandia","246","4","2",,"6","(3.541112,-76.384584)"
"2018","Julio","Finlandia","246","19","17",,"36","(4.697144,-74.140516)"
"2018","Julio","Finlandia","246","1","0",,"1","(4.815061,-75.736532)"
"2018","Julio","Finlandia","246","2","1",,"3","(6.171601,-75.427454)"
"2018","Julio","Francia","250","13","4",,"17","(10.445761,-75.516429)"
"2018","Julio","Francia","250","17","9",,"26","(10.886611,-74.776708)"
"2018","Julio","Francia","250","103","62",,"165","(3.541112,-76.384584)"
"2018","Julio","Francia","250","2,130","1,753",,"3,883","(4.697144,-74.140516)"
"2018","Julio","Francia","250","7","4",,"11","(4.815061,-75.736532)"
"2018","Julio","Francia","250","146","114",,"260","(6.171601,-75.427454)"
"2018","Julio","Francia","250","1","0",,"1","(7.128456,-73.183637)"
"2018","Julio","Gabón","266","0","4",,"4","(4.697144,-74.140516)"
"2018","Julio","Georgia","268","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Gibraltar","292","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Granada","308","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Grecia","300","1","1",,"2","(10.445761,-75.516429)"
"2018","Julio","Grecia","300","4","2",,"6","(3.541112,-76.384584)"
"2018","Julio","Grecia","300","42","31",,"73","(4.697144,-74.140516)"
"2018","Julio","Grecia","300","7","5",,"12","(6.171601,-75.427454)"
"2018","Julio","Groenlandia","304","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Guadalupe","312","0","1",,"1","(10.445761,-75.516429)"
"2018","Julio","Guadalupe","312","1","1",,"2","(3.541112,-76.384584)"
"2018","Julio","Guadalupe","312","0","2",,"2","(4.697144,-74.140516)"
"2018","Julio","Guadalupe","312","0","1",,"1","(6.171601,-75.427454)"
"2018","Julio","Guatemala","320","6","15",,"21","(10.445761,-75.516429)"
"2018","Julio","Guatemala","320","12","13",,"25","(10.886611,-74.776708)"
"2018","Julio","Guatemala","320","58","80",,"138","(3.541112,-76.384584)"
"2018","Julio","Guatemala","320","586","738",,"1,324","(4.697144,-74.140516)"
"2018","Julio","Guatemala","320","13","17",,"30","(4.815061,-75.736532)"
"2018","Julio","Guatemala","320","108","168",,"276","(6.171601,-75.427454)"
"2018","Julio","Guatemala","320","1","5",,"6","(7.128456,-73.183637)"
"2018","Julio","Guayana Francesa","254","1","0",,"1","(10.886611,-74.776708)"
"2018","Julio","Guayana Francesa","254","0","1",,"1","(7.128456,-73.183637)"
"2018","Julio","Guinea Ecuatorial","226","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Guyana","328","3","3",,"6","(10.886611,-74.776708)"
"2018","Julio","Guyana","328","2","0",,"2","(3.541112,-76.384584)"
"2018","Julio","Guyana","328","2","2",,"4","(4.697144,-74.140516)"
"2018","Julio","Guyana","328","0","1",,"1","(4.815061,-75.736532)"
"2018","Julio","Guyana","328","1","0",,"1","(6.171601,-75.427454)"
"2018","Julio","Haití","332","0","1",,"1","(10.445761,-75.516429)"
"2018","Julio","Haití","332","0","1",,"1","(10.886611,-74.776708)"
"2018","Julio","Haití","332","2","2",,"4","(4.697144,-74.140516)"
"2018","Julio","Haití","332","2","0",,"2","(6.171601,-75.427454)"
"2018","Julio","Honduras","340","4","7",,"11","(10.445761,-75.516429)"
"2018","Julio","Honduras","340","9","6",,"15","(10.886611,-74.776708)"
"2018","Julio","Honduras","340","25","31",,"56","(3.541112,-76.384584)"
"2018","Julio","Honduras","340","125","255",,"380","(4.697144,-74.140516)"
"2018","Julio","Honduras","340","5","12",,"17","(4.815061,-75.736532)"
"2018","Julio","Honduras","340","55","100",,"155","(6.171601,-75.427454)"
"2018","Julio","Honduras","340","0","4",,"4","(7.128456,-73.183637)"
"2018","Julio","Hong Kong","344","0","1",,"1","(10.445761,-75.516429)"
"2018","Julio","Hong Kong","344","1","0",,"1","(3.541112,-76.384584)"
"2018","Julio","Hong Kong","344","16","15",,"31","(4.697144,-74.140516)"
"2018","Julio","Hong Kong","344","2","5",,"7","(6.171601,-75.427454)"
"2018","Julio","Hungría","348","1","0",,"1","(3.541112,-76.384584)"
"2018","Julio","Hungría","348","7","5",,"12","(4.697144,-74.140516)"
"2018","Julio","Hungría","348","3","0",,"3","(6.171601,-75.427454)"
"2018","Julio","India","356","0","4",,"4","(3.541112,-76.384584)"
"2018","Julio","India","356","33","16",,"49","(4.697144,-74.140516)"
"2018","Julio","India","356","1","1",,"2","(6.171601,-75.427454)"
"2018","Julio","Indonesia","360","4","3",,"7","(4.697144,-74.140516)"
"2018","Julio","Indonesia","360","1","1",,"2","(6.171601,-75.427454)"
"2018","Julio","Irán (República Islámica del)","364","4","0",,"4","(4.697144,-74.140516)"
"2018","Julio","Iraq","368","0","1",,"1","(10.886611,-74.776708)"
"2018","Julio","Iraq","368","0","8",,"8","(4.697144,-74.140516)"
"2018","Julio","Irlanda","372","2","1",,"3","(3.541112,-76.384584)"
"2018","Julio","Irlanda","372","16","11",,"27","(4.697144,-74.140516)"
"2018","Julio","Irlanda","372","2","2",,"4","(6.171601,-75.427454)"
"2018","Julio","Islandia","352","0","1",,"1","(3.541112,-76.384584)"
"2018","Julio","Islandia","352","6","2",,"8","(4.697144,-74.140516)"
"2018","Julio","Islas Caimán","136","0","1",,"1","(10.445761,-75.516429)"
"2018","Julio","Islas Caimán","136","8","0",,"8","(12.586067,-81.702563)"
"2018","Julio","Islas Caimán","136","0","1",,"1","(3.541112,-76.384584)"
"2018","Julio","Islas Caimán","136","3","3",,"6","(4.697144,-74.140516)"
"2018","Julio","Islas Caimán","136","2","2",,"4","(6.171601,-75.427454)"
"2018","Julio","Islas Vírgenes Británicas","92","0","1",,"1","(4.815061,-75.736532)"
"2018","Julio","Islas Vírgenes Británicas","92","0","1",,"1","(6.171601,-75.427454)"
"2018","Julio","Israel","376","2","0",,"2","(10.445761,-75.516429)"
"2018","Julio","Israel","376","20","12",,"32","(3.541112,-76.384584)"
"2018","Julio","Israel","376","78","62",,"140","(4.697144,-74.140516)"
"2018","Julio","Israel","376","0","1",,"1","(4.815061,-75.736532)"
"2018","Julio","Israel","376","12","8",,"20","(6.171601,-75.427454)"
"2018","Julio","Italia","380","16","13",,"29","(10.445761,-75.516429)"
"2018","Julio","Italia","380","16","7",,"23","(10.886611,-74.776708)"
"2018","Julio","Italia","380","1","1",,"2","(12.586067,-81.702563)"
"2018","Julio","Italia","380","149","66",,"215","(3.541112,-76.384584)"
"2018","Julio","Italia","380","700","505",,"1,205","(4.697144,-74.140516)"
"2018","Julio","Italia","380","2","2",,"4","(4.815061,-75.736532)"
"2018","Julio","Italia","380","116","64",,"180","(6.171601,-75.427454)"
"2018","Julio","Italia","380","1","1",,"2","(7.128456,-73.183637)"
"2018","Julio","Jamaica","388","0","9",,"9","(10.445761,-75.516429)"
"2018","Julio","Jamaica","388","1","1",,"2","(10.886611,-74.776708)"
"2018","Julio","Jamaica","388","6","1",,"7","(12.586067,-81.702563)"
"2018","Julio","Jamaica","388","10","4",,"14","(3.541112,-76.384584)"
"2018","Julio","Jamaica","388","39","51",,"90","(4.697144,-74.140516)"
"2018","Julio","Jamaica","388","3","3",,"6","(4.815061,-75.736532)"
"2018","Julio","Jamaica","388","7","13",,"20","(6.171601,-75.427454)"
"2018","Julio","Japón","392","2","4",,"6","(3.541112,-76.384584)"
"2018","Julio","Japón","392","94","93",,"187","(4.697144,-74.140516)"
"2018","Julio","Japón","392","4","5",,"9","(6.171601,-75.427454)"
"2018","Julio","Jordania","400","1","2",,"3","(4.697144,-74.140516)"
"2018","Julio","Kazajstán","398","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Kenya","404","2","3",,"5","(4.697144,-74.140516)"
"2018","Julio","Kuwait","414","3","5",,"8","(4.697144,-74.140516)"
"2018","Julio","Kuwait","414","0","1",,"1","(7.128456,-73.183637)"
"2018","Julio","Líbano","422","2","6",,"8","(10.886611,-74.776708)"
"2018","Julio","Líbano","422","2","2",,"4","(12.586067,-81.702563)"
"2018","Julio","Líbano","422","1","1",,"2","(3.541112,-76.384584)"
"2018","Julio","Líbano","422","18","22",,"40","(4.697144,-74.140516)"
"2018","Julio","Líbano","422","1","4",,"5","(6.171601,-75.427454)"
"2018","Julio","Lituania","440","2","1",,"3","(4.697144,-74.140516)"
"2018","Julio","Lituania","440","1","0",,"1","(6.171601,-75.427454)"
"2018","Julio","Luxemburgo","442","1","0",,"1","(3.541112,-76.384584)"
"2018","Julio","Luxemburgo","442","5","4",,"9","(4.697144,-74.140516)"
"2018","Julio","Luxemburgo","442","1","1",,"2","(6.171601,-75.427454)"
"2018","Julio","Madagascar","450","2","3",,"5","(4.697144,-74.140516)"
"2018","Julio","Malasia","458","1","0",,"1","(10.445761,-75.516429)"
"2018","Julio","Malasia","458","1","0",,"1","(3.541112,-76.384584)"
"2018","Julio","Malasia","458","3","2",,"5","(4.697144,-74.140516)"
"2018","Julio","Malasia","458","1","1",,"2","(6.171601,-75.427454)"
"2018","Julio","Malí","466","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Malta","470","1","0",,"1","(10.886611,-74.776708)"
"2018","Julio","Malta","470","20","11",,"31","(4.697144,-74.140516)"
"2018","Julio","Malta","470","4","3",,"7","(6.171601,-75.427454)"
"2018","Julio","Marruecos","504","9","2",,"11","(4.697144,-74.140516)"
"2018","Julio","Marruecos","504","2","1",,"3","(6.171601,-75.427454)"
"2018","Julio","México","484","0","2",,"2","(0.814836,-77.662532)"
"2018","Julio","México","484","84","89",,"173","(10.445761,-75.516429)"
"2018","Julio","México","484","179","128",,"307","(10.886611,-74.776708)"
"2018","Julio","México","484","13","13",,"26","(12.586067,-81.702563)"
"2018","Julio","México","484","1,123","884",,"2,007","(3.541112,-76.384584)"
"2018","Julio","México","484","16,503","14,567",,"31,070","(4.697144,-74.140516)"
"2018","Julio","México","484","207","174",,"381","(4.815061,-75.736532)"
"2018","Julio","México","484","2,063","1,664",,"3,727","(6.171601,-75.427454)"
"2018","Julio","México","484","99","65",,"164","(7.128456,-73.183637)"
"2018","Julio","Montenegro","499","0","1",,"1","(4.697144,-74.140516)"
"2018","Julio","Namibia","516","1","3",,"4","(4.697144,-74.140516)"
"2018","Julio","Nauru","520","1","0",,"1","(3.541112,-76.384584)"
"2018","Julio","Nicaragua","558","3","0",,"3","(10.445761,-75.516429)"
"2018","Julio","Nicaragua","558","2","3",,"5","(10.886611,-74.776708)"
"2018","Julio","Nicaragua","558","5","25",,"30","(3.541112,-76.384584)"
"2018","Julio","Nicaragua","558","17","32",,"49","(4.697144,-74.140516)"
"2018","Julio","Nicaragua","558","0","6",,"6","(4.815061,-75.736532)"
"2018","Julio","Nicaragua","558","9","28",,"37","(6.171601,-75.427454)"
"2018","Julio","Nigeria","566","0","2",,"2","(10.445761,-75.516429)"
"2018","Julio","Nigeria","566","0","8",,"8","(4.697144,-74.140516)"
"2018","Julio","Noruega","578","6","3",,"9","(10.445761,-75.516429)"
"2018","Julio","Noruega","578","9","7",,"16","(3.541112,-76.384584)"
"2018","Julio","Noruega","578","46","21",,"67","(4.697144,-74.140516)"
"2018","Julio","Noruega","578","1","0",,"1","(4.815061,-75.736532)"
"2018","Julio","Noruega","578","11","5",,"16","(6.171601,-75.427454)"
"2018","Julio","Nueva Zelanda","554","45","41",,"86","(4.697144,-74.140516)"
"2018","Julio","Nueva Zelanda","554","3","5",,"8","(6.171601,-75.427454)"
"2018","Julio","Omán","512","0","1",,"1","(10.886611,-74.776708)"
"2018","Julio","Omán","512","3","8",,"11","(4.697144,-74.140516)"
"2018","Julio","Omán","512","2","2",,"4","(6.171601,-75.427454)"
"2018","Julio","Países Bajos","528","220","164",,"384","(10.445761,-75.516429)"
"2018","Julio","Países Bajos","528","29","18",,"47","(10.886611,-74.776708)"
"2018","Julio","Países Bajos","528","5","3",,"8","(11.117806,-74.232622)"
"2018","Julio","Países Bajos","528","56","41",,"97","(3.541112,-76.384584)"
"2018","Julio","Países Bajos","528","1,159","1,024",,"2,183","(4.697144,-74.140516)"
"2018","Julio","Países Bajos","528","9","4",,"13","(4.815061,-75.736532)"
"2018","Julio","Países Bajos","528","122","79",,"201","(6.171601,-75.427454)"
"2018","Julio","Países Bajos","528","2","3",,"5","(7.128456,-73.183637)"
"2018","Julio","Panamá","591","124","163",,"287","(10.408582,-75.538003)"
"2018","Julio","Panamá","591","1,367","1,174",,"2,541","(10.445761,-75.516429)"
"2018","Julio","Panamá","591","816","721",,"1,537","(10.886611,-74.776708)"
"2018","Julio","Panamá","591","0","9",,"9","(12.165168,-71.983761)"
"2018","Julio","Panamá","591","4","18",,"22","(12.5744111,-81.703935)"
"2018","Julio","Panamá","591","67","74",,"141","(12.586067,-81.702563)"
"2018","Julio","Panamá","591","2,526","1,947",,"4,473","(3.541112,-76.384584)"
"2018","Julio","Panamá","591","311","185",,"496","(4.452882,-75.766298)"
"2018","Julio","Panamá","591","8,299","8,883",,"17,182","(4.697144,-74.140516)"
"2018","Julio","Panamá","591","320","265",,"585","(4.815061,-75.736532)"
"2018","Julio","Panamá","591","3,054","2,638",,"5,692","(6.171601,-75.427454)"
"2018","Julio","Panamá","591","1","5",,"6","(6.228046,-77.404104)"
"2018","Julio","Panamá","591","13","15",,"28","(7.102626,-77.762647)"
"2018","Julio","Panamá","591","202","170",,"372","(7.128456,-73.183637)"
"2018","Julio","Panamá","591","1","9",,"10","(8.066966,-76.735404)"
"2018","Julio","Panamá","591","38","73",,"111","(8.635765,-77.346578)"
"2018","Julio","Paraguay","600","0","2",,"2","(0.25129,-76.875963)"
"2018","Julio","Paraguay","600","0","13",,"13","(0.814836,-77.662532)"
"2018","Julio","Paraguay","600","2","3",,"5","(10.445761,-75.516429)"
"2018","Julio","Paraguay","600","2","6",,"8","(10.886611,-74.776708)"
"2018","Julio","Paraguay","600","13","20",,"33","(3.541112,-76.384584)"
"2018","Julio","Paraguay","600","93","235",,"328","(4.697144,-74.140516)"
"2018","Julio","Paraguay","600","7","11",,"18","(4.815061,-75.736532)"
"2018","Julio","Paraguay","600","22","45",,"67","(6.171601,-75.427454)"
"2018","Julio","Perú","604","3","4",,"7","(-0.193180,-74.784874)"
"2018","Julio","Perú","604","55","86",,"141","(-4.197703,-69.941278)"
"2018","Julio","Perú","604","79","91",,"170","(-4.223468,-69.945098)"
"2018","Julio","Perú","604","2","11",,"13","(0.25129,-76.875963)"
"2018","Julio","Perú","604","169","169",,"338","(0.814836,-77.662532)"
"2018","Julio","Perú","604","0","2",,"2","(1.813928,-78.763924)"
