Fecha,Perspectiva,Grupo,Concepto,Periodo,Valor
2023,Total nacional,Población ocupada,En esta vivienda,Oct - Dic,2991.6864550000005
2023,Total nacional,Población ocupada,En esta vivienda,Nov - Ene,2919.509534666667
2023,Total nacional,Población ocupada,En esta vivienda,Dic - Feb,2854.6299369999997
2024,Total nacional,Población ocupada,En esta vivienda,Ene - Mar,2892.582488
2024,Total nacional,Población ocupada,En esta vivienda,Feb - Abr,2998.1308599999998
2024,Total nacional,Población ocupada,En esta vivienda,Mar - May,3023.808032333333
2024,Total nacional,Población ocupada,En esta vivienda,Abr - Jun,3002.3404563333333
2024,Total nacional,Población ocupada,En esta vivienda,May - Jul,2986.9248000000002
2024,Total nacional,Población ocupada,En esta vivienda,Jun - Ago,3052.05189
2024,Total nacional,Población ocupada,En esta vivienda,Jul - Sep,3071.2473196666665
2024,Total nacional,Población ocupada,En esta vivienda,Ago - Oct,3027.7243013333336
2024,Total nacional,Población ocupada,En esta vivienda,Sep - Nov,3008.9828853333333
2024,Total nacional,Población ocupada,En esta vivienda,Oct - Dic,3029.915535
2024,Total nacional,Población ocupada,En esta vivienda,Nov - Ene,3103.541545
2024,Total nacional,Población ocupada,En esta vivienda,Dic - Feb,3003.247743
2025,Total nacional,Población ocupada,En esta vivienda,Ene - Mar,2975.390428
2025,Total nacional,Población ocupada,En esta vivienda,Feb - Abr,2994.036625
2025,Total nacional,Población ocupada,En esta vivienda,Mar - May,2989.979895
2025,Total nacional,Población ocupada,En esta vivienda,Abr - Jun,2971.891847
2025,Total nacional,Población ocupada,En esta vivienda,May - Jul,2905.20094
2025,Total nacional,Población ocupada,En esta vivienda,Jun - Ago,3013.163209
2025,Total nacional,Población ocupada,En esta vivienda,Jul - Sep,3045.066135
2025,Total nacional,Población ocupada,En esta vivienda,Ago - Oct,3095.84896
2025,Total nacional,Población ocupada,En esta vivienda,Sep - Nov,3078.627869
2025,Total nacional,Población ocupada,En esta vivienda,Oct - Dic,3081.071413
2026,Total nacional,Población ocupada,En esta vivienda,Nov - Ene,3055.919328
2026,Total nacional,Población ocupada,En esta vivienda,Dic - Feb,3094.045695
2026,Total nacional,Población ocupada,En esta vivienda,Ene - Mar,3208.21944
2021,Total nacional,Población ocupada,En otras viviendas,Ene - Mar,1903.4305679999998
2021,Total nacional,Población ocupada,En otras viviendas,Feb - Abr,1930.5549089999997
2021,Total nacional,Población ocupada,En otras viviendas,Mar - May,1947.4899306666666
2021,Total nacional,Población ocupada,En otras viviendas,Abr - Jun,1929.312568
2021,Total nacional,Población ocupada,En otras viviendas,May - Jul,1989.5832393333333
2021,Total nacional,Población ocupada,En otras viviendas,Jun - Ago,2052.6846726666668
2021,Total nacional,Población ocupada,En otras viviendas,Jul - Sep,2063.62506
2021,Total nacional,Población ocupada,En otras viviendas,Ago - Oct,2024.85307
2021,Total nacional,Población ocupada,En otras viviendas,Sep - Nov,2046.8684466666666
2021,Total nacional,Población ocupada,En otras viviendas,Oct - Dic,2059.054025666667
2021,Total nacional,Población ocupada,En otras viviendas,Nov - Ene,2071.8057036666664
2021,Total nacional,Población ocupada,En otras viviendas,Dic - Feb,2060.863619333333
2022,Total nacional,Población ocupada,En otras viviendas,Ene - Mar,2036.5744026666664
2022,Total nacional,Población ocupada,En otras viviendas,Feb - Abr,2067.2596399999998
2022,Total nacional,Población ocupada,En otras viviendas,Mar - May,2071.8613863333335
2022,Total nacional,Población ocupada,En otras viviendas,Abr - Jun,2138.1368906666667
2022,Total nacional,Población ocupada,En otras viviendas,May - Jul,2143.8982899999996
2022,Total nacional,Población ocupada,En otras viviendas,Jun - Ago,2161.01741
2022,Total nacional,Población ocupada,En otras viviendas,Jul - Sep,2137.343706666667
2022,Total nacional,Población ocupada,En otras viviendas,Ago - Oct,2199.8341163333334
2022,Total nacional,Población ocupada,En otras viviendas,Sep - Nov,2329.2610303333336
2022,Total nacional,Población ocupada,En otras viviendas,Oct - Dic,2365.411419666667
2022,Total nacional,Población ocupada,En otras viviendas,Nov - Ene,2269.279955333333
2022,Total nacional,Población ocupada,En otras viviendas,Dic - Feb,2159.887515
2023,Total nacional,Población ocupada,En otras viviendas,Ene - Mar,2127.2780966666664
2023,Total nacional,Población ocupada,En otras viviendas,Feb - Abr,2134.754528
2023,Total nacional,Población ocupada,En otras viviendas,Mar - May,2103.509261
2023,Total nacional,Población ocupada,En otras viviendas,Abr - Jun,2150.1282553333335
2023,Total nacional,Población ocupada,En otras viviendas,May - Jul,2242.2698146666667
2023,Total nacional,Población ocupada,En otras viviendas,Jun - Ago,2291.7424516666665
2023,Total nacional,Población ocupada,En otras viviendas,Jul - Sep,2220.5386030000004
2023,Total nacional,Población ocupada,En otras viviendas,Ago - Oct,2164.8966670000004
2023,Total nacional,Población ocupada,En otras viviendas,Sep - Nov,2142.9898080000003
2023,Total nacional,Población ocupada,En otras viviendas,Oct - Dic,2237.7455033333335
2023,Total nacional,Población ocupada,En otras viviendas,Nov - Ene,2253.638883
2023,Total nacional,Población ocupada,En otras viviendas,Dic - Feb,2229.064527
2024,Total nacional,Población ocupada,En otras viviendas,Ene - Mar,2146.7851233333336
2024,Total nacional,Población ocupada,En otras viviendas,Feb - Abr,2120.127290666667
2024,Total nacional,Población ocupada,En otras viviendas,Mar - May,2112.4179743333334
2024,Total nacional,Población ocupada,En otras viviendas,Abr - Jun,2104.406826666667
2024,Total nacional,Población ocupada,En otras viviendas,May - Jul,2164.9909666666667
2024,Total nacional,Población ocupada,En otras viviendas,Jun - Ago,2207.7295843333336
2024,Total nacional,Población ocupada,En otras viviendas,Jul - Sep,2226.3608476666664
2024,Total nacional,Población ocupada,En otras viviendas,Ago - Oct,2189.486537333333
2024,Total nacional,Población ocupada,En otras viviendas,Sep - Nov,2211.2485893333337
2024,Total nacional,Población ocupada,En otras viviendas,Oct - Dic,2319.346335333333
2024,Total nacional,Población ocupada,En otras viviendas,Nov - Ene,2291.209102
2024,Total nacional,Población ocupada,En otras viviendas,Dic - Feb,2299.649833
2025,Total nacional,Población ocupada,En otras viviendas,Ene - Mar,2296.837564
2025,Total nacional,Población ocupada,En otras viviendas,Feb - Abr,2298.048298
2025,Total nacional,Población ocupada,En otras viviendas,Mar - May,2288.392092
2025,Total nacional,Población ocupada,En otras viviendas,Abr - Jun,2226.257367
2025,Total nacional,Población ocupada,En otras viviendas,May - Jul,2277.515828
2025,Total nacional,Población ocupada,En otras viviendas,Jun - Ago,2279.378499
2025,Total nacional,Población ocupada,En otras viviendas,Jul - Sep,2282.125717
2025,Total nacional,Población ocupada,En otras viviendas,Ago - Oct,2268.404428
2025,Total nacional,Población ocupada,En otras viviendas,Sep - Nov,2296.387164
2025,Total nacional,Población ocupada,En otras viviendas,Oct - Dic,2370.436771
2026,Total nacional,Población ocupada,En otras viviendas,Nov - Ene,2399.61826
2026,Total nacional,Población ocupada,En otras viviendas,Dic - Feb,2399.294754
2026,Total nacional,Población ocupada,En otras viviendas,Ene - Mar,2324.114092
2021,Total nacional,Población ocupada,En kiosco - caseta,Ene - Mar,115.165434
2021,Total nacional,Población ocupada,En kiosco - caseta,Feb - Abr,129.77256266666666
2021,Total nacional,Población ocupada,En kiosco - caseta,Mar - May,124.73464433333332
2021,Total nacional,Población ocupada,En kiosco - caseta,Abr - Jun,101.06075300000002
2021,Total nacional,Población ocupada,En kiosco - caseta,May - Jul,90.305595
2021,Total nacional,Población ocupada,En kiosco - caseta,Jun - Ago,97.30674666666668
2021,Total nacional,Población ocupada,En kiosco - caseta,Jul - Sep,103.98418166666666
2021,Total nacional,Población ocupada,En kiosco - caseta,Ago - Oct,97.86763266666667
2021,Total nacional,Población ocupada,En kiosco - caseta,Sep - Nov,75.37513966666667
2021,Total nacional,Población ocupada,En kiosco - caseta,Oct - Dic,69.78159066666666
2021,Total nacional,Población ocupada,En kiosco - caseta,Nov - Ene,75.05239233333333
2021,Total nacional,Población ocupada,En kiosco - caseta,Dic - Feb,81.631897
2022,Total nacional,Población ocupada,En kiosco - caseta,Ene - Mar,82.38539633333333
2022,Total nacional,Población ocupada,En kiosco - caseta,Feb - Abr,73.35265633333333
2022,Total nacional,Población ocupada,En kiosco - caseta,Mar - May,68.30861933333334
2022,Total nacional,Población ocupada,En kiosco - caseta,Abr - Jun,64.17219666666666
2022,Total nacional,Población ocupada,En kiosco - caseta,May - Jul,68.67939266666666
2022,Total nacional,Población ocupada,En kiosco - caseta,Jun - Ago,69.067604
2022,Total nacional,Población ocupada,En kiosco - caseta,Jul - Sep,63.42207833333334
2022,Total nacional,Población ocupada,En kiosco - caseta,Ago - Oct,57.110148
2022,Total nacional,Población ocupada,En kiosco - caseta,Sep - Nov,61.404433000000004
2022,Total nacional,Población ocupada,En kiosco - caseta,Oct - Dic,65.04975766666666
2022,Total nacional,Población ocupada,En kiosco - caseta,Nov - Ene,71.19704233333334
2022,Total nacional,Población ocupada,En kiosco - caseta,Dic - Feb,68.26190233333332
2023,Total nacional,Población ocupada,En kiosco - caseta,Ene - Mar,65.54160133333333
2023,Total nacional,Población ocupada,En kiosco - caseta,Feb - Abr,59.59336733333333
2023,Total nacional,Población ocupada,En kiosco - caseta,Mar - May,57.76296033333333
2023,Total nacional,Población ocupada,En kiosco - caseta,Abr - Jun,60.66257833333333
2023,Total nacional,Población ocupada,En kiosco - caseta,May - Jul,59.96839433333334
2023,Total nacional,Población ocupada,En kiosco - caseta,Jun - Ago,64.06177233333334
2023,Total nacional,Población ocupada,En kiosco - caseta,Jul - Sep,65.92337099999999
2023,Total nacional,Población ocupada,En kiosco - caseta,Ago - Oct,71.904547
2023,Total nacional,Población ocupada,En kiosco - caseta,Sep - Nov,69.42163533333333
2023,Total nacional,Población ocupada,En kiosco - caseta,Oct - Dic,75.27471133333334
2023,Total nacional,Población ocupada,En kiosco - caseta,Nov - Ene,65.41655766666666
2023,Total nacional,Población ocupada,En kiosco - caseta,Dic - Feb,72.94490333333333
2024,Total nacional,Población ocupada,En kiosco - caseta,Ene - Mar,62.23347333333333
2024,Total nacional,Población ocupada,En kiosco - caseta,Feb - Abr,63.996841999999994
2024,Total nacional,Población ocupada,En kiosco - caseta,Mar - May,58.80794066666667
2024,Total nacional,Población ocupada,En kiosco - caseta,Abr - Jun,69.39119366666667
2024,Total nacional,Población ocupada,En kiosco - caseta,May - Jul,77.414813
2024,Total nacional,Población ocupada,En kiosco - caseta,Jun - Ago,78.49386833333334
2024,Total nacional,Población ocupada,En kiosco - caseta,Jul - Sep,68.03872966666667
2024,Total nacional,Población ocupada,En kiosco - caseta,Ago - Oct,59.962220333333335
2024,Total nacional,Población ocupada,En kiosco - caseta,Sep - Nov,48.24969866666666
2024,Total nacional,Población ocupada,En kiosco - caseta,Oct - Dic,46.00481533333333
2024,Total nacional,Población ocupada,En kiosco - caseta,Nov - Ene,50.777282
2024,Total nacional,Población ocupada,En kiosco - caseta,Dic - Feb,56.512421
2025,Total nacional,Población ocupada,En kiosco - caseta,Ene - Mar,59.621104
2025,Total nacional,Población ocupada,En kiosco - caseta,Feb - Abr,54.207388
2025,Total nacional,Población ocupada,En kiosco - caseta,Mar - May,57.10508
2025,Total nacional,Población ocupada,En kiosco - caseta,Abr - Jun,60.731767
2025,Total nacional,Población ocupada,En kiosco - caseta,May - Jul,60.050929
2025,Total nacional,Población ocupada,En kiosco - caseta,Jun - Ago,62.002306
2025,Total nacional,Población ocupada,En kiosco - caseta,Jul - Sep,50.707009
2025,Total nacional,Población ocupada,En kiosco - caseta,Ago - Oct,62.500519
2025,Total nacional,Población ocupada,En kiosco - caseta,Sep - Nov,65.481294
2025,Total nacional,Población ocupada,En kiosco - caseta,Oct - Dic,74.999884
2026,Total nacional,Población ocupada,En kiosco - caseta,Nov - Ene,68.169872
2026,Total nacional,Población ocupada,En kiosco - caseta,Dic - Feb,61.172743
2026,Total nacional,Población ocupada,En kiosco - caseta,Ene - Mar,59.494356
2021,Total nacional,Población ocupada,En un vehículo,Ene - Mar,1074.4514026666668
2021,Total nacional,Población ocupada,En un vehículo,Feb - Abr,1110.019383
2021,Total nacional,Población ocupada,En un vehículo,Mar - May,1114.012987
2021,Total nacional,Población ocupada,En un vehículo,Abr - Jun,1147.3392106666668
2021,Total nacional,Población ocupada,En un vehículo,May - Jul,1178.2027070000001
2021,Total nacional,Población ocupada,En un vehículo,Jun - Ago,1236.2822310000001
2021,Total nacional,Población ocupada,En un vehículo,Jul - Sep,1273.660442
2021,Total nacional,Población ocupada,En un vehículo,Ago - Oct,1322.3617743333334
2021,Total nacional,Población ocupada,En un vehículo,Sep - Nov,1356.3527456666668
2021,Total nacional,Población ocupada,En un vehículo,Oct - Dic,1359.7200463333331
2021,Total nacional,Población ocupada,En un vehículo,Nov - Ene,1362.0185163333333
2021,Total nacional,Población ocupada,En un vehículo,Dic - Feb,1351.422552
2022,Total nacional,Población ocupada,En un vehículo,Ene - Mar,1408.283745
2022,Total nacional,Población ocupada,En un vehículo,Feb - Abr,1445.2505346666667
2022,Total nacional,Población ocupada,En un vehículo,Mar - May,1486.3013936666666
2022,Total nacional,Población ocupada,En un vehículo,Abr - Jun,1489.6639616666664
2022,Total nacional,Población ocupada,En un vehículo,May - Jul,1501.4876620000002
2022,Total nacional,Población ocupada,En un vehículo,Jun - Ago,1474.321229
2022,Total nacional,Población ocupada,En un vehículo,Jul - Sep,1468.0859366666666
2022,Total nacional,Población ocupada,En un vehículo,Ago - Oct,1461.3001026666668
2022,Total nacional,Población ocupada,En un vehículo,Sep - Nov,1439.7833103333335
2022,Total nacional,Población ocupada,En un vehículo,Oct - Dic,1407.0154203333334
2022,Total nacional,Población ocupada,En un vehículo,Nov - Ene,1408.7945123333336
2022,Total nacional,Población ocupada,En un vehículo,Dic - Feb,1459.505813
2023,Total nacional,Población ocupada,En un vehículo,Ene - Mar,1490.2449486666667
2023,Total nacional,Población ocupada,En un vehículo,Feb - Abr,1489.2557576666666
2023,Total nacional,Población ocupada,En un vehículo,Mar - May,1538.8403923333333
2023,Total nacional,Población ocupada,En un vehículo,Abr - Jun,1558.6117986666666
2023,Total nacional,Población ocupada,En un vehículo,May - Jul,1624.524435666667
2023,Total nacional,Población ocupada,En un vehículo,Jun - Ago,1575.681972
2023,Total nacional,Población ocupada,En un vehículo,Jul - Sep,1616.277413
2023,Total nacional,Población ocupada,En un vehículo,Ago - Oct,1619.0721396666668
2023,Total nacional,Población ocupada,En un vehículo,Sep - Nov,1658.8644016666667
2023,Total nacional,Población ocupada,En un vehículo,Oct - Dic,1618.1965733333334
2023,Total nacional,Población ocupada,En un vehículo,Nov - Ene,1566.2705239999998
2023,Total nacional,Población ocupada,En un vehículo,Dic - Feb,1586.6476473333332
2024,Total nacional,Población ocupada,En un vehículo,Ene - Mar,1573.0228613333331
2024,Total nacional,Población ocupada,En un vehículo,Feb - Abr,1573.2248933333333
2024,Total nacional,Población ocupada,En un vehículo,Mar - May,1568.4575003333332
2024,Total nacional,Población ocupada,En un vehículo,Abr - Jun,1609.2809603333335
2024,Total nacional,Población ocupada,En un vehículo,May - Jul,1607.0371576666666
2024,Total nacional,Población ocupada,En un vehículo,Jun - Ago,1601.9543143333333
2024,Total nacional,Población ocupada,En un vehículo,Jul - Sep,1588.3274856666667
2024,Total nacional,Población ocupada,En un vehículo,Ago - Oct,1613.0465823333334
2024,Total nacional,Población ocupada,En un vehículo,Sep - Nov,1621.3355606666664
2024,Total nacional,Población ocupada,En un vehículo,Oct - Dic,1635.9468713333333
2024,Total nacional,Población ocupada,En un vehículo,Nov - Ene,1630.99037
2024,Total nacional,Población ocupada,En un vehículo,Dic - Feb,1676.444192
2025,Total nacional,Población ocupada,En un vehículo,Ene - Mar,1697.556651
2025,Total nacional,Población ocupada,En un vehículo,Feb - Abr,1709.444585
2025,Total nacional,Población ocupada,En un vehículo,Mar - May,1662.349976
2025,Total nacional,Población ocupada,En un vehículo,Abr - Jun,1622.495602
2025,Total nacional,Población ocupada,En un vehículo,May - Jul,1639.801035
2025,Total nacional,Población ocupada,En un vehículo,Jun - Ago,1649.572732
2025,Total nacional,Población ocupada,En un vehículo,Jul - Sep,1682.495979
2025,Total nacional,Población ocupada,En un vehículo,Ago - Oct,1690.267957
2025,Total nacional,Población ocupada,En un vehículo,Sep - Nov,1678.005418
2025,Total nacional,Población ocupada,En un vehículo,Oct - Dic,1669.408232
2026,Total nacional,Población ocupada,En un vehículo,Nov - Ene,1665.911633
2026,Total nacional,Población ocupada,En un vehículo,Dic - Feb,1666.621221
2026,Total nacional,Población ocupada,En un vehículo,Ene - Mar,1667.901555
2021,Total nacional,Población ocupada,De puerta en puerta,Ene - Mar,478.4224526666667
2021,Total nacional,Población ocupada,De puerta en puerta,Feb - Abr,478.1117213333334
2021,Total nacional,Población ocupada,De puerta en puerta,Mar - May,461.436238
2021,Total nacional,Población ocupada,De puerta en puerta,Abr - Jun,440.401572
2021,Total nacional,Población ocupada,De puerta en puerta,May - Jul,418.667156
2021,Total nacional,Población ocupada,De puerta en puerta,Jun - Ago,421.1366916666666
2021,Total nacional,Población ocupada,De puerta en puerta,Jul - Sep,407.4942263333333
2021,Total nacional,Población ocupada,De puerta en puerta,Ago - Oct,418.055326
2021,Total nacional,Población ocupada,De puerta en puerta,Sep - Nov,399.98331733333333
2021,Total nacional,Población ocupada,De puerta en puerta,Oct - Dic,395.180736
2021,Total nacional,Población ocupada,De puerta en puerta,Nov - Ene,399.994091
2021,Total nacional,Población ocupada,De puerta en puerta,Dic - Feb,430.2644903333333
2022,Total nacional,Población ocupada,De puerta en puerta,Ene - Mar,447.80276566666663
2022,Total nacional,Población ocupada,De puerta en puerta,Feb - Abr,470.7319713333333
2022,Total nacional,Población ocupada,De puerta en puerta,Mar - May,468.88676200000003
2022,Total nacional,Población ocupada,De puerta en puerta,Abr - Jun,493.1033703333333
2022,Total nacional,Población ocupada,De puerta en puerta,May - Jul,491.29019633333337
2022,Total nacional,Población ocupada,De puerta en puerta,Jun - Ago,500.820934
2022,Total nacional,Población ocupada,De puerta en puerta,Jul - Sep,501.4426956666666
2022,Total nacional,Población ocupada,De puerta en puerta,Ago - Oct,513.3446536666667
2022,Total nacional,Población ocupada,De puerta en puerta,Sep - Nov,528.6801453333334
2022,Total nacional,Población ocupada,De puerta en puerta,Oct - Dic,527.5920543333333
2022,Total nacional,Población ocupada,De puerta en puerta,Nov - Ene,507.94137866666665
2022,Total nacional,Población ocupada,De puerta en puerta,Dic - Feb,513.0201723333333
2023,Total nacional,Población ocupada,De puerta en puerta,Ene - Mar,512.538387
2023,Total nacional,Población ocupada,De puerta en puerta,Feb - Abr,539.1498716666666
2023,Total nacional,Población ocupada,De puerta en puerta,Mar - May,544.8999846666667
2023,Total nacional,Población ocupada,De puerta en puerta,Abr - Jun,561.560707
2023,Total nacional,Población ocupada,De puerta en puerta,May - Jul,569.4221893333333
2023,Total nacional,Población ocupada,De puerta en puerta,Jun - Ago,554.22861
2023,Total nacional,Población ocupada,De puerta en puerta,Jul - Sep,547.7411283333332
2023,Total nacional,Población ocupada,De puerta en puerta,Ago - Oct,515.4694920000001
2023,Total nacional,Población ocupada,De puerta en puerta,Sep - Nov,527.0069943333333
2023,Total nacional,Población ocupada,De puerta en puerta,Oct - Dic,540.266897
2023,Total nacional,Población ocupada,De puerta en puerta,Nov - Ene,556.8475483333333
2023,Total nacional,Población ocupada,De puerta en puerta,Dic - Feb,554.7751683333332
2024,Total nacional,Población ocupada,De puerta en puerta,Ene - Mar,530.8696426666667
2024,Total nacional,Población ocupada,De puerta en puerta,Feb - Abr,540.2101016666667
2024,Total nacional,Población ocupada,De puerta en puerta,Mar - May,541.364814
2024,Total nacional,Población ocupada,De puerta en puerta,Abr - Jun,564.673796
2024,Total nacional,Población ocupada,De puerta en puerta,May - Jul,568.50255
2024,Total nacional,Población ocupada,De puerta en puerta,Jun - Ago,542.115542
2024,Total nacional,Población ocupada,De puerta en puerta,Jul - Sep,536.713038
2024,Total nacional,Población ocupada,De puerta en puerta,Ago - Oct,539.1657603333333
2024,Total nacional,Población ocupada,De puerta en puerta,Sep - Nov,528.3813313333334
2024,Total nacional,Población ocupada,De puerta en puerta,Oct - Dic,523.5941543333333
2024,Total nacional,Población ocupada,De puerta en puerta,Nov - Ene,556.134703
2024,Total nacional,Población ocupada,De puerta en puerta,Dic - Feb,587.812675
2025,Total nacional,Población ocupada,De puerta en puerta,Ene - Mar,582.927466
2025,Total nacional,Población ocupada,De puerta en puerta,Feb - Abr,562.020017
2025,Total nacional,Población ocupada,De puerta en puerta,Mar - May,560.00938
