Fecha,Período de servicio,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
2022-07-31,Intereses,,,,,,,,,,,,,,,,,,,,,,13941477.228310715,38697657.829531334,36300644.08965109,32883481.340934366,30471970.71999166,27633427.97958134,25072245.048584647,22788596.421096053,22032536.51739302,19894548.176067445,17543130.680889614,15272626.173614338,14543709.451594587,12455726.03575635,10566209.473593473,9679701.095404837,7549692.299890897,7494132.857605532,7357428.388356585,6931357.779196603,6492011.142841168,5050506.935120076,4745138.922766916,3950816.279100828,3464739.3454684974,3462799.387096823,3464374.220362962,3139769.994837084,1781379.2274586675,353415.9746527778,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,110720.77972222221,0.0
2022-07-31,Total,,,,,,,,,,,,,,,,,,,,,,23187879.735768083,111991217.35447076,88339789.81705005,90261737.76799484,80366742.69120839,89262574.02869728,67826544.15356287,53526454.058240056,61820330.28156488,68198016.9796074,62569848.3671307,38986965.4250953,49253329.8113832,44843157.46289033,32310764.48044112,45697673.37887852,10249530.831433803,11524811.851053199,12025039.743894108,18390703.484962374,25546541.196341895,5185491.180402329,15622770.064631242,23423037.965272665,3584539.7152291546,3559354.8919926155,3560929.7252587546,31002386.759990476,19656047.993062172,6803865.974652777,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,5701110.779722222,0.0
2022-08-31,Amortizaciones,,,,,,,,,,,,,,,,,,,,,,8317932.738759671,74946665.09886202,51840472.304658264,57287192.637162186,49785747.52202994,61700027.27863118,42815527.88632904,31514213.84593405,39935917.00076853,50633636.464109965,45178180.20740816,23960976.43420206,34868858.10321974,32675197.10365296,21825777.40074736,36762082.36848111,2861802.525810268,4192642.987715029,4830434.56846966,11541194.677759608,20583010.039571486,134006.13135301246,10876491.247447317,19470920.01126706,118498.69499922243,95253.83013435759,95253.83013435759,28468647.19197646,18275015.704498697,6450450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5590390.0,0.0
2022-08-31,Intereses,,,,,,,,,,,,,,,,,,,,,,10830576.057076132,38817317.29706315,36545606.527345866,33362690.13174814,30990619.510130078,28162366.286291365,25598634.986014277,23298575.157754622,22493411.391275056,20343188.952359147,17827489.394705188,15547520.616493225,14810179.82900824,12713627.137025714,10818442.544315249,9928467.618747793,7769727.711835291,7709377.683971828,7568000.106680222,7136186.525551967,6695542.546848984,5112558.921633929,4807193.450145926,4012885.6133778472,3526827.4456747873,3524908.5744342515,3526504.4948315285,3201921.3564367862,1810455.8400637181,353415.9746527778,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,110720.77972222221,0.0
2022-08-31,Total,,,,,,,,,,,,,,,,,,,,,,19148508.795835804,113763982.39592516,88386078.83200413,90649882.76891032,80776367.03216001,89862393.56492254,68414162.87234332,54812789.00368867,62429328.39204358,70976825.41646911,63005669.60211335,39508497.050695285,49679037.932227984,45388824.240678675,32644219.945062608,46690549.9872289,10631530.237645559,11902020.671686858,12398434.675149882,18677381.203311577,27278552.58642047,5246565.052986941,15683684.697593244,23483805.624644905,3645326.14067401,3620162.4045686093,3621758.3249658863,31670568.548413247,20085471.544562414,6803865.974652777,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,219636.3293402778,219636.3293402778,219636.3293402778,220238.07270833332,5701110.779722222,0.0
2022-09-30,Amortizaciones,,,,,,,,,,,,,,,,,,,,,,4717242.718512287,76476529.3909634,53098356.9781945,58372988.10440178,50753294.218386084,62982810.49219352,43478725.97928494,33396835.135300025,40864278.44259352,54346759.17158921,46156711.82424481,24684701.899607986,35347435.012653634,34826858.34892695,22267161.779899135,38277562.776858285,3011243.9648654507,4413811.723436879,5086178.117049764,12161356.861026395,22349667.800600097,138942.09662463097,11460345.573308896,20517920.53745846,122476.48127215871,97978.80559648304,97978.80559648304,29615461.79759728,19313880.677815717,6798105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5891691.0,0.0
2022-09-30,Intereses,,,,,,,,,,,,,,,,,,,,,,8683646.729143828,40513044.92883931,38282777.03885405,34811596.43200284,32224036.905841857,29356361.949312784,26754969.5687014,24409049.52344355,23536610.738524403,21343199.052653186,18607323.294574972,16292587.308750011,15532154.81049121,13413952.91904747,11390708.445485998,10483078.744385256,8245493.8512775805,8173166.272956084,8015462.265790984,7553457.914252108,7085711.035073502,5356252.446086973,5034644.090595046,4197713.705326342,3685504.23103507,3683520.9631845104,3685241.9210247127,3343203.995303409,1912036.3319165083,372463.7667708333,232108.07668749997,231473.90161458333,231473.90161458333,231473.90161458333,232108.07668749997,231473.90161458333,231473.90161458333,231473.90161458333,232108.07668749997,116688.21341666665,0.0
2022-09-30,Total,,,,,,,,,,,,,,,,,,,,,,13400889.447656116,116989574.31980272,91381134.01704854,93184584.53640462,82977331.12422794,92339172.4415063,70233695.54798634,57805884.658743575,64400889.18111792,75689958.22424239,64764035.11881979,40977289.208358,50879589.823144846,48240811.267974414,33657870.22538513,48760641.52124354,11256737.816143032,12586977.996392963,13101640.382840749,19714814.7752785,29435378.8356736,5495194.542711604,16494989.663903942,24715634.242784802,3807980.7123072287,3781499.7687809933,3783220.7266211957,32958665.79290069,21225917.009732224,7170568.766770833,232108.07668749997,231473.90161458333,231473.90161458333,231473.90161458333,232108.07668749997,231473.90161458333,231473.90161458333,231473.90161458333,232108.07668749997,6008379.213416667,0.0
2022-10-31,Amortizaciones,,,,,,,,,,,,,,,,,,,,,,4446368.552165323,80336503.75814411,54927823.31373951,59929350.572572276,52115681.47350548,64438643.937737405,44245843.05330598,35020141.02468796,41949434.279040664,56446188.16899941,47293668.61863434,25489358.827119764,35843346.94485496,35937365.214550816,22962263.33916168,39565178.08937214,3199362.018224125,4690857.760128887,5408255.133890944,12933887.066987814,23400608.170381688,149206.74125256843,12188107.776249811,21819645.19817881,131054.55565444048,105003.63673552158,105003.63673552158,30815576.281543523,19505437.006821763,7229130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6265246.0,0.0
2022-10-31,Intereses,,,,,,,,,,,,,,,,,,,,,,4327475.196817328,41729237.62877523,39435144.193738855,35713324.02679279,33040011.12325497,30115671.685018912,27481190.677926466,25095100.732707314,24193067.311694823,21963948.498788305,19141042.36319004,16797876.43788924,16019967.633312758,13888386.450662985,11832649.625775835,10909541.996427067,8609953.386024475,8530624.266362894,8360398.493799513,7901447.573142443,7438109.281763675,5668514.554525565,5363146.705956645,4510860.207766072,4004847.3722445746,4042563.1879933793,4085413.2308750884,3763939.799602861,1958340.7842354649,396079.3471527778,246824.5872083333,246150.2030902778,246150.2030902778,246150.2030902778,246824.5872083333,246150.2030902778,246150.2030902778,246150.2030902778,246824.5872083333,124086.67772222222,0.0
2022-10-31,Total,,,,,,,,,,,,,,,,,,,,,,8773843.748982651,122065741.38691935,94362967.50747836,95642674.59936506,85155692.59676045,94554315.62275632,71727033.73123245,60115241.757395275,66142501.59073549,78410136.66778772,66434710.98182438,42287235.265009,51863314.57816772,49825751.6652138,34794912.964937516,50474720.08579921,11809315.404248599,13221482.026491782,13768653.627690457,20835334.64013026,30838717.45214536,5817721.295778134,17551254.482206456,26330505.40594488,4135901.927899015,4147566.824728901,4190416.86761061,34579516.08114638,21463777.79105723,7625209.347152778,246824.5872083333,246150.2030902778,246150.2030902778,246150.2030902778,246824.5872083333,246150.2030902778,246150.2030902778,246150.2030902778,246824.5872083333,6389332.677722222,0.0
2022-11-30,Amortizaciones,,,,,,,,,,,,,,,,,,,,,,3678065.849784223,79920520.13484108,55193616.20288585,60399379.485963374,52535930.06714055,64711655.27117501,44363262.67666264,35215996.720756866,42045625.07490819,56724844.538050875,47369878.02166346,25693268.073279187,35941816.76374652,37005885.5083488,23355393.12201727,39927557.387393475,3291724.3867378347,4780153.219594978,5555310.80472077,12999744.780598886,23586168.47613284,153907.49681151062,12168053.372628435,21779785.810586058,135792.63689972617,109795.28554837484,109795.28554837484,31003584.639552973,19532374.791302692,7214265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6252363.0,0.0
2022-11-30,Intereses,,,,,,,,,,,,,,,,,,,,,,904084.1578572119,41994666.2704484,39769977.68521853,35874378.988515444,33153531.375790566,30215556.32938488,27582830.077873122,25188400.99197198,24312507.666576408,22093939.34025751,19259894.169192683,16920668.954130102,16141679.53278821,14000003.692490254,11891131.34088543,10955765.520186555,8646371.971620496,8559665.600653134,8380187.443364797,7912945.439449562,7446731.9394659735,5662936.25999246,5361948.402871135,4514445.53734977,4009807.79480907,4047611.0381371537,4090545.3343853066,3769912.9063425194,1958976.7960428656,395264.9034375,246317.05068749998,245644.05328125,245644.05328125,245644.05328125,246317.05068749998,245644.05328125,245644.05328125,245644.05328125,246317.05068749998,123831.52274999999,0.0
2022-11-30,Total,,,,,,,,,,,,,,,,,,,,,,4582150.007641435,121915186.40528949,94963593.88810438,96273758.47447881,85689461.44293112,94927211.60055989,71946092.75453576,60404397.71272884,66358132.7414846,78818783.87830839,66629772.190856144,42613937.027409285,52083496.29653473,51005889.20083906,35246524.4629027,50883322.90758003,11938096.358358331,13339818.820248112,13935498.248085566,20912690.22004845,31032900.415598813,5816843.756803971,17530001.77549957,26294231.347935826,4145600.431708796,4157406.3236855287,4200340.619933682,34773497.545895495,21491351.58734556,7609529.9034375,246317.05068749998,245644.05328125,245644.05328125,245644.05328125,246317.05068749998,245644.05328125,245644.05328125,245644.05328125,246317.05068749998,6376194.52275,0.0
2022-12-31,Amortizaciones,,,,,,,,,,,,,,,,,,,,,,,87197315.9395674,52485882.73352939,60787483.152278095,53931646.32252848,65283339.305931054,44773931.01480731,35726228.43744025,42483254.49267849,57307800.93525456,47768075.4260663,34018350.354816124,36335948.31947882,39717053.04894352,23935975.531701587,40523725.97470324,3599831.867375422,5088474.238803993,5858665.485849619,13302166.099268284,23912892.410467014,162862.40096458612,12177804.358494196,21789988.21409849,142352.96764422065,116351.88656313959,116351.88656313959,31166323.519913144,19566039.339589935,7215300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6253260.0,0.0
2022-12-31,Intereses,,,,,,,,,,,,,,,,,,,,,,,42936735.333127394,41187476.95402233,37429854.59262669,34605815.53503688,31591657.701411508,28920930.02203318,26508055.242505923,25577307.384873904,23339357.836607173,20477042.208673175,17793493.152302857,16657981.495645653,14494252.975285642,12141795.650608502,11178951.152487097,8788878.351097297,8681259.880441647,8480903.702725645,7993280.844034916,7509710.247511027,5712698.4649295155,5412612.005082041,4566054.828060943,4062491.7711749356,4101511.586404332,4145708.262155153,3826329.8069620803,1961375.9227114753,395321.6104166666,246352.38874999998,245679.29479166667,245679.29479166667,245679.29479166667,246352.38874999998,245679.29479166667,245679.29479166667,245679.29479166667,246352.38874999998,123849.28833333332,0.0
2022-12-31,Total,,,,,,,,,,,,,,,,,,,,,,,130134051.2726948,93673359.68755172,98217337.74490479,88537461.85756536,96874997.00734256,73694861.0368405,62234283.67994617,68060561.87755239,80647158.77186173,68245117.63473947,51811843.507118985,52993929.81512447,54211306.02422916,36077771.18231009,51702677.12719034,12388710.21847272,13769734.119245641,14339569.188575264,21295446.943303198,31422602.657978043,5875560.865894102,17590416.363576237,26356043.042159434,4204844.738819156,4217863.472967472,4262060.148718293,34992653.326875225,21527415.26230141,7610621.610416667,246352.38874999998,245679.29479166667,245679.29479166667,245679.29479166667,246352.38874999998,245679.29479166667,245679.29479166667,245679.29479166667,246352.38874999998,6377109.288333333,0.0
2023-01-31,Amortizaciones,,,,,,,,,,,,,,,,,,,,,,,69258923.10010944,70114578.9787228,60276467.196946606,53230371.82366869,64738767.03075328,44306439.207698025,35398706.201361924,41811344.794314176,56428978.69476341,47059904.87251814,35837900.674093045,36023651.036567755,39776062.215556905,23621360.059633106,41051991.5882562,3472679.3575434536,4906234.967067263,5646339.233465157,12811768.6740214,23876617.91285861,158680.94559381242,11729013.600300198,20985501.491849456,138930.45766678298,113891.53874786406,113891.53874786406,31382140.792947188,19723804.59255577,6948300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6021860.0,0.0
