Fecha,Departamentos,Sexo,Concepto,Periodo,Valor
2023,Cundinamarca,Hombres,Tasa Global de Participación (TGP),Anual,76.670651203
2024,Cundinamarca,Hombres,Tasa Global de Participación (TGP),Anual,77.60848162
2025,Cundinamarca,Hombres,Tasa Global de Participación (TGP),Anual,79.226017954
2007,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,73.43496277
2008,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,75.070561468
2009,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,78.306682283
2010,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,78.243681418
2011,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,78.289498714
2012,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,75.818387651
2013,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,75.493615075
2014,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,75.369306677
2015,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,76.031199397
2016,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,73.733436812
2017,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,72.742199794
2018,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,71.156636758
2019,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,68.899466786
2020,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,64.171006025
2021,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,65.394905899
2022,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,70.145436763
2023,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,69.725369121
2024,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,71.040214794
2025,Cundinamarca,Hombres,Tasa de Ocupación (TO),Anual,73.133111526
2007,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.795873019
2008,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.145804908
2009,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.375694053
2010,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,8.121539068
2011,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.029940687
2012,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.399539687
2013,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,6.687128122
2014,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,6.846625876
2015,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,5.638627631
2016,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.234750039
2017,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,6.921608574
2018,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.943448603
2019,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,8.996270062
2020,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,13.561770941
2021,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,13.977938527
2022,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,10.739613997
2023,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,9.058592791
2024,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,8.463336338
2025,Cundinamarca,Hombres,Tasa de Desocupación (TD),Anual,7.690537257
2007,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,9.775533285
2008,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,9.267359442
2009,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,14.106369442
2010,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,14.648612523
2011,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,14.71855681
2012,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,13.999483225
2013,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,11.774585929
2014,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,13.223791791
2015,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,13.259112013
2016,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,10.675944463
2017,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,11.21065401
2018,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,11.942558439
2019,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,12.477078342
2020,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,0.0
2021,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,8.062437246
2022,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,9.691635885
2023,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,6.586532851
2024,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,7.017848604
2025,Cundinamarca,Hombres,Tasa de Subocupación (TS),Anual,7.789373693
2007,Cundinamarca,Hombres,Población total,Anual,985.916
2008,Cundinamarca,Hombres,Población total,Anual,1009.247
2009,Cundinamarca,Hombres,Población total,Anual,1036.041
2010,Cundinamarca,Hombres,Población total,Anual,1066.437
2011,Cundinamarca,Hombres,Población total,Anual,1100.139
2012,Cundinamarca,Hombres,Población total,Anual,1137.043
2013,Cundinamarca,Hombres,Población total,Anual,1177.364
2014,Cundinamarca,Hombres,Población total,Anual,1221.307
2015,Cundinamarca,Hombres,Población total,Anual,1269.172
2016,Cundinamarca,Hombres,Población total,Anual,1322.233
2017,Cundinamarca,Hombres,Población total,Anual,1381.473
2018,Cundinamarca,Hombres,Población total,Anual,1451.923
2019,Cundinamarca,Hombres,Población total,Anual,1535.095
2020,Cundinamarca,Hombres,Población total,Anual,1606.682053
2021,Cundinamarca,Hombres,Población total,Anual,1680.583
2022,Cundinamarca,Hombres,Población total,Anual,1732.978
2023,Cundinamarca,Hombres,Población total,Anual,1782.485
2024,Cundinamarca,Hombres,Población total,Anual,1829.383
2025,Cundinamarca,Hombres,Población total,Anual,1873.941
2007,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,689.334
2008,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,712.265
2009,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,738.496
2010,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,767.869
2011,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,800.024
2012,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,834.816
2013,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,872.241
2014,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,912.261
2015,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,955.037
2016,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1001.31
2017,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1051.731
2018,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1107.13
2019,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1172.551
2020,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1230.037069
2021,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1288.187
2022,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1331.364
2023,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1372.055
2024,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1413.438
2025,Cundinamarca,Hombres,Población en edad de trabajar (PET),Anual,1452.113
2007,Cundinamarca,Hombres,Fuerza de trabajo,Anual,549.012482
2008,Cundinamarca,Hombres,Fuerza de trabajo,Anual,575.8504869999999
2009,Cundinamarca,Hombres,Fuerza de trabajo,Anual,624.341214
2010,Cundinamarca,Hombres,Fuerza de trabajo,Anual,653.917107
2011,Cundinamarca,Hombres,Fuerza de trabajo,Anual,673.695149
2012,Cundinamarca,Hombres,Fuerza de trabajo,Anual,683.521474
2013,Cundinamarca,Hombres,Fuerza de trabajo,Anual,705.675701
2014,Cundinamarca,Hombres,Fuerza de trabajo,Anual,738.0997169999999
2015,Cundinamarca,Hombres,Fuerza de trabajo,Anual,769.516241
2016,Cundinamarca,Hombres,Fuerza de trabajo,Anual,795.880221
2017,Cundinamarca,Hombres,Fuerza de trabajo,Anual,821.944013
2018,Cundinamarca,Hombres,Fuerza de trabajo,Anual,855.774478
2019,Cundinamarca,Hombres,Fuerza de trabajo,Anual,887.745357
2020,Cundinamarca,Hombres,Fuerza de trabajo,Anual,913.1690570000001
2021,Cundinamarca,Hombres,Fuerza de trabajo,Anual,979.294
2022,Cundinamarca,Hombres,Fuerza de trabajo,Anual,1046.255
2023,Cundinamarca,Hombres,Fuerza de trabajo,Anual,1051.964
2024,Cundinamarca,Hombres,Fuerza de trabajo,Anual,1096.948
2025,Cundinamarca,Hombres,Fuerza de trabajo,Anual,1150.451
2007,Cundinamarca,Hombres,Población ocupada,Anual,506.212166
2008,Cundinamarca,Hombres,Población ocupada,Anual,534.701335
2009,Cundinamarca,Hombres,Población ocupada,Anual,578.2917160000001
2010,Cundinamarca,Hombres,Población ocupada,Anual,600.808974
2011,Cundinamarca,Hombres,Población ocupada,Anual,626.334779
2012,Cundinamarca,Hombres,Población ocupada,Anual,632.944031
2013,Cundinamarca,Hombres,Población ocupada,Anual,658.486263
2014,Cundinamarca,Hombres,Población ocupada,Anual,687.564791
2015,Cundinamarca,Hombres,Población ocupada,Anual,726.126086
2016,Cundinamarca,Hombres,Población ocupada,Anual,738.3002759999999
2017,Cundinamarca,Hombres,Población ocupada,Anual,765.052265
2018,Cundinamarca,Hombres,Población ocupada,Anual,787.796473
2019,Cundinamarca,Hombres,Población ocupada,Anual,807.881387
2020,Cundinamarca,Hombres,Población ocupada,Anual,789.327162
2021,Cundinamarca,Hombres,Población ocupada,Anual,842.409
2022,Cundinamarca,Hombres,Población ocupada,Anual,933.891
2023,Cundinamarca,Hombres,Población ocupada,Anual,956.671
2024,Cundinamarca,Hombres,Población ocupada,Anual,1004.109
2025,Cundinamarca,Hombres,Población ocupada,Anual,1061.975
2007,Cundinamarca,Hombres,Población desocupada,Anual,42.800316
2008,Cundinamarca,Hombres,Población desocupada,Anual,41.149152
2009,Cundinamarca,Hombres,Población desocupada,Anual,46.049498
2010,Cundinamarca,Hombres,Población desocupada,Anual,53.108133
2011,Cundinamarca,Hombres,Población desocupada,Anual,47.360369
2012,Cundinamarca,Hombres,Población desocupada,Anual,50.577443
2013,Cundinamarca,Hombres,Población desocupada,Anual,47.189438
2014,Cundinamarca,Hombres,Población desocupada,Anual,50.534926
2015,Cundinamarca,Hombres,Población desocupada,Anual,43.390155
2016,Cundinamarca,Hombres,Población desocupada,Anual,57.579945
2017,Cundinamarca,Hombres,Población desocupada,Anual,56.891747
2018,Cundinamarca,Hombres,Población desocupada,Anual,67.978006
2019,Cundinamarca,Hombres,Población desocupada,Anual,79.86397
2020,Cundinamarca,Hombres,Población desocupada,Anual,123.84189599999999
2021,Cundinamarca,Hombres,Población desocupada,Anual,136.885
2022,Cundinamarca,Hombres,Población desocupada,Anual,112.364
2023,Cundinamarca,Hombres,Población desocupada,Anual,95.293
2024,Cundinamarca,Hombres,Población desocupada,Anual,92.838
2025,Cundinamarca,Hombres,Población desocupada,Anual,88.476
2007,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,140.321518
2008,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,136.414513
2009,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,114.15478599999999
2010,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,113.951893
2011,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,126.328851
2012,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,151.29452600000002
2013,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,166.565299
2014,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,174.161283
2015,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,185.520759
2016,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,205.429779
2017,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,229.78698699999998
2018,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,251.355522
2019,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,284.805643
2020,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,316.868011
2021,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,308.893
2022,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,285.109
2023,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,320.092
2024,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,316.49
2025,Cundinamarca,Hombres,Población fuera de la fuerza de trabajo,Anual,301.662
2007,Cundinamarca,Hombres,Población subocupada,Anual,53.668898
2008,Cundinamarca,Hombres,Población subocupada,Anual,53.366133999999995
2009,Cundinamarca,Hombres,Población subocupada,Anual,88.071878
2010,Cundinamarca,Hombres,Población subocupada,Anual,95.789783
2011,Cundinamarca,Hombres,Población subocupada,Anual,99.158203
2012,Cundinamarca,Hombres,Población subocupada,Anual,95.689474
2013,Cundinamarca,Hombres,Población subocupada,Anual,83.09039200000001
2014,Cundinamarca,Hombres,Población subocupada,Anual,97.60477
2015,Cundinamarca,Hombres,Población subocupada,Anual,102.03102
2016,Cundinamarca,Hombres,Población subocupada,Anual,84.96772999999999
2017,Cundinamarca,Hombres,Población subocupada,Anual,92.145299
2018,Cundinamarca,Hombres,Población subocupada,Anual,102.201367
2019,Cundinamarca,Hombres,Población subocupada,Anual,110.76468399999999
2020,Cundinamarca,Hombres,Población subocupada,Anual,0.0
2021,Cundinamarca,Hombres,Población subocupada,Anual,78.955
2022,Cundinamarca,Hombres,Población subocupada,Anual,101.399
2023,Cundinamarca,Hombres,Población subocupada,Anual,69.288
2024,Cundinamarca,Hombres,Población subocupada,Anual,76.982
2025,Cundinamarca,Hombres,Población subocupada,Anual,89.613
2007,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2008,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2009,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2010,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2011,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2012,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2013,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2014,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2015,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2016,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2017,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2018,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2019,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2020,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,0.0
2021,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,24.711
2022,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,22.604
2023,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,31.759
2024,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,18.351
2025,Cundinamarca,Hombres,Fuerza de trabajo potencial,Anual,34.088
2007,Huila,Hombres,% población en edad de trabajar,Anual,67.979171894
2008,Huila,Hombres,% población en edad de trabajar,Anual,68.365545685
2009,Huila,Hombres,% población en edad de trabajar,Anual,68.741857699
2010,Huila,Hombres,% población en edad de trabajar,Anual,69.100247822
2011,Huila,Hombres,% población en edad de trabajar,Anual,69.442447748
2012,Huila,Hombres,% población en edad de trabajar,Anual,69.773060829
2013,Huila,Hombres,% población en edad de trabajar,Anual,70.083210983
2014,Huila,Hombres,% población en edad de trabajar,Anual,70.374793032
2015,Huila,Hombres,% población en edad de trabajar,Anual,70.644928876
2016,Huila,Hombres,% población en edad de trabajar,Anual,70.898607586
2017,Huila,Hombres,% población en edad de trabajar,Anual,71.135147692
2018,Huila,Hombres,% población en edad de trabajar,Anual,71.356457107
2019,Huila,Hombres,% población en edad de trabajar,Anual,71.633999661
2020,Huila,Hombres,% población en edad de trabajar,Anual,71.918925826
2021,Huila,Hombres,% población en edad de trabajar,Anual,72.225919197
2022,Huila,Hombres,% población en edad de trabajar,Anual,72.519013562
2023,Huila,Hombres,% población en edad de trabajar,Anual,72.811811382
2024,Huila,Hombres,% población en edad de trabajar,Anual,73.011995664
2025,Huila,Hombres,% población en edad de trabajar,Anual,73.336568439
2007,Huila,Hombres,Tasa Global de Participación (TGP),Anual,81.409398375
2008,Huila,Hombres,Tasa Global de Participación (TGP),Anual,82.096935124
2009,Huila,Hombres,Tasa Global de Participación (TGP),Anual,84.495831558
2010,Huila,Hombres,Tasa Global de Participación (TGP),Anual,83.417012012
2011,Huila,Hombres,Tasa Global de Participación (TGP),Anual,83.465428674
2012,Huila,Hombres,Tasa Global de Participación (TGP),Anual,83.228258451
2013,Huila,Hombres,Tasa Global de Participación (TGP),Anual,81.917486016
2014,Huila,Hombres,Tasa Global de Participación (TGP),Anual,78.953855955
2015,Huila,Hombres,Tasa Global de Participación (TGP),Anual,80.046943201
2016,Huila,Hombres,Tasa Global de Participación (TGP),Anual,78.01497836
2017,Huila,Hombres,Tasa Global de Participación (TGP),Anual,77.033542748
2018,Huila,Hombres,Tasa Global de Participación (TGP),Anual,75.18479757
2019,Huila,Hombres,Tasa Global de Participación (TGP),Anual,75.473463384
2020,Huila,Hombres,Tasa Global de Participación (TGP),Anual,72.723335172
2021,Huila,Hombres,Tasa Global de Participación (TGP),Anual,74.283302248
2022,Huila,Hombres,Tasa Global de Participación (TGP),Anual,77.710541429
2023,Huila,Hombres,Tasa Global de Participación (TGP),Anual,77.14844235
2024,Huila,Hombres,Tasa Global de Participación (TGP),Anual,78.184091826
2025,Huila,Hombres,Tasa Global de Participación (TGP),Anual,77.61951142
2007,Huila,Hombres,Tasa de Ocupación (TO),Anual,75.350633661
2008,Huila,Hombres,Tasa de Ocupación (TO),Anual,76.094121507
2009,Huila,Hombres,Tasa de Ocupación (TO),Anual,77.646478294
2010,Huila,Hombres,Tasa de Ocupación (TO),Anual,77.003999563
2011,Huila,Hombres,Tasa de Ocupación (TO),Anual,78.727211966
2012,Huila,Hombres,Tasa de Ocupación (TO),Anual,77.875848404
2013,Huila,Hombres,Tasa de Ocupación (TO),Anual,75.874271981
2014,Huila,Hombres,Tasa de Ocupación (TO),Anual,74.166149081
2015,Huila,Hombres,Tasa de Ocupación (TO),Anual,75.039890446
2016,Huila,Hombres,Tasa de Ocupación (TO),Anual,73.222066007
2017,Huila,Hombres,Tasa de Ocupación (TO),Anual,71.895363792
2018,Huila,Hombres,Tasa de Ocupación (TO),Anual,69.822316501
2019,Huila,Hombres,Tasa de Ocupación (TO),Anual,70.241230344
2020,Huila,Hombres,Tasa de Ocupación (TO),Anual,63.470094745
2021,Huila,Hombres,Tasa de Ocupación (TO),Anual,67.906386244
2022,Huila,Hombres,Tasa de Ocupación (TO),Anual,72.747669227
2023,Huila,Hombres,Tasa de Ocupación (TO),Anual,72.867527132
2024,Huila,Hombres,Tasa de Ocupación (TO),Anual,72.636842891
2025,Huila,Hombres,Tasa de Ocupación (TO),Anual,73.425063049
2007,Huila,Hombres,Tasa de Desocupación (TD),Anual,7.442340608
2008,Huila,Hombres,Tasa de Desocupación (TD),Anual,7.3118608
2009,Huila,Hombres,Tasa de Desocupación (TD),Anual,8.106143389
2010,Huila,Hombres,Tasa de Desocupación (TD),Anual,7.687895184
2011,Huila,Hombres,Tasa de Desocupación (TD),Anual,5.676861405
2012,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.431000897
2013,Huila,Hombres,Tasa de Desocupación (TD),Anual,7.377196651
2014,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.063930401
2015,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.255145486
2016,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.143579674
2017,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.670054074
2018,Huila,Hombres,Tasa de Desocupación (TD),Anual,7.132400755
2019,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.932546628
2020,Huila,Hombres,Tasa de Desocupación (TD),Anual,12.723894476
2021,Huila,Hombres,Tasa de Desocupación (TD),Anual,8.584588745
2022,Huila,Hombres,Tasa de Desocupación (TD),Anual,6.386356485
2023,Huila,Hombres,Tasa de Desocupación (TD),Anual,5.548932794
2024,Huila,Hombres,Tasa de Desocupación (TD),Anual,7.09511207
2025,Huila,Hombres,Tasa de Desocupación (TD),Anual,5.40385825
2007,Huila,Hombres,Tasa de Subocupación (TS),Anual,7.709738238
2008,Huila,Hombres,Tasa de Subocupación (TS),Anual,9.983994505
2009,Huila,Hombres,Tasa de Subocupación (TS),Anual,15.325584593
2010,Huila,Hombres,Tasa de Subocupación (TS),Anual,14.048361742
2011,Huila,Hombres,Tasa de Subocupación (TS),Anual,12.039035822
2012,Huila,Hombres,Tasa de Subocupación (TS),Anual,13.933862652
2013,Huila,Hombres,Tasa de Subocupación (TS),Anual,13.985082052
2014,Huila,Hombres,Tasa de Subocupación (TS),Anual,12.473699924
2015,Huila,Hombres,Tasa de Subocupación (TS),Anual,12.668879553
2016,Huila,Hombres,Tasa de Subocupación (TS),Anual,13.340735924
2017,Huila,Hombres,Tasa de Subocupación (TS),Anual,11.24140767
2018,Huila,Hombres,Tasa de Subocupación (TS),Anual,12.274081304
2019,Huila,Hombres,Tasa de Subocupación (TS),Anual,12.368261235
2020,Huila,Hombres,Tasa de Subocupación (TS),Anual,0.0
2021,Huila,Hombres,Tasa de Subocupación (TS),Anual,3.202067192
2022,Huila,Hombres,Tasa de Subocupación (TS),Anual,3.972043834
2023,Huila,Hombres,Tasa de Subocupación (TS),Anual,5.430212201
2024,Huila,Hombres,Tasa de Subocupación (TS),Anual,3.370429156
2025,Huila,Hombres,Tasa de Subocupación (TS),Anual,3.160222003
2007,Huila,Hombres,Población total,Anual,482.233
2008,Huila,Hombres,Población total,Anual,488.322
2009,Huila,Hombres,Población total,Anual,494.332
2010,Huila,Hombres,Población total,Anual,500.36
2011,Huila,Hombres,Población total,Anual,506.392
2012,Huila,Hombres,Población total,Anual,512.384
2013,Huila,Hombres,Población total,Anual,518.321
2014,Huila,Hombres,Población total,Anual,524.236
2015,Huila,Hombres,Población total,Anual,530.198
2016,Huila,Hombres,Población total,Anual,536.263
2017,Huila,Hombres,Población total,Anual,542.414
2018,Huila,Hombres,Población total,Anual,548.93
2019,Huila,Hombres,Población total,Anual,554.382
2020,Huila,Hombres,Población total,Anual,559.537
2021,Huila,Hombres,Población total,Anual,564.025
2022,Huila,Hombres,Población total,Anual,568.301
2023,Huila,Hombres,Población total,Anual,572.403
2024,Huila,Hombres,Población total,Anual,576.472
2025,Huila,Hombres,Población total,Anual,580.438
2007,Huila,Hombres,Población en edad de trabajar (PET),Anual,327.818
2008,Huila,Hombres,Población en edad de trabajar (PET),Anual,333.844
2009,Huila,Hombres,Población en edad de trabajar (PET),Anual,339.813
2010,Huila,Hombres,Población en edad de trabajar (PET),Anual,345.75
2011,Huila,Hombres,Población en edad de trabajar (PET),Anual,351.651
2012,Huila,Hombres,Población en edad de trabajar (PET),Anual,357.506
2013,Huila,Hombres,Población en edad de trabajar (PET),Anual,363.256
2014,Huila,Hombres,Población en edad de trabajar (PET),Anual,368.93
2015,Huila,Hombres,Población en edad de trabajar (PET),Anual,374.558
2016,Huila,Hombres,Población en edad de trabajar (PET),Anual,380.203
2017,Huila,Hombres,Población en edad de trabajar (PET),Anual,385.847
2018,Huila,Hombres,Población en edad de trabajar (PET),Anual,391.697
2019,Huila,Hombres,Población en edad de trabajar (PET),Anual,397.126
2020,Huila,Hombres,Población en edad de trabajar (PET),Anual,402.413
2021,Huila,Hombres,Población en edad de trabajar (PET),Anual,407.372
2022,Huila,Hombres,Población en edad de trabajar (PET),Anual,412.126
2023,Huila,Hombres,Población en edad de trabajar (PET),Anual,416.777
2024,Huila,Hombres,Población en edad de trabajar (PET),Anual,420.894
2025,Huila,Hombres,Población en edad de trabajar (PET),Anual,425.673
2007,Huila,Hombres,Fuerza de trabajo,Anual,266.874662
2008,Huila,Hombres,Fuerza de trabajo,Anual,274.075692
2009,Huila,Hombres,Fuerza de trabajo,Anual,287.12782
2010,Huila,Hombres,Fuerza de trabajo,Anual,288.41431900000003
2011,Huila,Hombres,Fuerza de trabajo,Anual,293.507015
2012,Huila,Hombres,Fuerza de trabajo,Anual,297.546018
2013,Huila,Hombres,Fuerza de trabajo,Anual,297.57018300000004
2014,Huila,Hombres,Fuerza de trabajo,Anual,291.284461
2015,Huila,Hombres,Fuerza de trabajo,Anual,299.82223
2016,Huila,Hombres,Fuerza de trabajo,Anual,296.615288
2017,Huila,Hombres,Fuerza de trabajo,Anual,297.231614
2018,Huila,Hombres,Fuerza de trabajo,Anual,294.496597
2019,Huila,Hombres,Fuerza de trabajo,Anual,299.724746
2020,Huila,Hombres,Fuerza de trabajo,Anual,292.64815500000003
2021,Huila,Hombres,Fuerza de trabajo,Anual,302.609
2022,Huila,Hombres,Fuerza de trabajo,Anual,320.265
2023,Huila,Hombres,Fuerza de trabajo,Anual,321.537
2024,Huila,Hombres,Fuerza de trabajo,Anual,329.072
2025,Huila,Hombres,Fuerza de trabajo,Anual,330.405
2007,Huila,Hombres,Población ocupada,Anual,247.01294000000001
2008,Huila,Hombres,Población ocupada,Anual,254.035659
2009,Huila,Hombres,Población ocupada,Anual,263.852827
2010,Huila,Hombres,Población ocupada,Anual,266.24132799999995
2011,Huila,Hombres,Población ocupada,Anual,276.845028
2012,Huila,Hombres,Población ocupada,Anual,278.41083100000003
2013,Huila,Hombres,Población ocupada,Anual,275.617845
2014,Huila,Hombres,Población ocupada,Anual,273.621174
2015,Huila,Hombres,Población ocupada,Anual,281.067913
2016,Huila,Hombres,Población ocupada,Anual,278.392492
2017,Huila,Hombres,Población ocupada,Anual,277.40610399999997
2018,Huila,Hombres,Población ocupada,Anual,273.491919
2019,Huila,Hombres,Población ocupada,Anual,278.946188
2020,Huila,Hombres,Población ocupada,Anual,255.411912
2021,Huila,Hombres,Población ocupada,Anual,276.632
2022,Huila,Hombres,Población ocupada,Anual,299.812
2023,Huila,Hombres,Población ocupada,Anual,303.695
2024,Huila,Hombres,Población ocupada,Anual,305.724
2025,Huila,Hombres,Población ocupada,Anual,312.551
2007,Huila,Hombres,Población desocupada,Anual,19.861721000000003
2008,Huila,Hombres,Población desocupada,Anual,20.040033
2009,Huila,Hombres,Población desocupada,Anual,23.274993
2010,Huila,Hombres,Población desocupada,Anual,22.172991000000003
2011,Huila,Hombres,Población desocupada,Anual,16.661986000000002
2012,Huila,Hombres,Población desocupada,Anual,19.135187000000002
2013,Huila,Hombres,Población desocupada,Anual,21.952338
2014,Huila,Hombres,Población desocupada,Anual,17.663287
2015,Huila,Hombres,Población desocupada,Anual,18.754317
2016,Huila,Hombres,Población desocupada,Anual,18.222797
2017,Huila,Hombres,Población desocupada,Anual,19.825508999999997
2018,Huila,Hombres,Población desocupada,Anual,21.004677
2019,Huila,Hombres,Población desocupada,Anual,20.778558
2020,Huila,Hombres,Población desocupada,Anual,37.236242
2021,Huila,Hombres,Población desocupada,Anual,25.978
2022,Huila,Hombres,Población desocupada,Anual,20.453
2023,Huila,Hombres,Población desocupada,Anual,17.842
2024,Huila,Hombres,Población desocupada,Anual,23.348
2025,Huila,Hombres,Población desocupada,Anual,17.855
2007,Huila,Hombres,Población fuera de la fuerza de trabajo,Anual,60.943338000000004
