Fecha,Departamentos,Concepto,Valor
2007,Antioquia,% población en edad de trabajar,73.691472751
2008,Antioquia,% población en edad de trabajar,74.320949062
2009,Antioquia,% población en edad de trabajar,74.95198674
2010,Antioquia,% población en edad de trabajar,75.580685289
2011,Antioquia,% población en edad de trabajar,76.192837832
2012,Antioquia,% población en edad de trabajar,76.781066709
2013,Antioquia,% población en edad de trabajar,77.335646108
2014,Antioquia,% población en edad de trabajar,77.853819731
2015,Antioquia,% población en edad de trabajar,78.329177459
2016,Antioquia,% población en edad de trabajar,78.750512604
2017,Antioquia,% población en edad de trabajar,79.118272265
2018,Antioquia,% población en edad de trabajar,79.402176015
2019,Antioquia,% población en edad de trabajar,79.702967955
2020,Antioquia,% población en edad de trabajar,79.994709214
2021,Antioquia,% población en edad de trabajar,80.302885989
2022,Antioquia,% población en edad de trabajar,80.592017579
2023,Antioquia,% población en edad de trabajar,80.853625893
2024,Antioquia,% población en edad de trabajar,81.166764712
2025,Antioquia,% población en edad de trabajar,81.43402208
2007,Antioquia,Tasa Global de Participación (TGP),47.258735562
2008,Antioquia,Tasa Global de Participación (TGP),47.502585755
2009,Antioquia,Tasa Global de Participación (TGP),51.81475929
2010,Antioquia,Tasa Global de Participación (TGP),52.749331423
2011,Antioquia,Tasa Global de Participación (TGP),51.66442641
2012,Antioquia,Tasa Global de Participación (TGP),53.468347964
2013,Antioquia,Tasa Global de Participación (TGP),53.430562234
2014,Antioquia,Tasa Global de Participación (TGP),52.081502754
2015,Antioquia,Tasa Global de Participación (TGP),49.728590228
2016,Antioquia,Tasa Global de Participación (TGP),48.865646866
2017,Antioquia,Tasa Global de Participación (TGP),49.441171452
2018,Antioquia,Tasa Global de Participación (TGP),47.87251898
2019,Antioquia,Tasa Global de Participación (TGP),47.010122308
2020,Antioquia,Tasa Global de Participación (TGP),45.111981147
2021,Antioquia,Tasa Global de Participación (TGP),44.284517992
2022,Antioquia,Tasa Global de Participación (TGP),50.206292609
2023,Antioquia,Tasa Global de Participación (TGP),51.83957437
2024,Antioquia,Tasa Global de Participación (TGP),51.788500704
2025,Antioquia,Tasa Global de Participación (TGP),52.026719569
2007,Antioquia,Tasa de Ocupación (TO),40.224179039
2008,Antioquia,Tasa de Ocupación (TO),39.870363496
2009,Antioquia,Tasa de Ocupación (TO),43.229544544
2010,Antioquia,Tasa de Ocupación (TO),44.470937884
2011,Antioquia,Tasa de Ocupación (TO),44.393893687
2012,Antioquia,Tasa de Ocupación (TO),45.439889656
2013,Antioquia,Tasa de Ocupación (TO),46.277630849
2014,Antioquia,Tasa de Ocupación (TO),45.505222956
2015,Antioquia,Tasa de Ocupación (TO),43.386855121
2016,Antioquia,Tasa de Ocupación (TO),41.821956142
2017,Antioquia,Tasa de Ocupación (TO),41.947366006
2018,Antioquia,Tasa de Ocupación (TO),40.505468467
2019,Antioquia,Tasa de Ocupación (TO),39.145449707
2020,Antioquia,Tasa de Ocupación (TO),34.619930499
2021,Antioquia,Tasa de Ocupación (TO),36.684527541
2022,Antioquia,Tasa de Ocupación (TO),43.657389911
2023,Antioquia,Tasa de Ocupación (TO),45.802254656
2024,Antioquia,Tasa de Ocupación (TO),45.588440654
2025,Antioquia,Tasa de Ocupación (TO),47.025118735
2007,Antioquia,Tasa de Desocupación (TD),14.885198342
2008,Antioquia,Tasa de Desocupación (TD),16.066961697
2009,Antioquia,Tasa de Desocupación (TD),16.569052648
2010,Antioquia,Tasa de Desocupación (TD),15.693835951
2011,Antioquia,Tasa de Desocupación (TD),14.072609004
2012,Antioquia,Tasa de Desocupación (TD),15.015347611
2013,Antioquia,Tasa de Desocupación (TD),13.387340663
2014,Antioquia,Tasa de Desocupación (TD),12.626901013
2015,Antioquia,Tasa de Desocupación (TD),12.752694331
2016,Antioquia,Tasa de Desocupación (TD),14.414401887
2017,Antioquia,Tasa de Desocupación (TD),15.157014337
2018,Antioquia,Tasa de Desocupación (TD),15.388892564
2019,Antioquia,Tasa de Desocupación (TD),16.729742903
2020,Antioquia,Tasa de Desocupación (TD),23.25779179
2021,Antioquia,Tasa de Desocupación (TD),17.161732352
2022,Antioquia,Tasa de Desocupación (TD),13.043987831
2023,Antioquia,Tasa de Desocupación (TD),11.646159884
2024,Antioquia,Tasa de Desocupación (TD),11.971885584
2025,Antioquia,Tasa de Desocupación (TD),9.61352335
2007,Antioquia,Tasa de Subocupación (TS),8.110836122
2008,Antioquia,Tasa de Subocupación (TS),8.902344817
2009,Antioquia,Tasa de Subocupación (TS),11.941985521
2010,Antioquia,Tasa de Subocupación (TS),12.236465703
2011,Antioquia,Tasa de Subocupación (TS),10.913005142
2012,Antioquia,Tasa de Subocupación (TS),10.67435437
2013,Antioquia,Tasa de Subocupación (TS),10.036082567
2014,Antioquia,Tasa de Subocupación (TS),8.432146777
2015,Antioquia,Tasa de Subocupación (TS),8.878958455
2016,Antioquia,Tasa de Subocupación (TS),9.414020344
2017,Antioquia,Tasa de Subocupación (TS),9.184793165
2018,Antioquia,Tasa de Subocupación (TS),8.459067606
2019,Antioquia,Tasa de Subocupación (TS),9.498500734
2020,Antioquia,Tasa de Subocupación (TS),0.0
2021,Antioquia,Tasa de Subocupación (TS),5.926586955
2022,Antioquia,Tasa de Subocupación (TS),6.860921343
2023,Antioquia,Tasa de Subocupación (TS),5.980406304
2024,Antioquia,Tasa de Subocupación (TS),6.917296608
2025,Antioquia,Tasa de Subocupación (TS),6.066787534
2007,Antioquia,Población total,2896.749
2008,Antioquia,Población total,2930.303
2009,Antioquia,Población total,2964.806
2010,Antioquia,Población total,3000.076
2011,Antioquia,Población total,3034.612
2012,Antioquia,Población total,3068.035
2013,Antioquia,Población total,3101.037
2014,Antioquia,Población total,3134.527
2015,Antioquia,Población total,3169.409
2016,Antioquia,Población total,3209.108
2017,Antioquia,Población total,3253.045
2018,Antioquia,Población total,3310.272
2019,Antioquia,Población total,3382.396
2020,Antioquia,Población total,3447.503
2021,Antioquia,Población total,3502.648
2022,Antioquia,Población total,3556.44
2023,Antioquia,Población total,3611.894
2024,Antioquia,Población total,3664.831
2025,Antioquia,Población total,3716.048
2007,Antioquia,Población en edad de trabajar (PET),2134.657
2008,Antioquia,Población en edad de trabajar (PET),2177.829
2009,Antioquia,Población en edad de trabajar (PET),2222.181
2010,Antioquia,Población en edad de trabajar (PET),2267.478
2011,Antioquia,Población en edad de trabajar (PET),2312.157
2012,Antioquia,Población en edad de trabajar (PET),2355.67
2013,Antioquia,Población en edad de trabajar (PET),2398.207
2014,Antioquia,Población en edad de trabajar (PET),2440.349
2015,Antioquia,Población en edad de trabajar (PET),2482.572
2016,Antioquia,Población en edad de trabajar (PET),2527.189
2017,Antioquia,Población en edad de trabajar (PET),2573.753
2018,Antioquia,Población en edad de trabajar (PET),2628.428
2019,Antioquia,Población en edad de trabajar (PET),2695.87
2020,Antioquia,Población en edad de trabajar (PET),2757.82
2021,Antioquia,Población en edad de trabajar (PET),2812.727
2022,Antioquia,Población en edad de trabajar (PET),2866.207
2023,Antioquia,Población en edad de trabajar (PET),2920.348
2024,Antioquia,Población en edad de trabajar (PET),2974.624
2025,Antioquia,Población en edad de trabajar (PET),3026.127
2007,Antioquia,Fuerza de trabajo,1008.811907
2008,Antioquia,Fuerza de trabajo,1034.525088
2009,Antioquia,Fuerza de trabajo,1151.417736
2010,Antioquia,Fuerza de trabajo,1196.0794850000002
2011,Antioquia,Fuerza de trabajo,1194.562652
2012,Antioquia,Fuerza de trabajo,1259.537832
2013,Antioquia,Fuerza de trabajo,1281.375484
2014,Antioquia,Fuerza de trabajo,1270.970432
2015,Antioquia,Fuerza de trabajo,1234.548057
2016,Antioquia,Fuerza de trabajo,1234.9272520000002
2017,Antioquia,Fuerza de trabajo,1272.4936329999998
2018,Antioquia,Fuerza de trabajo,1258.294693
2019,Antioquia,Fuerza de trabajo,1267.331784
2020,Antioquia,Fuerza de trabajo,1244.1072379999998
2021,Antioquia,Fuerza de trabajo,1245.603
2022,Antioquia,Fuerza de trabajo,1439.016
2023,Antioquia,Fuerza de trabajo,1513.896
2024,Antioquia,Fuerza de trabajo,1540.513
2025,Antioquia,Fuerza de trabajo,1574.395
2007,Antioquia,Población ocupada,858.648254
2008,Antioquia,Población ocupada,868.308339
2009,Antioquia,Población ocupada,960.638725
2010,Antioquia,Población ocupada,1008.368733
2011,Antioquia,Población ocupada,1026.45652
2012,Antioquia,Población ocupada,1070.413849
2013,Antioquia,Población ocupada,1109.833382
2014,Antioquia,Población ocupada,1110.486253
2015,Antioquia,Población ocupada,1077.109917
2016,Antioquia,Población ocupada,1056.919875
2017,Antioquia,Población ocupada,1079.621591
2018,Antioquia,Población ocupada,1064.6570749999998
2019,Antioquia,Población ocupada,1055.310435
2020,Antioquia,Población ocupada,954.755367
2021,Antioquia,Población ocupada,1031.836
2022,Antioquia,Población ocupada,1251.311
2023,Antioquia,Población ocupada,1337.585
2024,Antioquia,Población ocupada,1356.085
2025,Antioquia,Población ocupada,1423.04
2007,Antioquia,Población desocupada,150.16365299999998
2008,Antioquia,Población desocupada,166.21675
2009,Antioquia,Población desocupada,190.779011
2010,Antioquia,Población desocupada,187.710752
2011,Antioquia,Población desocupada,168.106131
2012,Antioquia,Población desocupada,189.123984
2013,Antioquia,Población desocupada,171.542101
2014,Antioquia,Población desocupada,160.484178
2015,Antioquia,Población desocupada,157.43814
2016,Antioquia,Población desocupada,178.00737700000002
2017,Antioquia,Población desocupada,192.872042
2018,Antioquia,Población desocupada,193.63761799999997
2019,Antioquia,Población desocupada,212.021349
2020,Antioquia,Población desocupada,289.35187099999996
2021,Antioquia,Población desocupada,213.767
2022,Antioquia,Población desocupada,187.705
2023,Antioquia,Población desocupada,176.311
2024,Antioquia,Población desocupada,184.429
2025,Antioquia,Población desocupada,151.355
2007,Antioquia,Población fuera de la fuerza de trabajo,1125.8450930000001
2008,Antioquia,Población fuera de la fuerza de trabajo,1143.303912
2009,Antioquia,Población fuera de la fuerza de trabajo,1070.763264
2010,Antioquia,Población fuera de la fuerza de trabajo,1071.3985149999999
2011,Antioquia,Población fuera de la fuerza de trabajo,1117.594348
2012,Antioquia,Población fuera de la fuerza de trabajo,1096.132168
2013,Antioquia,Población fuera de la fuerza de trabajo,1116.831516
2014,Antioquia,Población fuera de la fuerza de trabajo,1169.3785679999999
2015,Antioquia,Población fuera de la fuerza de trabajo,1248.023943
2016,Antioquia,Población fuera de la fuerza de trabajo,1292.261748
2017,Antioquia,Población fuera de la fuerza de trabajo,1301.259367
2018,Antioquia,Población fuera de la fuerza de trabajo,1370.133307
2019,Antioquia,Población fuera de la fuerza de trabajo,1428.538216
2020,Antioquia,Población fuera de la fuerza de trabajo,1513.712762
2021,Antioquia,Población fuera de la fuerza de trabajo,1567.125
2022,Antioquia,Población fuera de la fuerza de trabajo,1427.191
2023,Antioquia,Población fuera de la fuerza de trabajo,1406.452
2024,Antioquia,Población fuera de la fuerza de trabajo,1434.111
2025,Antioquia,Población fuera de la fuerza de trabajo,1451.733
2007,Antioquia,Población subocupada,81.823081
2008,Antioquia,Población subocupada,92.09699099999999
2009,Antioquia,Población subocupada,137.502139
2010,Antioquia,Población subocupada,146.357856
2011,Antioquia,Población subocupada,130.362684
2012,Antioquia,Población subocupada,134.447532
2013,Antioquia,Población subocupada,128.59990200000001
2014,Antioquia,Población subocupada,107.17009200000001
2015,Antioquia,Población subocupada,109.615009
2016,Antioquia,Población subocupada,116.256303
2017,Antioquia,Población subocupada,116.875908
2018,Antioquia,Población subocupada,106.439999
2019,Antioquia,Población subocupada,120.377519
2020,Antioquia,Población subocupada,0.0
2021,Antioquia,Población subocupada,73.822
2022,Antioquia,Población subocupada,98.73
2023,Antioquia,Población subocupada,90.537
2024,Antioquia,Población subocupada,106.562
2025,Antioquia,Población subocupada,95.515
2007,Antioquia,Fuerza de trabajo potencial,0.0
2008,Antioquia,Fuerza de trabajo potencial,0.0
2009,Antioquia,Fuerza de trabajo potencial,0.0
2010,Antioquia,Fuerza de trabajo potencial,0.0
2011,Antioquia,Fuerza de trabajo potencial,0.0
2012,Antioquia,Fuerza de trabajo potencial,0.0
2013,Antioquia,Fuerza de trabajo potencial,0.0
2014,Antioquia,Fuerza de trabajo potencial,0.0
2015,Antioquia,Fuerza de trabajo potencial,0.0
2016,Antioquia,Fuerza de trabajo potencial,0.0
2017,Antioquia,Fuerza de trabajo potencial,0.0
2018,Antioquia,Fuerza de trabajo potencial,0.0
2019,Antioquia,Fuerza de trabajo potencial,0.0
2020,Antioquia,Fuerza de trabajo potencial,0.0
2021,Antioquia,Fuerza de trabajo potencial,129.866
2022,Antioquia,Fuerza de trabajo potencial,151.487
2023,Antioquia,Fuerza de trabajo potencial,154.308
2024,Antioquia,Fuerza de trabajo potencial,116.074
2025,Antioquia,Fuerza de trabajo potencial,94.202
2007,Atlántico,% población en edad de trabajar,71.64359132
2008,Atlántico,% población en edad de trabajar,71.997660996
2009,Atlántico,% población en edad de trabajar,72.345890411
2010,Atlántico,% población en edad de trabajar,72.686674657
2011,Atlántico,% población en edad de trabajar,73.028244377
2012,Atlántico,% población en edad de trabajar,73.379892969
2013,Atlántico,% población en edad de trabajar,73.746004707
2014,Atlántico,% población en edad de trabajar,74.128639819
2015,Atlántico,% población en edad de trabajar,74.526990278
2016,Atlántico,% población en edad de trabajar,74.921834037
2017,Atlántico,% población en edad de trabajar,75.29820476
2018,Atlántico,% población en edad de trabajar,75.659925847
2019,Atlántico,% población en edad de trabajar,75.909110754
2020,Atlántico,% población en edad de trabajar,76.151314374
2021,Atlántico,% población en edad de trabajar,76.430989054
2022,Atlántico,% población en edad de trabajar,76.699946187
2023,Atlántico,% población en edad de trabajar,76.97617479
2024,Atlántico,% población en edad de trabajar,77.418987007
2025,Atlántico,% población en edad de trabajar,77.769769433
2007,Atlántico,Tasa Global de Participación (TGP),46.68353525
2008,Atlántico,Tasa Global de Participación (TGP),43.514522128
2009,Atlántico,Tasa Global de Participación (TGP),45.257793069
2010,Atlántico,Tasa Global de Participación (TGP),47.438066818
2011,Atlántico,Tasa Global de Participación (TGP),49.029259984
2012,Atlántico,Tasa Global de Participación (TGP),49.88063552
2013,Atlántico,Tasa Global de Participación (TGP),50.468403638
2014,Atlántico,Tasa Global de Participación (TGP),50.04861574
2015,Atlántico,Tasa Global de Participación (TGP),52.957641517
2016,Atlántico,Tasa Global de Participación (TGP),53.507829157
2017,Atlántico,Tasa Global de Participación (TGP),51.419831289
2018,Atlántico,Tasa Global de Participación (TGP),51.575754176
2019,Atlántico,Tasa Global de Participación (TGP),50.819118512
2020,Atlántico,Tasa Global de Participación (TGP),44.22818748
2021,Atlántico,Tasa Global de Participación (TGP),48.138274959
2022,Atlántico,Tasa Global de Participación (TGP),54.33826331
2023,Atlántico,Tasa Global de Participación (TGP),54.29426264
2024,Atlántico,Tasa Global de Participación (TGP),51.307164011
2025,Atlántico,Tasa Global de Participación (TGP),51.52152162
2007,Atlántico,Tasa de Ocupación (TO),39.060977307
2008,Atlántico,Tasa de Ocupación (TO),37.158109711
2009,Atlántico,Tasa de Ocupación (TO),38.793792642
2010,Atlántico,Tasa de Ocupación (TO),40.937527541
2011,Atlántico,Tasa de Ocupación (TO),43.147737676
2012,Atlántico,Tasa de Ocupación (TO),43.912296637
2013,Atlántico,Tasa de Ocupación (TO),44.815544659
2014,Atlántico,Tasa de Ocupación (TO),44.410178135
2015,Atlántico,Tasa de Ocupación (TO),46.463938821
2016,Atlántico,Tasa de Ocupación (TO),47.465302366
2017,Atlántico,Tasa de Ocupación (TO),45.516188744
2018,Atlántico,Tasa de Ocupación (TO),45.573778416
2019,Atlántico,Tasa de Ocupación (TO),45.297718443
2020,Atlántico,Tasa de Ocupación (TO),37.163634504
2021,Atlántico,Tasa de Ocupación (TO),38.984258996
2022,Atlántico,Tasa de Ocupación (TO),46.0766094
2023,Atlántico,Tasa de Ocupación (TO),47.141726419
2024,Atlántico,Tasa de Ocupación (TO),44.427905385
2025,Atlántico,Tasa de Ocupación (TO),45.597875899
2007,Atlántico,Tasa de Desocupación (TD),16.328150604
2008,Atlántico,Tasa de Desocupación (TD),14.607565719
2009,Atlántico,Tasa de Desocupación (TD),14.282624029
2010,Atlántico,Tasa de Desocupación (TD),13.703212868
2011,Atlántico,Tasa de Desocupación (TD),11.995943465
2012,Atlántico,Tasa de Desocupación (TD),11.965242265
2013,Atlántico,Tasa de Desocupación (TD),11.200788158
2014,Atlántico,Tasa de Desocupación (TD),11.265921187
2015,Atlántico,Tasa de Desocupación (TD),12.262069289
2016,Atlántico,Tasa de Desocupación (TD),11.29279002
2017,Atlántico,Tasa de Desocupación (TD),11.481256156
2018,Atlántico,Tasa de Desocupación (TD),11.637204063
2019,Atlántico,Tasa de Desocupación (TD),10.864808817
2020,Atlántico,Tasa de Desocupación (TD),15.972965158
2021,Atlántico,Tasa de Desocupación (TD),19.016086411
2022,Atlántico,Tasa de Desocupación (TD),15.204118437
2023,Atlántico,Tasa de Desocupación (TD),13.173650167
2024,Atlántico,Tasa de Desocupación (TD),13.407988453
2025,Atlántico,Tasa de Desocupación (TD),11.49741998
2007,Atlántico,Tasa de Subocupación (TS),8.595561079
2008,Atlántico,Tasa de Subocupación (TS),6.460150342
2009,Atlántico,Tasa de Subocupación (TS),5.506373447
2010,Atlántico,Tasa de Subocupación (TS),6.979306507
2011,Atlántico,Tasa de Subocupación (TS),10.48387058
2012,Atlántico,Tasa de Subocupación (TS),10.36373033
2013,Atlántico,Tasa de Subocupación (TS),7.7464285
2014,Atlántico,Tasa de Subocupación (TS),8.616240835
2015,Atlántico,Tasa de Subocupación (TS),11.872306538
2016,Atlántico,Tasa de Subocupación (TS),11.531383699
2017,Atlántico,Tasa de Subocupación (TS),10.649466709
2018,Atlántico,Tasa de Subocupación (TS),11.184859289
2019,Atlántico,Tasa de Subocupación (TS),11.881260978
2020,Atlántico,Tasa de Subocupación (TS),0.0
2021,Atlántico,Tasa de Subocupación (TS),12.656825361
2022,Atlántico,Tasa de Subocupación (TS),14.147986418
2023,Atlántico,Tasa de Subocupación (TS),12.051521993
2024,Atlántico,Tasa de Subocupación (TS),10.227307734
2025,Atlántico,Tasa de Subocupación (TS),8.822621268
2007,Atlántico,Población total,1119.232
2008,Atlántico,Población total,1133.816
2009,Atlántico,Población total,1148.144
2010,Atlántico,Población total,1162.169
2011,Atlántico,Población total,1175.526
2012,Atlántico,Población total,1188.44
2013,Atlántico,Población total,1201.101
2014,Atlántico,Población total,1213.419
2015,Atlántico,Población total,1226.349
2016,Atlántico,Población total,1243.508
2017,Atlántico,Población total,1264.232
2018,Atlántico,Población total,1299.199
2019,Atlántico,Población total,1351.403
2020,Atlántico,Población total,1394.58
2021,Atlántico,Población total,1420.323
2022,Atlántico,Población total,1437.07
2023,Atlántico,Población total,1452.579
2024,Atlántico,Población total,1467.478
2025,Atlántico,Población total,1481.788
2007,Atlántico,Población en edad de trabajar (PET),801.858
2008,Atlántico,Población en edad de trabajar (PET),816.321
2009,Atlántico,Población en edad de trabajar (PET),830.635
2010,Atlántico,Población en edad de trabajar (PET),844.742
2011,Atlántico,Población en edad de trabajar (PET),858.466
2012,Atlántico,Población en edad de trabajar (PET),872.076
2013,Atlántico,Población en edad de trabajar (PET),885.764
2014,Atlántico,Población en edad de trabajar (PET),899.491
2015,Atlántico,Población en edad de trabajar (PET),913.961
2016,Atlántico,Población en edad de trabajar (PET),931.659
2017,Atlántico,Población en edad de trabajar (PET),951.944
2018,Atlántico,Población en edad de trabajar (PET),982.973
2019,Atlántico,Población en edad de trabajar (PET),1025.838
2020,Atlántico,Población en edad de trabajar (PET),1061.991
2021,Atlántico,Población en edad de trabajar (PET),1085.567
2022,Atlántico,Población en edad de trabajar (PET),1102.232
2023,Atlántico,Población en edad de trabajar (PET),1118.14
2024,Atlántico,Población en edad de trabajar (PET),1136.107
2025,Atlántico,Población en edad de trabajar (PET),1152.383
2007,Atlántico,Fuerza de trabajo,374.335662
2008,Atlántico,Fuerza de trabajo,355.21818199999996
2009,Atlántico,Fuerza de trabajo,375.927069
2010,Atlántico,Fuerza de trabajo,400.729274
2011,Atlántico,Fuerza de trabajo,420.899527
2012,Atlántico,Fuerza de trabajo,434.997051
2013,Atlántico,Fuerza de trabajo,447.030951
2014,Atlántico,Fuerza de trabajo,450.182794
2015,Atlántico,Fuerza de trabajo,484.01219
2016,Atlántico,Fuerza de trabajo,498.510506
2017,Atlántico,Fuerza de trabajo,489.487999
2018,Atlántico,Fuerza de trabajo,506.97573800000004
2019,Atlántico,Fuerza de trabajo,521.321829
2020,Atlántico,Fuerza de trabajo,469.699371
2021,Atlántico,Fuerza de trabajo,522.573
2022,Atlántico,Fuerza de trabajo,598.934
2023,Atlántico,Fuerza de trabajo,607.086
2024,Atlántico,Fuerza de trabajo,582.904
2025,Atlántico,Fuerza de trabajo,593.725
2007,Atlántico,Población ocupada,313.213571
2008,Atlántico,Población ocupada,303.329453
2009,Atlántico,Población ocupada,322.23482
2010,Atlántico,Población ocupada,345.816489
2011,Atlántico,Población ocupada,370.408658
2012,Atlántico,Población ocupada,382.9486
2013,Atlántico,Población ocupada,396.959961
2014,Atlántico,Población ocupada,399.465555
2015,Atlántico,Población ocupada,424.66228
2016,Atlántico,Población ocupada,442.214761
2017,Atlántico,Población ocupada,433.288628
2018,Atlántico,Población ocupada,447.977937
2019,Atlántico,Población ocupada,464.68120899999997
2020,Atlántico,Población ocupada,394.674454
2021,Atlántico,Población ocupada,423.2
2022,Atlántico,Población ocupada,507.871
2023,Atlántico,Población ocupada,527.11
2024,Atlántico,Población ocupada,504.748
2025,Atlántico,Población ocupada,525.462
2007,Atlántico,Población desocupada,61.122091
2008,Atlántico,Población desocupada,51.888729
2009,Atlántico,Población desocupada,53.69225
2010,Atlántico,Población desocupada,54.91278500000001
2011,Atlántico,Población desocupada,50.490868999999996
2012,Atlántico,Población desocupada,52.048451
2013,Atlántico,Población desocupada,50.070989999999995
2014,Atlántico,Población desocupada,50.717239
2015,Atlántico,Población desocupada,59.34991
2016,Atlántico,Población desocupada,56.295745000000004
2017,Atlántico,Población desocupada,56.199371
2018,Atlántico,Población desocupada,58.997801
2019,Atlántico,Población desocupada,56.640620000000006
2020,Atlántico,Población desocupada,75.024917
2021,Atlántico,Población desocupada,99.373
2022,Atlántico,Población desocupada,91.063
2023,Atlántico,Población desocupada,79.975
2024,Atlántico,Población desocupada,78.156
2025,Atlántico,Población desocupada,68.263
2007,Atlántico,Población fuera de la fuerza de trabajo,427.522338
2008,Atlántico,Población fuera de la fuerza de trabajo,461.102818
2009,Atlántico,Población fuera de la fuerza de trabajo,454.707931
2010,Atlántico,Población fuera de la fuerza de trabajo,444.01272600000004
2011,Atlántico,Población fuera de la fuerza de trabajo,437.566473
2012,Atlántico,Población fuera de la fuerza de trabajo,437.078949
2013,Atlántico,Población fuera de la fuerza de trabajo,438.733049
2014,Atlántico,Población fuera de la fuerza de trabajo,449.308206
2015,Atlántico,Población fuera de la fuerza de trabajo,429.94881
2016,Atlántico,Población fuera de la fuerza de trabajo,433.148494
2017,Atlántico,Población fuera de la fuerza de trabajo,462.456001
2018,Atlántico,Población fuera de la fuerza de trabajo,475.997262
2019,Atlántico,Población fuera de la fuerza de trabajo,504.516171
2020,Atlántico,Población fuera de la fuerza de trabajo,592.291629
2021,Atlántico,Población fuera de la fuerza de trabajo,562.994
2022,Atlántico,Población fuera de la fuerza de trabajo,503.298
2023,Atlántico,Población fuera de la fuerza de trabajo,511.054
2024,Atlántico,Población fuera de la fuerza de trabajo,553.203
2025,Atlántico,Población fuera de la fuerza de trabajo,558.658
2007,Atlántico,Población subocupada,32.17625
2008,Atlántico,Población subocupada,22.947629
2009,Atlántico,Población subocupada,20.699948
2010,Atlántico,Población subocupada,27.968124
2011,Atlántico,Población subocupada,44.126562
2012,Atlántico,Población subocupada,45.081921
2013,Atlántico,Población subocupada,34.628932999999996
2014,Atlántico,Población subocupada,38.788834
2015,Atlántico,Población subocupada,57.463411
2016,Atlántico,Población subocupada,57.485159
2017,Atlántico,Población subocupada,52.127860999999996
2018,Atlántico,Población subocupada,56.704523
2019,Atlántico,Población subocupada,61.939607
2020,Atlántico,Población subocupada,0.0
2021,Atlántico,Población subocupada,66.141
2022,Atlántico,Población subocupada,84.737
2023,Atlántico,Población subocupada,73.163
2024,Atlántico,Población subocupada,59.615
2025,Atlántico,Población subocupada,52.382
2007,Atlántico,Fuerza de trabajo potencial,0.0
2008,Atlántico,Fuerza de trabajo potencial,0.0
2009,Atlántico,Fuerza de trabajo potencial,0.0
2010,Atlántico,Fuerza de trabajo potencial,0.0
2011,Atlántico,Fuerza de trabajo potencial,0.0
2012,Atlántico,Fuerza de trabajo potencial,0.0
2013,Atlántico,Fuerza de trabajo potencial,0.0
2014,Atlántico,Fuerza de trabajo potencial,0.0
2015,Atlántico,Fuerza de trabajo potencial,0.0
2016,Atlántico,Fuerza de trabajo potencial,0.0
2017,Atlántico,Fuerza de trabajo potencial,0.0
2018,Atlántico,Fuerza de trabajo potencial,0.0
2019,Atlántico,Fuerza de trabajo potencial,0.0
2020,Atlántico,Fuerza de trabajo potencial,0.0
2021,Atlántico,Fuerza de trabajo potencial,72.768
2022,Atlántico,Fuerza de trabajo potencial,102.656
2023,Atlántico,Fuerza de trabajo potencial,122.568
2024,Atlántico,Fuerza de trabajo potencial,108.397
2025,Atlántico,Fuerza de trabajo potencial,81.375
2007,Bolívar,% población en edad de trabajar,69.307862288
2008,Bolívar,% población en edad de trabajar,69.748569414
2009,Bolívar,% población en edad de trabajar,70.118101643
2010,Bolívar,% población en edad de trabajar,70.503543291
2011,Bolívar,% población en edad de trabajar,70.877109144
2012,Bolívar,% población en edad de trabajar,71.253287038
2013,Bolívar,% población en edad de trabajar,71.636943804
2014,Bolívar,% población en edad de trabajar,72.025168462
2015,Bolívar,% población en edad de trabajar,72.413411276
2016,Bolívar,% población en edad de trabajar,72.788538965
2017,Bolívar,% población en edad de trabajar,73.120186511
2018,Bolívar,% población en edad de trabajar,73.412857634
2019,Bolívar,% población en edad de trabajar,73.665950922
2020,Bolívar,% población en edad de trabajar,73.90419045
2021,Bolívar,% población en edad de trabajar,74.164580473
2022,Bolívar,% población en edad de trabajar,74.41315673
2023,Bolívar,% población en edad de trabajar,74.663246778
2024,Bolívar,% población en edad de trabajar,75.026107784
2025,Bolívar,% población en edad de trabajar,75.34823181
2007,Bolívar,Tasa Global de Participación (TGP),45.499178378
2008,Bolívar,Tasa Global de Participación (TGP),36.315464192
2009,Bolívar,Tasa Global de Participación (TGP),38.080318688
2010,Bolívar,Tasa Global de Participación (TGP),41.482867654
2011,Bolívar,Tasa Global de Participación (TGP),46.812202635
2012,Bolívar,Tasa Global de Participación (TGP),50.513284755
2013,Bolívar,Tasa Global de Participación (TGP),49.463063341
2014,Bolívar,Tasa Global de Participación (TGP),50.621990316
2015,Bolívar,Tasa Global de Participación (TGP),52.00458673
2016,Bolívar,Tasa Global de Participación (TGP),50.30372872
2017,Bolívar,Tasa Global de Participación (TGP),51.377550769
2018,Bolívar,Tasa Global de Participación (TGP),51.84444828
2019,Bolívar,Tasa Global de Participación (TGP),51.39039489
2020,Bolívar,Tasa Global de Participación (TGP),47.170621239
2021,Bolívar,Tasa Global de Participación (TGP),51.076200337
2022,Bolívar,Tasa Global de Participación (TGP),50.640036729
2023,Bolívar,Tasa Global de Participación (TGP),50.705581755
2024,Bolívar,Tasa Global de Participación (TGP),43.083476631
2025,Bolívar,Tasa Global de Participación (TGP),42.002282519
2007,Bolívar,Tasa de Ocupación (TO),37.473800825
2008,Bolívar,Tasa de Ocupación (TO),30.132330635
2009,Bolívar,Tasa de Ocupación (TO),31.573178404
2010,Bolívar,Tasa de Ocupación (TO),35.675419646
