Fecha,Perspectiva,Sexo,Concepto,Periodo,Valor
2022,Total nacional,Total,Población de 5 a 17 años que trabaja,IV,369.383
2023,Total nacional,Total,Población de 5 a 17 años que trabaja,IV,310.379
2024,Total nacional,Total,Población de 5 a 17 años que trabaja,IV,310.579
2025,Total nacional,Total,Población de 5 a 17 años que trabaja,IV,301.52
2022,Total nacional,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,58.166
2023,Total nacional,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,70.842
2024,Total nacional,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,62.96
2025,Total nacional,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,45.357
2022,Total nacional,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,40.844
2023,Total nacional,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,26.937
2024,Total nacional,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,21.897
2025,Total nacional,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,27.027
2022,Total nacional,Total,Debe participar en la actividad económica de la familia,IV,123.121
2023,Total nacional,Total,Debe participar en la actividad económica de la familia,IV,89.213
2024,Total nacional,Total,Debe participar en la actividad económica de la familia,IV,94.53
2025,Total nacional,Total,Debe participar en la actividad económica de la familia,IV,61.54
2022,Total nacional,Total,Le gusta trabajar para tener su propio dinero,IV,136.946
2023,Total nacional,Total,Le gusta trabajar para tener su propio dinero,IV,116.473
2024,Total nacional,Total,Le gusta trabajar para tener su propio dinero,IV,126.081
2025,Total nacional,Total,Le gusta trabajar para tener su propio dinero,IV,159.255
2022,Total nacional,Total,Otra razón,IV,10.306
2023,Total nacional,Total,Otra razón,IV,6.915
2024,Total nacional,Total,Otra razón,IV,5.11
2025,Total nacional,Total,Otra razón,IV,8.341
2022,Total cabeceras,Total,Población de 5 a 17 años que trabaja,IV,163.844
2023,Total cabeceras,Total,Población de 5 a 17 años que trabaja,IV,132.527
2024,Total cabeceras,Total,Población de 5 a 17 años que trabaja,IV,136.75
2025,Total cabeceras,Total,Población de 5 a 17 años que trabaja,IV,145.863
2022,Total cabeceras,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,35.899
2023,Total cabeceras,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,39.022
2024,Total cabeceras,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,24.283
2025,Total cabeceras,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,20.027
2022,Total cabeceras,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,21.869
2023,Total cabeceras,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,14.298
2024,Total cabeceras,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,11.496
2025,Total cabeceras,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,12.086
2022,Total cabeceras,Total,Debe participar en la actividad económica de la familia,IV,36.119
2023,Total cabeceras,Total,Debe participar en la actividad económica de la familia,IV,26.739
2024,Total cabeceras,Total,Debe participar en la actividad económica de la familia,IV,31.089
2025,Total cabeceras,Total,Debe participar en la actividad económica de la familia,IV,22.571
2022,Total cabeceras,Total,Le gusta trabajar para tener su propio dinero,IV,65.239
2023,Total cabeceras,Total,Le gusta trabajar para tener su propio dinero,IV,49.596
2024,Total cabeceras,Total,Le gusta trabajar para tener su propio dinero,IV,66.533
2025,Total cabeceras,Total,Le gusta trabajar para tener su propio dinero,IV,86.009
2022,Total cabeceras,Total,Otra razón,IV,4.718
2023,Total cabeceras,Total,Otra razón,IV,2.872
2024,Total cabeceras,Total,Otra razón,IV,3.35
2025,Total cabeceras,Total,Otra razón,IV,5.17
2022,Total centros poblados y rural disperso,Total,Población de 5 a 17 años que trabaja,IV,205.538
2023,Total centros poblados y rural disperso,Total,Población de 5 a 17 años que trabaja,IV,177.852
2024,Total centros poblados y rural disperso,Total,Población de 5 a 17 años que trabaja,IV,173.829
2025,Total centros poblados y rural disperso,Total,Población de 5 a 17 años que trabaja,IV,155.657
2022,Total centros poblados y rural disperso,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,22.267
2023,Total centros poblados y rural disperso,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,31.821
2024,Total centros poblados y rural disperso,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,38.677
2025,Total centros poblados y rural disperso,Total,"Debe ayudar con los gastos de la casa, ayudar a costearse el estudio",IV,25.33
2022,Total centros poblados y rural disperso,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,18.974
2023,Total centros poblados y rural disperso,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,12.638
2024,Total centros poblados y rural disperso,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,10.401
2025,Total centros poblados y rural disperso,Total,"Porque el trabajo lo forma, lo hace honrado y lo aleja de los vicios",IV,14.941
2022,Total centros poblados y rural disperso,Total,Debe participar en la actividad económica de la familia,IV,87.002
2023,Total centros poblados y rural disperso,Total,Debe participar en la actividad económica de la familia,IV,62.474
2024,Total centros poblados y rural disperso,Total,Debe participar en la actividad económica de la familia,IV,63.442
2025,Total centros poblados y rural disperso,Total,Debe participar en la actividad económica de la familia,IV,38.969
2022,Total centros poblados y rural disperso,Total,Le gusta trabajar para tener su propio dinero,IV,71.707
2023,Total centros poblados y rural disperso,Total,Le gusta trabajar para tener su propio dinero,IV,66.876
2024,Total centros poblados y rural disperso,Total,Le gusta trabajar para tener su propio dinero,IV,59.548
2025,Total centros poblados y rural disperso,Total,Le gusta trabajar para tener su propio dinero,IV,73.246
2022,Total centros poblados y rural disperso,Total,Otra razón,IV,5.588
2023,Total centros poblados y rural disperso,Total,Otra razón,IV,4.043
2024,Total centros poblados y rural disperso,Total,Otra razón,IV,1.76
2025,Total centros poblados y rural disperso,Total,Otra razón,IV,3.171
