Fecha,Perspectiva,Sexo,Concepto,Periodo,Valor
2022,Total nacional,Hombres,Tasa de Trabajo Infantil (TTI),IV,4.6805210643
2023,Total nacional,Hombres,Tasa de Trabajo Infantil (TTI),IV,4.0740353001
2024,Total nacional,Hombres,Tasa de Trabajo Infantil (TTI),IV,3.8211611919
2025,Total nacional,Hombres,Tasa de Trabajo Infantil (TTI),IV,3.9890953216
2022,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico no remunerado (TTIAD),IV,8.4255561313
2023,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico no remunerado (TTIAD),IV,7.4850716379
2024,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico no remunerado (TTIAD),IV,7.081356172
2025,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico no remunerado (TTIAD),IV,7.578013373
2022,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico y de Cuidado no remunerado (TTIADC),IV,9.6927975379
2023,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico y de Cuidado no remunerado (TTIADC),IV,8.963097793
2024,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico y de Cuidado no remunerado (TTIADC),IV,7.9872781997
2025,Total nacional,Hombres,Tasa de Trabajo Infantil Ampliada por Trabajo Doméstico y de Cuidado no remunerado (TTIADC),IV,8.4203839937
2022,Total nacional,Hombres,Hombres de 5 a 17 años,IV,5484.546
2023,Total nacional,Hombres,Hombres de 5 a 17 años,IV,5477.186
2024,Total nacional,Hombres,Hombres de 5 a 17 años,IV,5545.967
2025,Total nacional,Hombres,Hombres de 5 a 17 años,IV,5630.801
2022,Total nacional,Hombres,Hombres de 5 a 17 años que trabajan,IV,256.705
2023,Total nacional,Hombres,Hombres de 5 a 17 años que trabajan,IV,223.142
2024,Total nacional,Hombres,Hombres de 5 a 17 años que trabajan,IV,211.92
2025,Total nacional,Hombres,Hombres de 5 a 17 años que trabajan,IV,224.618
2022,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico no remunerado en su hogar por 15 horas o más,IV,205.398
2023,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico no remunerado en su hogar por 15 horas o más,IV,186.829
2024,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico no remunerado en su hogar por 15 horas o más,IV,180.809
2025,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico no remunerado en su hogar por 15 horas o más,IV,202.085
2022,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico y de cuidado no remunerado en su hogar por 15 horas o más,IV,274.901
2023,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico y de cuidado no remunerado en su hogar por 15 horas o más,IV,267.783
2024,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico y de cuidado no remunerado en su hogar por 15 horas o más,IV,231.051
2025,Total nacional,Hombres,Hombres de 5 a 17 años que no trabajan y realizan trabajo doméstico y de cuidado no remunerado en su hogar por 15 horas o más,IV,249.517
