Concepto,Grupo,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Sobretasa a la Importaciones CIF,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imp. Nacional a la Gasolina y ACPM,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736.5739,2980.88332,3297.391560359,3335.1572529999994,1352.79259,1517.545879,1585.1414952789999,1205.8056377690002,1732.5397870000002,1650.8011329849999,2172.913696,2195.003094,1510.307835
Impuesto al Carbono,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.596345,288.373,436.914147,281.91113214200004,330.566899,361.89875399999994,555.0365309999999,528.693857,339.532348
Consumo,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.997536,1648.4671147219997,1684.1786193899998,1700.0690840240002,1955.2734990000001,2075.520607817,2245.323778954,1270.2020372120003,1327.8399048549998,2578.4215781137063,3196.4561113669997,3489.654647502,4182.387578408
CREE,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2939.5789749459996,12461.475215126,13926.168773951002,14110.734485554001,4846.190381809,132.72299256000002,99.79819336200003,39.870740149999996,28.428221807000003,53.608308256,105.457881592,0.0,0.0
Sobretasa a la Gasolina y ACPM,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,405.857,465.8,637.1804591000001,636.4,641.768,706.52897663828,833.004099352,1106.434084119,976.6258791610001,1025.0371286289999,1057.364546744,1143.307792618,1187.040425307,1211.510505626,1287.969333917,1291.492640989,1418.766456023,1603.226763101,1735.0615717140001,146.835687113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravamen movimientos financieros,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,880.67756701708,1036.58409321864,1421.3342252770599,1443.2294362446698,1621.4617192570001,2237.595150929,2401.225892596,2672.204460358,2989.521966379,3199.6,3121.2777,3225.773022804,5069.606199999999,5468.351299999999,5897.755399999999,6441.969255000001,6741.199684,7079.054712,6771.655,6815.557796,8053.137318,7471.2585739999995,9826.973563,12265.230943000002,13643.222247999998,13991.531786,14768.228396
Impuestos saludables y de plastico,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.884255100066,2564.8373331830003
Resto,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,22.7,17.9,25.4605749,93.0,21.313,27.996994831283924,79.287100172,91.04399999999977,87.821,46.86699999999977,46.68564586699987,48.498064651,64.308011752,86.297453408,88.43208172,120.72146819799998,126.60241571198276,143.77039682201666,174.84546332101672,200.46544898996535,260.72131675599996,318.270649863,357.8631195339999,403.47264870600003,461.159514868,533.8518978550001,245.54101025499995,423.822311249,788.653145703,974.780822826,1114.1522835770002,1963.0433179319402
Timbre,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,260.239,0.0,263.7,401.496972116,420.1311000105155,511.1997518991415,488.54,571.58931028,633.5862882309999,714.072000001,759.7868193710001,768.5804835003612,611.8318912835379,357.16,123.92292537700183,58.972814424249876,58.37758304952503,72.42483368660622,101.66843956731805,97.49167693090627,75.49321243233695,79.86795699999999,85.79880899999999,41.37317662900001,83.11526922,134.45671534199997,215.514803,248.973975606,805.14510229474
Impuesto SIMPLE,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.881433,320.6957550000001,564.0639144969999,1076.0152914029998,1613.8080202400001,1610.158806551,1647.862620285
Normalización,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.527703,624.327414,145.573249189,233.24147474400004,4.9861176160000005,0.0,1.200341012
Retención en la fuente inmuebles,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.378853926,5.036419,4.230427796,16.520240574,25.467873000000004,0.0,0.0
Contribución para la Democracia (Patrimonio) / Impuesto a la riqueza,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.7407,1231.038,451.84978668799994,462.72000219,522.842167084,1170.9083670260002,3199.667842723,2022.78682979491,1970.529986038,4240.512356731279,4183.4,4274.83197406594,4118.075486496001,5352.939869484,4440.142476431,3868.5959998559993,467.92490113599996,923.255072972,957.1374777950001,1032.05836221,73.112507663,1221.3656045470002,1462.151809622,1249.7687135145902
INGRESOS NO TRIBUTARIOS,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION,130.122,277.22049,423.29246,494.21633,316.968304,363.600847427,482.76689968011,374.85846527915,306.8220394435211,205.75816811518507,201.65220834647494,229.451478671667,253.57136627399998,382.9935317852086,649.2507112669999,463.014178081,626.879818889,569.710592538,1194.7300223579998,983.3327858389998,615.6213191420001,680.691306339,652.9629585970001,5450.632420052378,826.4766104564062,1476.9584538411327,1658.0137892138232,1451.3266878345864,1304.1161776667198,1197.2907218885898,1885.1461522888949,774.3985922494298
Contribución de Hidrocarburos,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS,115.7,173.0,267.843,278.8,41.269,20.523847427,43.720114385,4.211,0.8743436840000001,0.570077747,1.1847284710000001,0.573984263,0.96654002,1.6159176419999999,2.440351617,1.4264121029999999,0.0,0.0,2.37798069,2.2198557560000003,3.3827364870000003,2.7147480710000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concesiones,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS,0.0,76.22049000000001,91.50446000000001,95.31633000000001,135.230304,169.9,209.80578529510998,224.66,20.84757755688,37.560997648,5.890827849999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telefonía Celular,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS > Concesiones,0.0,76.22049000000001,91.50446000000001,95.31633000000001,135.230304,141.2,194.3,198.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concesiones portuarias y otros,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS > Concesiones,0.0,0.0,0.0,0.0,0.0,28.7,15.50578529511,26.26,20.84757755688,37.560997648,5.890827849999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Resto,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS,14.422,28.0,63.945,120.1,140.469,173.177,229.241,145.98746527915,285.10011820264106,167.6270927201851,194.57665202547494,228.877494408667,252.604826254,381.3776141432085,646.81035965,461.587765978,626.879818889,569.710592538,1192.3520416679999,981.1129300829998,612.2385826550001,677.976558268,652.9629585970001,5450.632420052378,826.4766104564062,1476.9584538411327,1658.0137892138232,1451.3266878345864,1304.1161776667198,1197.2907218885898,1885.1461522888949,774.3985922494298
FONDOS ESPECIALES,1. INGRESOS TOTALES  (SIN CAUSADOS),219.1,278.4,400.31466179999995,382.0,386.363,438.86625175546976,430.60294656918666,240.466,315.952,320.9676,380.93252711699995,471.8677881095,576.961058494,637.121152606,894.374430307,1061.495820294,1010.231449824,1305.1784233480003,1505.1980544760002,1268.430852915,1568.638350669,1557.3404359816864,1706.672146867254,1532.2918386780002,1546.6258041759997,1481.1368808880002,1413.7713618040002,2841.9696384599997,3629.726179829,4404.531097792,5182.7370818578,5366.999294333001
OTROS RECURSOS DE CAPITAL,1. INGRESOS TOTALES  (SIN CAUSADOS),620.214,859.2,955.6507944,1113.009,1198.296,2057.540012677944,2123.2446477404746,2071.4068569083315,2523.6021989187643,2418.9757528854793,2508.30379486243,2763.6511939992206,4178.318162409581,5781.038406280525,9149.662187209356,10418.256731106316,6521.742661979171,8547.710714645467,9226.818997014878,16712.66118987548,15376.814816852855,10679.885265954665,8678.87363128956,10121.651258405444,11731.951412887203,20485.124813619692,18733.476880300746,25536.99763696677,21330.46195126978,27573.55578192986,29342.259068080402,24701.82809055282
Rendimientos Financieros Totales,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,125.1,141.4,298.1535744,377.6,362.128,477.5601546108152,837.2833608694414,571.3360324176033,553.7220791272945,535.0578038735858,489.8756907745754,544.6917107288727,977.116805729567,765.6037597868468,986.003689594487,758.1145065083844,497.8563706183204,915.5880943927704,1026.8921796292007,534.7780265714721,1014.790788650682,1699.7474407983398,3476.5686418169134,3574.2376813129613,2410.7147552425668,3870.53679448196,813.1141619989526,1235.242225413288,1258.9746224054516,342.92889541368754,0.0,0.0
Excedentes Financieros,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,220.0,428.8,360.749,535.803,629.558,1419.6180318300799,1152.87346245563,1320.03758118673,1501.79,1674.3636000000001,1845.4415420529308,1772.9561151431496,3065.90666704083,4564.95339895327,5397.80637133158,8567.9664929621,5241.74172503621,6796.57887081434,7991.0801807567195,14203.67579962269,12005.709205216772,5743.218968062971,1627.6123867071801,2043.492264008592,4431.07294898204,14958.48921409597,15627.205737654202,8968.572063606158,18336.542318584798,25393.349900417474,25035.229060384478,21806.83585415535
Ecopetrol,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,139.0,194.02,228.0,207.0,279.0,279.0,813.0,1000.0,1100.0,1081.0,1158.168000001,1298.0,2000.0,3333.8995,4184.250483982,7904.903502867,3311.015600365,5275.79856152463,7000.0,13193.557193544,10769.896387890001,4149.0,690.176646687,836.850096796,3238.24602673,11424.82306059934,6549.261627095,618.541375892,16300.384494104,21576.178582597197,11352.053486965,7786.34437888
Banco de la República,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.42787629726,6986.28208880864,6528.85568836758,258.223189,1555.060695166,9216.66134830035,10031.386212744
Telecom,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,60.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isa e Isagen,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.0,165.0,171.362,22.33139466,0.0,0.0,71.838,13.6673,78.587213418,58.940410063499996,114.56515289249998,121.60811384799999,246.62520448334,192.27970295705,203.0253007466,215.69013324384997,302.96105287414,215.99482816800003,247.035242184,0.0,164.008097568,111.616621956,308.654128062,314.348853672,384.3939786755,371.011373492,0.0,0.0,0.0,0.0
Bancóldex,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.0,44.0,45.11,39.27663717008,52.554,42.7776,59.514,58.030199999999994,1.38822077284,37.08261458384,22.13352559376,0.0,51.195510240000004,54.224577929,53.475,54.164849834,0.0,84.71217512199999,0.0,24.227141057,0.416028449,46.933146339,59.208928315,74.996424688,87.893592248,2.024846018,0.0,0.0,0.0,0.0
Estapúblicos,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,40.739,49.0,79.484,910.339,287.31946245563,277.25998118672993,207.195,221.6464,213.82633825194,69.11746914524,141.09233440955,187.99243451689998,212.6186695929,210.74510279852,454.497559802,396.71910494748005,390.000567338,331.98522190422995,305.38961613337017,833.02860463923,350.256559455,639.9664625820001,470.6064,823.8003,1012.9168,1117.0054,809.363736,1823.1416299999999,3940.340245369,2918.844961082
Resto de empresas,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,81.0,234.78,32.01,30.003,54.602,168.671,0.0,0.0,63.243,300.0197,393.4717696091507,309.8156213505696,788.1156541450199,921.4533505883704,703.1165030333399,205.81360641052999,1219.7282641226097,854.2062212643802,298.1185605445795,377.42638088445955,683.3879590094,736.96322236674,422.75505454818,408.1259363355918,354.35746587504,451.09269883937,606.4576508270602,331.13337983657766,968.5708994807974,438.9689926542778,526.17397975013,1070.2603014493502
Recuperación de cartera SPNF (intereses),1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,55.2,5.9,8.1,11.5,4.674,50.5882184016,0.0,52.884384253890005,5.670005015600001,7.4197913564224,6.90280320216,6.851204510491001,7.22828328218,7.17845658154,7.255422563520001,12.025886892051199,6.4333204878900005,6.61271641938,6.9230499606,139.41199396609997,184.76751305515998,145.74524083726592,238.13081765073514,244.1302515742,235.78579097073998,223.04232990760005,216.846555666,158.456428016,280.92386911999995,473.939704151,0.0,0.0
Otros recursos,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,219.914,283.1,288.64822,188.106,201.936,109.7736078354494,133.08782441540302,127.14885905010813,462.42011477586993,202.1345576554715,166.08375883276403,439.15216361670696,128.06640635700467,443.30279095886783,2758.5967037197706,1080.1498447437814,775.7112458367505,828.9310330189764,201.9235866683579,1834.7953697152197,2171.5473099302417,3091.173616256089,3336.561785114731,4259.79106150969,4654.377917691857,1433.0564751341617,2076.31042498159,15174.726919931323,1454.021141159529,1363.3372819476992,4307.03000769592,2894.992236397471
Reintegros y recursos no apropiados,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Otros recursos,171.4,226.6,189.71422,173.7,198.403,100.34811313278752,127.49209667105814,121.06360356401208,0.0,0.0,0.0,0.0,0.0,0.0,386.0312438093687,236.80299285608805,446.1857914614923,308.2416362477873,448.6010948763579,565.2347552911795,1038.8605779970417,395.20853339999996,3510.634622782001,2149.6306435244996,1898.8121592451266,1373.7109207971314,1032.9025411535902,1442.7605369304829,2753.9947633725287,2411.2215739296994,5062.55975425692,4374.436200225471
Resto,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Otros recursos,48.514,56.5,98.934,14.406,3.533,9.425494702661876,5.718,6.0852554860960515,0.0,0.0,0.0,0.0,0.0,0.0,2372.565459910402,843.3468518876933,329.5254543752583,520.6893967711892,-246.67750820799998,1269.5606144240403,1132.6867319332002,2695.9650828560893,-174.07283766727,2110.16041798519,2755.5657584467303,59.34555433703031,1043.407883828,13731.96638300084,-1299.9736222129998,-1047.8842919820001,-755.5297465609999,-1479.4439638279998
2. PAGOS TOTALES,,8498.337,11290.3008,15363.369581824,19583.657,23492.008,28153.657206506996,32111.713177474223,37572.96408638118,40194.256988113295,45104.69954419062,50825.39312092274,59179.136802459,67558.42283227261,76743.8502191046,83704.92241155994,95841.2587992963,93708.38341436125,106550.9181049467,119360.84703108319,134965.39198997655,145132.48494876808,152784.063323845,161401.43252806907,174139.93621360502,180115.68909372488,195397.5287657047,233484.278635486,274104.7205943413,299224.6760131995,347761.4552087283,386644.45608030894,410367.12607655796
PAGOS TOTALES SIN INTERESES,2. PAGOS TOTALES,7718.187,10254.2008,13484.8470600725,17099.157,19402.348,23128.15331752225,25481.484660893402,30075.9706364789,32291.856861826807,35449.19069372469,40561.44795135837,49298.244249323674,54231.11799336378,61727.42137362662,69781.75845990914,81258.65083579253,79495.60630989383,90913.94306477344,103284.65280952756,119161.1609291366,129538.7198333034,135162.8911247118,139873.6819329591,150479.9136183278,155368.1697538441,168502.6480773539,206886.32570607483,211060.92326855095,213209.19303698436,260641.5634471925,288317.83374761976,319441.43837858236
PAGOS CORRIENTES DE LA NACION,2. PAGOS TOTALES,7159.337,9544.400800000001,13047.222753823999,16414.257,21211.649,25898.932888984746,29432.300177474222,34668.98152169507,37239.24072628649,42221.88759146593,47698.91880757137,54806.62007048926,62099.07606450443,68427.36022772333,73268.3717541493,84503.44746552742,82371.6149343863,91597.54915679774,100617.84886005304,112604.74988631035,122372.26383009377,128726.44228201479,141778.0286827622,154667.63175627205,165136.62832542817,175792.5213228772,211041.26349076786,245085.01848876927,259628.11922146287,306543.93831380457,353170.60183894646,360942.7098850577
INTERESES,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION,780.15,1036.1,1878.5225217514997,2484.5,4089.66,5025.503888984748,6630.228516580818,7496.993449902279,7902.400126286486,9655.508850465927,10263.945169564364,9880.892553135318,13327.30483890884,15016.42884547798,13923.163951650804,14582.607963503764,14212.777104467414,15636.975040173264,16076.19422155564,15804.231060839944,15593.765115464674,17621.172199133198,21527.750595109977,23660.022595277227,24747.51933988079,26894.880688350782,26597.952929411156,34024.09522021833,46418.92618447852,45902.37486661208,64852.76809132669,41501.271506475365
Intereses deuda externa,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > INTERESES,375.23,383.4,467.0782217514998,651.7,1042.007,1507.8731666743943,2214.180525510649,3017.5331937389437,3575.7309952799114,4355.306739736474,4222.386323579819,4469.150702254525,3848.60623583051,3825.31690400778,3724.0019920317836,3862.2203720095404,3651.5373952825557,3567.8899575928344,3532.5081271831505,3539.0908937731692,3880.6458789955295,5376.774493338739,5961.505636921732,6309.227737111264,6631.748785969093,7606.804514747174,8375.926601516197,9368.529546537688,11041.879070675972,13760.994637840191,14934.313641070003,14335.949415930456
Intereses deuda interna,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > INTERESES,404.92,652.7,1411.4443,1811.0,2894.983,3466.295738417213,4373.820833898741,4382.5811641562495,4280.888322463926,5306.2919901924915,5943.98000505748,5613.15430363697,9451.97877307833,11157.865971470199,10261.161959619021,10736.712996562717,10561.239709184858,12069.08508258043,12538.305611606449,12265.140167066775,11713.119236469145,12244.397705794458,15566.244958188245,17350.794858165962,18115.770553911698,19288.076173603607,18222.02632789496,24655.565673680645,35377.047113802546,32141.380228771886,49918.454450256686,27165.322090544905
Costo impuesto endeudamiento externo,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > INTERESES,0.0,0.0,0.0,21.8,152.67,51.334983893140006,42.2271571714286,96.87909200708609,45.7808085426482,-6.089879463038827,97.57884092706705,-201.41245275617499,26.719829999999998,33.24597,-62.0,-16.32540506849315,0.0,0.0,5.38048276604047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
