Fecha,Concepto,Rama,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2005,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",65.37825350233133,61.4836328449592,61.97327438871483,65.75660655633857,64.84883895128695,67.02902201731277,68.05047507593916,70.47488967031774,68.76569230500145,68.12425443386468,67.59431316108201,71.33535999506604
2006,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",66.58995786127663,62.64787394632692,64.79970984379098,63.64729954710744,67.48608954551213,65.30761648858395,71.77204614154465,72.14658894245706,70.92800745940502,71.48341101216528,70.93579201377594,70.74105382524259
2007,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",65.5740243879963,64.7253207013113,65.80919702443401,66.05849559066122,67.52303572739727,67.7289344570175,72.08526852109678,73.88445812246195,74.68368763628513,72.47602286319848,74.86401560397388,74.87954675834425
2008,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",73.75264699562209,67.66911583785638,67.33818002833738,70.7754712217718,70.85892874975261,69.77387677923683,76.03869656649306,78.81167992042707,75.69424054005603,76.29061760111787,71.29615115112506,75.52938856126956
2009,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",71.20305193845596,70.14042745458431,73.73359695720889,74.0236852896682,75.09370307077192,72.5523279072246,82.74373367380629,80.3727533951249,80.64929362087865,79.86841208267961,81.07491095698373,86.26287421375577
2010,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",77.31718938965281,73.40038286209281,80.65250948137063,78.99013503918961,83.26729055605479,79.84851612445318,84.18095800217307,85.31502029163627,83.52151716209218,84.94786873579564,82.46667901467289,88.201780757553
2011,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",85.23854744675957,79.81433329974143,86.90115429911543,84.7060344348778,89.20272181856514,88.23027210235912,92.20944734721941,96.54049218427826,89.6629316269304,93.07616533402229,93.08423387222184,93.28905051187971
2012,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",93.5609829802521,85.8455697866264,93.62164183996637,90.59311998894378,94.08090879801894,91.86272183922664,95.60158056550519,93.00837738436257,94.71865408547686,94.86171863041213,95.84989120669712,95.1967253029459
2013,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",100.21708979512081,86.5696343875763,92.96209136267261,97.39069961392505,101.11415183558665,97.7849134754027,104.06055298650652,100.61332552753706,98.52058844970745,100.77094237921584,101.22557189894168,104.94708396252574
2014,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",101.70933341313082,94.31951385833864,98.73665977157702,93.09741630341085,97.9290468178359,97.30605386434041,100.76744426255296,100.40636675420372,99.57424347760087,102.11404724939277,97.78495610199435,103.8352044933877
2015,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",101.72491205964329,91.69208302894933,99.41228778190685,97.73875477051142,100.85763815448684,97.95573771117596,102.31859333669735,102.03503835484366,101.14130802920643,102.12398910996883,98.75646195884865,104.24319570376154
2016,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",97.41538002470813,95.92848309922807,95.69977586425004,95.49239217754322,96.88099576893606,96.78308299012059,95.60176149636771,109.21258532464539,104.68843122215587,102.49089271960254,102.94730733558688,106.1445591241426
2017,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",99.51330801875011,95.2925854143663,100.04772394361932,91.52049919438755,99.91557287662434,101.62989549247908,101.40861897414824,108.9370827912852,103.72871200360217,103.76521334361044,99.98296660817103,103.60707095514825
2018,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",98.35972142869164,93.3827377979446,98.63566522656076,96.24163962384475,100.69200762036618,98.79432221840817,102.92638696748075,108.03917386520938,103.39689092484751,102.26077845035574,102.29577416842781,106.0035071532352
2019,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",101.81901788369736,95.78316485431671,101.52803593340067,96.12983799162181,104.0090498702025,98.20602365433832,104.51015343115475,110.44575708208359,104.87116307735103,108.02429719729581,105.34787482212819,108.60249859536519
2020,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",103.2710265904506,101.63486515914637,98.29368967189743,85.17506641861081,91.99567300360248,90.40120807363859,96.72981394678644,100.68492414309982,98.5228539327908,98.23472137765819,95.43643515699736,105.03000544664825
2021,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",93.8995591523812,92.52484882846177,105.68613942317,96.53070713405944,91.28909658905523,96.58598545796917,100.09270141415824,102.3322522139593,104.4153705673556,102.38796681118836,104.10559218506519,107.75607154128122
2022,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",95.7437070134152,94.36141832402775,101.62053729099065,95.08842699146494,100.31752772289227,96.25249458814828,101.8642083836788,108.11900853423867,102.01705716069738,100.23275898278288,99.53873475562595,103.16476442285456
2023,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",98.54381028150834,94.47488758601996,104.32212460894237,92.4238523490925,102.70555949851247,98.66376866311639,103.59522612273533,108.73620475987202,105.0310333580533,103.85121747843633,105.94283360785401,104.76929307163769
2024,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",104.53465201878491,100.35476780352239,95.76149627366057,101.03131827033258,105.06833541452214,97.35409058509939,110.93555716011502,111.64237898972908,105.55188234054276,108.76174959640909,103.68960542380759,107.59978193949584
2025,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",103.13195729906516,98.48304439973032,105.13328037161828,98.09961005911477,102.39119211135346,99.50106222354832,109.80839963160678,112.02560121094001,109.05099012205797,109.31793479487946,101.43180054714966,103.82743705862747
2026,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",99.85136943001864,95.71076393317331,107.00255176958076,95.70655857905385,103.12263660688004,100.07688254860491,,,,,,
2005,Actividades secundarias,Industrias manufactureras; Construcción,61.53693869414365,65.60916088599603,65.29110563593325,65.73687138301432,65.33777829594122,67.16617475606913,64.93562473576942,72.05233995930729,72.53125889236284,70.94267672832302,76.31870603126764,75.53557933346173
2006,Actividades secundarias,Industrias manufactureras; Construcción,63.31666933569328,68.78247094597168,72.27345116698342,64.69784167502701,71.85321889042156,71.34775234430917,70.67087746748419,79.70071919132764,82.36254952273954,79.89389743694039,86.6905328130105,79.82425342263613
2007,Actividades secundarias,Industrias manufactureras; Construcción,69.93079384555092,74.9398835167648,78.46245339572287,71.16019323412594,79.67769713371837,79.07078590449251,76.668779227499,83.86827754616016,84.61678930157171,85.99375332646032,90.61976851387402,83.97353440773595
2008,Actividades secundarias,Industrias manufactureras; Construcción,74.21385299854761,81.3683455120966,75.80561871126358,80.74654694131637,81.87851608484819,81.92427585745892,82.97396156216774,85.9525644249337,88.10379201308872,84.39724136541209,85.14015223731921,80.91410575050071
2009,Actividades secundarias,Industrias manufactureras; Construcción,68.65764158673689,75.31724755619315,77.86530604448612,75.09891477615194,82.36476568364789,80.58886938430967,80.96826085755555,82.14599635909767,85.15256323901544,84.95664134888952,87.44142945470287,82.66758562379333
2010,Actividades secundarias,Industrias manufactureras; Construcción,69.730861468897,76.41153917502659,78.82338207446095,75.6062183462164,81.2747689076434,80.85604987727709,77.68264902263188,82.80095984212349,86.75570916797948,85.82730428571675,91.67444726397375,87.01106555154877
2011,Actividades secundarias,Industrias manufactureras; Construcción,73.81959912414831,78.3495416244212,84.17067241941677,78.16213520676254,87.468621151221,86.16921199301227,83.37659998898098,92.50003359573633,92.98343931620232,88.41774682359394,95.83151270321164,89.36971251957686
2012,Actividades secundarias,Industrias manufactureras; Construcción,77.38379355466711,85.83038541155837,89.71474855954598,82.0381236200101,92.68333116580375,90.42083782890901,83.77182660289631,89.07940955243413,89.87026547719285,88.89848120694674,96.58133186863739,88.42521147499814
2013,Actividades secundarias,Industrias manufactureras; Construcción,78.24152337483183,84.93468547691634,83.6325348390444,88.50536238501947,95.89063872714834,92.57492768197768,91.87448309915148,97.1105560714782,98.33139102116634,94.45926013901295,102.51260984967942,95.14495762076602
2014,Actividades secundarias,Industrias manufactureras; Construcción,82.76314492291988,92.07630695893981,95.1198623606633,89.30433747924654,100.25543940581763,95.3307906346598,95.81245674833615,102.28439119637787,103.98411780789635,98.70833415834097,104.71334138655324,97.90662755071176
2015,Actividades secundarias,Industrias manufactureras; Construcción,84.1194316316896,94.74072551822371,97.93296972130271,92.78797889735611,103.393728326962,100.97898228724577,97.90411403788544,104.62660789163172,105.93085750804683,102.26565059021408,111.60793095256163,103.71102263688023
2016,Actividades secundarias,Industrias manufactureras; Construcción,89.95240398339101,103.16531806916987,100.11471211400958,98.16956952414047,107.80453128199036,104.90368971568138,94.10849030738004,112.62472071153375,109.69414894317634,101.98714050925135,113.40930854622306,104.36223255353394
2017,Actividades secundarias,Industrias manufactureras; Construcción,89.18032636623785,98.8241476238912,101.57438125006175,92.9441051989344,104.97597850926577,102.95491612460823,96.85316067051895,108.21978463063493,106.68401385865627,101.12427031796658,111.01210051445972,102.44039151984587
2018,Actividades secundarias,Industrias manufactureras; Construcción,87.75874109191322,97.65829099631964,98.8487454435724,96.22743990940566,103.48168496368861,100.3551972541488,99.58222467833238,110.78186101759884,107.71435109847265,105.57290228848456,113.10836223963486,100.91348100992592
