Fecha,Concepto,Rama,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2006,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",1.8533902602994203,1.8728651986933897,2.7549852978186777,1.2149142257520396,1.7938617460656872,1.0373179878827585,1.7008027871729752,1.7909103549668401,1.9476709640555043,2.2547213311481187,2.5038600807176152,2.206607302148697
2007,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",-1.525655646527042,0.8213642107925807,1.0673194706145637,1.739410234511567,1.3897745016997476,1.7774243182904854,1.5692101085660113,1.682559810304312,2.1058486591931853,2.030093031518092,2.3628485886490154,2.6642576061491923
2008,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",12.472351189187506,8.536050383415471,6.451223700768935,6.624927578458056,6.279918952119104,5.724238466752922,5.687411406301138,5.820853388838003,5.281001594661831,5.279138556069782,4.296656567184115,3.9911109785382166
2009,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",-3.4569539722682947,-0.0553545950572385,3.026027599851915,3.4218732492953734,3.938454533170116,3.945698944252271,4.69231873885127,4.320674801329943,4.579552606041062,4.591110393786948,5.406026843243112,6.167084976694156
2010,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",8.586903626900266,6.632136762010916,7.575426288729176,7.353648952851216,8.081683130318467,8.409731097220032,7.346901094809127,7.186424560570373,6.756810587274771,6.7151077200658875,6.23350202156972,5.862884160756536
2011,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",10.245274204561355,9.511371689307197,8.896549267871109,8.473976781123142,8.189286411502522,8.578478726843713,8.723199190700456,9.311603152609166,9.086442470992822,9.136915294136543,9.481765549601832,9.148216678364122
2012,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",9.763699384785099,8.69640805695417,8.364287381788841,8.008447558727966,7.476453154623883,6.89989504953077,6.410003977013616,5.026997509291675,5.0961918324262285,4.762198333611849,4.591844205497338,4.3701919704444805
2013,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",7.1141907712284365,4.11365766942555,2.4615116941319855,3.71765901013066,4.490134098413478,4.817198670854879,5.414510248220921,5.762530752154049,5.563674945167648,5.631734496470273,5.629552923269159,6.022044986109904
2014,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",1.4890111263184025,4.94795501620689,5.367919599016673,2.8433531237444214,1.5762144001450338,1.2255157549666365,0.5537920356915293,0.455913828602732,0.5246653435535507,0.6077665010164992,0.23265366118332054,0.1183331924604829
2015,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",0.015316831013919341,-1.3323815445778848,-0.6568693168922124,0.6974408049121905,1.1596950910998487,1.0775871670131352,1.1456256989950333,1.206623740616223,1.2479859301817129,1.119742703238174,1.1083531194526728,1.0457999155762536
2016,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",-4.236456880363519,-0.037810516544610095,-1.2927818711308134,-1.544418869903268,-2.0366556636612074,-1.8971252444762285,-2.5875575040657566,-1.3506507647492327,-0.8016152436694881,-0.6827040433925049,-0.23871321276760682,-0.05952940439262022
2017,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",2.153590113367315,0.7561813882993107,2.010069624395385,0.47800082433681723,1.0121500141403033,1.6809880954022844,2.3042875300426147,1.9477073294295906,1.609897966426587,1.571958102387768,1.152741469085612,0.8391330699939488
2018,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",-1.1592284621108178,-1.5725572532050904,-1.5178694307214613,0.06357763138838379,0.21017970945929676,-0.30845902583656937,-0.04290017859958084,-0.14952823040310648,-0.16912008706144377,-0.3012538081968046,-0.06485059369613566,0.138864420655608
2019,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",3.516984802892864,3.05603857125152,3.0140335931635036,2.2348295111832357,2.453734042668529,1.9397573903051182,1.8798537216442242,1.9269768108723326,1.8694332173727872,2.2535669704062684,2.3211488629276715,2.332584781281355
2020,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",1.4260682713578774,3.696168186499449,1.360398413825692,-1.7419945948186353,-3.7852904263033906,-4.46940800060537,-4.91234525299933,-5.445972824868392,-5.515421485935761,-5.889115184343396,-6.217006401540942,-5.960459119178779
2021,Actividades primarias,"Agricultura, ganadería, caza, silvicultura y pesca; Explotación de minas y canteras",-9.074633761736479,-9.019498474466587,-3.6573381683083994,0.06864678405591462,-0.09158969550952634,1.0064986385444996,1.3644459646695424,1.4000540843986329,1.920775891050269,2.155647236839499,2.779186196676278,2.7626329429730987
