Fecha,Departamentos,Concepto,Valor
2010,Antioquia,Población ocupada,1459.9675730000001
2011,Antioquia,Población ocupada,1511.745327
2012,Antioquia,Población ocupada,1549.973091
2013,Antioquia,Población ocupada,1585.063692
2014,Antioquia,Población ocupada,1603.814435
2015,Antioquia,Población ocupada,1598.878031
2016,Antioquia,Población ocupada,1626.0985660000001
2017,Antioquia,Población ocupada,1652.87223
2018,Antioquia,Población ocupada,1654.482149
2019,Antioquia,Población ocupada,1695.6449240000002
2020,Antioquia,Población ocupada,1592.003253
2021,Antioquia,Población ocupada,1698.334
2022,Antioquia,Población ocupada,1851.076
2023,Antioquia,Población ocupada,1907.723
2024,Antioquia,Población ocupada,1927.881
2025,Antioquia,Población ocupada,2017.527
2007,Antioquia,Población desocupada,134.59697200000002
2008,Antioquia,Población desocupada,148.37664999999998
2009,Antioquia,Población desocupada,166.217271
2010,Antioquia,Población desocupada,148.647652
2011,Antioquia,Población desocupada,138.239189
2012,Antioquia,Población desocupada,138.609078
2013,Antioquia,Población desocupada,135.232139
2014,Antioquia,Población desocupada,140.37088
2015,Antioquia,Población desocupada,141.422923
2016,Antioquia,Población desocupada,134.175501
2017,Antioquia,Población desocupada,151.06656099999998
2018,Antioquia,Población desocupada,161.524506
2019,Antioquia,Población desocupada,169.614931
2020,Antioquia,Población desocupada,255.43294699999998
2021,Antioquia,Población desocupada,219.327
2022,Antioquia,Población desocupada,159.202
2023,Antioquia,Población desocupada,144.112
2024,Antioquia,Población desocupada,156.578
2025,Antioquia,Población desocupada,127.969
2007,Antioquia,Población fuera de la fuerza de trabajo,425.448976
2008,Antioquia,Población fuera de la fuerza de trabajo,430.752619
2009,Antioquia,Población fuera de la fuerza de trabajo,394.34979599999997
2010,Antioquia,Población fuera de la fuerza de trabajo,425.008776
2011,Antioquia,Población fuera de la fuerza de trabajo,427.667483
2012,Antioquia,Población fuera de la fuerza de trabajo,432.130831
2013,Antioquia,Población fuera de la fuerza de trabajo,442.15416899999997
2014,Antioquia,Población fuera de la fuerza de trabajo,459.139685
2015,Antioquia,Población fuera de la fuerza de trabajo,503.549046
2016,Antioquia,Población fuera de la fuerza de trabajo,525.3419329999999
2017,Antioquia,Población fuera de la fuerza de trabajo,525.6822090000001
2018,Antioquia,Población fuera de la fuerza de trabajo,563.628345
2019,Antioquia,Población fuera de la fuerza de trabajo,579.269145
2020,Antioquia,Población fuera de la fuerza de trabajo,656.5288009999999
2021,Antioquia,Población fuera de la fuerza de trabajo,638.778
2022,Antioquia,Población fuera de la fuerza de trabajo,596.259
2023,Antioquia,Población fuera de la fuerza de trabajo,605.939
2024,Antioquia,Población fuera de la fuerza de trabajo,625.009
2025,Antioquia,Población fuera de la fuerza de trabajo,612.988
2007,Antioquia,Población subocupada,125.749833
2008,Antioquia,Población subocupada,143.796587
2009,Antioquia,Población subocupada,191.323982
2010,Antioquia,Población subocupada,197.28757000000002
2011,Antioquia,Población subocupada,157.70735399999998
2012,Antioquia,Población subocupada,200.631421
2013,Antioquia,Población subocupada,178.623767
2014,Antioquia,Población subocupada,144.171951
2015,Antioquia,Población subocupada,131.69744500000002
2016,Antioquia,Población subocupada,142.943557
2017,Antioquia,Población subocupada,147.747285
2018,Antioquia,Población subocupada,162.855131
2019,Antioquia,Población subocupada,179.547344
2020,Antioquia,Población subocupada,0.0
2021,Antioquia,Población subocupada,101.925
2022,Antioquia,Población subocupada,102.528
2023,Antioquia,Población subocupada,113.702
2024,Antioquia,Población subocupada,108.089
2025,Antioquia,Población subocupada,116.834
2007,Antioquia,Fuerza de trabajo potencial,0.0
2008,Antioquia,Fuerza de trabajo potencial,0.0
2009,Antioquia,Fuerza de trabajo potencial,0.0
2010,Antioquia,Fuerza de trabajo potencial,0.0
2011,Antioquia,Fuerza de trabajo potencial,0.0
2012,Antioquia,Fuerza de trabajo potencial,0.0
2013,Antioquia,Fuerza de trabajo potencial,0.0
2014,Antioquia,Fuerza de trabajo potencial,0.0
2015,Antioquia,Fuerza de trabajo potencial,0.0
2016,Antioquia,Fuerza de trabajo potencial,0.0
2017,Antioquia,Fuerza de trabajo potencial,0.0
2018,Antioquia,Fuerza de trabajo potencial,0.0
2019,Antioquia,Fuerza de trabajo potencial,0.0
2020,Antioquia,Fuerza de trabajo potencial,0.0
2021,Antioquia,Fuerza de trabajo potencial,44.058
2022,Antioquia,Fuerza de trabajo potencial,58.763
2023,Antioquia,Fuerza de trabajo potencial,57.025
2024,Antioquia,Fuerza de trabajo potencial,48.652
2025,Antioquia,Fuerza de trabajo potencial,43.704
2007,Atlántico,% población en edad de trabajar,69.104980297
2008,Atlántico,% población en edad de trabajar,69.483412672
2009,Atlántico,% población en edad de trabajar,69.860430792
2010,Atlántico,% población en edad de trabajar,70.236905211
2011,Atlántico,% población en edad de trabajar,70.618313886
2012,Atlántico,% población en edad de trabajar,71.013623877
2013,Atlántico,% población en edad de trabajar,71.424671651
2014,Atlántico,% población en edad de trabajar,71.844797503
2015,Atlántico,% población en edad de trabajar,72.270712774
2016,Atlántico,% población en edad de trabajar,72.686799852
2017,Atlántico,% población en edad de trabajar,73.072230184
2018,Atlántico,% población en edad de trabajar,73.378539195
2019,Atlántico,% población en edad de trabajar,73.66953417
2020,Atlántico,% población en edad de trabajar,73.946365649
2021,Atlántico,% población en edad de trabajar,74.247267281
2022,Atlántico,% población en edad de trabajar,74.532929558
2023,Atlántico,% población en edad de trabajar,74.834148575
2024,Atlántico,% población en edad de trabajar,75.367763996
2025,Atlántico,% población en edad de trabajar,75.757696987
2007,Atlántico,Tasa Global de Participación (TGP),75.624698329
2008,Atlántico,Tasa Global de Participación (TGP),75.995819182
2009,Atlántico,Tasa Global de Participación (TGP),76.242353742
2010,Atlántico,Tasa Global de Participación (TGP),75.820738107
2011,Atlántico,Tasa Global de Participación (TGP),76.951097055
2012,Atlántico,Tasa Global de Participación (TGP),76.507322946
2013,Atlántico,Tasa Global de Participación (TGP),76.249274756
2014,Atlántico,Tasa Global de Participación (TGP),76.786709418
2015,Atlántico,Tasa Global de Participación (TGP),77.307417716
2016,Atlántico,Tasa Global de Participación (TGP),76.675048329
2017,Atlántico,Tasa Global de Participación (TGP),75.923425445
2018,Atlántico,Tasa Global de Participación (TGP),75.87719448
2019,Atlántico,Tasa Global de Participación (TGP),75.224660105
2020,Atlántico,Tasa Global de Participación (TGP),71.963379483
2021,Atlántico,Tasa Global de Participación (TGP),76.088032377
2022,Atlántico,Tasa Global de Participación (TGP),77.682836024
2023,Atlántico,Tasa Global de Participación (TGP),76.867763634
2024,Atlántico,Tasa Global de Participación (TGP),75.4668799
2025,Atlántico,Tasa Global de Participación (TGP),76.230551092
2007,Atlántico,Tasa de Ocupación (TO),69.006294257
2008,Atlántico,Tasa de Ocupación (TO),69.429991961
2009,Atlántico,Tasa de Ocupación (TO),70.280554445
2010,Atlántico,Tasa de Ocupación (TO),70.450868963
2011,Atlántico,Tasa de Ocupación (TO),72.606001078
2012,Atlántico,Tasa de Ocupación (TO),72.296195754
2013,Atlántico,Tasa de Ocupación (TO),72.287484308
2014,Atlántico,Tasa de Ocupación (TO),72.739981768
2015,Atlántico,Tasa de Ocupación (TO),73.337343274
2016,Atlántico,Tasa de Ocupación (TO),72.681461933
2017,Atlántico,Tasa de Ocupación (TO),72.371445745
2018,Atlántico,Tasa de Ocupación (TO),72.136189189
2019,Atlántico,Tasa de Ocupación (TO),71.556379383
2020,Atlántico,Tasa de Ocupación (TO),66.020293126
2021,Atlántico,Tasa de Ocupación (TO),67.760510615
2022,Atlántico,Tasa de Ocupación (TO),72.050945657
2023,Atlántico,Tasa de Ocupación (TO),72.235309336
2024,Atlántico,Tasa de Ocupación (TO),70.521251726
2025,Atlántico,Tasa de Ocupación (TO),71.407352107
2007,Atlántico,Tasa de Desocupación (TD),8.751643601
2008,Atlántico,Tasa de Desocupación (TD),8.639721622
2009,Atlántico,Tasa de Desocupación (TD),7.81953731
2010,Atlántico,Tasa de Desocupación (TD),7.082322433
2011,Atlántico,Tasa de Desocupación (TD),5.646567942
2012,Atlántico,Tasa de Desocupación (TD),5.504214538
2013,Atlántico,Tasa de Desocupación (TD),5.195840171
2014,Atlántico,Tasa de Desocupación (TD),5.270088641
2015,Atlántico,Tasa de Desocupación (TD),5.135437917
2016,Atlántico,Tasa de Desocupación (TD),5.208456314
2017,Atlántico,Tasa de Desocupación (TD),4.67837124
2018,Atlántico,Tasa de Desocupación (TD),4.930342136
2019,Atlántico,Tasa de Desocupación (TD),4.876433762
2020,Atlántico,Tasa de Desocupación (TD),8.258487024
2021,Atlántico,Tasa de Desocupación (TD),10.944588133
2022,Atlántico,Tasa de Desocupación (TD),7.249851647
2023,Atlántico,Tasa de Desocupación (TD),6.026524097
2024,Atlántico,Tasa de Desocupación (TD),6.553375706
2025,Atlántico,Tasa de Desocupación (TD),6.327120709
2007,Atlántico,Tasa de Subocupación (TS),11.091739716
2008,Atlántico,Tasa de Subocupación (TS),7.558602129
2009,Atlántico,Tasa de Subocupación (TS),7.862286887
2010,Atlántico,Tasa de Subocupación (TS),9.344465852
2011,Atlántico,Tasa de Subocupación (TS),13.49757242
2012,Atlántico,Tasa de Subocupación (TS),13.318061184
2013,Atlántico,Tasa de Subocupación (TS),11.275410481
2014,Atlántico,Tasa de Subocupación (TS),10.750591358
2015,Atlántico,Tasa de Subocupación (TS),13.920216713
2016,Atlántico,Tasa de Subocupación (TS),11.877339093
2017,Atlántico,Tasa de Subocupación (TS),11.953656553
2018,Atlántico,Tasa de Subocupación (TS),13.899381561
2019,Atlántico,Tasa de Subocupación (TS),14.895160284
2020,Atlántico,Tasa de Subocupación (TS),0.0
2021,Atlántico,Tasa de Subocupación (TS),13.412386809
2022,Atlántico,Tasa de Subocupación (TS),15.164505448
2023,Atlántico,Tasa de Subocupación (TS),11.295211586
2024,Atlántico,Tasa de Subocupación (TS),9.079357172
2025,Atlántico,Tasa de Subocupación (TS),8.374902016
2007,Atlántico,Población total,1054.636
2008,Atlántico,Población total,1069.461
2009,Atlántico,Población total,1084.05
2010,Atlántico,Población total,1098.414
2011,Atlántico,Población total,1112.38
2012,Atlántico,Población total,1125.891
2013,Atlántico,Población total,1139.259
2014,Atlántico,Población total,1152.533
2015,Atlántico,Población total,1166.092
2016,Atlántico,Población total,1182.161
2017,Atlántico,Población total,1202.309
2018,Atlántico,Población total,1232.731
2019,Atlántico,Población total,1282.765
2020,Atlántico,Población total,1324.487
2021,Atlántico,Población total,1349.823
2022,Atlántico,Población total,1366.795
2023,Atlántico,Población total,1382.6
2024,Atlántico,Población total,1397.754
2025,Atlántico,Población total,1412.3
2007,Atlántico,Población en edad de trabajar (PET),728.806
2008,Atlántico,Población en edad de trabajar (PET),743.098
2009,Atlántico,Población en edad de trabajar (PET),757.322
2010,Atlántico,Población en edad de trabajar (PET),771.492
2011,Atlántico,Población en edad de trabajar (PET),785.544
2012,Atlántico,Población en edad de trabajar (PET),799.536
2013,Atlántico,Población en edad de trabajar (PET),813.712
2014,Atlántico,Población en edad de trabajar (PET),828.035
2015,Atlántico,Población en edad de trabajar (PET),842.743
2016,Atlántico,Población en edad de trabajar (PET),859.275
2017,Atlántico,Población en edad de trabajar (PET),878.554
2018,Atlántico,Población en edad de trabajar (PET),904.56
2019,Atlántico,Población en edad de trabajar (PET),945.007
2020,Atlántico,Población en edad de trabajar (PET),979.41
2021,Atlántico,Población en edad de trabajar (PET),1002.207
2022,Atlántico,Población en edad de trabajar (PET),1018.712
2023,Atlántico,Población en edad de trabajar (PET),1034.657
2024,Atlántico,Población en edad de trabajar (PET),1053.456
2025,Atlántico,Población en edad de trabajar (PET),1069.926
2007,Atlántico,Fuerza de trabajo,551.1573390000001
2008,Atlántico,Fuerza de trabajo,564.723412
2009,Atlántico,Fuerza de trabajo,577.400118
2010,Atlántico,Fuerza de trabajo,584.950929
2011,Atlántico,Fuerza de trabajo,604.484726
2012,Atlántico,Fuerza de trabajo,611.70359
2013,Atlántico,Fuerza de trabajo,620.449499
2014,Atlántico,Fuerza de trabajo,635.820829
2015,Atlántico,Fuerza de trabajo,651.5028510000001
2016,Atlántico,Fuerza de trabajo,658.849522
2017,Atlántico,Fuerza de trabajo,667.028291
2018,Atlántico,Fuerza de trabajo,686.35475
2019,Atlántico,Fuerza de trabajo,710.878304
2020,Atlántico,Fuerza de trabajo,704.816535
2021,Atlántico,Fuerza de trabajo,762.56
2022,Atlántico,Fuerza de trabajo,791.365
2023,Atlántico,Fuerza de trabajo,795.318
2024,Atlántico,Fuerza de trabajo,795.011
2025,Atlántico,Fuerza de trabajo,815.611
2007,Atlántico,Población ocupada,502.922013
2008,Atlántico,Población ocupada,515.932882
2009,Atlántico,Población ocupada,532.250101
2010,Atlántico,Población ocupada,543.5228179999999
2011,Atlántico,Población ocupada,570.352085
2012,Atlántico,Población ocupada,578.0341119999999
2013,Atlántico,Población ocupada,588.211934
2014,Atlántico,Población ocupada,602.312508
2015,Atlántico,Población ocupada,618.045327
2016,Atlántico,Población ocupada,624.533632
2017,Atlántico,Población ocupada,635.822231
2018,Atlántico,Población ocupada,652.515113
2019,Atlántico,Población ocupada,676.212794
2020,Atlántico,Población ocupada,646.609353
2021,Atlántico,Población ocupada,679.101
2022,Atlántico,Población ocupada,733.992
2023,Atlántico,Población ocupada,747.388
2024,Atlántico,Población ocupada,742.911
2025,Atlántico,Población ocupada,764.006
2007,Atlántico,Población desocupada,48.235326
2008,Atlántico,Población desocupada,48.790531
2009,Atlántico,Población desocupada,45.150017999999996
2010,Atlántico,Población desocupada,41.428110999999994
2011,Atlántico,Población desocupada,34.13264100000001
2012,Atlántico,Población desocupada,33.669478000000005
2013,Atlántico,Población desocupada,32.237564
2014,Atlántico,Población desocupada,33.508321
2015,Atlántico,Población desocupada,33.457524
2016,Atlántico,Población desocupada,34.315889999999996
2017,Atlántico,Población desocupada,31.20606
2018,Atlántico,Población desocupada,33.839637
2019,Atlántico,Población desocupada,34.665510000000005
2020,Atlántico,Población desocupada,58.207182
2021,Atlántico,Población desocupada,83.459
2022,Atlántico,Población desocupada,57.373
2023,Atlántico,Población desocupada,47.93
2024,Atlántico,Población desocupada,52.1
2025,Atlántico,Población desocupada,51.605
2007,Atlántico,Población fuera de la fuerza de trabajo,177.648661
2008,Atlántico,Población fuera de la fuerza de trabajo,178.374588
2009,Atlántico,Población fuera de la fuerza de trabajo,179.921882
2010,Atlántico,Población fuera de la fuerza de trabajo,186.541071
2011,Atlántico,Población fuera de la fuerza de trabajo,181.05927400000002
2012,Atlántico,Población fuera de la fuerza de trabajo,187.83241
2013,Atlántico,Población fuera de la fuerza de trabajo,193.262501
2014,Atlántico,Población fuera de la fuerza de trabajo,192.214171
2015,Atlántico,Población fuera de la fuerza de trabajo,191.240149
2016,Atlántico,Población fuera de la fuerza de trabajo,200.425478
2017,Atlántico,Población fuera de la fuerza de trabajo,211.525709
2018,Atlántico,Población fuera de la fuerza de trabajo,218.20525
2019,Atlántico,Población fuera de la fuerza de trabajo,234.128696
2020,Atlántico,Población fuera de la fuerza de trabajo,274.59346500000004
2021,Atlántico,Población fuera de la fuerza de trabajo,239.647
2022,Atlántico,Población fuera de la fuerza de trabajo,227.348
2023,Atlántico,Población fuera de la fuerza de trabajo,239.339
2024,Atlántico,Población fuera de la fuerza de trabajo,258.446
2025,Atlántico,Población fuera de la fuerza de trabajo,254.316
2007,Atlántico,Población subocupada,61.132937
2008,Atlántico,Población subocupada,42.685196000000005
2009,Atlántico,Población subocupada,45.396854
2010,Atlántico,Población subocupada,54.66054
2011,Atlántico,Población subocupada,81.590764
2012,Atlántico,Población subocupada,81.46705800000001
2013,Atlántico,Población subocupada,69.958228
2014,Atlántico,Población subocupada,68.35449899999999
2015,Atlántico,Población subocupada,90.690609
2016,Atlántico,Población subocupada,78.253792
2017,Atlántico,Población subocupada,79.73427099999999
2018,Atlántico,Población subocupada,95.399066
2019,Atlántico,Población subocupada,105.886463
2020,Atlántico,Población subocupada,0.0
2021,Atlántico,Población subocupada,102.277
2022,Atlántico,Población subocupada,120.007
2023,Atlántico,Población subocupada,89.833
2024,Atlántico,Población subocupada,72.182
2025,Atlántico,Población subocupada,68.307
2007,Atlántico,Fuerza de trabajo potencial,0.0
2008,Atlántico,Fuerza de trabajo potencial,0.0
2009,Atlántico,Fuerza de trabajo potencial,0.0
2010,Atlántico,Fuerza de trabajo potencial,0.0
2011,Atlántico,Fuerza de trabajo potencial,0.0
2012,Atlántico,Fuerza de trabajo potencial,0.0
2013,Atlántico,Fuerza de trabajo potencial,0.0
2014,Atlántico,Fuerza de trabajo potencial,0.0
2015,Atlántico,Fuerza de trabajo potencial,0.0
2016,Atlántico,Fuerza de trabajo potencial,0.0
2017,Atlántico,Fuerza de trabajo potencial,0.0
2018,Atlántico,Fuerza de trabajo potencial,0.0
2019,Atlántico,Fuerza de trabajo potencial,0.0
2020,Atlántico,Fuerza de trabajo potencial,0.0
2021,Atlántico,Fuerza de trabajo potencial,21.635
2022,Atlántico,Fuerza de trabajo potencial,28.152
2023,Atlántico,Fuerza de trabajo potencial,37.806
2024,Atlántico,Fuerza de trabajo potencial,36.366
2025,Atlántico,Fuerza de trabajo potencial,29.111
2007,Bolívar,% población en edad de trabajar,67.581570088
2008,Bolívar,% población en edad de trabajar,67.952773171
2009,Bolívar,% población en edad de trabajar,68.280228605
2010,Bolívar,% población en edad de trabajar,68.612923194
2011,Bolívar,% población en edad de trabajar,68.942502016
2012,Bolívar,% población en edad de trabajar,69.286258652
2013,Bolívar,% población en edad de trabajar,69.650445764
2014,Bolívar,% población en edad de trabajar,70.025717462
2015,Bolívar,% población en edad de trabajar,70.413009095
2016,Bolívar,% población en edad de trabajar,70.79898979
2017,Bolívar,% población en edad de trabajar,71.156886611
2018,Bolívar,% población en edad de trabajar,71.513534946
2019,Bolívar,% población en edad de trabajar,71.817988075
2020,Bolívar,% población en edad de trabajar,72.101606841
2021,Bolívar,% población en edad de trabajar,72.40025265
2022,Bolívar,% población en edad de trabajar,72.683562176
2023,Bolívar,% población en edad de trabajar,72.970558439
2024,Bolívar,% población en edad de trabajar,73.438838539
2025,Bolívar,% población en edad de trabajar,73.807538932
2007,Bolívar,Tasa Global de Participación (TGP),77.291490141
2008,Bolívar,Tasa Global de Participación (TGP),74.770003501
2009,Bolívar,Tasa Global de Participación (TGP),77.515247506
2010,Bolívar,Tasa Global de Participación (TGP),77.823063114
2011,Bolívar,Tasa Global de Participación (TGP),79.572866352
2012,Bolívar,Tasa Global de Participación (TGP),81.09475617
2013,Bolívar,Tasa Global de Participación (TGP),80.260121557
2014,Bolívar,Tasa Global de Participación (TGP),79.45139908
2015,Bolívar,Tasa Global de Participación (TGP),79.185356002
2016,Bolívar,Tasa Global de Participación (TGP),79.019849555
2017,Bolívar,Tasa Global de Participación (TGP),77.045747284
2018,Bolívar,Tasa Global de Participación (TGP),78.295837199
2019,Bolívar,Tasa Global de Participación (TGP),77.680284655
2020,Bolívar,Tasa Global de Participación (TGP),74.244386449
2021,Bolívar,Tasa Global de Participación (TGP),77.904230503
2022,Bolívar,Tasa Global de Participación (TGP),77.317769967
2023,Bolívar,Tasa Global de Participación (TGP),79.077007045
2024,Bolívar,Tasa Global de Participación (TGP),74.871751503
2025,Bolívar,Tasa Global de Participación (TGP),75.143504495
2007,Bolívar,Tasa de Ocupación (TO),70.998136771
2008,Bolívar,Tasa de Ocupación (TO),69.50890918
2009,Bolívar,Tasa de Ocupación (TO),72.238362208
