Fecha,Departamentos,Concepto,Valor
2010,Antioquia,Tasa de Desocupación (TD),11.992692206
2011,Antioquia,Tasa de Desocupación (TD),10.769563751
2012,Antioquia,Tasa de Desocupación (TD),11.116679833
2013,Antioquia,Tasa de Desocupación (TD),10.220114344
2014,Antioquia,Tasa de Desocupación (TD),9.978093463
2015,Antioquia,Tasa de Desocupación (TD),10.046259901
2016,Antioquia,Tasa de Desocupación (TD),10.422767774
2017,Antioquia,Tasa de Desocupación (TD),11.179787373
2018,Antioquia,Tasa de Desocupación (TD),11.552612593
2019,Antioquia,Tasa de Desocupación (TD),12.18276508
2020,Antioquia,Tasa de Desocupación (TD),17.62177465
2021,Antioquia,Tasa de Desocupación (TD),13.691361471
2022,Antioquia,Tasa de Desocupación (TD),10.057339494
2023,Antioquia,Tasa de Desocupación (TD),8.986171207
2024,Antioquia,Tasa de Desocupación (TD),9.407141605
2025,Antioquia,Tasa de Desocupación (TD),7.508916562
2007,Antioquia,Tasa de Subocupación (TS),8.339966236
2008,Antioquia,Tasa de Subocupación (TS),9.247147637
2009,Antioquia,Tasa de Subocupación (TS),11.970642513
2010,Antioquia,Tasa de Subocupación (TS),12.252507361
2011,Antioquia,Tasa de Subocupación (TS),10.127096541
2012,Antioquia,Tasa de Subocupación (TS),11.365851894
2013,Antioquia,Tasa de Subocupación (TS),10.235086918
2014,Antioquia,Tasa de Subocupación (TS),8.335955577
2015,Antioquia,Tasa de Subocupación (TS),8.111754675
2016,Antioquia,Tasa de Subocupación (TS),8.65383766
2017,Antioquia,Tasa de Subocupación (TS),8.601625415
2018,Antioquia,Tasa de Subocupación (TS),8.759555409
2019,Antioquia,Tasa de Subocupación (TS),9.574336441
2020,Antioquia,Tasa de Subocupación (TS),0.0
2021,Antioquia,Tasa de Subocupación (TS),5.555865019
2022,Antioquia,Tasa de Subocupación (TS),5.834751721
2023,Antioquia,Tasa de Subocupación (TS),5.727846628
2024,Antioquia,Tasa de Subocupación (TS),5.921435204
2025,Antioquia,Tasa de Subocupación (TS),5.708484167
2007,Antioquia,Población total,5592.744
2008,Antioquia,Población total,5659.58
2009,Antioquia,Población total,5727.758
2010,Antioquia,Población total,5797.516
2011,Antioquia,Población total,5866.514
2012,Antioquia,Población total,5933.288
2013,Antioquia,Población total,5998.571
2014,Antioquia,Población total,6064.212
2015,Antioquia,Población total,6132.14
2016,Antioquia,Población total,6208.135
2017,Antioquia,Población total,6293.143
2018,Antioquia,Población total,6401.939
2019,Antioquia,Población total,6544.631
2020,Antioquia,Población total,6673.205
2021,Antioquia,Población total,6781.515
2022,Antioquia,Población total,6886.023
2023,Antioquia,Población total,6994.295
2024,Antioquia,Población total,7097.742
2025,Antioquia,Población total,7197.872
2007,Antioquia,Población en edad de trabajar (PET),4040.188
2008,Antioquia,Población en edad de trabajar (PET),4125.044
2009,Antioquia,Población en edad de trabajar (PET),4212.051
2010,Antioquia,Población en edad de trabajar (PET),4301.102
2011,Antioquia,Población en edad de trabajar (PET),4389.809
2012,Antioquia,Población en edad de trabajar (PET),4476.383
2013,Antioquia,Población en edad de trabajar (PET),4560.657
2014,Antioquia,Población en edad de trabajar (PET),4643.674
2015,Antioquia,Población en edad de trabajar (PET),4726.422
2016,Antioquia,Población en edad de trabajar (PET),4812.805
2017,Antioquia,Población en edad de trabajar (PET),4903.374
2018,Antioquia,Población en edad de trabajar (PET),5008.063
2019,Antioquia,Población en edad de trabajar (PET),5140.399
2020,Antioquia,Población en edad de trabajar (PET),5261.785
2021,Antioquia,Población en edad de trabajar (PET),5369.167
2022,Antioquia,Población en edad de trabajar (PET),5472.745
2023,Antioquia,Población en edad de trabajar (PET),5578.122
2024,Antioquia,Población en edad de trabajar (PET),5684.092
2025,Antioquia,Población en edad de trabajar (PET),5784.611
2007,Antioquia,Fuerza de trabajo,2488.893931
2008,Antioquia,Fuerza de trabajo,2550.987469
2009,Antioquia,Fuerza de trabajo,2746.93794
2010,Antioquia,Fuerza de trabajo,2804.694709
2011,Antioquia,Fuerza de trabajo,2844.547168
2012,Antioquia,Fuerza de trabajo,2948.1200010000002
2013,Antioquia,Fuerza de trabajo,3001.671315
2014,Antioquia,Fuerza de trabajo,3015.155747
2015,Antioquia,Fuerza de trabajo,2974.849011
2016,Antioquia,Fuerza de trabajo,2995.2013190000002
2017,Antioquia,Fuerza de trabajo,3076.432425
2018,Antioquia,Fuerza de trabajo,3074.3013480000004
2019,Antioquia,Fuerza de trabajo,3132.5916389999998
2020,Antioquia,Fuerza de trabajo,3091.543438
2021,Antioquia,Fuerza de trabajo,3163.264
2022,Antioquia,Fuerza de trabajo,3449.295
2023,Antioquia,Fuerza de trabajo,3565.731
2024,Antioquia,Fuerza de trabajo,3624.973
2025,Antioquia,Fuerza de trabajo,3719.89
2007,Antioquia,Población ocupada,2204.1333059999997
2008,Antioquia,Población ocupada,2236.394069
2009,Antioquia,Población ocupada,2389.9416579999997
2010,Antioquia,Población ocupada,2468.3363059999997
2011,Antioquia,Población ocupada,2538.201848
2012,Antioquia,Población ocupada,2620.386939
2013,Antioquia,Población ocupada,2694.897074
2014,Antioquia,Población ocupada,2714.3006889999997
2015,Antioquia,Población ocupada,2675.987948
2016,Antioquia,Población ocupada,2683.018441
2017,Antioquia,Población ocupada,2732.493821
2018,Antioquia,Población ocupada,2719.139223
2019,Antioquia,Población ocupada,2750.955359
2020,Antioquia,Población ocupada,2546.75862
2021,Antioquia,Población ocupada,2730.17
2022,Antioquia,Población ocupada,3102.387
2023,Antioquia,Población ocupada,3245.308
2024,Antioquia,Población ocupada,3283.966
2025,Antioquia,Población ocupada,3440.567
2007,Antioquia,Población desocupada,284.760625
2008,Antioquia,Población desocupada,314.59340000000003
2009,Antioquia,Población desocupada,356.996282
2010,Antioquia,Población desocupada,336.358404
2011,Antioquia,Población desocupada,306.345321
2012,Antioquia,Población desocupada,327.73306199999996
2013,Antioquia,Población desocupada,306.77424099999996
2014,Antioquia,Población desocupada,300.855059
2015,Antioquia,Población desocupada,298.861063
2016,Antioquia,Población desocupada,312.182878
2017,Antioquia,Población desocupada,343.938604
2018,Antioquia,Población desocupada,355.162125
2019,Antioquia,Población desocupada,381.63628000000006
2020,Antioquia,Población desocupada,544.784818
2021,Antioquia,Población desocupada,433.094
2022,Antioquia,Población desocupada,346.907
2023,Antioquia,Población desocupada,320.423
2024,Antioquia,Población desocupada,341.006
2025,Antioquia,Población desocupada,279.323
2007,Antioquia,Población fuera de la fuerza de trabajo,1551.2940689999998
2008,Antioquia,Población fuera de la fuerza de trabajo,1574.056531
2009,Antioquia,Población fuera de la fuerza de trabajo,1465.1130600000001
2010,Antioquia,Población fuera de la fuerza de trabajo,1496.407291
2011,Antioquia,Población fuera de la fuerza de trabajo,1545.261832
2012,Antioquia,Población fuera de la fuerza de trabajo,1528.262999
2013,Antioquia,Población fuera de la fuerza de trabajo,1558.985685
2014,Antioquia,Población fuera de la fuerza de trabajo,1628.518253
2015,Antioquia,Población fuera de la fuerza de trabajo,1751.572989
2016,Antioquia,Población fuera de la fuerza de trabajo,1817.603681
2017,Antioquia,Población fuera de la fuerza de trabajo,1826.941575
2018,Antioquia,Población fuera de la fuerza de trabajo,1933.761652
2019,Antioquia,Población fuera de la fuerza de trabajo,2007.8073610000001
2020,Antioquia,Población fuera de la fuerza de trabajo,2170.2415619999997
2021,Antioquia,Población fuera de la fuerza de trabajo,2205.903
2022,Antioquia,Población fuera de la fuerza de trabajo,2023.45
2023,Antioquia,Población fuera de la fuerza de trabajo,2012.391
2024,Antioquia,Población fuera de la fuerza de trabajo,2059.12
2025,Antioquia,Población fuera de la fuerza de trabajo,2064.721
2007,Antioquia,Población subocupada,207.572913
2008,Antioquia,Población subocupada,235.893577
2009,Antioquia,Población subocupada,328.826121
2010,Antioquia,Población subocupada,343.645426
2011,Antioquia,Población subocupada,288.070038
2012,Antioquia,Población subocupada,335.07895299999996
2013,Antioquia,Población subocupada,307.22366800000003
2014,Antioquia,Población subocupada,251.342044
2015,Antioquia,Población subocupada,241.312454
2016,Antioquia,Población subocupada,259.19986
2017,Antioquia,Población subocupada,264.623193
2018,Antioquia,Población subocupada,269.29513000000003
2019,Antioquia,Población subocupada,299.924863
2020,Antioquia,Población subocupada,0.0
2021,Antioquia,Población subocupada,175.747
2022,Antioquia,Población subocupada,201.258
2023,Antioquia,Población subocupada,204.24
2024,Antioquia,Población subocupada,214.65
2025,Antioquia,Población subocupada,212.349
2007,Antioquia,Fuerza de trabajo potencial,0.0
2008,Antioquia,Fuerza de trabajo potencial,0.0
2009,Antioquia,Fuerza de trabajo potencial,0.0
2010,Antioquia,Fuerza de trabajo potencial,0.0
2011,Antioquia,Fuerza de trabajo potencial,0.0
2012,Antioquia,Fuerza de trabajo potencial,0.0
2013,Antioquia,Fuerza de trabajo potencial,0.0
2014,Antioquia,Fuerza de trabajo potencial,0.0
2015,Antioquia,Fuerza de trabajo potencial,0.0
2016,Antioquia,Fuerza de trabajo potencial,0.0
2017,Antioquia,Fuerza de trabajo potencial,0.0
2018,Antioquia,Fuerza de trabajo potencial,0.0
2019,Antioquia,Fuerza de trabajo potencial,0.0
2020,Antioquia,Fuerza de trabajo potencial,0.0
2021,Antioquia,Fuerza de trabajo potencial,173.923
2022,Antioquia,Fuerza de trabajo potencial,210.25
2023,Antioquia,Fuerza de trabajo potencial,211.333
2024,Antioquia,Fuerza de trabajo potencial,164.726
2025,Antioquia,Fuerza de trabajo potencial,137.906
2007,Atlántico,% población en edad de trabajar,70.412002937
2008,Atlántico,% población en edad de trabajar,70.777255878
2009,Atlántico,% población en edad de trabajar,71.138843667
2010,Atlántico,% población en edad de trabajar,71.496335237
2011,Atlántico,% población en edad de trabajar,71.856536064
2012,Atlántico,% población en edad de trabajar,72.228734783
2013,Atlántico,% población en edad de trabajar,72.616007794
2014,Atlántico,% población en edad de trabajar,73.016105145
2015,Atlántico,% población en edad de trabajar,73.427265291
2016,Atlántico,% población en edad de trabajar,73.832579796
2017,Atlántico,% población en edad de trabajar,74.213159238
2018,Atlántico,% población en edad de trabajar,74.5491779
2019,Atlántico,% población en edad de trabajar,74.818500566
2020,Atlántico,% población en edad de trabajar,75.077259957
2021,Atlántico,% población en edad de trabajar,75.366915774
2022,Atlántico,% población en edad de trabajar,75.643594478
2023,Atlántico,% población en edad de trabajar,75.931596686
2024,Atlántico,% población en edad de trabajar,76.418333125
2025,Atlántico,% población en edad de trabajar,76.787888206
2007,Atlántico,Tasa Global de Participación (TGP),60.463498259
2008,Atlántico,Tasa Global de Participación (TGP),58.992585996
2009,Atlántico,Tasa Global de Participación (TGP),60.034823844
2010,Atlántico,Tasa Global de Participación (TGP),60.986231154
2011,Atlántico,Tasa Global de Participación (TGP),62.370925534
2012,Atlántico,Tasa Global de Participación (TGP),62.616243519
2013,Atlántico,Tasa Global de Participación (TGP),62.812328588
2014,Atlántico,Tasa Global de Participación (TGP),62.864676048
2015,Atlántico,Tasa Global de Participación (TGP),64.638951199
2016,Atlántico,Tasa Global de Participación (TGP),64.623265155
2017,Atlántico,Tasa Global de Participación (TGP),63.180418113
2018,Atlántico,Tasa Global de Participación (TGP),63.221702004
2019,Atlántico,Tasa Global de Participación (TGP),62.521412525
2020,Atlántico,Tasa Global de Participación (TGP),57.534796226
2021,Atlántico,Tasa Global de Participación (TGP),61.555169532
2022,Atlántico,Tasa Global de Participación (TGP),65.550913125
2023,Atlántico,Tasa Global de Participación (TGP),65.143328512
2024,Atlántico,Tasa Global de Participación (TGP),62.931038122
2025,Atlántico,Tasa Global de Participación (TGP),63.417634325
2007,Atlántico,Tasa de Ocupación (TO),53.319055282
2008,Atlántico,Tasa de Ocupación (TO),52.536382745
2009,Atlántico,Tasa de Ocupación (TO),53.810331139
2010,Atlántico,Tasa de Ocupación (TO),55.025405163
2011,Atlántico,Tasa de Ocupación (TO),57.223541391
2012,Atlántico,Tasa de Ocupación (TO),57.488383171
2013,Atlántico,Tasa de Ocupación (TO),57.969156099
2014,Atlántico,Tasa de Ocupación (TO),57.989174313
2015,Atlántico,Tasa de Ocupación (TO),59.355907809
2016,Atlántico,Tasa de Ocupación (TO),59.563802653
2017,Atlántico,Tasa de Ocupación (TO),58.405464481
2018,Atlántico,Tasa de Ocupación (TO),58.3032482
2019,Atlántico,Tasa de Ocupación (TO),57.888570793
2020,Atlántico,Tasa de Ocupación (TO),51.008293158
2021,Atlántico,Tasa de Ocupación (TO),52.797900682
2022,Atlántico,Tasa de Ocupación (TO),58.55236298
2023,Atlántico,Tasa de Ocupación (TO),59.201970601
2024,Atlántico,Tasa de Ocupación (TO),56.982099913
2025,Atlántico,Tasa de Ocupación (TO),58.023796479
2007,Atlántico,Tasa de Desocupación (TD),11.816125733
2008,Atlántico,Tasa de Desocupación (TD),10.944092621
2009,Atlántico,Tasa de Desocupación (TD),10.368136869
2010,Atlántico,Tasa de Desocupación (TD),9.774052075
2011,Atlántico,Tasa de Desocupación (TD),8.252858361
2012,Atlántico,Tasa de Desocupación (TD),8.189345223
2013,Atlántico,Tasa de Desocupación (TD),7.710544407
2014,Atlántico,Tasa de Desocupación (TD),7.755550559
2015,Atlántico,Tasa de Desocupación (TD),8.173157658
2016,Atlántico,Tasa de Desocupación (TD),7.829165689
2017,Atlántico,Tasa de Desocupación (TD),7.557648041
2018,Atlántico,Tasa de Desocupación (TD),7.779692176
2019,Atlántico,Tasa de Desocupación (TD),7.4100081
2020,Atlántico,Tasa de Desocupación (TD),11.343575533
2021,Atlántico,Tasa de Desocupación (TD),14.226699263
2022,Atlántico,Tasa de Desocupación (TD),10.676510534
2023,Atlántico,Tasa de Desocupación (TD),9.12043957
2024,Atlántico,Tasa de Desocupación (TD),9.453106745
2025,Atlántico,Tasa de Desocupación (TD),8.505264983
2007,Atlántico,Tasa de Subocupación (TS),10.082106276
2008,Atlántico,Tasa de Subocupación (TS),7.134455586
2009,Atlántico,Tasa de Subocupación (TS),6.933275686
2010,Atlántico,Tasa de Subocupación (TS),8.38290795
2011,Atlántico,Tasa de Subocupación (TS),12.26050868
2012,Atlántico,Tasa de Subocupación (TS),12.090274404
2013,Atlántico,Tasa de Subocupación (TS),9.797571546
2014,Atlántico,Tasa de Subocupación (TS),9.865835671
2015,Atlántico,Tasa de Subocupación (TS),13.047296978
2016,Atlántico,Tasa de Subocupación (TS),11.728325481
2017,Atlántico,Tasa de Subocupación (TS),11.401666683
2018,Atlántico,Tasa de Subocupación (TS),12.746141159
2019,Atlántico,Tasa de Subocupación (TS),13.620033414
2020,Atlántico,Tasa de Subocupación (TS),0.0
2021,Atlántico,Tasa de Subocupación (TS),13.105153065
2022,Atlántico,Tasa de Subocupación (TS),14.726594066
2023,Atlántico,Tasa de Subocupación (TS),11.622610382
2024,Atlántico,Tasa de Subocupación (TS),9.564978753
2025,Atlántico,Tasa de Subocupación (TS),8.563517235
2007,Atlántico,Población total,2173.868
2008,Atlántico,Población total,2203.277
2009,Atlántico,Población total,2232.194
2010,Atlántico,Población total,2260.583
2011,Atlántico,Población total,2287.906
2012,Atlántico,Población total,2314.331
2013,Atlántico,Población total,2340.36
2014,Atlántico,Población total,2365.952
2015,Atlántico,Población total,2392.441
2016,Atlántico,Población total,2425.669
2017,Atlántico,Población total,2466.541
2018,Atlántico,Población total,2531.93
2019,Atlántico,Población total,2634.168
2020,Atlántico,Población total,2719.067
2021,Atlántico,Población total,2770.146
2022,Atlántico,Población total,2803.865
2023,Atlántico,Población total,2835.179
2024,Atlántico,Población total,2865.232
2025,Atlántico,Población total,2894.088
2007,Atlántico,Población en edad de trabajar (PET),1530.664
2008,Atlántico,Población en edad de trabajar (PET),1559.419
2009,Atlántico,Población en edad de trabajar (PET),1587.957
2010,Atlántico,Población en edad de trabajar (PET),1616.234
2011,Atlántico,Población en edad de trabajar (PET),1644.01
2012,Atlántico,Población en edad de trabajar (PET),1671.612
2013,Atlántico,Población en edad de trabajar (PET),1699.476
2014,Atlántico,Población en edad de trabajar (PET),1727.526
2015,Atlántico,Población en edad de trabajar (PET),1756.704
2016,Atlántico,Población en edad de trabajar (PET),1790.934
2017,Atlántico,Población en edad de trabajar (PET),1830.498
2018,Atlántico,Población en edad de trabajar (PET),1887.533
2019,Atlántico,Población en edad de trabajar (PET),1970.845
2020,Atlántico,Población en edad de trabajar (PET),2041.401
2021,Atlántico,Población en edad de trabajar (PET),2087.774
2022,Atlántico,Población en edad de trabajar (PET),2120.944
2023,Atlántico,Población en edad de trabajar (PET),2152.797
2024,Atlántico,Población en edad de trabajar (PET),2189.563
2025,Atlántico,Población en edad de trabajar (PET),2222.309
2007,Atlántico,Fuerza de trabajo,925.493001
2008,Atlántico,Fuerza de trabajo,919.941595
2009,Atlántico,Fuerza de trabajo,953.327188
2010,Atlántico,Fuerza de trabajo,985.680203
2011,Atlántico,Fuerza de trabajo,1025.384253
2012,Atlántico,Fuerza de trabajo,1046.700641
2013,Atlántico,Fuerza de trabajo,1067.4804490000001
2014,Atlántico,Fuerza de trabajo,1086.0036240000002
2015,Atlántico,Fuerza de trabajo,1135.5150409999999
2016,Atlántico,Fuerza de trabajo,1157.3600279999998
2017,Atlántico,Fuerza de trabajo,1156.51629
2018,Atlántico,Fuerza de trabajo,1193.3304879999998
2019,Atlántico,Fuerza de trabajo,1232.2001329999998
2020,Atlántico,Fuerza de trabajo,1174.515905
2021,Atlántico,Fuerza de trabajo,1285.133
2022,Atlántico,Fuerza de trabajo,1390.298
2023,Atlántico,Fuerza de trabajo,1402.404
2024,Atlántico,Fuerza de trabajo,1377.915
2025,Atlántico,Fuerza de trabajo,1409.336
2007,Atlántico,Población ocupada,816.135584
2008,Atlántico,Población ocupada,819.262334
2009,Atlántico,Población ocupada,854.48492
2010,Atlántico,Población ocupada,889.3393070000001
2011,Atlántico,Población ocupada,940.760743
2012,Atlántico,Población ocupada,960.9827120000001
2013,Atlántico,Población ocupada,985.1718950000001
2014,Atlántico,Población ocupada,1001.778063
2015,Atlántico,Población ocupada,1042.707607
2016,Atlántico,Población ocupada,1066.7483929999999
2017,Atlántico,Población ocupada,1069.110859
2018,Atlántico,Población ocupada,1100.49305
2019,Atlántico,Población ocupada,1140.894003
2020,Atlántico,Población ocupada,1041.283807
2021,Atlántico,Población ocupada,1102.301
2022,Atlántico,Población ocupada,1241.863
2023,Atlántico,Población ocupada,1274.498
2024,Atlántico,Población ocupada,1247.659
2025,Atlántico,Población ocupada,1289.468
2007,Atlántico,Población desocupada,109.357417
2008,Atlántico,Población desocupada,100.67926
2009,Atlántico,Población desocupada,98.84226799999999
2010,Atlántico,Población desocupada,96.34089599999999
2011,Atlántico,Población desocupada,84.62351
2012,Atlántico,Población desocupada,85.717929
2013,Atlántico,Población desocupada,82.308554
2014,Atlántico,Población desocupada,84.22556
2015,Atlántico,Población desocupada,92.807435
2016,Atlántico,Población desocupada,90.61163400000001
2017,Atlántico,Población desocupada,87.405431
2018,Atlántico,Población desocupada,92.837439
2019,Atlántico,Población desocupada,91.30613000000001
2020,Atlántico,Población desocupada,133.23209899999998
2021,Atlántico,Población desocupada,182.832
2022,Atlántico,Población desocupada,148.435
2023,Atlántico,Población desocupada,127.905
2024,Atlántico,Población desocupada,130.256
2025,Atlántico,Población desocupada,119.868
2007,Atlántico,Población fuera de la fuerza de trabajo,605.1709989999999
2008,Atlántico,Población fuera de la fuerza de trabajo,639.477405
2009,Atlántico,Población fuera de la fuerza de trabajo,634.629812
2010,Atlántico,Población fuera de la fuerza de trabajo,630.553797
2011,Atlántico,Población fuera de la fuerza de trabajo,618.6257469999999
2012,Atlántico,Población fuera de la fuerza de trabajo,624.9113590000001
2013,Atlántico,Población fuera de la fuerza de trabajo,631.995551
2014,Atlántico,Población fuera de la fuerza de trabajo,641.522376
2015,Atlántico,Población fuera de la fuerza de trabajo,621.1889590000001
2016,Atlántico,Población fuera de la fuerza de trabajo,633.5739719999999
2017,Atlántico,Población fuera de la fuerza de trabajo,673.9817099999999
2018,Atlántico,Población fuera de la fuerza de trabajo,694.202512
2019,Atlántico,Población fuera de la fuerza de trabajo,738.644867
2020,Atlántico,Población fuera de la fuerza de trabajo,866.885095
2021,Atlántico,Población fuera de la fuerza de trabajo,802.641
2022,Atlántico,Población fuera de la fuerza de trabajo,730.646
2023,Atlántico,Población fuera de la fuerza de trabajo,750.393
2024,Atlántico,Población fuera de la fuerza de trabajo,811.648
2025,Atlántico,Población fuera de la fuerza de trabajo,812.973
2007,Atlántico,Población subocupada,93.30918799999999
2008,Atlántico,Población subocupada,65.632824
2009,Atlántico,Población subocupada,66.096802
2010,Atlántico,Población subocupada,82.628664
2011,Atlántico,Población subocupada,125.717325
2012,Atlántico,Población subocupada,126.54898
2013,Atlántico,Población subocupada,104.587161
2014,Atlántico,Población subocupada,107.143333
2015,Atlántico,Población subocupada,148.15402
2016,Atlántico,Población subocupada,135.73895100000001
2017,Atlántico,Población subocupada,131.862133
2018,Atlántico,Población subocupada,152.103589
2019,Atlántico,Población subocupada,167.82607000000002
2020,Atlántico,Población subocupada,0.0
2021,Atlántico,Población subocupada,168.419
2022,Atlántico,Población subocupada,204.744
2023,Atlántico,Población subocupada,162.996
2024,Atlántico,Población subocupada,131.797
2025,Atlántico,Población subocupada,120.689
2007,Atlántico,Fuerza de trabajo potencial,0.0
2008,Atlántico,Fuerza de trabajo potencial,0.0
2009,Atlántico,Fuerza de trabajo potencial,0.0
2010,Atlántico,Fuerza de trabajo potencial,0.0
2011,Atlántico,Fuerza de trabajo potencial,0.0
2012,Atlántico,Fuerza de trabajo potencial,0.0
2013,Atlántico,Fuerza de trabajo potencial,0.0
2014,Atlántico,Fuerza de trabajo potencial,0.0
2015,Atlántico,Fuerza de trabajo potencial,0.0
2016,Atlántico,Fuerza de trabajo potencial,0.0
2017,Atlántico,Fuerza de trabajo potencial,0.0
2018,Atlántico,Fuerza de trabajo potencial,0.0
2019,Atlántico,Fuerza de trabajo potencial,0.0
2020,Atlántico,Fuerza de trabajo potencial,0.0
2021,Atlántico,Fuerza de trabajo potencial,94.403
2022,Atlántico,Fuerza de trabajo potencial,130.809
2023,Atlántico,Fuerza de trabajo potencial,160.374
2024,Atlántico,Fuerza de trabajo potencial,144.763
2025,Atlántico,Fuerza de trabajo potencial,110.486
2007,Bolívar,% población en edad de trabajar,68.454514073
2008,Bolívar,% población en edad de trabajar,68.860463768
2009,Bolívar,% población en edad de trabajar,69.208109375
2010,Bolívar,% población en edad de trabajar,69.566756113
2011,Bolívar,% población en edad de trabajar,69.917821989
2012,Bolívar,% población en edad de trabajar,70.277261853
2013,Bolívar,% población en edad de trabajar,70.650623868
2014,Bolívar,% población en edad de trabajar,71.031776743
2015,Bolívar,% población en edad de trabajar,71.419074821
2016,Bolívar,% población en edad de trabajar,71.79966536
2017,Bolívar,% población en edad de trabajar,72.144357124
2018,Bolívar,% población en edad de trabajar,72.470215431
2019,Bolívar,% población en edad de trabajar,72.74925785799999
2020,Bolívar,% población en edad de trabajar,73.010285995
2021,Bolívar,% población en edad de trabajar,73.28980551
2022,Bolívar,% población en edad de trabajar,73.555662341
2023,Bolívar,% población en edad de trabajar,73.824098048
2024,Bolívar,% población en edad de trabajar,74.239276614
2025,Bolívar,% población en edad de trabajar,74.584553984
2007,Bolívar,Tasa Global de Participación (TGP),61.014481688
2008,Bolívar,Tasa Global de Participación (TGP),55.082359308
2009,Bolívar,Tasa Global de Participación (TGP),57.344086621
2010,Bolívar,Tasa Global de Participación (TGP),59.242259773
2011,Bolívar,Tasa Global de Participación (TGP),62.8301804
2012,Bolívar,Tasa Global de Participación (TGP),65.47361061
2013,Bolívar,Tasa Global de Participación (TGP),64.537698284
2014,Bolívar,Tasa Global de Participación (TGP),64.742500718
2015,Bolívar,Tasa Global de Participación (TGP),65.324962333
2016,Bolívar,Tasa Global de Participación (TGP),64.377695442
2017,Bolívar,Tasa Global de Participación (TGP),63.960926764
2018,Bolívar,Tasa Global de Participación (TGP),64.799086765
2019,Bolívar,Tasa Global de Participación (TGP),64.264710227
2020,Bolívar,Tasa Global de Participación (TGP),60.429452269
2021,Bolívar,Tasa Global de Participación (TGP),64.216411976
2022,Bolívar,Tasa Global de Participación (TGP),63.709447152
2023,Bolívar,Tasa Global de Participación (TGP),64.608072464
2024,Bolívar,Tasa Global de Participación (TGP),58.671461752
2025,Bolívar,Tasa Global de Participación (TGP),58.258310973
