Fecha,Perspectiva,Concepto,Periodo,Valor
2024,Total nacional,Población ocupada,Dic - Feb,23330.997814
2025,Total nacional,Población ocupada,Ene - Mar,23358.235019
2025,Total nacional,Población ocupada,Feb - Abr,23582.649624
2025,Total nacional,Población ocupada,Mar - May,23635.101319
2025,Total nacional,Población ocupada,Abr - Jun,23651.954433
2025,Total nacional,Población ocupada,May - Jul,23782.943116
2025,Total nacional,Población ocupada,Jun - Ago,23844.278902
2025,Total nacional,Población ocupada,Jul - Sep,23902.24325
2025,Total nacional,Población ocupada,Ago - Oct,24035.76622
2025,Total nacional,Población ocupada,Sep - Nov,24298.367977
2025,Total nacional,Población ocupada,Oct - Dic,24397.302737
2025,Total nacional,Población ocupada,Nov - Ene,24016.432111
2025,Total nacional,Población ocupada,Dic - Feb,23848.204876
2026,Total nacional,Población ocupada,Ene - Mar,23890.987975
2026,Total nacional,Población ocupada,Feb - Abr,24241.02269
2026,Total nacional,Población ocupada,Mar - May,24404.076258
2021,Total nacional,Formal,Ene - Mar,7785.653908666667
2021,Total nacional,Formal,Feb - Abr,7909.355157000001
2021,Total nacional,Formal,Mar - May,8072.084484
2021,Total nacional,Formal,Abr - Jun,8129.446118333333
2021,Total nacional,Formal,May - Jul,8238.332096666667
2021,Total nacional,Formal,Jun - Ago,8213.251104
2021,Total nacional,Formal,Jul - Sep,8379.499542
2021,Total nacional,Formal,Ago - Oct,8468.644289000002
2021,Total nacional,Formal,Sep - Nov,8699.100822
2021,Total nacional,Formal,Oct - Dic,8786.183250666667
2021,Total nacional,Formal,Nov - Ene,8877.007702666668
2021,Total nacional,Formal,Dic - Feb,8866.115357
2022,Total nacional,Formal,Ene - Mar,8871.164574
2022,Total nacional,Formal,Feb - Abr,8972.862147
2022,Total nacional,Formal,Mar - May,9209.821490666667
2022,Total nacional,Formal,Abr - Jun,9319.959230333334
2022,Total nacional,Formal,May - Jul,9320.579292666667
2022,Total nacional,Formal,Jun - Ago,9295.435332333333
2022,Total nacional,Formal,Jul - Sep,9317.692012
2022,Total nacional,Formal,Ago - Oct,9435.209284333332
2022,Total nacional,Formal,Sep - Nov,9449.594036333334
2022,Total nacional,Formal,Oct - Dic,9555.084776000002
2022,Total nacional,Formal,Nov - Ene,9378.897764333333
2023,Total nacional,Formal,Ene - Mar,9275.529452333334
2023,Total nacional,Formal,Feb - Abr,9606.630535666665
2023,Total nacional,Formal,Mar - May,9844.298999666666
2023,Total nacional,Formal,Abr - Jun,10086.912075666667
2023,Total nacional,Formal,May - Jul,10109.484209666667
2023,Total nacional,Formal,Jun - Ago,10185.146267999999
2023,Total nacional,Formal,Jul - Sep,10163.486025
2023,Total nacional,Formal,Ago - Oct,10240.098126333332
2023,Total nacional,Formal,Sep - Nov,10298.674289
2023,Total nacional,Formal,Oct - Dic,10251.100362666666
2023,Total nacional,Formal,Nov - Ene,10054.055346000001
2023,Total nacional,Formal,Dic - Feb,9815.573713
2024,Total nacional,Formal,Ene - Mar,9792.551913333335
2024,Total nacional,Formal,Feb - Abr,9911.884756
2024,Total nacional,Formal,Mar - May,10090.831013666668
2024,Total nacional,Formal,Abr - Jun,10143.182266666667
2024,Total nacional,Formal,May - Jul,10172.497691666666
2024,Total nacional,Formal,Jun - Ago,10204.013674
2024,Total nacional,Formal,Jul - Sep,10280.891537666668
2024,Total nacional,Formal,Ago - Oct,10365.881872
2024,Total nacional,Formal,Sep - Nov,10452.200478666668
2024,Total nacional,Formal,Oct - Dic,10416.460848333334
2024,Total nacional,Formal,Nov - Ene,10278.111016
2024,Total nacional,Formal,Dic - Feb,10070.076338
2025,Total nacional,Formal,Ene - Mar,10004.248083
2025,Total nacional,Formal,Feb - Abr,10193.976907
2025,Total nacional,Formal,Mar - May,10415.646119
2025,Total nacional,Formal,Abr - Jun,10633.526133
2025,Total nacional,Formal,May - Jul,10707.799927
2025,Total nacional,Formal,Jun - Ago,10686.791196
2025,Total nacional,Formal,Jul - Sep,10754.485423
2025,Total nacional,Formal,Ago - Oct,10710.24066
2025,Total nacional,Formal,Sep - Nov,10848.084908
2025,Total nacional,Formal,Oct - Dic,10811.989069
2025,Total nacional,Formal,Nov - Ene,10726.999686
2025,Total nacional,Formal,Dic - Feb,10659.72814
2026,Total nacional,Formal,Ene - Mar,10672.697775
2026,Total nacional,Formal,Feb - Abr,10896.187587
2026,Total nacional,Formal,Mar - May,11055.548043
2021,Total nacional,Informal,Ene - Mar,12001.55655
2021,Total nacional,Informal,Feb - Abr,12094.802355666665
2021,Total nacional,Informal,Mar - May,11874.353662333333
2021,Total nacional,Informal,Abr - Jun,11809.811104
2021,Total nacional,Informal,May - Jul,11921.085153666665
2021,Total nacional,Informal,Jun - Ago,12142.199809666665
2021,Total nacional,Informal,Jul - Sep,12178.707161999999
2021,Total nacional,Informal,Ago - Oct,12312.091496333334
2021,Total nacional,Informal,Sep - Nov,12311.780958666668
2021,Total nacional,Informal,Oct - Dic,12496.108545333334
2021,Total nacional,Informal,Nov - Ene,12275.717234999998
2021,Total nacional,Informal,Dic - Feb,12424.555634999999
2022,Total nacional,Informal,Ene - Mar,12481.013219
2022,Total nacional,Informal,Feb - Abr,12799.852262333334
2022,Total nacional,Informal,Mar - May,12730.840537333332
2022,Total nacional,Informal,Abr - Jun,12734.958284666667
2022,Total nacional,Informal,May - Jul,12766.893888333332
2022,Total nacional,Informal,Jun - Ago,12783.784671333333
2022,Total nacional,Informal,Jul - Sep,12883.773950333334
2022,Total nacional,Informal,Ago - Oct,12949.919508666666
2022,Total nacional,Informal,Sep - Nov,13044.292388666669
2022,Total nacional,Informal,Oct - Dic,12965.073846666666
2022,Total nacional,Informal,Nov - Ene,12769.766245
2023,Total nacional,Informal,Ene - Mar,12897.122399
2023,Total nacional,Informal,Feb - Abr,12982.818312666664
2023,Total nacional,Informal,Mar - May,12856.737207
2023,Total nacional,Informal,Abr - Jun,12700.309772666666
2023,Total nacional,Informal,May - Jul,12824.349602
2023,Total nacional,Informal,Jun - Ago,12946.561942333332
2023,Total nacional,Informal,Jul - Sep,12986.333862
2023,Total nacional,Informal,Ago - Oct,12876.384211999999
2023,Total nacional,Informal,Sep - Nov,12825.963076
2023,Total nacional,Informal,Oct - Dic,12792.781065666668
2023,Total nacional,Informal,Nov - Ene,12637.433285333333
2023,Total nacional,Informal,Dic - Feb,12645.046650666665
2024,Total nacional,Informal,Ene - Mar,12594.984881333336
2024,Total nacional,Informal,Feb - Abr,12755.663953333331
2024,Total nacional,Informal,Mar - May,12755.769436
2024,Total nacional,Informal,Abr - Jun,12795.712739666667
2024,Total nacional,Informal,May - Jul,12879.178965
2024,Total nacional,Informal,Jun - Ago,12976.923639666667
2024,Total nacional,Informal,Jul - Sep,12997.165208666667
2024,Total nacional,Informal,Ago - Oct,12975.549089333334
2024,Total nacional,Informal,Sep - Nov,12951.693305666668
2024,Total nacional,Informal,Oct - Dic,13123.222070666665
2024,Total nacional,Informal,Nov - Ene,13098.148286
2024,Total nacional,Informal,Dic - Feb,13260.921476
2025,Total nacional,Informal,Ene - Mar,13353.986936
2025,Total nacional,Informal,Feb - Abr,13388.672717
2025,Total nacional,Informal,Mar - May,13219.455199
2025,Total nacional,Informal,Abr - Jun,13018.4283
2025,Total nacional,Informal,May - Jul,13075.14319
2025,Total nacional,Informal,Jun - Ago,13157.487706
2025,Total nacional,Informal,Jul - Sep,13147.757827
2025,Total nacional,Informal,Ago - Oct,13325.525561
2025,Total nacional,Informal,Sep - Nov,13450.283069
2025,Total nacional,Informal,Oct - Dic,13585.313668
2025,Total nacional,Informal,Nov - Ene,13289.432426
2025,Total nacional,Informal,Dic - Feb,13188.476735
2026,Total nacional,Informal,Ene - Mar,13218.2902
2026,Total nacional,Informal,Feb - Abr,13344.835103
2026,Total nacional,Informal,Mar - May,13348.528215
2021,Cabeceras,Población ocupada,Ene - Mar,15452.876498
2021,Cabeceras,Población ocupada,Feb - Abr,15584.526474666665
2021,Cabeceras,Población ocupada,Mar - May,15572.257071
2021,Cabeceras,Población ocupada,Abr - Jun,15589.326766333334
2021,Cabeceras,Población ocupada,May - Jul,15782.007923
2021,Cabeceras,Población ocupada,Jun - Ago,15951.523030666665
2021,Cabeceras,Población ocupada,Jul - Sep,16097.606977333335
2021,Cabeceras,Población ocupada,Ago - Oct,16264.285023999999
2021,Cabeceras,Población ocupada,Sep - Nov,16467.590099666664
2021,Cabeceras,Población ocupada,Oct - Dic,16676.964524
2021,Cabeceras,Población ocupada,Nov - Ene,16610.767765333334
2021,Cabeceras,Población ocupada,Dic - Feb,16703.74597433333
2022,Cabeceras,Población ocupada,Ene - Mar,16811.111012999998
2022,Cabeceras,Población ocupada,Feb - Abr,17145.172905
2022,Cabeceras,Población ocupada,Mar - May,17285.076749333337
2022,Cabeceras,Población ocupada,Abr - Jun,17361.210596333334
2022,Cabeceras,Población ocupada,May - Jul,17405.015801666665
2022,Cabeceras,Población ocupada,Jun - Ago,17446.740932666668
2022,Cabeceras,Población ocupada,Jul - Sep,17557.565065333332
2022,Cabeceras,Población ocupada,Ago - Oct,17706.210546333336
2022,Cabeceras,Población ocupada,Sep - Nov,17815.120315666663
2022,Cabeceras,Población ocupada,Oct - Dic,17849.97482966667
2022,Cabeceras,Población ocupada,Nov - Ene,17531.102021000002
2022,Cabeceras,Población ocupada,Dic - Feb,17384.84729
2023,Cabeceras,Población ocupada,Ene - Mar,17452.516924333333
2023,Cabeceras,Población ocupada,Feb - Abr,17781.288505
2023,Cabeceras,Población ocupada,Mar - May,17880.527688666665
2023,Cabeceras,Población ocupada,Abr - Jun,17971.67603866667
2023,Cabeceras,Población ocupada,May - Jul,18131.460703
2023,Cabeceras,Población ocupada,Jun - Ago,18335.21742
2023,Cabeceras,Población ocupada,Jul - Sep,18352.101407
2023,Cabeceras,Población ocupada,Ago - Oct,18342.419061666664
2023,Cabeceras,Población ocupada,Sep - Nov,18398.518675
2023,Cabeceras,Población ocupada,Oct - Dic,18311.809133333332
2023,Cabeceras,Población ocupada,Nov - Ene,18026.293991
2023,Cabeceras,Población ocupada,Dic - Feb,17804.717260666665
2024,Cabeceras,Población ocupada,Ene - Mar,17753.02226166667
2024,Cabeceras,Población ocupada,Feb - Abr,17974.169518666666
2024,Cabeceras,Población ocupada,Mar - May,18111.583402
2024,Cabeceras,Población ocupada,Abr - Jun,18217.156168999998
2024,Cabeceras,Población ocupada,May - Jul,18287.062284333337
2024,Cabeceras,Población ocupada,Jun - Ago,18375.71158866667
2024,Cabeceras,Población ocupada,Jul - Sep,18414.55891566667
2024,Cabeceras,Población ocupada,Ago - Oct,18521.401374333334
2024,Cabeceras,Población ocupada,Sep - Nov,18634.939053
2024,Cabeceras,Población ocupada,Oct - Dic,18745.438394
2024,Cabeceras,Población ocupada,Nov - Ene,18551.281227
2024,Cabeceras,Población ocupada,Dic - Feb,18448.351844
2025,Cabeceras,Población ocupada,Ene - Mar,18506.017278
2025,Cabeceras,Población ocupada,Feb - Abr,18710.903067
2025,Cabeceras,Población ocupada,Mar - May,18781.028974
2025,Cabeceras,Población ocupada,Abr - Jun,18803.790204
2025,Cabeceras,Población ocupada,May - Jul,18935.51881
2025,Cabeceras,Población ocupada,Jun - Ago,19051.102511
2025,Cabeceras,Población ocupada,Jul - Sep,19093.530449
2025,Cabeceras,Población ocupada,Ago - Oct,19229.900513
2025,Cabeceras,Población ocupada,Sep - Nov,19381.126461
2025,Cabeceras,Población ocupada,Oct - Dic,19496.368023
2025,Cabeceras,Población ocupada,Nov - Ene,19124.360805
2025,Cabeceras,Población ocupada,Dic - Feb,18976.945036
2026,Cabeceras,Población ocupada,Ene - Mar,18968.795098
2026,Cabeceras,Población ocupada,Feb - Abr,19290.770539
2026,Cabeceras,Población ocupada,Mar - May,19362.817575
2021,Cabeceras,Formal,Ene - Mar,7190.645035999999
2021,Cabeceras,Formal,Feb - Abr,7273.075634
2021,Cabeceras,Formal,Mar - May,7437.176897666667
2021,Cabeceras,Formal,Abr - Jun,7515.126292666667
2021,Cabeceras,Formal,May - Jul,7656.209493333333
2021,Cabeceras,Formal,Jun - Ago,7635.650848333334
2021,Cabeceras,Formal,Jul - Sep,7760.388522
2021,Cabeceras,Formal,Ago - Oct,7797.151768
2021,Cabeceras,Formal,Sep - Nov,7981.901473000001
2021,Cabeceras,Formal,Oct - Dic,8069.507410333333
2021,Cabeceras,Formal,Nov - Ene,8153.615546
2021,Cabeceras,Formal,Dic - Feb,8178.133753666666
2022,Cabeceras,Formal,Ene - Mar,8181.028822666667
2022,Cabeceras,Formal,Feb - Abr,8321.272099333333
2022,Cabeceras,Formal,Mar - May,8507.401129
2022,Cabeceras,Formal,Abr - Jun,8606.058389333333
2022,Cabeceras,Formal,May - Jul,8572.118006333332
2022,Cabeceras,Formal,Jun - Ago,8572.911934666667
2022,Cabeceras,Formal,Jul - Sep,8581.870421333333
2022,Cabeceras,Formal,Ago - Oct,8691.789393
2022,Cabeceras,Formal,Sep - Nov,8724.747054333333
2022,Cabeceras,Formal,Oct - Dic,8839.74012
2022,Cabeceras,Formal,Nov - Ene,8689.743826333333
2022,Cabeceras,Formal,Dic - Feb,8596.467177999999
2023,Cabeceras,Formal,Ene - Mar,8560.77987
2023,Cabeceras,Formal,Feb - Abr,8854.688576
2023,Cabeceras,Formal,Mar - May,9075.146902333334
2023,Cabeceras,Formal,Abr - Jun,9294.827792333332
2023,Cabeceras,Formal,May - Jul,9330.253128666665
2023,Cabeceras,Formal,Jun - Ago,9384.366174666668
2023,Cabeceras,Formal,Jul - Sep,9394.719366
2023,Cabeceras,Formal,Ago - Oct,9453.649784
2023,Cabeceras,Formal,Sep - Nov,9529.236305999999
2023,Cabeceras,Formal,Oct - Dic,9472.316979333333
2023,Cabeceras,Formal,Nov - Ene,9295.595346
2023,Cabeceras,Formal,Dic - Feb,9079.068256666666
2024,Cabeceras,Formal,Ene - Mar,9057.477511
2024,Cabeceras,Formal,Feb - Abr,9186.707420666666
2024,Cabeceras,Formal,Mar - May,9346.258371333332
2024,Cabeceras,Formal,Abr - Jun,9397.155901
2024,Cabeceras,Formal,May - Jul,9409.630235333336
2024,Cabeceras,Formal,Jun - Ago,9441.247366
2024,Cabeceras,Formal,Jul - Sep,9522.283538333331
2024,Cabeceras,Formal,Ago - Oct,9575.958030666667
2024,Cabeceras,Formal,Sep - Nov,9652.450486333333
2024,Cabeceras,Formal,Oct - Dic,9593.086862666667
2024,Cabeceras,Formal,Nov - Ene,9465.375533
2024,Cabeceras,Formal,Dic - Feb,9284.188755
2025,Cabeceras,Formal,Ene - Mar,9234.73457
2025,Cabeceras,Formal,Feb - Abr,9446.984061
2025,Cabeceras,Formal,Mar - May,9627.343959
2025,Cabeceras,Formal,Abr - Jun,9830.22678
2025,Cabeceras,Formal,May - Jul,9889.526643
2025,Cabeceras,Formal,Jun - Ago,9873.800884
2025,Cabeceras,Formal,Jul - Sep,9956.073746
2025,Cabeceras,Formal,Ago - Oct,9904.516172
2025,Cabeceras,Formal,Sep - Nov,10034.222067
2025,Cabeceras,Formal,Oct - Dic,9982.554785
2025,Cabeceras,Formal,Nov - Ene,9910.584225
2025,Cabeceras,Formal,Dic - Feb,9841.500636
2026,Cabeceras,Formal,Ene - Mar,9848.106099
2026,Cabeceras,Formal,Feb - Abr,10053.172696
2026,Cabeceras,Formal,Mar - May,10195.221176
2021,Cabeceras,Informal,Ene - Mar,8262.231461666668
2021,Cabeceras,Informal,Feb - Abr,8311.45084
2021,Cabeceras,Informal,Mar - May,8135.080172999999
2021,Cabeceras,Informal,Abr - Jun,8074.200473333333
2021,Cabeceras,Informal,May - Jul,8125.798429666666
2021,Cabeceras,Informal,Jun - Ago,8315.872182333333
2021,Cabeceras,Informal,Jul - Sep,8337.218455333334
2021,Cabeceras,Informal,Ago - Oct,8467.133256
2021,Cabeceras,Informal,Sep - Nov,8485.688626666666
2021,Cabeceras,Informal,Oct - Dic,8607.457113666667
2021,Cabeceras,Informal,Nov - Ene,8457.152219333333
2021,Cabeceras,Informal,Dic - Feb,8525.612220666668
2022,Cabeceras,Informal,Ene - Mar,8630.082190333334
2022,Cabeceras,Informal,Feb - Abr,8823.900806
2022,Cabeceras,Informal,Mar - May,8777.675620666667
2022,Cabeceras,Informal,Abr - Jun,8755.152207333334
2022,Cabeceras,Informal,May - Jul,8832.897795333332
2022,Cabeceras,Informal,Jun - Ago,8873.828997999999
2022,Cabeceras,Informal,Jul - Sep,8975.694644000001
2022,Cabeceras,Informal,Ago - Oct,9014.421153333335
2022,Cabeceras,Informal,Sep - Nov,9090.373261333334
2022,Cabeceras,Informal,Oct - Dic,9010.234709666669
2022,Cabeceras,Informal,Nov - Ene,8841.358194333334
2022,Cabeceras,Informal,Dic - Feb,8788.380111666667
2023,Cabeceras,Informal,Ene - Mar,8891.737053666666
2023,Cabeceras,Informal,Feb - Abr,8926.599928666668
2023,Cabeceras,Informal,Mar - May,8805.380785666666
2023,Cabeceras,Informal,Abr - Jun,8676.848246333333
2023,Cabeceras,Informal,May - Jul,8801.207574333333
2023,Cabeceras,Informal,Jun - Ago,8950.851245666667
2023,Cabeceras,Informal,Jul - Sep,8957.382040666665
2023,Cabeceras,Informal,Ago - Oct,8888.769277333333
2023,Cabeceras,Informal,Sep - Nov,8869.282368666667
2023,Cabeceras,Informal,Oct - Dic,8839.492153666666
2023,Cabeceras,Informal,Nov - Ene,8730.698644666667
2023,Cabeceras,Informal,Dic - Feb,8725.649003666667
2024,Cabeceras,Informal,Ene - Mar,8695.544750666668
2024,Cabeceras,Informal,Feb - Abr,8787.462097999998
2024,Cabeceras,Informal,Mar - May,8765.325031
2024,Cabeceras,Informal,Abr - Jun,8820.000268
2024,Cabeceras,Informal,May - Jul,8877.432049000001
2024,Cabeceras,Informal,Jun - Ago,8934.464222333334
2024,Cabeceras,Informal,Jul - Sep,8892.275377333333
2024,Cabeceras,Informal,Ago - Oct,8945.443343333332
2024,Cabeceras,Informal,Sep - Nov,8982.488566333333
2024,Cabeceras,Informal,Oct - Dic,9152.351531333332
2024,Cabeceras,Informal,Nov - Ene,9085.905694
2024,Cabeceras,Informal,Dic - Feb,9164.163089
2025,Cabeceras,Informal,Ene - Mar,9271.282707
2025,Cabeceras,Informal,Feb - Abr,9263.919006
2025,Cabeceras,Informal,Mar - May,9153.685015
2025,Cabeceras,Informal,Abr - Jun,8973.563425
2025,Cabeceras,Informal,May - Jul,9045.992166
2025,Cabeceras,Informal,Jun - Ago,9177.301626
2025,Cabeceras,Informal,Jul - Sep,9137.456703
2025,Cabeceras,Informal,Ago - Oct,9325.384341
2025,Cabeceras,Informal,Sep - Nov,9346.904394
2025,Cabeceras,Informal,Oct - Dic,9513.813238
2025,Cabeceras,Informal,Nov - Ene,9213.776579
2025,Cabeceras,Informal,Dic - Feb,9135.4444
2026,Cabeceras,Informal,Ene - Mar,9120.688999
2026,Cabeceras,Informal,Feb - Abr,9237.597843
2026,Cabeceras,Informal,Mar - May,9167.596399
2021,Centros poblados y rural disperso,Población ocupada,Ene - Mar,4334.333960666667
2021,Centros poblados y rural disperso,Población ocupada,Feb - Abr,4419.631038333333
2021,Centros poblados y rural disperso,Población ocupada,Mar - May,4374.181075666667
2021,Centros poblados y rural disperso,Población ocupada,Abr - Jun,4349.9304563333335
2021,Centros poblados y rural disperso,Población ocupada,May - Jul,4377.409327
2021,Centros poblados y rural disperso,Población ocupada,Jun - Ago,4403.927882333333
2021,Centros poblados y rural disperso,Población ocupada,Jul - Sep,4460.599726
2021,Centros poblados y rural disperso,Población ocupada,Ago - Oct,4516.450761
2021,Centros poblados y rural disperso,Población ocupada,Sep - Nov,4543.291681
2021,Centros poblados y rural disperso,Población ocupada,Oct - Dic,4605.3272719999995
2021,Centros poblados y rural disperso,Población ocupada,Nov - Ene,4541.957172666666
2021,Centros poblados y rural disperso,Población ocupada,Dic - Feb,4586.925017999999
2022,Centros poblados y rural disperso,Población ocupada,Ene - Mar,4541.06678
2022,Centros poblados y rural disperso,Población ocupada,Feb - Abr,4627.541503666666
2022,Centros poblados y rural disperso,Población ocupada,Mar - May,4655.585278
2022,Centros poblados y rural disperso,Población ocupada,Abr - Jun,4693.706918333333
2022,Centros poblados y rural disperso,Población ocupada,May - Jul,4682.4573789999995
2022,Centros poblados y rural disperso,Población ocupada,Jun - Ago,4632.479070666667
2022,Centros poblados y rural disperso,Población ocupada,Jul - Sep,4643.900896333334
2022,Centros poblados y rural disperso,Población ocupada,Ago - Oct,4678.918246
2022,Centros poblados y rural disperso,Población ocupada,Sep - Nov,4678.766108333333
2022,Centros poblados y rural disperso,Población ocupada,Oct - Dic,4670.183792
2022,Centros poblados y rural disperso,Población ocupada,Nov - Ene,4617.561987666667
2022,Centros poblados y rural disperso,Población ocupada,Dic - Feb,4679.288307
2023,Centros poblados y rural disperso,Población ocupada,Ene - Mar,4720.134927
2023,Centros poblados y rural disperso,Población ocupada,Feb - Abr,4808.160343333333
2023,Centros poblados y rural disperso,Población ocupada,Mar - May,4820.508518333333
2023,Centros poblados y rural disperso,Población ocupada,Abr - Jun,4815.545809666667
2023,Centros poblados y rural disperso,Población ocupada,May - Jul,4802.373108333334
2023,Centros poblados y rural disperso,Población ocupada,Jun - Ago,4796.490789666666
2023,Centros poblados y rural disperso,Población ocupada,Jul - Sep,4797.7184799999995
2023,Centros poblados y rural disperso,Población ocupada,Ago - Oct,4774.063277333334
2023,Centros poblados y rural disperso,Población ocupada,Sep - Nov,4726.118690666666
2023,Centros poblados y rural disperso,Población ocupada,Oct - Dic,4732.0722953333325
2023,Centros poblados y rural disperso,Población ocupada,Nov - Ene,4665.194640333332
2023,Centros poblados y rural disperso,Población ocupada,Dic - Feb,4655.903102666666
2024,Centros poblados y rural disperso,Población ocupada,Ene - Mar,4634.514532666667
2024,Centros poblados y rural disperso,Población ocupada,Feb - Abr,4693.379190333334
2024,Centros poblados y rural disperso,Población ocupada,Mar - May,4735.017047666667
2024,Centros poblados y rural disperso,Población ocupada,Abr - Jun,4721.738837666667
2024,Centros poblados y rural disperso,Población ocupada,May - Jul,4764.614372333333
2024,Centros poblados y rural disperso,Población ocupada,Jun - Ago,4805.225725
2024,Centros poblados y rural disperso,Población ocupada,Jul - Sep,4863.497830333334
2024,Centros poblados y rural disperso,Población ocupada,Ago - Oct,4820.029587333333
2024,Centros poblados y rural disperso,Población ocupada,Sep - Nov,4768.954732
2024,Centros poblados y rural disperso,Población ocupada,Oct - Dic,4794.244525666667
2024,Centros poblados y rural disperso,Población ocupada,Nov - Ene,4824.978076
2024,Centros poblados y rural disperso,Población ocupada,Dic - Feb,4882.64597
2025,Centros poblados y rural disperso,Población ocupada,Ene - Mar,4852.217741
2025,Centros poblados y rural disperso,Población ocupada,Feb - Abr,4871.746557
2025,Centros poblados y rural disperso,Población ocupada,Mar - May,4854.072345
2025,Centros poblados y rural disperso,Población ocupada,Abr - Jun,4848.164229
2025,Centros poblados y rural disperso,Población ocupada,May - Jul,4847.424307
2025,Centros poblados y rural disperso,Población ocupada,Jun - Ago,4793.176392
2025,Centros poblados y rural disperso,Población ocupada,Jul - Sep,4808.712801
2025,Centros poblados y rural disperso,Población ocupada,Ago - Oct,4805.865707
2025,Centros poblados y rural disperso,Población ocupada,Sep - Nov,4917.241516
2025,Centros poblados y rural disperso,Población ocupada,Oct - Dic,4900.934714
2025,Centros poblados y rural disperso,Población ocupada,Nov - Ene,4892.071307
2025,Centros poblados y rural disperso,Población ocupada,Dic - Feb,4871.25984
2026,Centros poblados y rural disperso,Población ocupada,Ene - Mar,4922.192877
2026,Centros poblados y rural disperso,Población ocupada,Feb - Abr,4950.252151
2026,Centros poblados y rural disperso,Población ocupada,Mar - May,5041.258684
2021,Centros poblados y rural disperso,Formal,Ene - Mar,595.0088723333333
2021,Centros poblados y rural disperso,Formal,Feb - Abr,636.2795226666667
2021,Centros poblados y rural disperso,Formal,Mar - May,634.9075863333334
2021,Centros poblados y rural disperso,Formal,Abr - Jun,614.3198256666666
2021,Centros poblados y rural disperso,Formal,May - Jul,582.1226033333332
2021,Centros poblados y rural disperso,Formal,Jun - Ago,577.6002556666666
2021,Centros poblados y rural disperso,Formal,Jul - Sep,619.1110199999999
2021,Centros poblados y rural disperso,Formal,Ago - Oct,671.492521
2021,Centros poblados y rural disperso,Formal,Sep - Nov,717.1993490000001
2021,Centros poblados y rural disperso,Formal,Oct - Dic,716.6758403333333
2021,Centros poblados y rural disperso,Formal,Nov - Ene,723.3921566666668
2021,Centros poblados y rural disperso,Formal,Dic - Feb,687.9816033333333
2022,Centros poblados y rural disperso,Formal,Ene - Mar,690.1357513333334
2022,Centros poblados y rural disperso,Formal,Feb - Abr,651.5900476666667
2022,Centros poblados y rural disperso,Formal,Mar - May,702.4203616666667
2022,Centros poblados y rural disperso,Formal,Abr - Jun,713.900841
