Fecha,Perspectiva,Concepto,Periodo,Valor
2022,Centros poblados y rural disperso,Formal,May - Jul,748.4612863333333
2022,Centros poblados y rural disperso,Formal,Jun - Ago,722.5233976666667
2022,Centros poblados y rural disperso,Formal,Jul - Sep,735.8215906666668
2022,Centros poblados y rural disperso,Formal,Ago - Oct,743.419891
2022,Centros poblados y rural disperso,Formal,Sep - Nov,724.8469813333332
2022,Centros poblados y rural disperso,Formal,Oct - Dic,715.344655
2022,Centros poblados y rural disperso,Formal,Nov - Ene,689.1539373333334
2022,Centros poblados y rural disperso,Formal,Dic - Feb,709.9787826666667
2023,Centros poblados y rural disperso,Formal,Ene - Mar,714.7495823333334
2023,Centros poblados y rural disperso,Formal,Feb - Abr,751.9419596666667
2023,Centros poblados y rural disperso,Formal,Mar - May,769.1520973333332
2023,Centros poblados y rural disperso,Formal,Abr - Jun,792.0842833333332
2023,Centros poblados y rural disperso,Formal,May - Jul,779.231081
2023,Centros poblados y rural disperso,Formal,Jun - Ago,800.7800933333333
2023,Centros poblados y rural disperso,Formal,Jul - Sep,768.766659
2023,Centros poblados y rural disperso,Formal,Ago - Oct,786.4483423333332
2023,Centros poblados y rural disperso,Formal,Sep - Nov,769.4379829999999
2023,Centros poblados y rural disperso,Formal,Oct - Dic,778.7833833333334
2023,Centros poblados y rural disperso,Formal,Nov - Ene,758.46
2023,Centros poblados y rural disperso,Formal,Dic - Feb,736.505456
2024,Centros poblados y rural disperso,Formal,Ene - Mar,735.0744020000001
2024,Centros poblados y rural disperso,Formal,Feb - Abr,725.177335
2024,Centros poblados y rural disperso,Formal,Mar - May,744.5726423333334
2024,Centros poblados y rural disperso,Formal,Abr - Jun,746.0263656666666
2024,Centros poblados y rural disperso,Formal,May - Jul,762.8674560000001
2024,Centros poblados y rural disperso,Formal,Jun - Ago,762.7663076666666
2024,Centros poblados y rural disperso,Formal,Jul - Sep,758.6079993333333
2024,Centros poblados y rural disperso,Formal,Ago - Oct,789.9238416666667
2024,Centros poblados y rural disperso,Formal,Sep - Nov,799.7499926666666
2024,Centros poblados y rural disperso,Formal,Oct - Dic,823.3739856666667
2024,Centros poblados y rural disperso,Formal,Nov - Ene,812.735483
2024,Centros poblados y rural disperso,Formal,Dic - Feb,785.887583
2025,Centros poblados y rural disperso,Formal,Ene - Mar,769.513513
2025,Centros poblados y rural disperso,Formal,Feb - Abr,746.992846
2025,Centros poblados y rural disperso,Formal,Mar - May,788.30216
2025,Centros poblados y rural disperso,Formal,Abr - Jun,803.299353
2025,Centros poblados y rural disperso,Formal,May - Jul,818.273283
2025,Centros poblados y rural disperso,Formal,Jun - Ago,812.990312
2025,Centros poblados y rural disperso,Formal,Jul - Sep,798.411677
2025,Centros poblados y rural disperso,Formal,Ago - Oct,805.724488
2025,Centros poblados y rural disperso,Formal,Sep - Nov,813.862841
2025,Centros poblados y rural disperso,Formal,Oct - Dic,829.434284
2025,Centros poblados y rural disperso,Formal,Nov - Ene,816.41546
2025,Centros poblados y rural disperso,Formal,Dic - Feb,818.227504
2026,Centros poblados y rural disperso,Formal,Ene - Mar,824.591676
2026,Centros poblados y rural disperso,Formal,Feb - Abr,843.01489
2026,Centros poblados y rural disperso,Formal,Mar - May,860.326868
2021,Centros poblados y rural disperso,Informal,Ene - Mar,3739.3250883333335
2021,Centros poblados y rural disperso,Informal,Feb - Abr,3783.3515156666667
2021,Centros poblados y rural disperso,Informal,Mar - May,3739.273489333333
2021,Centros poblados y rural disperso,Informal,Abr - Jun,3735.6106306666666
2021,Centros poblados y rural disperso,Informal,May - Jul,3795.2867236666666
2021,Centros poblados y rural disperso,Informal,Jun - Ago,3826.327627
2021,Centros poblados y rural disperso,Informal,Jul - Sep,3841.488706333333
2021,Centros poblados y rural disperso,Informal,Ago - Oct,3844.9582403333334
2021,Centros poblados y rural disperso,Informal,Sep - Nov,3826.092332
2021,Centros poblados y rural disperso,Informal,Oct - Dic,3888.6514316666667
2021,Centros poblados y rural disperso,Informal,Nov - Ene,3818.565015666667
2021,Centros poblados y rural disperso,Informal,Dic - Feb,3898.9434143333333
2022,Centros poblados y rural disperso,Informal,Ene - Mar,3850.9310286666664
2022,Centros poblados y rural disperso,Informal,Feb - Abr,3975.9514563333328
2022,Centros poblados y rural disperso,Informal,Mar - May,3953.1649166666666
2022,Centros poblados y rural disperso,Informal,Abr - Jun,3979.806077333333
2022,Centros poblados y rural disperso,Informal,May - Jul,3933.996093
2022,Centros poblados y rural disperso,Informal,Jun - Ago,3909.955673333334
2022,Centros poblados y rural disperso,Informal,Jul - Sep,3908.0793059999996
2022,Centros poblados y rural disperso,Informal,Ago - Oct,3935.4983549999997
2022,Centros poblados y rural disperso,Informal,Sep - Nov,3953.9191269999997
2022,Centros poblados y rural disperso,Informal,Oct - Dic,3954.8391370000004
2022,Centros poblados y rural disperso,Informal,Nov - Ene,3928.4080506666664
2022,Centros poblados y rural disperso,Informal,Dic - Feb,3969.3095246666667
2023,Centros poblados y rural disperso,Informal,Ene - Mar,4005.3853453333336
2023,Centros poblados y rural disperso,Informal,Feb - Abr,4056.218384
2023,Centros poblados y rural disperso,Informal,Mar - May,4051.3564213333334
2023,Centros poblados y rural disperso,Informal,Abr - Jun,4023.461526333334
2023,Centros poblados y rural disperso,Informal,May - Jul,4023.1420273333333
2023,Centros poblados y rural disperso,Informal,Jun - Ago,3995.710696333333
2023,Centros poblados y rural disperso,Informal,Jul - Sep,4028.951821
2023,Centros poblados y rural disperso,Informal,Ago - Oct,3987.614935
2023,Centros poblados y rural disperso,Informal,Sep - Nov,3956.6807076666664
2023,Centros poblados y rural disperso,Informal,Oct - Dic,3953.288912
2023,Centros poblados y rural disperso,Informal,Nov - Ene,3906.73464
2023,Centros poblados y rural disperso,Informal,Dic - Feb,3919.3976463333333
2024,Centros poblados y rural disperso,Informal,Ene - Mar,3899.440130333333
2024,Centros poblados y rural disperso,Informal,Feb - Abr,3968.2018553333332
2024,Centros poblados y rural disperso,Informal,Mar - May,3990.444405333333
2024,Centros poblados y rural disperso,Informal,Abr - Jun,3975.7124719999997
2024,Centros poblados y rural disperso,Informal,May - Jul,4001.7469163333335
2024,Centros poblados y rural disperso,Informal,Jun - Ago,4042.459417333333
2024,Centros poblados y rural disperso,Informal,Jul - Sep,4104.889831333333
2024,Centros poblados y rural disperso,Informal,Ago - Oct,4030.1057459999997
2024,Centros poblados y rural disperso,Informal,Sep - Nov,3969.204739333333
2024,Centros poblados y rural disperso,Informal,Oct - Dic,3970.870539333333
2024,Centros poblados y rural disperso,Informal,Nov - Ene,4012.242592
2024,Centros poblados y rural disperso,Informal,Dic - Feb,4096.758387
2025,Centros poblados y rural disperso,Informal,Ene - Mar,4082.704229
2025,Centros poblados y rural disperso,Informal,Feb - Abr,4124.753711
2025,Centros poblados y rural disperso,Informal,Mar - May,4065.770184
2025,Centros poblados y rural disperso,Informal,Abr - Jun,4044.864875
2025,Centros poblados y rural disperso,Informal,May - Jul,4029.151024
2025,Centros poblados y rural disperso,Informal,Jun - Ago,3980.18608
2025,Centros poblados y rural disperso,Informal,Jul - Sep,4010.301124
2025,Centros poblados y rural disperso,Informal,Ago - Oct,4000.14122
2025,Centros poblados y rural disperso,Informal,Sep - Nov,4103.378675
2025,Centros poblados y rural disperso,Informal,Oct - Dic,4071.500431
2025,Centros poblados y rural disperso,Informal,Nov - Ene,4075.655846
2025,Centros poblados y rural disperso,Informal,Dic - Feb,4053.032336
2026,Centros poblados y rural disperso,Informal,Ene - Mar,4097.601201
2026,Centros poblados y rural disperso,Informal,Feb - Abr,4107.237261
2026,Centros poblados y rural disperso,Informal,Mar - May,4180.931816
