año,actividad económica,producción (%),energía (pp),materiales (pp),servicios (pp),consumo intermedio total (pp)
2006,"Transporte, almacenamiento y comunicaciones",10.76235930039617,1.105528701970483,0.1984208745810534,3.928310255729244,5.23225983228078
2006,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.206342674998577,-0.01261239177033762,0.1773326508686602,2.017741170025488,2.1824614291238107
2006,"Actividades de servicios sociales, comunales y personales ",4.64995293760504,0.006669806414813908,0.1776463314251095,1.635318952203533,1.8196350900434564
2006,Total de la economía,6.538878085128862,0.3785569526037654,1.613452613591634,1.419871672982318,3.4118812391777174
2007,"Agricultura, ganadería, caza, silvicultura y pesca",3.64150359399309,0.1151369044825252,0.8867850740187213,0.1755975530459738,1.1775195315472202
2007,Minería y extracción,1.869625670648567,0.3832602683762885,-0.1195282099072407,0.6592225441987862,0.922954602667834
2007,Industrias manufactureras,6.530753554376734,0.3197591563902546,2.370808422303498,1.152548147536624,3.8431157262303763
2007,"Electricidad, gas y agua",4.072864127149423,2.808240644296833,-0.03754324080077144,-0.751235167044059,2.0194622364520023
2007,Construcción,6.205408681632107,0.05895209501336554,3.278771226058371,0.6333754103194289,3.971098731391166
2007,"Comercio, hoteles y restaurantes",7.187040076915263,0.1696855039561175,0.4207469389284267,2.280687903280704,2.871120346165248
2007,"Transporte, almacenamiento y comunicaciones",9.858001624523549,0.844483214828213,0.2146127545493464,3.091655778673143,4.150751748050703
2007,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.777810617738655,0.0310629440907205,-0.04297108422457668,2.159413460832385,2.147505320698529
2007,"Actividades de servicios sociales, comunales y personales ",4.468219676041052,0.0972915625835421,-0.2067170498967661,2.425144455108202,2.3157189677949783
2007,Total de la economía,6.108052561914324,0.3204628596231788,0.9865617958014268,1.612708980145971,2.9197336355705765
2008,"Agricultura, ganadería, caza, silvicultura y pesca",0.002142268019067473,0.1909303084773269,0.7892493683043247,-0.4855974451805512,0.4945822316011003
2008,Minería y extracción,9.185078757807652,1.011654716163912,0.1036826476113777,1.57271413728185,2.6880515010571395
2008,Industrias manufactureras,0.6275762901807092,0.3471958470046391,0.3186524569356485,-0.1624193395138156,0.503428964426472
2008,"Electricidad, gas y agua",0.1424691928794353,1.458187581756751,0.01130548701613643,-1.383137740193791,0.08635532857909634
2008,Construcción,10.4388696135838,0.2176314821945488,4.398506643428669,2.658478108110444,7.274616233733662
2008,"Comercio, hoteles y restaurantes",3.823033559313416,0.1761254116101001,1.029762285365466,0.9580327899365735,2.1639204869121396
2008,"Transporte, almacenamiento y comunicaciones",3.357263059007209,0.9869285396344427,0.2828525309065028,0.7078871586256719,1.9776682291666174
2008,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.834300033692962,0.03069867243677094,0.07442261954220779,1.480120934260127,1.5852422262391057
2008,"Actividades de servicios sociales, comunales y personales ",3.393334654929259,0.1106559589966092,0.5554202661573401,1.511616259656364,2.177692484810313
2008,Total de la economía,3.536170098948586,0.3550068057593224,0.7629385637218802,0.8155316970538042,1.933477066535007
2009,"Agricultura, ganadería, caza, silvicultura y pesca",-1.656022328489826,0.04043580087845212,-1.361446808635548,-0.1794831607436276,-1.5004941685007234
2009,Minería y extracción,10.43268725845561,0.4459435392490133,0.05833567847653815,2.00672329470552,2.5110025124310713
2009,Industrias manufactureras,-4.119428161108374,0.16462416519065,-2.829898787667986,-0.2202349092941371,-2.885509531771473
2009,"Electricidad, gas y agua",2.882954470155052,2.81008054535463,-0.3615207864143202,-0.9787875558195867,1.469772203120723
2009,Construcción,1.237189062747213,0.08037532732923448,-0.5078247087467492,0.8195587154390939,0.3921093340215791
2009,"Comercio, hoteles y restaurantes",-0.1781273740695255,0.03162593089652087,-0.4957171798573987,0.2441163221797714,-0.21997492678110644
2009,"Transporte, almacenamiento y comunicaciones",-4.191742053854242,0.3722276666254029,-0.3585960144805836,-1.984307145232702,-1.9706754930878825
2009,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.301836952261183,0.008844928575249125,-0.02374217529178635,0.8255583114938864,0.8106610647773491
2009,"Actividades de servicios sociales, comunales y personales ",2.907167496110219,0.03162625617685885,-0.3374547667852199,1.596360651243669,1.290532140635308
2009,Total de la economía,0.2090175902593837,0.2096374255109028,-0.9975494631167516,0.3094580486832559,-0.47845398892259294
2010,"Agricultura, ganadería, caza, silvicultura y pesca",0.5682483541499472,0.2012923635226936,-0.3049331399416094,0.4856245807038022,0.38198380428488643
2010,Minería y extracción,10.04443751780562,0.5728844063379139,0.1771751114151589,1.773289820776227,2.5233493385293
2010,Industrias manufactureras,2.402655258648156,0.4567982711936659,1.269780749507992,0.1175845655293081,1.844163586230966
2010,"Electricidad, gas y agua",1.611580278822089,-0.5069422545302115,0.0928360480591962,0.2613087460614837,-0.15279746040953157
2010,Construcción,-1.397167747813288,0.01889765235427921,-0.2115257647666822,-0.964967884655799,-1.157595997068202
2010,"Comercio, hoteles y restaurantes",4.924821626701625,0.03281334731939194,1.100528731522638,1.085814969224443,2.2191570480664726
2010,"Transporte, almacenamiento y comunicaciones",10.06583545938478,0.7011660027489993,0.7154903734913807,3.659819906566061,5.076476282806441
2010,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.59889484425544,0.000862465556297794,0.1668965805786818,0.705093631001193,0.8728526771361726
2010,"Actividades de servicios sociales, comunales y personales ",4.517792958313471,-0.001428619667066931,0.2651426672757443,1.703194117130298,1.9669081647389755
2010,Total de la economía,3.896883927467329,0.2106685955592301,0.5507898855382847,0.9116381285437233,1.673096609641238
2011,"Agricultura, ganadería, caza, silvicultura y pesca",2.219937027671826,0.1597752666886426,0.8890505935129932,-0.03501297488343274,1.0138128853182031
2011,Minería y extracción,13.14055991658751,0.8316913544543202,0.1319081926336662,2.152824927517119,3.1164244746051053
2011,Industrias manufactureras,5.106219322171857,0.6784877572521267,1.947303455811906,0.7154240331423265,3.3412152462063593
2011,"Electricidad, gas y agua",2.477607801171988,0.8229677489425388,0.1903037165205945,0.07708175938347409,1.0903532248466072
2011,Construcción,8.091296078416477,0.1116895928636588,3.954113056002803,1.812142181228863,5.877944830095324
2011,"Comercio, hoteles y restaurantes",6.519047678181522,0.1117374458801302,0.7464574743859648,2.170940539124538,3.0291354593906332
2011,"Transporte, almacenamiento y comunicaciones",9.020774040892743,1.064754993093291,0.2591119424257858,3.540987893348968,4.864854828868045
2011,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.568847805814571,0.02454740792463821,0.07093875385959159,2.260538923913763,2.356025085697993
2011,"Actividades de servicios sociales, comunales y personales ",4.67445367446464,0.02731370950508885,0.175758618208233,1.283269038337416,1.4863413660507376
2011,Total de la economía,6.400132043518472,0.3890416179278373,1.035439245260739,1.591708349288904,3.0161892124774803
2012,"Agricultura, ganadería, caza, silvicultura y pesca",2.427311729180914,0.1497054431946424,0.545505317992573,0.1828281857619375,0.8780389469491529
2012,Minería y extracción,4.429416464187597,0.2116803391840487,-0.003235364239063889,0.2714263508205542,0.47987132576553904
2012,Industrias manufactureras,0.3408411708107906,0.009515695403762452,-0.009596326442079141,0.01965614622423126,0.01957551518591457
2012,"Electricidad, gas y agua",2.973530916989908,1.973557982330083,0.177880140479799,-0.3131744769398651,1.838263645870017
2012,Construcción,4.551496340281069,0.0487459013519799,1.929888498441328,0.4463163598891828,2.4249507596824906
2012,"Comercio, hoteles y restaurantes",3.6496086612261,0.1057437171430049,0.2008173695314522,1.364356818053689,1.670917904728146
2012,"Transporte, almacenamiento y comunicaciones",2.414708155861511,0.6391178342757327,0.08186610919065095,0.2261585516195997,0.9471424950859832
2012,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.100954841830241,0.02828923138006307,0.04009557310962684,1.722791412055791,1.791176216545481
2012,"Actividades de servicios sociales, comunales y personales ",5.50934344110896,0.08769842637039219,0.08780369582167627,2.600512873216895,2.7760149954089632
2012,Total de la economía,3.294319422660301,0.1785603021474722,0.2542254144751946,0.886948506643387,1.3197342232660538
2013,"Agricultura, ganadería, caza, silvicultura y pesca",5.931989292172268,0.1164859995099157,1.148592351030322,0.2041898913272853,1.469268241867523
2013,Minería y extracción,3.92678458073723,0.1502439506517888,-0.01542723866368846,-0.1004360130277752,0.034380698960325154
2013,Industrias manufactureras,1.540174155857699,0.5240442686311099,0.2325070997438194,0.2469568414824851,1.0035082098574142
2013,"Electricidad, gas y agua",3.771982794594653,2.476292851076942,-0.05045395307967054,-0.3627052939088851,2.0631336040883865
2013,Construcción,9.6170571444965,0.08506652942928834,3.046402901780314,2.334232984153263,5.465702415362865
2013,"Comercio, hoteles y restaurantes",4.18645749807478,0.04555516751943421,0.433032633439705,1.056420624581715,1.535008425540854
2013,"Transporte, almacenamiento y comunicaciones",5.368728503847287,0.4742725894506525,-0.05436986537834863,1.969378632540144,2.3892813566124476
2013,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.922508236129364,0.00578311634297964,0.003866133663090435,1.173336566279804,1.1829858162858742
2013,"Actividades de servicios sociales, comunales y personales ",6.873471363057071,0.08442947593656094,0.1690294840318295,3.589949347734824,3.843408307703214
2013,Total de la economía,4.763238623685755,0.2856760111601445,0.4693607806281161,1.288423647674071,2.0434604394623315
2014,"Agricultura, ganadería, caza, silvicultura y pesca",2.557183832071175,0.1157313495134695,0.1182283307447448,0.5553523327595692,0.7893120130177835
2014,Minería y extracción,-2.202977536476869,-0.1754736071682067,-0.05834131866461243,-1.120150216047729,-1.353965141880548
2014,Industrias manufactureras,0.9203612284743201,-1.033433186423173,0.5636868734001307,0.4984348938624424,0.028688580839400124
2014,"Electricidad, gas y agua",5.483972451620112,2.048368699884203,0.06194817783406299,1.820509527310047,3.930826405028313
2014,Construcción,8.799313094679917,0.09962597667531885,2.894461366659457,2.414883577931441,5.408970921266217
2014,"Comercio, hoteles y restaurantes",4.26102240886177,0.08650230837279073,0.5393947250604962,1.049614105380737,1.675511138814024
2014,"Transporte, almacenamiento y comunicaciones",4.291399971232046,0.4941997725012893,-0.02628078325197988,1.448493678918784,1.9164126681680933
2014,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.191105067172664,0.03090905679928479,0.0838389897156451,1.722812822538761,1.8375608690536909
2014,"Actividades de servicios sociales, comunales y personales ",4.401123694153952,0.03729616652991944,0.02472854696092169,1.271940685420375,1.3339653989112161
2014,Total de la economía,3.738562582352405,-0.09977092736631478,0.4993416922998757,1.066596918446617,1.466167683380178
2015,"Agricultura, ganadería, caza, silvicultura y pesca",4.660559598596681,0.07972342571522038,1.606012049758777,0.3745322239934256,2.060267699467423
2015,Minería y extracción,-0.6781495444389662,0.545034196380898,0.01210743596125577,-0.6034395978065819,-0.046297965464428104
2015,Industrias manufactureras,2.330465530253978,0.005084407544455998,1.627291074468659,0.08818903732336432,1.7205645193364794
2015,"Electricidad, gas y agua",3.146202066399173,1.287243928378749,0.5841143557421458,1.654371964542466,3.5257302486633604
2015,Construcción,5.756590922360694,0.1217461729402812,2.081890717600573,1.17116181800287,3.3747987085437243
2015,"Comercio, hoteles y restaurantes",3.205947708883095,0.08148440263143626,0.9104870304997658,0.5319907610530625,1.5239621941842647
2015,"Transporte, almacenamiento y comunicaciones",2.01583449046181,-0.1015148284581617,0.218250911904872,0.5748137702711681,0.6915498537178784
2015,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",2.351043875712389,0.005625642555898479,0.1144230468958423,0.08953291641870488,0.20958160587044566
2015,"Actividades de servicios sociales, comunales y personales ",5.206248105566491,0.07002770637634653,0.8928454161993054,1.422385342891252,2.385258465466904
2015,Total de la economía,3.178792758244401,0.1088070678738767,0.9714027715484137,0.5324535732340107,1.612663412656301
2016,"Agricultura, ganadería, caza, silvicultura y pesca",2.568006586502758,0.04143450433146362,0.6291000007163727,0.2075642435144007,0.8780987485622371
2016,Minería y extracción,-4.069960810439799,-0.5593867705932595,-0.2130025595234053,-1.739711076357759,-2.5121004064744237
2016,Industrias manufactureras,2.323537526663877,0.7947314457470677,0.5252437225726926,-0.01210835218800648,1.3078668161317537
2016,"Electricidad, gas y agua",0.02646283513829673,-0.09772707978594593,-0.2472244234534221,0.1253947297644029,-0.2195567734749651
2016,Construcción,2.478166217861588,0.03566172741803371,0.1165021049509608,0.9746383618275919,1.1268021941965864
2016,"Comercio, hoteles y restaurantes",2.163473823621942,0.0225339350824867,0.7337378346316199,-0.5937411099795471,0.1625306597345595
2016,"Transporte, almacenamiento y comunicaciones",-0.5154889256735018,0.1451297052425151,-0.130555699799254,-0.4731760012392616,-0.45860199579600053
2016,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",0.7754604156270162,0.009767141843653935,-0.005825624822272865,-0.1760804324604203,-0.17213891543903923
2016,"Actividades de servicios sociales, comunales y personales ",2.61905025543685,0.0,0.05690478952873057,0.3913762362166723,0.44828102574540285
2016,Total de la economía,1.467999858889725,0.1663504817217281,0.2329105667494741,-0.05793848349949354,0.34132256497170865
2017,"Agricultura, ganadería, caza, silvicultura y pesca",4.916686302220352,0.1563899952743103,1.154598735497348,0.1652034787310244,1.4761922095026827
2017,Minería y extracción,-4.553722914319724,-0.02038151450169254,-0.1018958515712966,-1.25531123258311,-1.3775885986560992
2017,Industrias manufactureras,-1.290404816407964,0.2434841053262483,-0.8670358910238576,-0.1195216038636126,-0.7430733895612218
2017,"Electricidad, gas y agua",0.9001127909175288,-1.135441261649045,0.248378455184201,0.6571711688791017,-0.22989163758574238
2017,Construcción,-4.427004388496503,-0.1235260805144696,-1.404217105405922,-2.104450925215224,-3.6321941111356155
2017,"Comercio, hoteles y restaurantes",2.035730591156604,0.005424254634281121,0.1854025454589275,0.8668373441961154,1.057664144289324
2017,"Transporte, almacenamiento y comunicaciones",0.475685104032042,0.6906563286169666,-0.2116862538667071,-0.6460325645871295,-0.1670624898368701
2017,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",2.276816666406045,-0.03283272742877291,-0.09855228516678897,0.2730410014792863,0.14165598888372438
2017,"Actividades de servicios sociales, comunales y personales ",2.61432781914035,-0.01485999361062014,-0.0007773859608181854,0.7353844356590391,0.7197470560876008
2017,Total de la economía,0.4200472577350662,0.06394546897793002,-0.2747268761841822,-0.05965531940026639,-0.2704367266065185
2018,"Agricultura, ganadería, caza, silvicultura y pesca",1.921920462526394,-0.02508772481721951,0.6954528111601582,0.2554225365710216,0.9257876229139603
2018,Minería y extracción,-0.4607984560788481,-1.318052006159392,0.1325452677459637,1.403610712862936,0.2181039744495077
2018,Industrias manufactureras,2.166871414412075,0.5897189624593877,1.296844519839055,-0.1550104704795248,1.731553011818918
2018,"Electricidad, gas y agua",3.226174482023847,1.451996022233712,0.1815024204910209,0.4278565803410838,2.0613550230658166
2018,Construcción,-2.2740901075883,0.03446647476323735,-0.5334179181850024,-1.28756855724665,-1.786520000668415
2018,"Comercio, hoteles y restaurantes",2.095451548741156,0.01624266103484967,0.360816038612713,0.2003947676888748,0.5774534673364374
2018,"Transporte, almacenamiento y comunicaciones",2.910502507226109,0.3723599334379948,-0.120025811833409,1.196626735648584,1.4489608572531698
2018,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.431698688602935,0.002350139137843796,0.001193477393687229,0.6136282195216436,0.6171718360531746
2018,"Actividades de servicios sociales, comunales y personales ",4.484158709186392,0.0417039129332602,0.1497031818410389,1.76912142702228,1.960528521796579
2018,Total de la economía,2.24346944203088,0.144902216448445,0.3395882102162046,0.4707068076972332,0.9551972343618829
2019,"Agricultura, ganadería, caza, silvicultura y pesca",3.377299599853512,-0.03405120065438531,1.008822427316711,0.7067751797615573,1.681546406423883
2019,Minería y extracción,1.781628376146926,0.3668030043563943,-0.009026235003191071,0.3547836948808963,0.7125604642340995
2019,Industrias manufactureras,1.048017564674986,0.01155984116892194,0.614233666510862,0.0865266740411321,0.712320181720916
2019,"Electricidad, gas y agua",3.278873618006006,1.044972064917892,0.1276728227470649,0.7886121614788949,1.961257049143852
2019,Construcción,-2.965465176324322,-0.06713922676112519,0.403355410255527,-1.764137223352464,-1.4279210398580622
2019,"Comercio, hoteles y restaurantes",2.919909100467954,0.06850356765921256,-0.03494184978482254,0.7818163796454066,0.8153780975197966
2019,"Transporte, almacenamiento y comunicaciones",1.834649449113712,0.3571440932725886,0.02302044764350106,0.1987106627091636,0.5788752036252534
2019,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.423022509146811,0.006049699520339822,-0.06090009258354794,0.6251653608169936,0.5703149677537854
2019,"Actividades de servicios sociales, comunales y personales ",6.247624287490883,0.0519612444463662,0.4050786641875339,2.268323836297721,2.725363744931621
2019,Total de la economía,2.49828693451361,0.1020672750472666,0.2868645034943015,0.5466521031315036,0.9355838816730717
2020,"Agricultura, ganadería, caza, silvicultura y pesca",2.572923352608303,0.05095574535579956,1.205661653781467,0.08329086248380044,1.3399082616210671
2020,Minería y extracción,-14.51975404382742,-1.213029018491533,-0.2595629255406857,-4.005613165758702,-5.478205109790921
2020,Industrias manufactureras,-7.016095894799079,-1.153370494732,-1.966782968524308,-0.8579397464114674,-3.9780932096677755
2020,"Electricidad, gas y agua",-1.700895896874943,-0.8492351608705989,0.128904770519698,-0.1264232786248551,-0.846753668975756
2020,Construcción,-31.16413547168166,-0.2277277245545213,-10.36651175319567,-7.427663119998813,-18.021902597749005
2020,"Comercio, hoteles y restaurantes",-11.51822752059282,-0.1464992970848604,-3.700234346648046,-1.54754647722912,-5.394280120962026
2020,"Transporte, almacenamiento y comunicaciones",-17.14479078426239,-2.898035625350194,-0.6331209146967459,-5.166039110224975,-8.697195650271915
2020,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",-0.7989009277815207,-0.01547200946565343,-0.05797047911026833,-0.1083280851536832,-0.18177057372960495
2020,"Actividades de servicios sociales, comunales y personales ",-4.372590210361071,-0.09847366931196941,-0.3119191614486916,-2.996114433189847,-3.406507263950508
2020,Total de la economía,-8.554652568163663,-0.6327249345996444,-1.817605257427207,-2.179925340510348,-4.630255532537199
2021,"Agricultura, ganadería, caza, silvicultura y pesca",3.596780554619627,0.04429226673794526,1.237846838781057,-0.3827738346333548,0.8993652708856475
2021,Minería y extracción,0.01574823819838755,1.229434171226168,0.1672313758529093,-1.098121014586003,0.29854453249307444
2021,Industrias manufactureras,12.66967005444508,1.52020002916956,6.818318959072474,0.5862789997306123,8.924797987972648
2021,"Electricidad, gas y agua",5.357630574668537,1.560786846491186,0.3949658850246933,0.9927491800836996,2.948501911599579
2021,Construcción,6.667275989432397,0.02084956275581965,6.205443211857762,-0.4560804496261134,5.770212324987469
2021,"Comercio, hoteles y restaurantes",17.95562087948381,0.3593420167672122,3.35691081882486,4.13022981634098,7.8464826519330515
2021,"Transporte, almacenamiento y comunicaciones",16.46633731419769,2.330823696788667,0.8405113323118114,5.624975155703988,8.796310184804467
2021,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.112681527491425,0.01821750833589741,0.2270540534602357,1.259883817811357,1.5051553796074901
2021,"Actividades de servicios sociales, comunales y personales ",12.4950814029722,0.126916332937361,1.661641244390559,4.20947165554375,5.998029232871669
2021,Total de la economía,10.57476198098776,0.7168554226560798,2.919343002905637,2.029457438937058,5.665655864498775
2022,"Agricultura, ganadería, caza, silvicultura y pesca",1.689640719001151,0.03999492145813185,1.742607082239623,0.3787237097158995,2.161325713413654
2022,Minería y extracción,2.047737052456622,0.8240459856533181,0.237792830912566,0.2222573709306296,1.2840961874965138
2022,Industrias manufactureras,7.576710835337686,1.020727907568897,4.151873277080848,0.2584723672266204,5.4310735518763655
2022,"Electricidad, gas y agua",3.989417645527116,1.720152835068639,0.6335939491420315,-0.1873040508215881,2.1664427333890828
2022,Construcción,7.408015614248242,-0.202575802590874,6.068906476381782,-0.5407688027595174,5.325561871031391
2022,"Comercio, hoteles y restaurantes",13.55094582646528,0.7144878192350941,2.870867968600519,5.286381520726551,8.871737308562164
2022,"Transporte, almacenamiento y comunicaciones",18.48385113417832,3.310423474919514,1.287317574902514,6.438516022915657,11.036257072737685
2022,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.652919726788319,0.02254298770763794,0.3173806744376769,1.728337792049419,2.068261454194734
2022,"Actividades de servicios sociales, comunales y personales ",6.713881064685001,0.1059175441389037,1.648513420132642,1.933218415197414,3.6876493794689598
2022,Total de la economía,8.048415621681285,0.7241273387938992,2.369162576019414,1.941373149920659,5.034663064733973
2023,"Agricultura, ganadería, caza, silvicultura y pesca",1.423165648945179,-0.007298843869298066,0.1730736706506447,0.1895951166022328,0.3553699433835794
2023,Minería y extracción,2.699971856519046,0.2633561954494072,-0.02343362354437565,0.9845094014761054,1.224431973381137
2023,Industrias manufactureras,-1.164133231868725,0.8179373022177684,-1.870801146028952,0.430412940379273,-0.6224509034319105
2023,"Electricidad, gas y agua",3.10550195373116,3.005516262939775,-0.8591818598287077,-0.2300817159806395,1.9162526871304277
2023,Construcción,-2.900427473561251,0.06408670112899491,-2.961372997245082,1.306594366671948,-1.590691929444139
2023,"Comercio, hoteles y restaurantes",-4.812392767027163,0.09450710751663105,-0.9059236324993877,-1.448354598564841,-2.2597711235475977
2023,"Transporte, almacenamiento y comunicaciones",1.03441380324707,0.1419297586629999,-0.4827742296910066,0.9483525840136152,0.6075081129856086
2023,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.492018459165624,0.01534170822074797,0.03001361478921517,0.9483631461997337,0.9937184692096969
2023,"Actividades de servicios sociales, comunales y personales ",5.71208111081063,0.02712614618937382,0.2693721392403286,2.007923021375464,2.304421306805166
2023,Total de la economía,0.6911439906250468,0.3544439489216716,-0.7637267298194524,0.5550150311151284,0.14573225021734754
2024,"Agricultura, ganadería, caza, silvicultura y pesca",5.127293751259554,0.05421391514853013,0.8764771723188737,0.2045536727812471,1.1352447602486508
2024,Minería y extracción,-2.65111255483319,-0.03953022725982096,-0.05010502421844689,-0.5448758047388012,-0.634511056217069
2024,Industrias manufactureras,-2.092910879496568,-0.7960104660440375,-0.4763452460154363,-0.1377770232423928,-1.4101327353018664
2024,"Electricidad, gas y agua",2.245218958817041,1.314587159148644,-0.04721751505651518,0.03603041004112286,1.3034000541332516
2024,Construcción,-0.9773641581781511,0.05178279779120371,-0.8306731197892543,-0.2053492189853527,-0.9842395409834033
2024,"Comercio, hoteles y restaurantes",0.6009751908511163,-0.1304325454020895,0.03111275996588662,-0.01358739593998282,-0.1129071813761857
2024,"Transporte, almacenamiento y comunicaciones",0.4665398270097931,0.209300873111812,0.07566324275645245,-0.01793007788395647,0.26703403798430797
2024,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",0.8949776529115105,0.02001897921547351,-0.05046544067529762,0.2149770611935073,0.1845305997336832
2024,"Actividades de servicios sociales, comunales y personales ",4.13876479256432,0.01608791773124158,0.1741879205799116,1.088494842633009,1.2787706809441621
2024,Total de la economía,0.8444873596331464,-0.1032782230315242,-0.05881494651543883,0.1684155753474804,0.00632240580051735
