año,actividad económica,producción (%),contribución de los factores (pp),productividad total de los factores (pp)
2005,"Agricultura, ganadería, caza, silvicultura y pesca",2.503260688008169,7.112553168824213,-4.609292480816046
2005,Minería y extracción,3.664598198313129,-0.9198969518785582,4.584495150191688
2005,Industrias manufactureras,4.123621676996692,2.6759345865215938,1.447687090475098
2005,"Electricidad, gas y agua",2.459442228354014,2.116324825689442,0.3431174026645718
2005,Construcción,8.419444403530196,2.071602865528173,6.347841538002023
2005,"Comercio, hoteles y restaurantes",5.250468211289938,3.9220918568510914,1.328376354438846
2005,"Transporte, almacenamiento y comunicaciones",8.709013223948503,6.664599229108536,2.044413994839967
2005,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.925332801038085,8.383859058531737,-3.458526257493652
2005,"Actividades de servicios sociales, comunales y personales ",6.478775798151926,10.160634467196136,-3.68185866904421
2005,Total de la economía,5.266710463048241,5.193499112788782,0.07321135025945857
2006,"Agricultura, ganadería, caza, silvicultura y pesca",2.211937060917002,-0.519960564015884,2.731897624932886
2006,Minería y extracción,1.941622547332322,5.074323417184074,-3.132700869851751
2006,Industrias manufactureras,6.485864690916454,3.9325093391468524,2.553355351769602
2006,"Electricidad, gas y agua",3.820747142860714,2.5221220913567564,1.298625051503958
2006,Construcción,11.77404519622725,9.571556004246844,2.202489191980401
2006,"Comercio, hoteles y restaurantes",7.985004192117273,3.591625230081808,4.393378962035465
2006,"Transporte, almacenamiento y comunicaciones",10.76235930039617,9.918325902148798,0.844033398247376
2006,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.206342674998577,4.776462258426392,1.429880416572186
2006,"Actividades de servicios sociales, comunales y personales ",4.64995293760504,1.51979026557173,3.130162672033309
2006,Total de la economía,6.538878085128862,4.3328816737205385,2.205996411408322
2007,"Agricultura, ganadería, caza, silvicultura y pesca",3.64150359399309,1.3182967514620878,2.323206842531002
2007,Minería y extracción,1.869625670648567,6.193932579727936,-4.324306909079369
2007,Industrias manufactureras,6.530753554376734,6.523401390384183,0.007352163992550231
2007,"Electricidad, gas y agua",4.072864127149423,3.6137172898274588,0.4591468373219634
2007,Construcción,6.205408681632107,6.969150079286756,-0.7637413976546483
2007,"Comercio, hoteles y restaurantes",7.187040076915263,7.066494195554757,0.1205458813605063
2007,"Transporte, almacenamiento y comunicaciones",9.858001624523549,11.124184200617702,-1.266182576094153
2007,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.777810617738655,12.294909280737734,-5.517098662999077
2007,"Actividades de servicios sociales, comunales y personales ",4.468219676041052,7.167126704405836,-2.698907028364784
2007,Total de la economía,6.108052561914324,7.494803973233844,-1.386751411319521
2008,"Agricultura, ganadería, caza, silvicultura y pesca",0.002142268019067473,2.8946879326053927,-2.892545664586325
2008,Minería y extracción,9.185078757807652,11.95875521058114,-2.773676452773486
2008,Industrias manufactureras,0.6275762901807092,1.9642231183384304,-1.336646828157722
2008,"Electricidad, gas y agua",0.1424691928794353,1.5933121795418068,-1.450842986662372
2008,Construcción,10.4388696135838,7.496166190032396,2.942703423551406
2008,"Comercio, hoteles y restaurantes",3.823033559313416,4.128982310229139,-0.3059487509157224
2008,"Transporte, almacenamiento y comunicaciones",3.357263059007209,4.078858235622798,-0.7215951766155886
2008,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.834300033692962,7.964406179238168,-3.130106145545206
2008,"Actividades de servicios sociales, comunales y personales ",3.393334654929259,1.9703368194171063,1.422997835512152
2008,Total de la economía,3.536170098948586,4.3386868051958505,-0.8025167062472658
2009,"Agricultura, ganadería, caza, silvicultura y pesca",-1.656022328489826,0.9348300007770827,-2.590852329266908
2009,Minería y extracción,10.43268725845561,2.9528390040220884,7.47984825443352
2009,Industrias manufactureras,-4.119428161108374,-1.8755161806859244,-2.243911980422449
2009,"Electricidad, gas y agua",2.882954470155052,2.9898100956390192,-0.1068556254839663
2009,Construcción,1.237189062747213,2.5105633456303207,-1.273374282883108
2009,"Comercio, hoteles y restaurantes",-0.1781273740695255,0.6886059860500161,-0.8667333601195416
2009,"Transporte, almacenamiento y comunicaciones",-4.191742053854242,0.423069328617494,-4.614811382471736
2009,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.301836952261183,1.5204168160864118,1.781420136174772
2009,"Actividades de servicios sociales, comunales y personales ",2.907167496110219,2.3630457551177195,0.5441217409924994
2009,Total de la economía,0.2090175902593837,0.776871032072586,-0.5678534418132021
2010,"Agricultura, ganadería, caza, silvicultura y pesca",0.5682483541499472,2.045878784599301,-1.477630430449354
2010,Minería y extracción,10.04443751780562,11.481268526492556,-1.436831008686941
2010,Industrias manufactureras,2.402655258648156,3.536584863342136,-1.13392960469398
2010,"Electricidad, gas y agua",1.611580278822089,3.3933181128923238,-1.781737834070235
2010,Construcción,-1.397167747813288,2.6479825454378565,-4.045150293251145
2010,"Comercio, hoteles y restaurantes",4.924821626701625,5.5278451460847275,-0.6030235193831022
2010,"Transporte, almacenamiento y comunicaciones",10.06583545938478,8.669991468112073,1.395843991272702
2010,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.59889484425544,4.474409763112225,-0.8755149188567843
2010,"Actividades de servicios sociales, comunales y personales ",4.517792958313471,4.3552927489211655,0.1625002093923058
2010,Total de la economía,3.896883927467329,4.826468480612293,-0.929584553144964
2011,"Agricultura, ganadería, caza, silvicultura y pesca",2.219937027671826,1.171110819011238,1.048826208660588
2011,Minería y extracción,13.14055991658751,12.466604789428136,0.6739551271593776
2011,Industrias manufactureras,5.106219322171857,5.415697571361016,-0.3094782491891603
2011,"Electricidad, gas y agua",2.477607801171988,4.3634441500080605,-1.885836348836071
2011,Construcción,8.091296078416477,9.889120778106902,-1.797824699690425
2011,"Comercio, hoteles y restaurantes",6.519047678181522,4.94693397265397,1.572113705527552
2011,"Transporte, almacenamiento y comunicaciones",9.020774040892743,6.6569301801303356,2.363843860762408
2011,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.568847805814571,7.252033827519675,-0.6831860217051045
2011,"Actividades de servicios sociales, comunales y personales ",4.67445367446464,3.5954449031628,1.07900877130184
2011,Total de la economía,6.400132043518472,6.124883392279787,0.2752486512386846
2012,"Agricultura, ganadería, caza, silvicultura y pesca",2.427311729180914,0.47524744282871323,1.952064286352201
2012,Minería y extracción,4.429416464187597,4.8769669410024745,-0.447550476814877
2012,Industrias manufactureras,0.3408411708107906,1.2089929076230148,-0.8681517368122245
2012,"Electricidad, gas y agua",2.973530916989908,3.626551863675589,-0.6530209466856807
2012,Construcción,4.551496340281069,6.138582216121227,-1.587085875840158
2012,"Comercio, hoteles y restaurantes",3.6496086612261,3.0551674410245084,0.5944412202015918
2012,"Transporte, almacenamiento y comunicaciones",2.414708155861511,2.4128309854909915,0.001877170370519821
2012,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.100954841830241,5.995341180421557,-0.8943863385913149
2012,"Actividades de servicios sociales, comunales y personales ",5.50934344110896,4.112021964344003,1.397321476764957
2012,Total de la economía,3.294319422660301,3.4522943920066655,-0.1579749693463642
2013,"Agricultura, ganadería, caza, silvicultura y pesca",5.931989292172268,1.734307982241134,4.197681309931134
2013,Minería y extracción,3.92678458073723,5.942648231900208,-2.015863651162977
2013,Industrias manufactureras,1.540174155857699,1.9060145487481042,-0.3658403928904055
2013,"Electricidad, gas y agua",3.771982794594653,4.005198558796245,-0.2332157642015922
2013,Construcción,9.6170571444965,6.87241354780908,2.74464359668742
2013,"Comercio, hoteles y restaurantes",4.18645749807478,2.7544135667370697,1.432043931337711
2013,"Transporte, almacenamiento y comunicaciones",5.368728503847287,2.282540292246968,3.086188211600319
2013,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.922508236129364,6.846359541187665,-1.923851305058301
2013,"Actividades de servicios sociales, comunales y personales ",6.873471363057071,7.229506754679148,-0.3560353916220773
2013,Total de la economía,4.763238623685755,4.456624062860307,0.306614560825448
2014,"Agricultura, ganadería, caza, silvicultura y pesca",2.557183832071175,0.7696828686194832,1.787500963451692
2014,Minería y extracción,-2.202977536476869,5.269073708157446,-7.472051244634315
2014,Industrias manufactureras,0.9203612284743201,1.768650523802065,-0.8482892953277448
2014,"Electricidad, gas y agua",5.483972451620112,6.729625575873162,-1.24565312425305
2014,Construcción,8.799313094679917,8.798503569621623,0.0008095250582940139
2014,"Comercio, hoteles y restaurantes",4.26102240886177,2.308528200050941,1.952494208810829
2014,"Transporte, almacenamiento y comunicaciones",4.291399971232046,4.547907191845161,-0.2565072206131145
2014,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.191105067172664,5.682047910678617,0.5090571564940483
2014,"Actividades de servicios sociales, comunales y personales ",4.401123694153952,6.083890543511207,-1.682766849357254
2014,Total de la economía,3.738562582352405,4.439185773598743,-0.7006231912463368
2015,"Agricultura, ganadería, caza, silvicultura y pesca",4.660559598596681,1.8976432278777917,2.762916370718889
2015,Minería y extracción,-0.6781495444389662,2.7374427114520095,-3.415592255890976
2015,Industrias manufactureras,2.330465530253978,3.346008578711406,-1.015543048457428
2015,"Electricidad, gas y agua",3.146202066399173,4.6900844708288565,-1.543882404429683
2015,Construcción,5.756590922360694,6.452355524954078,-0.6957646025933855
2015,"Comercio, hoteles y restaurantes",3.205947708883095,-0.30599639318806626,3.511944102071161
2015,"Transporte, almacenamiento y comunicaciones",2.01583449046181,2.8378883555821672,-0.8220538651203575
2015,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",2.351043875712389,0.7389467787114583,1.61209709700093
2015,"Actividades de servicios sociales, comunales y personales ",5.206248105566491,3.839573006337453,1.366675099229038
2015,Total de la economía,3.178792758244401,2.792520597194514,0.3862721610498867
2016,"Agricultura, ganadería, caza, silvicultura y pesca",2.568006586502758,1.3095179560239165,1.258488630478841
2016,Minería y extracción,-4.069960810439799,-2.1854247107287383,-1.884536099711061
2016,Industrias manufactureras,2.323537526663877,1.8449546062894797,0.4785829203743972
2016,"Electricidad, gas y agua",0.02646283513829673,1.4321437786139775,-1.405680943475681
2016,Construcción,2.478166217861588,2.515698173520584,-0.03753195565899592
2016,"Comercio, hoteles y restaurantes",2.163473823621942,2.109009075275689,0.05446474834625281
2016,"Transporte, almacenamiento y comunicaciones",-0.5154889256735018,-0.30054247846927135,-0.2149464472042305
2016,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",0.7754604156270162,4.3505058456963415,-3.575045430069326
2016,"Actividades de servicios sociales, comunales y personales ",2.61905025543685,2.909226738152501,-0.2901764827156512
2016,Total de la economía,1.467999858889725,2.047248187976482,-0.5792483290867567
2017,"Agricultura, ganadería, caza, silvicultura y pesca",4.916686302220352,3.5068205508972543,1.409865751323098
2017,Minería y extracción,-4.553722914319724,-0.6480889722808841,-3.905633942038841
2017,Industrias manufactureras,-1.290404816407964,-0.5490936734031504,-0.7413111430048136
2017,"Electricidad, gas y agua",0.9001127909175288,1.4647786782060577,-0.5646658872885291
2017,Construcción,-4.427004388496503,-3.1150187705107233,-1.311985617985779
2017,"Comercio, hoteles y restaurantes",2.035730591156604,1.036042567295725,0.9996880238608787
2017,"Transporte, almacenamiento y comunicaciones",0.475685104032042,-0.001744938331928958,0.477430042363971
2017,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",2.276816666406045,3.1882238030382237,-0.9114071366321785
2017,"Actividades de servicios sociales, comunales y personales ",2.61432781914035,-0.5896004357728181,3.203928254913168
2017,Total de la economía,0.4200472577350662,0.30114592145183733,0.118901336283229
2018,"Agricultura, ganadería, caza, silvicultura y pesca",1.921920462526394,0.9565690838975142,0.9653513786288801
2018,Minería y extracción,-0.4607984560788481,4.016688628265572,-4.47748708434442
2018,Industrias manufactureras,2.166871414412075,2.2913575266317077,-0.1244861122196323
2018,"Electricidad, gas y agua",3.226174482023847,3.425714577724464,-0.1995400957006175
2018,Construcción,-2.2740901075883,-2.5734176373300133,0.2993275297417135
2018,"Comercio, hoteles y restaurantes",2.095451548741156,0.8532611264762904,1.242190422264866
2018,"Transporte, almacenamiento y comunicaciones",2.910502507226109,1.5156461734558762,1.394856333770233
