año,actividad económica,producción (%),capital tic (pp),capital no tic (pp),capital total (pp)
2016,"Comercio, hoteles y restaurantes",2.163473823621942,0.01874582087556698,0.02160765952432704,0.04035348039989402
2016,"Transporte, almacenamiento y comunicaciones",-0.5154889256735018,0.2708260720279873,0.2152480665039078,0.4860741385318951
2016,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",0.7754604156270162,0.02822449671964842,2.114745340082886,2.1429698368025343
2016,"Actividades de servicios sociales, comunales y personales ",2.61905025543685,0.0,0.0,0.0
2016,Total de la economía,1.467999858889725,0.04297100800637791,0.7503428224073474,0.7933138304137253
2017,"Agricultura, ganadería, caza, silvicultura y pesca",4.916686302220352,0.002915617837191898,0.6367442219957292,0.6396598398329211
2017,Minería y extracción,-4.553722914319724,0.199365630402157,1.201757780489365,1.401123410891522
2017,Industrias manufactureras,-1.290404816407964,0.003578287620086074,0.4687092126329984,0.47228750025308447
2017,"Electricidad, gas y agua",0.9001127909175288,0.001267599646327695,1.532365347864866,1.5336329475111936
2017,Construcción,-4.427004388496503,0.004539796351448765,1.059103807402289,1.0636436037537378
2017,"Comercio, hoteles y restaurantes",2.035730591156604,0.1002519893204623,0.04677544074324368,0.14702743006370597
2017,"Transporte, almacenamiento y comunicaciones",0.475685104032042,0.3859320173481771,0.08845185530309137,0.47438387265126847
2017,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",2.276816666406045,0.0208310350687162,2.004112233036453,2.024943268105169
2017,"Actividades de servicios sociales, comunales y personales ",2.61432781914035,0.0,0.0,0.0
2017,Total de la economía,0.4200472577350662,0.06196104024070472,0.6832390764480951,0.7452001166887998
2018,"Agricultura, ganadería, caza, silvicultura y pesca",1.921920462526394,0.009109069620554614,0.3075745814227113,0.31668365104326596
2018,Minería y extracción,-0.4607984560788481,-0.005323080605005201,1.062108295250039,1.0567852146450336
2018,Industrias manufactureras,2.166871414412075,0.007094395641702486,0.4401615037516677,0.4472558993933702
2018,"Electricidad, gas y agua",3.226174482023847,0.02185847067276908,1.151883994001252,1.173742464674021
2018,Construcción,-2.2740901075883,0.01665994406243319,-0.3210740522134609,-0.3044141081510277
2018,"Comercio, hoteles y restaurantes",2.095451548741156,0.05610299504403048,0.1700468274536337,0.2261498224976642
2018,"Transporte, almacenamiento y comunicaciones",2.910502507226109,0.5236844568369552,0.1989668133560453,0.7226512701930005
2018,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.431698688602935,0.119380184464463,1.88407329477716,2.0034534792416228
2018,"Actividades de servicios sociales, comunales y personales ",4.484158709186392,0.0,0.0,0.0
2018,Total de la economía,2.24346944203088,0.07576809127274027,0.5101040964060373,0.5858721876787776
2019,"Agricultura, ganadería, caza, silvicultura y pesca",3.377299599853512,0.01072041119170867,0.4939276074846805,0.5046480186763892
2019,Minería y extracción,1.781628376146926,0.2640365632207899,1.148965334836366,1.413001898057156
2019,Industrias manufactureras,1.048017564674986,0.01215207768249581,0.4845524738015937,0.49670455148408954
2019,"Electricidad, gas y agua",3.278873618006006,0.01429377923344543,0.7357553489480763,0.7500491281815217
2019,Construcción,-2.965465176324322,0.01879941249127028,0.2931885241209364,0.31198793661220664
2019,"Comercio, hoteles y restaurantes",2.919909100467954,0.1855535849522959,0.2669032264878783,0.4524568114401742
2019,"Transporte, almacenamiento y comunicaciones",1.834649449113712,0.3817843105276336,0.2896594504052167,0.6714437609328503
2019,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.423022509146811,0.1454937496167698,1.59680465256625,1.74229840218302
2019,"Actividades de servicios sociales, comunales y personales ",6.247624287490883,0.0,0.0,0.0
2019,Total de la economía,2.49828693451361,0.1006615339650932,0.558284917736616,0.6589464517017092
2020,"Agricultura, ganadería, caza, silvicultura y pesca",2.572923352608303,0.008160571124268944,0.2955978757911717,0.3037584469154406
2020,Minería y extracción,-14.51975404382742,0.1806413682994542,0.03996953896792903,0.22061090726738325
2020,Industrias manufactureras,-7.016095894799079,0.008355770161260524,0.1942481815914604,0.20260395175272092
2020,"Electricidad, gas y agua",-1.700895896874943,0.006362299906970988,0.06750100713902944,0.07386330704600043
2020,Construcción,-31.16413547168166,0.01138035218125807,-0.5172712618249287,-0.5058909096436706
2020,"Comercio, hoteles y restaurantes",-11.51822752059282,0.1247380287264361,-0.003102272493320607,0.1216357562331155
2020,"Transporte, almacenamiento y comunicaciones",-17.14479078426239,0.2503354064990749,-0.06849168554456057,0.1818437209545143
2020,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",-0.7989009277815207,0.1070208053042774,0.8802541294779025,0.9872749347821799
2020,"Actividades de servicios sociales, comunales y personales ",-4.372590210361071,0.0,0.0,0.0
2020,Total de la economía,-8.554652568163663,0.06696808195109517,0.1565391949850127,0.2235072769361079
2021,"Agricultura, ganadería, caza, silvicultura y pesca",3.596780554619627,0.01010108283337147,0.3749823748421476,0.38508345767551905
2021,Minería y extracción,0.01574823819838755,0.3130094821793894,0.575129309995141,0.8881387921745304
2021,Industrias manufactureras,12.66967005444508,0.0114942313821583,0.2974090990186732,0.3089033304008315
2021,"Electricidad, gas y agua",5.357630574668537,0.007456846655686277,0.4650817995216699,0.4725386461773562
2021,Construcción,6.667275989432397,0.009455356809696693,-0.1333592377288917,-0.12390388091919499
2021,"Comercio, hoteles y restaurantes",17.95562087948381,0.1355630248671731,0.1467042878740933,0.2822673127412664
2021,"Transporte, almacenamiento y comunicaciones",16.46633731419769,0.3846556649525248,0.2232293389760361,0.6078850039285609
2021,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.112681527491425,0.1292866518165314,1.413669048167764,1.5429556999842955
2021,"Actividades de servicios sociales, comunales y personales ",12.4950814029722,0.0368348222507229,0.0599293256229525,0.0967641478736754
2021,Total de la economía,10.57476198098776,0.0953282443030792,0.3971533851260498,0.492481629429129
2022,"Agricultura, ganadería, caza, silvicultura y pesca",1.689640719001151,0.01561063681956803,0.1550582956212697,0.1706689324408377
2022,Minería y extracción,2.047737052456622,0.4930424848718275,1.33598535010325,1.829027834975077
2022,Industrias manufactureras,7.576710835337686,0.01774290706326141,0.6110242747181867,0.6287671817814481
2022,"Electricidad, gas y agua",3.989417645527116,0.009920361850012653,0.3899401336285966,0.3998604954786092
2022,Construcción,7.408015614248242,0.01250687223036943,0.1448052598409838,0.1573121320713532
2022,"Comercio, hoteles y restaurantes",13.55094582646528,0.3032829241186138,0.5391485253394301,0.8424314494580439
2022,"Transporte, almacenamiento y comunicaciones",18.48385113417832,0.6550529025074621,0.4993630076088714,1.154415910116334
2022,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.652919726788319,0.1811737650408397,1.383241378736016,1.564415143776856
2022,"Actividades de servicios sociales, comunales y personales ",6.713881064685001,0.06680476797507824,0.1844429947301694,0.2512477627052476
2022,Total de la economía,8.048415621681285,0.1705287265377194,0.5998402734381371,0.7703689999758565
2023,"Agricultura, ganadería, caza, silvicultura y pesca",1.423165648945179,0.003714185497957261,0.1575606031258528,0.1612747886238101
2023,Minería y extracción,2.699971856519046,-0.01706142593907069,0.6314449481419342,0.6143835222028635
2023,Industrias manufactureras,-1.164133231868725,0.003376740481322873,0.3566714181970006,0.3600481586783235
2023,"Electricidad, gas y agua",3.10550195373116,0.004382934972073348,0.2662846853962109,0.2706676203682843
2023,Construcción,-2.900427473561251,0.001713916184830608,-0.05753853444716049,-0.05582461826232989
2023,"Comercio, hoteles y restaurantes",-4.812392767027163,-0.0008319240483887226,0.1383851125009143,0.1375531884525256
2023,"Transporte, almacenamiento y comunicaciones",1.03441380324707,0.0801245068523623,-0.01604245564159994,0.06408205121076237
2023,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.492018459165624,0.03267311578365056,1.051502722531241,1.084175838314892
2023,"Actividades de servicios sociales, comunales y personales ",5.71208111081063,0.003465375854026464,0.06820735746170878,0.07167273331573525
2023,Total de la economía,0.6911439906250468,0.01146502127152814,0.3087479347063807,0.3202129559779088
2024,"Agricultura, ganadería, caza, silvicultura y pesca",5.127293751259554,0.003039814272624191,0.5039626565443341,0.5070024708169584
2024,Minería y extracción,-2.65111255483319,0.05359964156151936,0.5248741562240646,0.578473797785584
2024,Industrias manufactureras,-2.092910879496568,0.003258864277226386,0.333037480016915,0.3362963442941414
2024,"Electricidad, gas y agua",2.245218958817041,0.002653071538535555,0.4261272379679657,0.4287803095065013
2024,Construcción,-0.9773641581781511,0.002844957914223884,-0.04208255541793308,-0.03923759750370919
2024,"Comercio, hoteles y restaurantes",0.6009751908511163,0.0395228960795561,0.1130193924988097,0.1525422885783658
2024,"Transporte, almacenamiento y comunicaciones",0.4665398270097931,0.09472684500353269,-0.01819224235147631,0.07653460265205639
2024,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",0.8949776529115105,0.03632046027984417,0.9279623011592096,0.9642827614390538
2024,"Actividades de servicios sociales, comunales y personales ",4.13876479256432,0.008258086338160409,0.05942241738454055,0.06768050372270096
2024,Total de la economía,0.8444873596331464,0.02404475493052589,0.3052980628651486,0.3293428177956745
