año,actividad económica,producción (%),capital tic (pp),capital no tic (pp),capital total (pp)
2005,"Agricultura, ganadería, caza, silvicultura y pesca",2.503260688008169,-0.0154096780074761,0.7366665990901702,0.7212569210826941
2005,Minería y extracción,3.664598198313129,-0.06905988629349157,2.325969800931248,2.2569099146377565
2005,Industrias manufactureras,4.123621676996692,-0.03684033599721381,0.1281546941860641,0.09131435818885028
2005,"Electricidad, gas y agua",2.459442228354014,-0.03332227184494787,0.7447317579285764,0.7114094860836285
2005,Construcción,8.419444403530196,-0.02081398271732212,0.07303111769694909,0.05221713497962697
2005,"Comercio, hoteles y restaurantes",5.250468211289938,-0.002826338181838275,0.037005002653869,0.034178664472030724
2005,"Transporte, almacenamiento y comunicaciones",8.709013223948503,-0.1943315709859601,1.308704949433122,1.1143733784471619
2005,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.925332801038085,-0.0710577447816395,3.016255682246714,2.9451979374650743
2005,"Actividades de servicios sociales, comunales y personales ",6.478775798151926,-0.03408785709227329,0.1742267814999005,0.1401389244076272
2005,Total de la economía,5.266710463048241,-0.04963244346088296,0.8013742292001956,0.7517417857393127
2006,"Agricultura, ganadería, caza, silvicultura y pesca",2.211937060917002,-0.01663144248665242,0.7903359995706054,0.773704557083953
2006,Minería y extracción,1.941622547332322,-0.1591680848415425,3.586313578533003,3.4271454936914605
2006,Industrias manufactureras,6.485864690916454,-0.01775203986214412,0.5902244211651487,0.5724723813030046
2006,"Electricidad, gas y agua",3.820747142860714,-0.03458669233386621,1.235178170715197,1.2005914783813307
2006,Construcción,11.77404519622725,-0.02571513119694185,0.6175022232702342,0.5917870920732924
2006,"Comercio, hoteles y restaurantes",7.985004192117273,0.01010200847517751,0.1709076225834295,0.181009631058607
2006,"Transporte, almacenamiento y comunicaciones",10.76235930039617,0.1552685864839704,2.463988837957017,2.6192574244409874
2006,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.206342674998577,-0.1552467011508415,3.132593202300189,2.9773465011493476
2006,"Actividades de servicios sociales, comunales y personales ",4.64995293760504,-0.03009218978675,0.2351930995510519,0.2051009097643019
2006,Total de la economía,6.538878085128862,-0.02814170347229213,1.194241972413515,1.1661002689412228
2007,"Agricultura, ganadería, caza, silvicultura y pesca",3.64150359399309,0.05999223878226221,0.9385859755463186,0.9985782143285808
2007,Minería y extracción,1.869625670648567,-0.1665714565812502,4.348463676420039,4.1818922198387884
2007,Industrias manufactureras,6.530753554376734,-0.03138246492770765,1.140556366946228,1.1091739020185203
2007,"Electricidad, gas y agua",4.072864127149423,-0.03725284780816875,1.616827479209489,1.5795746314013202
2007,Construcción,6.205408681632107,-0.03309818333786507,1.580560440317772,1.547462256979907
2007,"Comercio, hoteles y restaurantes",7.187040076915263,0.04568433853572047,0.248839589642143,0.2945239281778635
2007,"Transporte, almacenamiento y comunicaciones",9.858001624523549,0.2441433626567904,1.628254530239845,1.8723978928966354
2007,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.777810617738655,-0.1259498193598006,3.4087798434897,3.282830024129899
2007,"Actividades de servicios sociales, comunales y personales ",4.468219676041052,-0.02786105988956245,0.346975509183988,0.31911444929442556
2007,Total de la economía,6.108052561914324,-0.0105926793477193,1.466609353018039,1.4560166736703197
2008,"Agricultura, ganadería, caza, silvicultura y pesca",0.002142268019067473,-0.04171203018518505,0.8659077803262375,0.8241957501410524
2008,Minería y extracción,9.185078757807652,0.6608794022435199,5.445492970718957,6.106372372962477
2008,Industrias manufactureras,0.6275762901807092,0.008218755997202485,1.337731318717736,1.3459500747149384
2008,"Electricidad, gas y agua",0.1424691928794353,-0.02174756751440983,1.54291582267383,1.5211682551594201
2008,Construcción,10.4388696135838,-0.0184751741596693,0.5021565376129855,0.4836813634533162
2008,"Comercio, hoteles y restaurantes",3.823033559313416,0.04938302613898589,0.1374074676285912,0.18679049376757711
2008,"Transporte, almacenamiento y comunicaciones",3.357263059007209,0.1695089402312998,0.7609486213967136,0.9304575616280134
2008,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.834300033692962,0.1106345084073738,2.27384944086316,2.3844839492705336
2008,"Actividades de servicios sociales, comunales y personales ",3.393334654929259,-0.02685751546758862,0.2308863309395538,0.20402881547196516
2008,Total de la economía,3.536170098948586,0.06737002269368653,1.237462048081329,1.3048320707750154
2009,"Agricultura, ganadería, caza, silvicultura y pesca",-1.656022328489826,-0.02369117238446292,1.331757886893078,1.3080667145086151
2009,Minería y extracción,10.43268725845561,0.2402434463681774,3.004779138784361,3.2450225851525385
2009,Industrias manufactureras,-4.119428161108374,-0.009845814151814422,1.010465383073433,1.0006195689216184
2009,"Electricidad, gas y agua",2.882954470155052,-0.01817382447075628,1.492175641512695,1.4740018170419387
2009,Construcción,1.237189062747213,-0.01083927639184895,1.706237797184134,1.695398520792285
2009,"Comercio, hoteles y restaurantes",-0.1781273740695255,0.0,0.0,0.0
2009,"Transporte, almacenamiento y comunicaciones",-4.191742053854242,-0.2456274899330718,0.6749714335119285,0.42934394357885663
2009,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.301836952261183,-0.1374657908535355,2.069545102080167,1.9320793112266317
2009,"Actividades de servicios sociales, comunales y personales ",2.907167496110219,-0.003045194741076242,0.1093854801560985,0.10634028541502226
2009,Total de la economía,0.2090175902593837,-0.0329421287930072,1.093160646066296,1.0602185172732888
2010,"Agricultura, ganadería, caza, silvicultura y pesca",0.5682483541499472,-0.007875020040009874,0.9653464538757595,0.9574714338357496
2010,Minería y extracción,10.04443751780562,0.4609746331895173,3.066293903471695,3.5272685366612127
2010,Industrias manufactureras,2.402655258648156,0.003771004665336043,1.132550854779035,1.1363218594443711
2010,"Electricidad, gas y agua",1.611580278822089,-0.003110441601595809,1.805001577509271,1.801891135907675
2010,Construcción,-1.397167747813288,-0.005721481104593962,1.806469373102766,1.8007478919981719
2010,"Comercio, hoteles y restaurantes",4.924821626701625,0.0,0.0,0.0
2010,"Transporte, almacenamiento y comunicaciones",10.06583545938478,-0.014630538805216,0.4021984751298442,0.3875679363246282
2010,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.59889484425544,-0.005968033019168235,2.002105891527759,1.9961378585085907
2010,"Actividades de servicios sociales, comunales y personales ",4.517792958313471,0.0,0.0,0.0
2010,Total de la economía,3.896883927467329,0.02686330837104592,1.081596966717998,1.108460275089044
2011,"Agricultura, ganadería, caza, silvicultura y pesca",2.219937027671826,0.007934908013364323,0.9008057619690356,0.9087406699823999
2011,Minería y extracción,13.14055991658751,0.1547205951058349,6.089269613262388,6.243990208368223
2011,Industrias manufactureras,5.106219322171857,0.007601065419899416,1.183606502144564,1.1912075675644636
2011,"Electricidad, gas y agua",2.477607801171988,0.01285790866062335,2.007834263129661,2.0206921717902846
2011,Construcción,8.091296078416477,0.01020268180111086,2.166200215800195,2.1764028976013057
2011,"Comercio, hoteles y restaurantes",6.519047678181522,0.0,0.0,0.0
2011,"Transporte, almacenamiento y comunicaciones",9.020774040892743,0.0889227933270931,0.5304777109717633,0.6194005042988564
2011,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.568847805814571,0.08720443551330928,2.44851442905692,2.5357188645702293
2011,"Actividades de servicios sociales, comunales y personales ",4.67445367446464,0.0,0.0,0.0
2011,Total de la economía,6.400132043518472,0.03603420226575796,1.465451171989474,1.501485374255232
2012,"Agricultura, ganadería, caza, silvicultura y pesca",2.427311729180914,0.007515974457589445,0.6068116151912916,0.614327589648881
2012,Minería y extracción,4.429416464187597,0.3818840527716028,5.515362504011742,5.897246556783345
2012,Industrias manufactureras,0.3408411708107906,0.009938834290402805,1.146969325880151,1.1569081601705538
2012,"Electricidad, gas y agua",2.973530916989908,0.01166568221422304,2.005905186360032,2.0175708685742553
2012,Construcción,4.551496340281069,0.008838756477484009,2.381676249202712,2.390515005680196
2012,"Comercio, hoteles y restaurantes",3.6496086612261,0.0,0.0,0.0
2012,"Transporte, almacenamiento y comunicaciones",2.414708155861511,0.1313716814516693,0.272920292051101,0.40429197350277035
2012,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",5.100954841830241,0.137300352747464,2.262316790100725,2.399617142848189
2012,"Actividades de servicios sociales, comunales y personales ",5.50934344110896,6.604654257652819e-17,5.055741251944788e-16,5.716206677710069e-16
2012,Total de la economía,3.294319422660301,0.06814968809092432,1.410995319004508,1.4791450070954322
2013,"Agricultura, ganadería, caza, silvicultura y pesca",5.931989292172268,0.008221475845091067,0.6641451627698847,0.6723666386149757
2013,Minería y extracción,3.92678458073723,0.4727645587980974,4.990337658704894,5.463102217502992
2013,Industrias manufactureras,1.540174155857699,0.01762387653185212,1.121708690143649,1.1393325666755012
2013,"Electricidad, gas y agua",3.771982794594653,0.01742237607978224,1.998650091114915,2.016072467194697
2013,Construcción,9.6170571444965,0.006658704011810629,1.819616474127953,1.8262751781397637
2013,"Comercio, hoteles y restaurantes",4.18645749807478,0.0,0.0,0.0
2013,"Transporte, almacenamiento y comunicaciones",5.368728503847287,0.2286461222291608,0.3354932956005676,0.5641394178297284
2013,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.922508236129364,0.1964009530692399,2.194056330052272,2.390457283121512
2013,"Actividades de servicios sociales, comunales y personales ",6.873471363057071,5.56262713479751e-17,7.921944526938658e-16,8.478207240418409e-16
2013,Total de la economía,4.763238623685755,0.09492359207960112,1.30625955723782,1.4011831493174212
2014,"Agricultura, ganadería, caza, silvicultura y pesca",2.557183832071175,0.007089445511711884,0.5397985501738416,0.5468879956855535
2014,Minería y extracción,-2.202977536476869,0.4482564663515059,4.763350466597277,5.211606932948783
2014,Industrias manufactureras,0.9203612284743201,0.01618634026462084,1.154471343828185,1.1706576840928058
2014,"Electricidad, gas y agua",5.483972451620112,0.01721259678211071,2.032390487016812,2.0496030837989228
2014,Construcción,8.799313094679917,0.007064864535121224,1.82293603075335,1.8300008952884712
2014,"Comercio, hoteles y restaurantes",4.26102240886177,0.001979322839416227,0.004006387554485413,0.00598571039390164
2014,"Transporte, almacenamiento y comunicaciones",4.291399971232046,0.3079847477278422,0.538845985643737,0.8468307333715792
2014,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.191105067172664,0.1349553116931634,2.291032772351369,2.4259880840445325
2014,"Actividades de servicios sociales, comunales y personales ",4.401123694153952,0.0008303444947546496,0.004608548229687095,0.005438892724441745
2014,Total de la economía,3.738562582352405,0.08855480449834603,1.304231325638255,1.392786130136601
2015,"Agricultura, ganadería, caza, silvicultura y pesca",4.660559598596681,-0.005343459905956216,0.5751282529505268,0.5697847930445706
2015,Minería y extracción,-0.6781495444389662,0.04163289877172184,3.360192738936506,3.4018256377082277
2015,Industrias manufactureras,2.330465530253978,0.0146663938137152,0.9829037585360139,0.997570152349729
2015,"Electricidad, gas y agua",3.146202066399173,-0.0007379788053507666,1.336077357774829,1.3353393789694783
2015,Construcción,5.756590922360694,-0.006578855822139919,0.102013889765019,0.09543503394287908
2015,"Comercio, hoteles y restaurantes",3.205947708883095,0.02130361036746537,0.03768641654236882,0.05899002690983419
2015,"Transporte, almacenamiento y comunicaciones",2.01583449046181,0.1181867287813294,0.1587996285759773,0.2769863573573067
2015,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",2.351043875712389,0.0424801210838438,2.362449253553482,2.4049293746373257
2015,"Actividades de servicios sociales, comunales y personales ",5.206248105566491,-0.0002501245622037435,0.005753491506311856,0.005503366944108112
2015,Total de la economía,3.178792758244401,0.02465521943900051,0.9055240417579872,0.9301792611969877
2016,"Agricultura, ganadería, caza, silvicultura y pesca",2.568006586502758,0.00460409385008275,0.605663055077544,0.6102671489276268
2016,Minería y extracción,-4.069960810439799,0.1723908898571765,1.890764713177658,2.0631556030348346
2016,Industrias manufactureras,2.323537526663877,0.008069931548170123,0.4777425267241088,0.4858124582722789
2016,"Electricidad, gas y agua",0.02646283513829673,0.004473816268148298,1.539097366940023,1.5435711832081713
2016,Construcción,2.478166217861588,0.005956476093306213,1.056778215018936,1.0627346911122422
