año,actividad económica,producción (%),composición del trabajo (pp),horas trabajadas (pp),laboral total (pp)
2005,"Agricultura, ganadería, caza, silvicultura y pesca",2.503260688008169,0.6494649989302956,2.89463278748248,3.5440977864127756
2005,Minería y extracción,3.664598198313129,1.346939783990083,-2.25462550111157,-0.9076857171214869
2005,Industrias manufactureras,4.123621676996692,-0.05416621483132015,0.617826681811413,0.5636604669800929
2005,"Electricidad, gas y agua",2.459442228354014,1.117490069666812,0.9376238805765064,2.055113950243318
2005,Construcción,8.419444403530196,-0.5111334041030898,1.796948769206753,1.2858153651036632
2005,"Comercio, hoteles y restaurantes",5.250468211289938,0.1364948052037576,1.039008227682206,1.1755030328859635
2005,"Transporte, almacenamiento y comunicaciones",8.709013223948503,0.6350829302694819,2.920844518541726,3.5559274488112083
2005,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.925332801038085,-0.2505702116669086,2.356742243851615,2.1061720321847064
2005,"Actividades de servicios sociales, comunales y personales ",6.478775798151926,1.663841891647351,1.984843815536439,3.64868570718379
2005,Total de la economía,5.266710463048241,0.3946967631314486,1.432785998195235,1.8274827613266837
2006,"Agricultura, ganadería, caza, silvicultura y pesca",2.211937060917002,0.07001964274060055,-2.220997633769351,-2.1509779910287503
2006,Minería y extracción,1.941622547332322,-0.7022034249007744,2.04057548673839,1.3383720618376156
2006,Industrias manufactureras,6.485864690916454,-0.02714149633842393,-0.8148134147050147,-0.8419549110434386
2006,"Electricidad, gas y agua",3.820747142860714,-0.1798332177495445,-0.504449130186936,-0.6842823479364806
2006,Construcción,11.77404519622725,0.333128036555031,0.6047919420578196,0.9379199786128506
2006,"Comercio, hoteles y restaurantes",7.985004192117273,0.2311364863733018,-0.682048722673604,-0.45091223630030214
2006,"Transporte, almacenamiento y comunicaciones",10.76235930039617,0.2803002996984458,1.786508345728584,2.0668086454270296
2006,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.206342674998577,-0.7588697590319137,0.3755240871851465,-0.38334567184676716
2006,"Actividades de servicios sociales, comunales y personales ",4.64995293760504,1.448170073766326,-1.953115808002354,-0.5049457342360282
2006,Total de la economía,6.538878085128862,0.1525576153788296,-0.3976574497772312,-0.24509983439840163
2007,"Agricultura, ganadería, caza, silvicultura y pesca",3.64150359399309,-0.8162752098068345,-0.04152578460687882,-0.8578009944137134
2007,Minería y extracción,1.869625670648567,0.3446124163948778,0.7444733408264363,1.0890857572213142
2007,Industrias manufactureras,6.530753554376734,0.2662586286769774,1.304853133458309,1.5711117621352864
2007,"Electricidad, gas y agua",4.072864127149423,0.1142028439227491,-0.09952242194861292,0.014680421974136174
2007,Construcción,6.205408681632107,0.09164790137694084,1.358941189538742,1.4505890909156829
2007,"Comercio, hoteles y restaurantes",7.187040076915263,0.3746049539836688,3.526244967227977,3.9008499212116456
2007,"Transporte, almacenamiento y comunicaciones",9.858001624523549,-0.01356933712156686,5.11460389679193,5.101034559670364
2007,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.777810617738655,0.3189550235587106,6.545618912350595,6.864573935909306
2007,"Actividades de servicios sociales, comunales y personales ",4.468219676041052,1.602432734005871,2.929860553310562,4.532293287316433
2007,Total de la economía,6.108052561914324,0.3811801159106246,2.737873548082323,3.119053663992948
2008,"Agricultura, ganadería, caza, silvicultura y pesca",0.002142268019067473,0.8627225385358116,0.7131874123274282,1.57590995086324
2008,Minería y extracción,9.185078757807652,1.383808935866611,1.780522400694911,3.164331336561522
2008,Industrias manufactureras,0.6275762901807092,0.2861285484214647,-0.1712844692244447,0.11484407919701997
2008,"Electricidad, gas y agua",0.1424691928794353,-0.04989747796275285,0.0356860737660432,-0.014211404196709652
2008,Construcción,10.4388696135838,-0.2465360184593206,-0.01559538869526201,-0.2621314071545826
2008,"Comercio, hoteles y restaurantes",3.823033559313416,0.452585536666871,1.325685792882551,1.778271329549422
2008,"Transporte, almacenamiento y comunicaciones",3.357263059007209,-0.2193861710681089,1.390118615896276,1.170732444828167
2008,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",4.834300033692962,-0.2121608032730495,4.206840807001577,3.994680003728528
2008,"Actividades de servicios sociales, comunales y personales ",3.393334654929259,1.012983858967127,-1.424368339832299,-0.4113844808651721
2008,Total de la economía,3.536170098948586,0.342052614355673,0.7583250535301553,1.1003776678858284
2009,"Agricultura, ganadería, caza, silvicultura y pesca",-1.656022328489826,-0.6355591955731349,1.762816650342326,1.127257454769191
2009,Minería y extracción,10.43268725845561,-0.6333619190907482,-2.169824174470773,-2.8031860935615214
2009,Industrias manufactureras,-4.119428161108374,-0.3631356019682916,0.3725093841322218,0.0093737821639302
2009,"Electricidad, gas y agua",2.882954470155052,-0.0198280142094158,0.06586408968577319,0.046036075476357394
2009,Construcción,1.237189062747213,-0.5210050019142818,0.9440604927307383,0.42305549081645655
2009,"Comercio, hoteles y restaurantes",-0.1781273740695255,-0.5971767825289275,1.50575769536005,0.9085809128311225
2009,"Transporte, almacenamiento y comunicaciones",-4.191742053854242,0.0594741156700138,1.904926762456506,1.9644008781265199
2009,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.301836952261183,-2.094478263259047,0.872154703341478,-1.222323559917569
2009,"Actividades de servicios sociales, comunales y personales ",2.907167496110219,-0.2272413249999735,1.193414654067363,0.9661733290673894
2009,Total de la economía,0.2090175902593837,-0.6184157183487777,0.8135222220706679,0.1951065037218902
2010,"Agricultura, ganadería, caza, silvicultura y pesca",0.5682483541499472,-0.01569332767833942,0.7221168741570042,0.7064235464786648
2010,Minería y extracción,10.04443751780562,1.3664019058649,4.064248745437144,5.430650651302044
2010,Industrias manufactureras,2.402655258648156,0.2120926755062772,0.3440067421605215,0.5560994176667987
2010,"Electricidad, gas y agua",1.611580278822089,-0.007170185061300537,1.751394622455481,1.7442244373941804
2010,Construcción,-1.397167747813288,0.2942491815257104,1.710581468982176,2.0048306505078863
2010,"Comercio, hoteles y restaurantes",4.924821626701625,0.2414883974796689,3.067199700538586,3.308688098018255
2010,"Transporte, almacenamiento y comunicaciones",10.06583545938478,0.4705596317538481,2.735387617227155,3.205947248981003
2010,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",3.59889484425544,1.209650803645003,0.3957684238224584,1.6054192274674615
2010,"Actividades de servicios sociales, comunales y personales ",4.517792958313471,0.1895815386198612,2.198803045562329,2.38838458418219
2010,Total de la economía,3.896883927467329,0.4431577286582478,1.601753867223763,2.0449115958820108
2011,"Agricultura, ganadería, caza, silvicultura y pesca",2.219937027671826,-0.222358248282799,-0.5290844880065659,-0.751442736289365
2011,Minería y extracción,13.14055991658751,1.275931411994933,1.830258694459875,3.1061901064548083
2011,Industrias manufactureras,5.106219322171857,0.04519172876148528,0.8380830288287083,0.8832747575901936
2011,"Electricidad, gas y agua",2.477607801171988,0.3864884643374915,0.865910289033677,1.2523987533711685
2011,Construcción,8.091296078416477,0.01222800761278166,1.82254504279749,1.8347730504102717
2011,"Comercio, hoteles y restaurantes",6.519047678181522,-0.1460564393514067,2.063854952614744,1.9177985132633373
2011,"Transporte, almacenamiento y comunicaciones",9.020774040892743,0.1261258096531501,1.046549037310284,1.172674846963434
2011,"Intermediación financiera, actividades inmobiliarias, empresariales y de alquiler",6.568847805814571,-0.09689649305706283,2.457186370308516,2.360289877251453
2011,"Actividades de servicios sociales, comunales y personales ",4.67445367446464,0.7381619215690784,1.370941615542984,2.1091035371120626
2011,Total de la economía,6.400132043518472,0.2003856916311683,1.406823113915906,1.6072088055470743
2012,"Agricultura, ganadería, caza, silvicultura y pesca",2.427311729180914,-0.04835329935479528,-0.9687657944145254,-1.0171190937693206
2012,Minería y extracción,4.429416464187597,-0.8661719854968619,-0.6339789560495476,-1.5001509415464094
2012,Industrias manufactureras,0.3408411708107906,-0.03935893394228643,0.07186816620883296,0.032509232266546534
2012,"Electricidad, gas y agua",2.973530916989908,-0.06803536194112383,-0.1612472888275597,-0.22928265076868354
2012,Construcción,4.551496340281069,0.04290089750130658,1.280215553257234,1.3231164507585405
2012,"Comercio, hoteles y restaurantes",3.6496086612261,-0.1069205877634853,1.491170124059848,1.3842495362963627
