Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Colombia,-49115.0,-47849.0,-50108.0,-52631.0,-53972.0,-51855.0,-59395.0,-57256.0,-61442.0,-64238.0,-66065.0,-84712.0,-77708.0,-75630.0,-80816.0,-84462.0,-98057.0,-67638.0,-67870.0,-63657.0,-44203.0,-50351.0,-37090.0,-13329.0,-18692.0,-21408.0,-42368.0,-36040.0,-25064.0,-21329.0,-7590.0,-48458.0,-15147.0,-30103.0,-16023.0,-33097.0,-28251.0,-23600.0,-8186.0,-22698.0,-27878.0,-28582.0,-24387.0,-33114.0,-25949.0,-41465.0,-39303.0,-49634.0,-63313.0,-46901.0,-34220.0,-46385.0,-56070.0,-64789.0,-67522.0,-41123.0,104373.0,431072.0,495524.0,396826.0,227130.0,199070.0,183180.0,154521.0,141643.0,129139.0
