Fecha,Duración - Deuda interna,Duración - Deuda externa,Duración - Deuda total,Vida media - Deuda interna,Vida media - Deuda externa,Vida media - Deuda total,Cupón promedio (%) - Deuda interna (COP),Cupón promedio (%) - Deuda externa (USD),Cupón promedio (%) - Deuda Total
2014-03-31,4.314465606098062,5.8798340578907125,4.757256773359141,5.610865682624113,11.039864068409019,7.146550479099513,7.940411178999791,6.013806569522378,7.395438202890473
2014-04-30,4.346175450033628,5.886133657753692,4.770727563803839,5.6522065718154275,10.949240518197081,7.112549422273937,7.965878199245839,6.018534642400295,7.429013744645091
2014-05-31,4.594371788318117,5.9614562827387205,4.9741896972545065,5.957600834745761,10.947902098704585,7.344059242236343,7.943556299807616,6.020966466469792,7.409402007793488
2014-06-30,4.606958710727857,5.824504224366177,4.934870755310972,5.880306746215637,10.878406255081993,7.226405935628844,7.877116057203866,6.030427547679416,7.379761832591127
2014-07-31,4.675204574685944,5.750747624744121,4.962271419734134,5.903106706432969,10.799318300026949,7.209925633658032,8.019032349599478,6.025308477535553,7.486899282662087
2014-08-31,4.640584328101632,5.855844409782397,4.967476539524964,5.863998448707269,10.733756627608802,7.173912305168616,8.01161923936711,6.036036999358423,7.480208344678689
2014-09-30,4.6693372899125025,5.861459604875734,4.99678175245242,5.787100148859307,10.707476613799336,7.138597396107828,7.76663928130704,6.011400174239384,7.284521533129045
2014-10-31,4.679140785162719,5.906094037394079,5.019517158550862,5.729144540462986,10.888207147565753,7.160350674107017,7.785096122695151,5.954710943951387,7.277318122261009
2014-11-30,4.633033814762896,5.890542954461111,4.996416323347019,5.788213271450256,10.8969894689085,7.264496704962914,7.895122619984746,5.936146070787364,7.329037022487101
2014-12-31,4.5280867970029,5.72081302322323,4.897456636460773,5.681577419274098,11.468151073784005,7.473594509860522,7.897990310851852,5.780656807117697,7.242283142551028
2015-01-31,4.52808179300728,6.136295784790456,5.043429646930277,5.866156109013406,12.136345613207103,7.87542149358692,7.9380149629221854,5.748163182672776,7.236282841993627
2015-02-28,4.656505980182938,6.091007304993679,5.124026160386299,5.891663679511468,12.181578863896023,7.941618064081517,7.9671183260118985,5.612906007074002,7.199853947408394
2015-03-31,4.6131847783030775,6.2965293683382235,5.179291622932406,5.941055637713465,12.596705786817793,8.179343108484678,8.022025034840546,5.572564591969713,7.1982743122811135
2015-04-30,4.6427029791570416,6.228274534351311,5.149852997829414,6.044126982952734,12.464507816729814,8.097705863746192,8.059976855490747,5.620805360101625,7.27980022746077
2015-05-31,4.61284956601683,6.153602898785622,5.110011248826041,5.858104935732083,12.475013605311034,7.993212080527979,8.011178634725175,5.620121305292672,7.239645605841343
2015-06-30,4.548612257260424,6.041831797291825,5.038980924603337,6.000852736158828,12.432955715585969,8.113135412400622,8.024299488404182,5.6771171609321405,7.253492089306593
2015-07-31,4.712489594546887,6.065157692795149,5.187675317875594,6.130218387278798,12.415066135440984,8.338054830741013,8.129374373069654,5.595255463181473,7.2391507263705055
2015-08-31,4.577902332636615,5.968963752988345,5.083170553502789,6.08563737137057,12.387939324987158,8.374790710595594,8.212925936343739,5.581429298806256,7.25710069037603
2015-09-30,4.634135639334917,6.322430445804215,5.249642547805639,5.85147970942185,12.250676356240469,8.184454809319586,8.394730474363804,5.458246509631432,7.324167347603905
2015-10-31,4.847943752387966,6.275610472263791,5.363810505948952,6.091160993475576,12.389745917595713,8.367063703539896,8.593037021147746,5.35115918815809,7.42163127927323
2015-11-30,4.829958190257211,6.191593719913733,5.338072767109771,6.102378639603471,12.425337484957161,8.461884901145776,8.81628344368759,5.336172008920828,7.51762803218968
2015-12-31,4.742876954896497,5.894777209958599,5.180378141110568,5.911603415869763,12.50041087063215,8.41408665131209,8.956167045694544,5.3933982457061225,7.602998167268192
2016-01-31,4.6477796209310345,5.862307419159921,5.122270070989833,5.932234086000058,12.437169949602747,8.473575626329941,9.185490914444856,5.268380169231674,7.655158185019681
2016-02-29,4.637595335518748,5.8304251975128265,5.095158646991617,6.106172735042614,12.389953187719598,8.516598131074192,9.2545810037882,5.193422742518605,7.696741883852466
2016-03-31,4.7017883874679836,6.097570026469383,5.214824565499255,5.993728450630047,12.22459482503986,8.283957653557378,9.38863859739235,5.177010448920534,7.8406044721356425
2016-04-30,4.729540576522463,6.069169996667433,5.202039999306845,6.025259787168791,12.13508379824495,8.180250021882536,9.37733223254355,5.210238965825767,7.907560716925621
2016-05-31,4.751835535872034,5.932984301935683,5.179940343207218,6.021961985479518,12.231257414131324,8.272507640307708,9.425581546582384,5.191633163429624,7.890996142173595
2016-06-30,4.987785539984187,6.033737221197133,5.36,6.206739218901271,12.156595631739187,8.3,9.646547426284986,5.075247092398306,8.040722896347091
2016-07-31,5.126309617665224,5.992901343709568,5.441563687211378,6.324180157844073,12.088592666576421,8.421193604090202,9.848593707849892,5.078969793550287,8.11347057662504
2016-08-31,5.106905983318004,5.7820709566695845,5.342332496773893,6.315262795536788,12.008003132708476,8.300291732889756,9.554334091465387,5.117563897113875,8.007255408345873
2016-09-30,5.156797710500839,5.760853901679002,5.363206090452971,6.30952105823114,11.941444024158647,8.233971320292007,9.273734234115764,5.133490341322805,7.858996587190381
2016-10-31,5.075918373182748,5.64212756727147,5.271216015369531,6.203751987243157,11.873115439846014,8.1592365087816,9.007349978342315,5.278559096079891,7.721210376378676
2016-11-30,5.000572995101012,5.395645489361843,5.142228346874387,6.1531743946659825,11.799874009270198,8.177828684410718,8.821177907219818,5.316944671099948,7.564716374287104
